# Parameters
$ K = 3
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-8.4044548260714080e-01	-4.9642940572423078e-01	-4.6973394298001864e-01	-7.9106179996578374e-01	-3.4049694138130654e-01	-4.9368802138836659e-01	-5.8995929451606877e-01	-6.2144822585494863e-01	-1.0175051422392887e+00	-3.9238708085174540e-01	-6.8623756579868034e-01	-4.9503635642567728e-01	-3.8013874695009586e-01	-7.0515470497517674e-01	-1.2770001844762471e-01	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-8.4157530212685439e-01	-4.9454297413726744e-01	-4.7139563225071146e-01	-7.9332524755053135e-01	-3.4060911496251112e-01	-4.9729342887140138e-01	-5.9329588462958494e-01	-6.2144669296015687e-01	-1.0194190804598515e+00	-3.9359198620075586e-01	-6.9029332226785745e-01	-4.9645841157002168e-01	-3.7997593927015966e-01	-7.0675968532517708e-01	-1.2620040660084850e-01	3.3273111680441403e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-8.4262574791471345e-01	-4.9258864148056986e-01	-4.7306005954641445e-01	-7.9556884191291488e-01	-3.4070971678324574e-01	-5.0092260485626838e-01	-5.9662984014702103e-01	-6.2139797010743569e-01	-1.0212493547402108e+00	-3.9480151303168787e-01	-6.9436667053242207e-01	-4.9786230059448505e-01	-3.7978238208581566e-01	-7.0831934914735195e-01	-1.2467897831939788e-01	3.3190557051806020e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-8.4359610913276295e-01	-4.9056688465025100e-01	-4.7472723548021939e-01	-7.9779235248869695e-01	-3.4079872868688094e-01	-5.0457538744707342e-01	-5.9996046760342103e-01	-6.2130209871513986e-01	-1.0229950796061213e+00	-3.9601577698063622e-01	-6.9845732768451307e-01	-4.9924763791814014e-01	-3.7955800448157173e-01	-7.0983302816904637e-01	-1.2313585552254776e-01	3.3108569510575863e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-8.4448571201489453e-01	-4.8847822984443739e-01	-4.7639717147827959e-01	-7.9999555466955363e-01	-3.4087613579268505e-01	-5.0825159649727170e-01	-6.0328705882044431e-01	-6.2115914519211801e-01	-1.0246554089038671e+00	-3.9723489487326447e-01	-7.0256499761767854e-01	-5.0061404167104706e-01	-3.7930275047129181e-01	-7.1130006672029378e-01	-1.2157116989147962e-01	3.3027157176331636e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-8.4529392066144005e-01	-4.8632325243372954e-01	-4.7806987976046000e-01	-8.0217822982751241e-01	-3.4094192653456340e-01	-5.1195103292570743e-01	-6.0660889086288028e-01	-6.2096920085118512e-01	-1.0262295368845973e+00	-3.9845898462403545e-01	-7.0668937073060889e-01	-5.0196113407247056e-01	-3.7901657919347287e-01	-7.1271982228835296e-01	-1.1998506291499925e-01	3.2946328259158126e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-8.4602013779517149e-01	-4.8410257675499263e-01	-4.7974537331971434e-01	-8.0434016532937580e-01	-3.4099609269916598e-01	-5.1567347802699370e-01	-6.0992522600490695e-01	-6.2073238178314483e-01	-1.0277166992479960e+00	-3.9968816513105304e-01	-7.1083012362962561e-01	-5.0328854181438543e-01	-3.7869946509059021e-01	-7.1409166606543339e-01	-1.1837768592757583e-01	3.2866091059121056e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-8.4666380547754605e-01	-4.8181687582792448e-01	-4.8142366590018149e-01	-8.0648115454106895e-01	-3.4103862946335817e-01	-5.1941869277736086e-01	-6.1323531170667478e-01	-6.2044882869132267e-01	-1.0291161741429822e+00	-4.0092255616654759e-01	-7.1498691883025955e-01	-5.0459589644982927e-01	-3.7835139807194168e-01	-7.1541498348881649e-01	-1.1674920013957878e-01	3.2786453965672084e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-8.4722440578412761e-01	-4.7946687099403423e-01	-4.8310477197402951e-01	-8.0860099682187447e-01	-3.4106953543111224e-01	-5.2318641713715763e-01	-6.1653838060180977e-01	-6.2011870668673830e-01	-1.0304272831231944e+00	-4.0216227826303758e-01	-7.1915940445827231e-01	-5.0588283478562701e-01	-3.7797238365945662e-01	-7.1668917477261440e-01	-1.1509977665959537e-01	3.2707425456979862e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-8.4770146143818581e-01	-4.7705333147785595e-01	-4.8478870671704472e-01	-8.1069949750856574e-01	-3.4108881266981500e-01	-5.2697636935126890e-01	-6.1983365049647221e-01	-6.1974220504413025e-01	-1.0316493920550984e+00	-4.0340745259519967e-01	-7.2334721395047952e-01	-5.0714899927898260e-01	-3.7756244311594755e-01	-7.1791365543039543e-01	-1.1342959650873086e-01	3.2629014099185034e+00
