# Parameters
$ K = 5
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-1.5521582033460024e-01	-8.9304955835912725e-01	-6.5754069912525737e-01	-6.6449493981733621e-01	-6.0913371133134575e-01	-5.3063102032858400e-01	-3.1747630699496138e-01	-6.8387905584403930e-01	-7.7477116736718388e-01	-2.7252246422114074e-01	-3.1168990372802780e-01	-7.2487205169698299e-01	-6.4780977934962891e-01	-2.0662621460555433e-01	-5.9974010798872501e-01	2.7464622764985855e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-1.5669455960770276e-01	-8.9829991339628068e-01	-6.6160654491326099e-01	-6.6648773128704508e-01	-6.1091338887442814e-01	-5.3412688719799462e-01	-3.1882542275342468e-01	-6.8774360874953533e-01	-7.8003745373223476e-01	-2.7772522285353429e-01	-3.1415772520510593e-01	-7.2829984163849604e-01	-6.5001632871117709e-01	-2.0497834035023485e-01	-6.0352251563237536e-01	2.7396107806977192e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-1.5819021465367952e-01	-9.0355664451651185e-01	-6.6569511264730707e-01	-6.6847012747020107e-01	-6.1268312379409962e-01	-5.3764537581263594e-01	-3.2017747088400250e-01	-6.9161705432800524e-01	-7.8533775160448360e-01	-2.8299735168676893e-01	-3.1665011389029402e-01	-7.3172136374414476e-01	-6.5221203430934171e-01	-2.0329130776602802e-01	-6.0733948158157691e-01	2.7327887154645221e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-1.5970298637633634e-01	-9.0881884360933518e-01	-6.6980620734061591e-01	-6.7044190071353549e-01	-6.1444268275851643e-01	-5.4118645594021897e-01	-3.2153241232772317e-01	-6.9549895959943142e-01	-7.9067177298367619e-01	-2.8833934501119901e-01	-3.1916727097257569e-01	-7.3513596327556296e-01	-6.5439655774164118e-01	-2.0156465334088156e-01	-6.1119129152986318e-01	2.7259962471810670e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-1.6123307739258336e-01	-9.1408557789255385e-01	-6.7393961987073969e-01	-6.7240282494334869e-01	-6.1619183298740055e-01	-5.4475009005820474e-01	-3.2289020759087200e-01	-6.9938887822918350e-01	-7.9603920237254489e-01	-2.9375168033372656e-01	-3.2170939639429441e-01	-7.3854297550562586e-01	-6.5656956101103869e-01	-1.9979791439723896e-01	-6.1507822399954704e-01	2.7192335424867897e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-1.6278069199515849e-01	-9.1935588975772420e-01	-6.7809512659179738e-01	-6.7435267579730063e-01	-6.1793034237838362e-01	-5.4833623311751056e-01	-3.2425081671811257e-01	-7.0328635029685416e-01	-8.0143969577293539e-01	-2.9923481718844408e-01	-3.2427668871395771e-01	-7.4194172587921126e-01	-6.5873070675864598e-01	-1.9799062939560796e-01	-6.1900054965643925e-01	2.7125007682638635e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-1.6434603611156720e-01	-9.2462879663436548e-01	-6.8227248894433645e-01	-6.7629123075721731e-01	-6.1965797963686975e-01	-5.5194483230165525e-01	-3.2561419926244561e-01	-7.0719090206484270e-01	-8.0687287966308963e-01	-3.0478919590215658e-01	-3.2686934496442094e-01	-7.4533153018826281e-01	-6.6087965850284447e-01	-1.9614233825159211e-01	-6.2295853059309070e-01	2.7057980916223401e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-1.6592931725904911e-01	-9.2990329087384183e-01	-6.8647145306323820e-01	-6.7821826928280182e-01	-6.2137451440944991e-01	-5.5557582678132322e-01	-3.2698031425184154e-01	-7.1110204574694069e-01	-8.1233834995670562e-01	-3.1041523631400542e-01	-3.2948756050636446e-01	-7.4871169476145316e-01	-6.6301608088473685e-01	-1.9425258266671422e-01	-6.2695241957977288e-01	2.6991256798850776e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-1.6753074449537908e-01	-9.3517833965400510e-01	-6.9069174938413924e-01	-6.8013357294609400e-01	-6.2307971742092894e-01	-5.5922914746439456e-01	-3.2834912015240630e-01	-7.1501927927721354e-01	-8.1783567094443654e-01	-3.1611333644848011e-01	-3.3213152887699665e-01	-7.5208151666875089e-01	-6.6513963991986158e-01	-1.9232090647335556e-01	-6.3098245928240948e-01	2.6924837005724531e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-1.6915052836529831e-01	-9.4045288490558632e-01	-6.9493309224885569e-01	-6.8203692556657569e-01	-6.2477336061500821e-01	-5.6290471674143339e-01	-3.2972057482793843e-01	-7.1894208607945120e-01	-8.2336437421861586e-01	-3.2188387114115069e-01	-3.3480144163389636e-01	-7.5544028394115359e-01	-6.6725000325604400e-01	-1.9034685599412449e-01	-6.3504888144671956e-01	2.6858723213868756e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-1.7078888084237714e-01	-9.4572584326138365e-01	-6.9919517951033161e-01	-6.8392811334674619e-01	-6.2645521729866327e-01	-5.6660244822669315e-01	-3.3109463549571078e-01	-7.2286993483752604e-01	-8.2892395758207060e-01	-3.2772719061652916e-01	-3.3749748819392350e-01	-7.5878727580587446e-01	-6.6934684043728887e-01	-1.8832998041595680e-01	-6.3915190604783678e-01	2.6792917101970932e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-1.7244601526609449e-01	-9.5099610602931151e-01	-7.0347769213766054e-01	-6.8580692500805596e-01	-6.2812506229026743e-01	-5.7032224649465091e-01	-3.3247125867835975e-01	-7.2680227926698282e-01	-8.3451388394199688e-01	-3.3364361901755785e-01	-3.4021985566712620e-01	-7.6212176293720024e-01	-6.7142982317354905e-01	-1.8626983217924406e-01	-6.4329174040473913e-01	2.6727420350223183e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-1.7412214627391839e-01	-9.5626253919035142e-01	-7.0778029382176044e-01	-6.8767315192701262e-01	-6.2978267207150151e-01	-5.7406400681213643e-01	-3.3385040015172518e-01	-7.3073855788826558e-01	-8.4013358018996365e-01	-3.3963345288627345e-01	-3.4296872868557909e-01	-7.6544300772328344e-01	-6.7349862561624441e-01	-1.8416596738226776e-01	-6.4746857825882564e-01	2.6662234640161517e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-1.7581748972817238e-01	-9.6152398342246881e-01	-7.1210263058231082e-01	-6.8952658827132796e-01	-6.3142782494308269e-01	-5.7782761486609380e-01	-3.3523201488851539e-01	-7.3467819380192501e-01	-8.4578243606925030e-01	-3.4569695959533181e-01	-3.4574428922707040e-01	-7.6875026454905060e-01	-6.7555292463934280e-01	-1.8201794620120249e-01	-6.5168259881605139e-01	2.6597361654503380e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-1.7753226263745783e-01	-9.6677925415155375e-01	-7.1644433037660216e-01	-6.9136703113592501e-01	-6.3306030118435797e-01	-5.8161294648705064e-01	-3.3661605699766445e-01	-7.3862059446628903e-01	-8.5145980303080515e-01	-3.5183437573014792e-01	-3.4854671643359481e-01	-7.7204278009542771e-01	-6.7759240012580524e-01	-1.7982533332593642e-01	-6.5593396575207952e-01	2.6532803076983571e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-1.7926668307240420e-01	-9.7202714163045867e-01	-7.2080500271094883e-01	-6.9319428067865496e-01	-6.3467988321678548e-01	-5.8541986736835283e-01	-3.3800247965926189e-01	-7.4256515147800517e-01	-8.5716499307926597e-01	-3.5804590542153653e-01	-3.5137618642457785e-01	-7.7531979365505577e-01	-6.7961673525920552e-01	-1.7758769841193528e-01	-6.6022282617995698e-01	2.6468560592188446e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-1.8102097007552226e-01	-9.7726641104718326e-01	-7.2518423825539913e-01	-6.9500814025553204e-01	-6.3628635577134440e-01	-5.8924823278126348e-01	-3.3939123505494256e-01	-7.4651124035596339e-01	-8.6289727761060064e-01	-3.6433171862885771e-01	-3.5423287210477611e-01	-7.7858053746462219e-01	-6.8162561682026279e-01	-1.7530461654835242e-01	-6.6454930957989489e-01	2.6404635885388594e+00
