# Parameters
$ K = 5
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-7.4418672183880008e-01	-4.0301438058875855e-01	-1.8449270948271057e-01	-3.2590723682520045e-01	-3.7421941045043738e-01	-6.8876102591842558e-01	-4.1613897357280205e-01	-6.1904337971661172e-01	-4.8333419871294259e-01	-7.9920036261541330e-02	-8.1879794510767323e-02	-2.3458781386880231e-01	-7.2706102164459330e-02	-1.3197388292913814e-01	-1.2255543295756269e-01	-1.8245700933070780e-01	-8.7010831256990662e-02	-7.0240679788692278e-02	-1.2712671021800712e-01	-9.7078878690835771e-02	-1.0270387816221418e-01	2.0765875381394170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-7.4631880324795197e-01	-4.0124102835640313e-01	-1.8162389990170799e-01	-3.2255915939716467e-01	-3.7136036393098720e-01	-6.8967744623130989e-01	-4.1395287664849445e-01	-6.1811995419945898e-01	-4.8170977082243910e-01	-8.0318959686493246e-02	-8.2288351996403789e-02	-2.3576120555432273e-01	-7.3070863103701741e-02	-1.3263301666286836e-01	-1.2316899369757070e-01	-1.8337066210681779e-01	-8.7446262262777880e-02	-7.0592185360527165e-02	-1.2776142035549623e-01	-9.7564255284808596e-02	-1.0321643363808501e-01	2.0714093768852915e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-7.4845569504800946e-01	-3.9946190587456060e-01	-1.7874019361991089e-01	-3.1919033030629090e-01	-3.6849175973769704e-01	-6.9059706134468146e-01	-4.1175806164701645e-01	-6.1718669151091554e-01	-4.8005779948872213e-01	-8.0716511811230893e-02	-8.2695197611299232e-02	-2.3693556199686894e-01	-7.3438159914982190e-02	-1.3329070173760738e-01	-1.2378418259761417e-01	-1.8428710292500386e-01	-8.7882504882038429e-02	-7.0944329406330511e-02	-1.2839429940649602e-01	-9.8049601244623114e-02	-1.0372704806311517e-01	2.0662583569339437e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-7.5059730697383709e-01	-3.9767745405609889e-01	-1.7584186486627115e-01	-3.1580129617451486e-01	-3.6561415912503376e-01	-6.9152009447737095e-01	-4.0955516045953105e-01	-6.1624403442038156e-01	-4.7837830165177314e-01	-8.1112665366189288e-02	-8.3100287249670168e-02	-2.3811097330930842e-01	-7.3808105719342085e-02	-1.3394697265366465e-01	-1.2440109171778513e-01	-1.8520641111780034e-01	-8.8319646739177957e-02	-7.1297163269924163e-02	-1.2902537217838109e-01	-9.8534923819926207e-02	-1.0423570177541926e-01	2.0611352797174294e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-7.5274353726483234e-01	-3.9588811176045441e-01	-1.7292918888886366e-01	-3.1239260529596186e-01	-3.6272811934299004e-01	-6.9244676136738914e-01	-4.0734480143688379e-01	-6.1529242054631583e-01	-4.7667129470958719e-01	-8.1507392262778686e-02	-8.3503575761271903e-02	-2.3928753060925997e-01	-7.4180814382186724e-02	-1.3460186443554731e-01	-1.2501981378782140e-01	-1.8612866657791730e-01	-8.8757776409969139e-02	-7.1650738451630017e-02	-1.2965466505406145e-01	-9.9020229962515804e-02	-1.0474237531885558e-01	2.0560409633444716e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-7.5489427241786189e-01	-3.9409431561757058e-01	-1.7000244204316206e-01	-3.0896480762394457e-01	-3.5983419341097489e-01	-6.9337726988239901e-01	-4.0512760893108724e-01	-6.1433228192980371e-01	-4.7493679662669569e-01	-8.1900663550123168e-02	-8.3905016913269792e-02	-2.4046532589692113e-01	-7.4556400445713614e-02	-1.3525541254252468e-01	-1.2564044213368586e-01	-1.8705394969448672e-01	-8.9196983355432510e-02	-7.2005106550535880e-02	-1.3028220596701695e-01	-9.9505526282916673e-02	-1.0524704941731411e-01	2.0509762430356715e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-7.5704938694363577e-01	-3.9229649985280257e-01	-1.6706190189033038e-01	-3.0551845477457590e-01	-3.5693292990120778e-01	-6.9431181962452426e-01	-4.0290420283651057e-01	-6.1336404461021388e-01	-4.7317482605449307e-01	-8.2292449371840007e-02	-8.4304563352234921e-02	-2.4164445193092926e-01	-7.4934979060165829e-02	-1.3590765277771630e-01	-1.2626307060296321e-01	-1.8798234128811739e-01	-8.9637357854731675e-02	-7.2360319205811596e-02	-1.3090802437569363e-01	-9.9990819006524234e-02	-1.0574970494866576e-01	2.0459419715690399e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-7.5920874312668585e-01	-3.9049509611246086e-01	-1.6410784730567698e-01	-3.0205410004713412e-01	-3.5402487273172573e-01	-6.9525060152930906e-01	-4.0067519813071550e-01	-6.1238812820303812e-01	-4.7138540246355343e-01	-8.2682718922894000e-02	-8.4702166566298101e-02	-2.4282500210231922e-01	-7.5316665913870470e-02	-1.3655862119575027e-01	-1.2688779348905274e-01	-1.8891392254474590e-01	-9.0078990937085865e-02	-7.2716428037068639e-02	-1.3153215123728193e-01	-1.0047611392933950e-01	-1.0625032291839744e-01	2.0409390197358372e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-7.6137219078909346e-01	-3.8869053328959835e-01	-1.6114055859744075e-01	-2.9857229846127492e-01	-3.5111056096910376e-01	-6.9619379745863352e-01	-3.9844120441488429e-01	-6.1140494548003810e-01	-4.6956854628812911e-01	-8.3071440406563696e-02	-8.5097776847499182e-02	-2.4400707030662466e-01	-7.5701577162011313e-02	-1.3720835400904083e-01	-1.2751470545413224e-01	-1.8984877494827473e-01	-9.0521974312691364e-02	-7.3073484583755163e-02	-1.3215461898089328e-01	-1.0096141637332483e-01	-1.0674888443295745e-01	2.0359682768066136e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-7.6353956705815840e-01	-3.8688323734967578e-01	-1.5816031763604621e-01	-2.9507360681115347e-01	-3.4819052864097638e-01	-6.9714157978739699e-01	-3.9620282545377361e-01	-6.1041490195177739e-01	-4.6772427908301156e-01	-8.3458580991555661e-02	-8.5491343254367635e-02	-2.4519075081418371e-01	-7.6089829354087854e-02	-1.3785688749272684e-01	-1.2814390145086363e-01	-1.9078698021198398e-01	-9.0966400302645911e-02	-7.3431540243575927e-02	-1.3277546148014399e-01	-1.0144673114140201e-01	-1.0724537067283579e-01	2.0310306510073448e+00
