# Parameters
$ K = 3
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-8.2332654307988695e-01	-6.8170588737594118e-01	-4.0556073300073470e-01	-5.8635458024390330e-01	-2.6025867943870973e-01	-9.4923186730995457e-01	-4.6455402664208317e-01	-4.6767117100262612e-01	-4.8973056372277840e-01	-9.6703180236797956e-02	1.3491773567436069e-01	2.4451280290795968e-01	1.6324194325599248e-01	-1.1345550735284286e-01	9.3807791148814695e-03	2.0275075551241117e-01	-7.3048455267475512e-02	4.4363875026680842e-02	1.0480367712789145e-01	5.3185665251554801e-03	5.8620342106863593e-02	2.5632360962189020e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-8.2811354431058504e-01	-6.8886269786376542e-01	-4.1034716739417804e-01	-5.9073642128104420e-01	-2.6367739916108307e-01	-9.5478901497668756e-01	-4.6860214716169390e-01	-4.6961327093951688e-01	-4.9419019260715125e-01	-9.7184082272049999e-02	1.3558876290683089e-01	2.4573289409923532e-01	1.6405751268881114e-01	-1.1402262397620204e-01	9.4273294684169631e-03	2.0376283130474662e-01	-7.3414490626404261e-02	4.4584868406473611e-02	1.0532769702674262e-01	5.3450475916484727e-03	5.8912175881478485e-02	2.5568496765768294e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-8.3289643321122109e-01	-6.9605535699981591e-01	-4.1519138055533278e-01	-5.9510359269984781e-01	-2.6713674520069625e-01	-9.6035126420246231e-01	-4.7265857038211029e-01	-4.7153957809918223e-01	-4.9868332031613682e-01	-9.7659560285467822e-02	1.3625240361689270e-01	2.4694779161652478e-01	1.6487165851059490e-01	-1.1458932981334619e-01	9.4731426477367483e-03	2.0477125964800350e-01	-7.3782098822690739e-02	4.4804141877774727e-02	1.0585165983622340e-01	5.3712923691623142e-03	5.9201376727565126e-02	2.5505066119413500e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-8.3767410198133629e-01	-7.0328208337266918e-01	-4.2009332197639393e-01	-5.9945418739888123e-01	-2.7063661357131075e-01	-9.6591756122557826e-01	-4.7672197307729752e-01	-4.7344953035508675e-01	-5.0320963195816470e-01	-9.8129315519403168e-02	1.3690825661628567e-01	2.4815711993921344e-01	1.6568416286862284e-01	-1.1515548878441531e-01	9.5181725850161381e-03	2.0577559319368113e-01	-7.4151258861902658e-02	4.5021591793813896e-02	1.0637547392361978e-01	5.3972811969500625e-03	5.9487796708732395e-02	2.5442069195394814e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-8.4244541786236604e-01	-7.1054101063839614e-01	-4.2505289374689070e-01	-6.0378625119973717e-01	-2.7417686791308127e-01	-9.7148682115801344e-01	-4.8079098108448443e-01	-4.7534256660208335e-01	-5.0776878802951630e-01	-9.8593043522169826e-02	1.3755591316317334e-01	2.4936049914167310e-01	1.6649480359813054e-01	-1.1572096128672223e-01	9.5623719696012865e-03	2.0677537103958690e-01	-7.4521948376239572e-02	4.5237112142725321e-02	1.0689904571286589e-01	5.4229937034017042e-03	5.9771284756667077e-02	2.5379506119172919e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-8.4720922314509794e-01	-7.1783018616611582e-01	-4.3006994845272783e-01	-6.0809778313030494e-01	-2.7775733828275823e-01	-9.7705792764360644e-01	-4.8486416881438199e-01	-4.7721812738092978e-01	-5.1236042383358005e-01	-9.9050434245367969e-02	1.3819495710647448e-01	2.5055754520354612e-01	1.6730335431899818e-01	-1.1628560419662043e-01	9.6056922508656849e-03	2.0777011869076462e-01	-7.4894143578469949e-02	4.5450594543593736e-02	1.0742227968852736e-01	5.4484087940914498e-03	6.0051686678542410e-02	2.5317376969034369e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-8.5196433520464121e-01	-7.2514756976798800e-01	-4.3514428705466324e-01	-6.1238673579484582e-01	-2.8137781994005645e-01	-9.8262973253702446e-01	-4.8894005882867303e-01	-4.7907565552057652e-01	-5.1698414890593991e-01	-9.9501172154047926e-02	1.3882496504971492e-01	2.5174787034136764e-01	1.6810958454372477e-01	-1.1684927087655494e-01	9.6480836436284405e-03	2.0875934804425383e-01	-7.5267819215305828e-02	4.5661928245434885e-02	1.0794507840159200e-01	5.4735046404858585e-03	6.0328845168663089e-02	2.5255681775755994e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-8.5670954656426435e-01	-7.3249103252182990e-01	-4.4027565675043084e-01	-6.1665101583476623e-01	-2.8503807213273274e-01	-9.8820105560524485e-01	-4.9301712148963950e-01	-4.8091459679736642e-01	-5.2163954644645782e-01	-9.9944936350140332e-02	1.3944550653517915e-01	2.5293108336184844e-01	1.6891325979701508e-01	-1.1741181118754197e-01	9.6894951362837944e-03	2.0974255739922681e-01	-7.5642948520275310e-02	4.5871000129284363e-02	1.0846734247711816e-01	5.4982586693885852e-03	6.0602599824549797e-02	2.5194420522299685e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-8.6144362498961979e-01	-7.3985835569475689e-01	-4.4546374882514550e-01	-6.2088848448395928e-01	-2.8873781688312672e-01	-9.9377068425337012e-01	-4.9709377468687677e-01	-4.8273440061009337e-01	-5.2632617275957527e-01	-1.0038140070957120e-01	1.4005614424911766e-01	2.5410679003710390e-01	1.6971414174729801e-01	-1.1797307150731708e-01	9.7298745017911376e-03	2.1071923149406852e-01	-7.6019503166160726e-02	4.6077694713569949e-02	1.0898897062379299e-01	5.5226475532009749e-03	6.0872787167671596e-02	2.5133593143539055e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-8.6616531361479876e-01	-7.4724722977649349e-01	-4.5070819649491439e-01	-6.2509695822253519e-01	-2.9247673777906136e-01	-9.9933737327662053e-01	-5.0116838364611438e-01	-4.8453452066980335e-01	-5.3104355670407100e-01	-1.0081023403346100e-01	1.4065643424876553e-01	2.5527459350204995e-01	1.7051198835046699e-01	-1.1853289475438898e-01	9.7691683116771233e-03	2.1168884157198042e-01	-7.6397453217078679e-02	4.6281894162948416e-02	1.0950985964544831e-01	5.5466472010806834e-03	6.1139240669033694e-02	2.5073199526019310e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-8.7087333110177090e-01	-7.5465525363122687e-01	-4.5600857274898476e-01	-6.2927420953267554e-01	-2.9625447877217326e-01	-1.0048998446404303e+00	-5.0523926082519166e-01	-4.8631441570309741e-01	-5.3579119915359807e-01	-1.0123110021379249e-01	1.4124592621189547e-01	2.5643409467413381e-01	1.7130655400612163e-01	-1.1909112041823160e-01	9.8073219532008298e-03	2.1265084547670582e-01	-7.6776767080277322e-02	4.6483478300788486e-02	1.1002990445458435e-01	5.5702327510840643e-03	6.1401790779831177e-02	2.5013239507751965e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-8.7556637183472219e-01	-7.6207993377703032e-01	-4.6136438819611253e-01	-6.3341796776030201e-01	-3.0007064298693981e-01	-1.0104567872906274e+00	-5.0930466590230250e-01	-4.8807355016754056e-01	-5.4056857246929024e-01	-1.0164365841391113e-01	1.4182416370961004e-01	2.5758489269549756e-01	1.7209758972655070e-01	-1.1964758459584136e-01	9.8442796498320901e-03	2.1360468777997138e-01	-7.7157411457740646e-02	4.6682324625484800e-02	1.1054899808794791e-01	5.5933785633803775e-03	6.1660264967377178e-02	2.4953712878045748e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-8.8024310615087498e-01	-7.6951868380208244e-01	-4.6677508892123803e-01	-6.3752592008610898e-01	-3.0392479154381197e-01	-1.0160068569957375e+00	-5.1336280586159788e-01	-4.8981139497769632e-01	-5.4537511998585564e-01	-1.0204756326419663e-01	1.4239068450305262e-01	2.5872658539760374e-01	1.7288484331868967e-01	-1.2020212003487710e-01	9.8799844851933938e-03	2.1454979994223644e-01	-7.7539351297690129e-02	4.6878308330789722e-02	1.1106703172421094e-01	5.6160582146293414e-03	6.1914487756516423e-02	2.4894619377375253e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-8.8490218060937742e-01	-7.7696882392702138e-01	-4.7224005435885325e-01	-6.4159571260938164e-01	-3.0781644240004941e-01	-1.0215486762234764e+00	-5.1741183518125033e-01	-4.9152742824016121e-01	-5.5021025551252012e-01	-1.0244246507322241e-01	1.4294502086467148e-01	2.5985876978827932e-01	1.7366805957923262e-01	-1.2075455618359436e-01	9.9143784306119469e-03	2.1548560050833870e-01	-7.7922549746082551e-02	4.7071302330350194e-02	1.1158389470379643e-01	5.6382444936159785e-03	6.2164280776731397e-02	2.4835958697288874e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-8.8954221829984503e-01	-7.8442758072290264e-01	-4.7775859518991193e-01	-6.4562495154790445e-01	-3.1174506921202183e-01	-1.0270808340535893e+00	-5.2144985612904693e-01	-4.9322113599584144e-01	-5.5507336285027575e-01	-1.0282801005468559e-01	1.4348669992464588e-01	2.6098104256104915e-01	1.7444698050306612e-01	-1.2130471924777338e-01	9.9474023764272897e-03	2.1641149533959830e-01	-7.8306968098209043e-02	4.7261177286638291e-02	1.1209947455089431e-01	5.6599093982387522e-03	6.2409462815149121e-02	2.4777730480357443e+00
