# Parameters
$ K = 3
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-6.9183137302774811e-01	-4.8492366573263773e-01	-7.5956971657872618e-01	-3.2988599373376765e-01	-7.2175270916135992e-01	-4.0894379884418908e-01	-1.9419967586643261e-01	-3.3339647650833670e-01	-1.0168212743650529e-01	-2.1618276973868039e-01	-1.3475049785853925e+00	-4.5411434634119097e-01	-4.7569151434043933e-01	-4.2057457281630417e-01	-3.7299084164875701e-01	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.9648978792280736e-01	-4.8987121702341618e-01	-7.6629118420682540e-01	-3.3410584312332664e-01	-7.2632922772610464e-01	-4.1428243102064705e-01	-1.9882782569076948e-01	-3.3985415210051706e-01	-1.0470540687683298e-01	-2.1992412853695756e-01	-1.3551559577323515e+00	-4.5926566270133007e-01	-4.8053305071104002e-01	-4.2410833535969300e-01	-3.7574233034429938e-01	3.3273114164730218e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-7.0117689896768742e-01	-4.9487617982753240e-01	-7.7305379802570640e-01	-3.3838205154524936e-01	-7.3092653907640825e-01	-4.1968279569948985e-01	-2.0354709567175977e-01	-3.4640817707522470e-01	-1.0780149303994864e-01	-2.2371791435060678e-01	-1.3627458311744527e+00	-4.6447471164955129e-01	-4.8543443404708725e-01	-4.2768063848685201e-01	-3.7852285672904123e-01	3.3190561791495430e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-7.0589247888173923e-01	-4.9993881200249107e-01	-7.7985651405255574e-01	-3.4271504699829625e-01	-7.3554428059771693e-01	-4.2514491597969023e-01	-2.0835835566746436e-01	-3.5305852326756504e-01	-1.1097153248880529e-01	-2.2756450961090008e-01	-1.3702710093280375e+00	-4.6974148829948364e-01	-4.9039603247372859e-01	-4.3129189025299380e-01	-3.8133271388487688e-01	3.3108568371798541e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-7.1063627793366102e-01	-5.0505934273078001e-01	-7.8669821556628083e-01	-3.4710524047517743e-01	-7.4018206916253959e-01	-4.3066877971865292e-01	-2.1326242975983525e-01	-3.5980507394879574e-01	-1.1421665799337563e-01	-2.3146428145684289e-01	-1.3777278611722334e+00	-4.7506594508848982e-01	-4.9541818118440789e-01	-4.3494249431412069e-01	-3.8417219221734916e-01	3.3027133974805918e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-7.1540802303431128e-01	-5.1023797061870435e-01	-7.9357771049580328e-01	-3.5155302465786553e-01	-7.4483950043629310e-01	-4.3625433808102337e-01	-2.1826009262838289e-01	-3.6664761932434475e-01	-1.1753798627551948e-01	-2.3541758057173673e-01	-1.3851127169724453e+00	-4.8044798951007051e-01	-5.0050117992831145e-01	-4.3863284909257894e-01	-3.8704157903811187e-01	3.2946258614315886e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-7.2020741680872957e-01	-5.1547486172405466e-01	-8.0049372878315361e-01	-3.5605877256027402e-01	-7.4951614816628365e-01	-4.4190150406562895e-01	-2.2335206579827399e-01	-3.7358585194427141e-01	-1.2093661564528013e-01	-2.3942473996938793e-01	-1.3924218711555489e+00	-4.8588748178096791e-01	-5.0564529039851835e-01	-4.4236334688861373e-01	-3.8994115812441016e-01	3.2865942247869206e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-7.2503413664788463e-01	-5.2077014751246464e-01	-8.0744491972719890e-01	-3.6062283611762136e-01	-7.5421156345390272e-01	-4.4761015101186263e-01	-2.2853901376440219e-01	-3.8061936203327629e-01	-1.2441362352716379e-01	-2.4348607372891726e-01	-1.3996515853359714e+00	-4.9138423244406171e-01	-5.1085073352086274e-01	-4.4613437293594516e-01	-3.9287120925471575e-01	3.2786184775861718e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-7.2988783374081123e-01	-5.2612392274250852e-01	-8.1442984931438145e-01	-3.6524554472197734e-01	-7.5892527401020826e-01	-4.5338011108694309e-01	-2.3382153999356506e-01	-3.8774763274829716e-01	-1.2797006387523405e-01	-2.4760187567720637e-01	-1.4067980914912925e+00	-4.9693799990848175e-01	-5.1611768664396318e-01	-4.4994630439942362e-01	-3.9583200771966870e-01	3.2706986040660686e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-7.3476813208784575e-01	-5.3153624327994342e-01	-8.2144699754355710e-01	-3.6992720370358351e-01	-7.6365678339509024e-01	-4.5921117375561860e-01	-2.3920018280752536e-01	-3.9497003537270853e-01	-1.3160696447616915e-01	-2.5177241801811923e-01	-1.4138575952855088e+00	-5.0254848792872153e-01	-5.2144628063128950e-01	-4.5379950931288082e-01	-3.9882382380746345e-01	3.2628345825726313e+00
