# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-6.3105565478888626e-01	-5.5461773368442735e-01	-6.0669952578518060e-01	-4.9300179532893695e-01	-8.2789713186003677e-01	-3.3959166470612434e-01	-2.7350000793845181e-01	-9.5088962700873747e-01	-7.8479214578797829e-01	-2.5207022496093398e-02	-2.3294724446323087e-01	1.0362959658588199e-01	2.1137614420994313e-01	2.8098191640296422e-02	-5.6181964141183718e-02	-4.1270210641353895e-02	8.5877936217563289e-02	7.7490402235974615e-02	-5.6258572774639685e-02	-8.6312815681002020e-02	-1.8159613142876624e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.3243899159121875e-01	-5.5466031869675902e-01	-6.0908849478223337e-01	-4.9779555693854372e-01	-8.3426577155224935e-01	-3.3966375785823077e-01	-2.7584134283958256e-01	-9.5606793341644858e-01	-7.8727101973250135e-01	-2.5332567209168610e-02	-2.3410999628672732e-01	1.0414800153473223e-01	2.1242939124289673e-01	2.8238394303379787e-02	-5.6461349782945709e-02	-4.1476121214668767e-02	8.6304216070734074e-02	7.7876519390155510e-02	-5.6538114882853895e-02	-8.6744231092612561e-02	-1.8250259331979507e-01	2.9925270727557423e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.3377695008488699e-01	-5.5464112913243957e-01	-6.1147798428380640e-01	-5.0261542076877364e-01	-8.4061854398618152e-01	-3.3971376831491140e-01	-2.7820813578281589e-01	-9.6123749691150695e-01	-7.8970426981370312e-01	-2.5457096570279721e-02	-2.3526866356846277e-01	1.0466685039409362e-01	2.1347503246885924e-01	2.8377989860933369e-02	-5.6737586765300642e-02	-4.1681129168256711e-02	8.6724081586313381e-02	7.8259860797389780e-02	-5.6814060794769881e-02	-8.7175314401451418e-02	-1.8340590838983373e-01	2.9851085888116415e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.3506888659074912e-01	-5.5455967611480939e-01	-6.1386787812372834e-01	-5.0746030095484507e-01	-8.4695270424284541e-01	-3.3974157992977100e-01	-2.8060053080182651e-01	-9.6639701531053168e-01	-7.9209087528583955e-01	-2.5580558149935453e-02	-2.3642307460800788e-01	1.0518603552734108e-01	2.1451255314401393e-01	2.8516931770482607e-02	-5.7010523120416108e-02	-4.1885202166741221e-02	8.7137237528464195e-02	7.8640265564595538e-02	-5.7086267348252444e-02	-8.7606013018457593e-02	-1.8430591285043876e-01	2.9777449962516185e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.3631417122419687e-01	-5.5441550193431266e-01	-6.1625805875213624e-01	-5.1232905583686361e-01	-8.5326544220476219e-01	-3.3974708211070420e-01	-2.8301866347857124e-01	-9.7154515738202929e-01	-7.9442982336325796e-01	-2.5702898731589551e-02	-2.3757306040960174e-01	1.0570544580176151e-01	2.1554142927978900e-01	2.8655172462764066e-02	-5.7280004929385051e-02	-4.2088308092107014e-02	8.7543384510314140e-02	7.9017570413763907e-02	-5.7354589917848170e-02	-8.8036273776868804e-02	-1.8520244320988472e-01	2.9704367449778846e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.3751218838467183e-01	-5.5420818096684055e-01	-6.1864840714339175e-01	-5.1722048708525303e-01	-8.5955388364647833e-01	-3.3973016979068782e-01	-2.8546266046184782e-01	-9.7668056293764705e-01	-7.9672011014734601e-01	-2.5824064328763548e-02	-2.3871845486878590e-01	1.0622496656300502e-01	2.1656112794075935e-01	2.8792663341790151e-02	-5.7545876414902102e-02	-4.2290415057165041e-02	8.7942219172228567e-02	7.9391609780399261e-02	-5.7618882479629666e-02	-8.8466042935547995e-02	-1.8609533640458015e-01	2.9631842866469804e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.3866233722934784e-01	-5.5393732056423617e-01	-6.2103880269992329e-01	-5.2213333889102076e-01	-8.6581509148958236e-01	-3.3969074339125521e-01	-2.8793263897645943e-01	-9.8180184296639195e-01	-7.9896074156246932e-01	-2.5944000203823547e-02	-2.3985909495716992e-01	1.0674447961400173e-01	2.1757110757259090e-01	2.8929354786157487e-02	-5.7807980040774469e-02	-4.2491491418160943e-02	8.8333434374418499e-02	7.9762215920313961e-02	-5.7878997679535076e-02	-8.8895266182272933e-02	-1.8698442993236922e-01	2.9559880746034284e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.3976403213006305e-01	-5.5360256191452029e-01	-6.2342912315206256e-01	-5.2706629722653497e-01	-8.7204606722736622e-01	-3.3962870877909213e-01	-2.9042870632360052e-01	-9.8690757981390898e-01	-8.0115073429944561e-01	-2.6062650888467240e-02	-2.4099482090494198e-01	1.0726386319862780e-01	2.1857081836075976e-01	2.9065196151659513e-02	-5.8066156618389986e-02	-4.2691505786473592e-02	8.8716719404154210e-02	8.0129219024942203e-02	-5.8134786905238441e-02	-8.9323888636985399e-02	-1.8786956198753968e-01	2.9488485638109614e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.4081670311255234e-01	-5.5320358086931920e-01	-6.2581924445395520e-01	-5.3201798918259580e-01	-8.7824375252395115e-01	-3.3954397721618101e-01	-2.9295095937314586e-01	-9.9199632740888588e-01	-8.0328911676510717e-01	-2.6179960205974434e-02	-2.4212547638073828e-01	1.0778299199041397e-01	2.1955970262071711e-01	2.9200135775264053e-02	-5.8320245420253616e-02	-4.2890427039348401e-02	8.9091760197825193e-02	8.0492447345313814e-02	-5.8386100361582448e-02	-8.9751854854992860e-02	-1.8875057159736106e-01	2.9417662107813007e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.4181979627715557e-01	-5.5274008873606029e-01	-6.2820904067562644e-01	-5.3698698238766496e-01	-8.8440503099241374e-01	-3.3943646530403127e-01	-2.9549948404859327e-01	-9.9706661153863663e-01	-8.0537493003638172e-01	-2.6295871295273450e-02	-2.4325090866848198e-01	1.0830173708658436e-01	2.2053719522009801e-01	2.9334120980515681e-02	-5.8570084300684597e-02	-4.3088224329614289e-02	8.9458239578052406e-02	8.0851727324811482e-02	-5.8632787149599123e-02	-9.0179108830117566e-02	-1.8962729875996492e-01	2.9347414735004644e+00
