# Parameters
$ K = 5
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-2.7129599564389167e-01	-8.7253010358643623e-01	-3.7426223490423971e-01	-5.2697765936403174e-01	-5.1926401775576880e-01	-3.5653373451645715e-01	-9.0097673786502530e-01	-4.6783142438325759e-01	-4.7856328796878234e-01	-3.0113284496741732e-01	-3.4858604250023195e-01	-1.0829318990483936e+00	2.4340075007215143e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.8068859158157211e-01	-8.8383313262062069e-01	-3.8422752513712766e-01	-5.3162003797886292e-01	-5.2387221416773100e-01	-3.7167786380034146e-01	-9.1285839845422045e-01	-4.7883889273837860e-01	-4.8234431568404373e-01	-3.0500710687697213e-01	-3.6170443448100048e-01	-1.0913721360904898e+00	2.4279476883835343e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.9027455486141207e-01	-8.9538308954358814e-01	-3.9439668790662497e-01	-5.3635710696931049e-01	-5.2858197169574284e-01	-3.8713489398232481e-01	-9.2502689535740124e-01	-4.9004407615738971e-01	-4.8616658884022840e-01	-3.0899409660419352e-01	-3.7506110100664458e-01	-1.0999045112467107e+00	2.4219377526414556e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.0005735227694530e-01	-9.0718290930985057e-01	-4.0477395098828312e-01	-5.4119107588800475e-01	-5.3339575903240821e-01	-4.0290860041480747e-01	-9.3748638213370794e-01	-5.0145024460121235e-01	-4.9003090963621138e-01	-3.1309666922451673e-01	-3.8865880543012926e-01	-1.1085294632303204e+00	2.4159768781715583e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.1004041905461449e-01	-9.1923525729765032e-01	-4.1536353723935743e-01	-5.4612418823943576e-01	-5.3831607256946223e-01	-4.1900254705138301e-01	-9.5024077792667683e-01	-5.1306062524178242e-01	-4.9393810026835094e-01	-3.1731771538084647e-01	-4.0250020945575132e-01	-1.1172473428069400e+00	2.4100642347195005e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.2022714608559777e-01	-9.3154249969250080e-01	-4.2616965177756988e-01	-5.5115871951996498e-01	-5.4334543320061224e-01	-4.3542005650286236e-01	-9.6329373827613318e-01	-5.2487838942295340e-01	-4.9788900291054500e-01	-3.2166015836404271e-01	-4.1658785805783172e-01	-1.1260584043388111e+00	2.4041989767153416e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.3062086599506157e-01	-9.4410667207121568e-01	-4.3719646788368399e-01	-5.5629697490814844e-01	-5.4848638268649419e-01	-4.5216417794262520e-01	-9.7664862396935503e-01	-5.3690663845070008e-01	-5.0188447962229510e-01	-3.2612695078974818e-01	-4.3092416324633576e-01	-1.1349627967507414e+00	2.3983802428707053e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.4122483798985709e-01	-9.5692944615001951e-01	-4.4844811155354097e-01	-5.6154128657336644e-01	-5.5374147954726294e-01	-4.6923765279282165e-01	-9.9030846786583016e-01	-5.4914838814810207e-01	-5.0592541217623022e-01	-3.3072107084033375e-01	-4.4551138662410450e-01	-1.1439605538907598e+00	2.3926071557586854e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.5204223142699009e-01	-9.7001209467015648e-01	-4.5992864462507438e-01	-5.6689401056906441e-01	-5.5911329444713209e-01	-4.8664287813112911e-01	-1.0042759396365790e+00	-5.6160655211073085e-01	-5.1001270179592562e-01	-3.3544551803957195e-01	-4.6035162068128671e-01	-1.1530515842589955e+00	2.3868788213772532e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.6307610804737495e-01	-9.8335545440608629e-01	-4.7164204640656238e-01	-5.7235752327526868e-01	-5.6460440503412890e-01	-5.0438186776792671e-01	-1.0185533083672125e+00	-5.7428392359890956e-01	-5.1414726879415074e-01	-3.4030330852664636e-01	-4.7544676877421121e-01	-1.1622356600792449e+00	2.3811943286971120e+00
