# Parameters
$ K = 4
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-6.2691205274800832e-01	-4.6188973925469762e-01	-8.6604454059874303e-01	-4.8915168968535677e-01	-6.9276544333219181e-01	-9.4537522501590443e-01	-7.3131539083917518e-01	-7.5260365270006047e-01	-3.0883981075543854e-01	-1.7201664747360040e-01	-3.2919353274096663e-01	-2.8490178159050922e-01	-6.2395481096702821e-01	-5.1455630140153341e-01	-6.9279289436206426e-01	2.9944933007932244e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.3603180480484112e-01	-4.7034059857641136e-01	-8.7547074793399293e-01	-4.9613905123706631e-01	-6.9706707606931761e-01	-9.5543151593151698e-01	-7.3930650826522937e-01	-7.6249707258492350e-01	-3.1753409823601431e-01	-1.7642707779894781e-01	-3.3432409435501159e-01	-2.9091439022896498e-01	-6.3066651032189003e-01	-5.2135707299393386e-01	-6.9815693137481993e-01	2.9870363921681244e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.4527610703868155e-01	-4.7893832963093952e-01	-8.8500103727780410e-01	-5.0324956807942878e-01	-7.0140051864213149e-01	-9.6556471243757303e-01	-7.4740664777811294e-01	-7.7252230774803698e-01	-3.2641231958570638e-01	-1.8093791027359826e-01	-3.3954890091039502e-01	-2.9703648443703201e-01	-6.3747416001461199e-01	-5.2825770729259491e-01	-7.0356853457771673e-01	2.9796377230971447e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.5464474574264409e-01	-4.8768427883015708e-01	-8.9463506080818866e-01	-5.1048480075170877e-01	-7.0576605800085046e-01	-9.7577287599108831e-01	-7.5561638235504902e-01	-7.8267948357357875e-01	-3.3547622610926697e-01	-1.8555106927559312e-01	-3.4486903654039397e-01	-3.0326932951215335e-01	-6.4437869015539595e-01	-5.3525918255035088e-01	-7.0902788797934613e-01	2.9722966673171483e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.6413736826849512e-01	-4.9657971132484102e-01	-9.0437234694693180e-01	-5.1784625264108575e-01	-7.1016397903415307e-01	-9.8605390538340432e-01	-7.6393620136242435e-01	-7.9296858500133616e-01	-3.4472745224248375e-01	-1.9026847945682959e-01	-3.5028554514375293e-01	-3.0961415105074591e-01	-6.5138098832942781e-01	-5.4236243785860594e-01	-7.1453515536061851e-01	2.9650125827877494e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.7375347507897698e-01	-5.0562580337302543e-01	-9.1421229236849377e-01	-5.2533536287973215e-01	-7.1459456372938135e-01	-9.9640553006509247e-01	-7.7236650397253848e-01	-8.0338944662469358e-01	-3.5416750502843986e-01	-1.9509206243962027e-01	-3.5579942618960231e-01	-3.1607213029945630e-01	-6.5848189508277666e-01	-5.4956836890839489e-01	-7.2009047859651054e-01	2.9577848114908827e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.8349241158080665e-01	-5.1482363432516398e-01	-9.2415415368601994e-01	-5.3295349882998189e-01	-7.1905809025235001e-01	-1.0068253033885810e+00	-7.8090759228322304e-01	-8.1394174238744776e-01	-3.6379775309146256e-01	-2.0002373325492026e-01	-3.6141163031289675e-01	-3.2264439924423821e-01	-6.6568219914897608e-01	-5.5687782350608706e-01	-7.2569397587577977e-01	2.9506126792287386e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.9335335974820178e-01	-5.2417417821978873e-01	-9.3419703881564065e-01	-5.4070194814760364e-01	-7.2355483194200554e-01	-1.0173105957852986e+00	-7.8955966413773726e-01	-8.2462497488176767e-01	-3.7361941510326879e-01	-2.0506539651090819e-01	-3.6712305469667106e-01	-3.2933203543028061e-01	-6.7298263240873835e-01	-5.6429159683595487e-01	-7.3134573981426010e-01	2.9434954954206125e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-7.0333532954880851e-01	-5.3367829498467545e-01	-9.4433989802212481e-01	-5.4858191041433280e-01	-7.2808505621503095e-01	-1.0278585878962196e+00	-7.9832280564365798e-01	-8.3543846425208301e-01	-3.8363354773789876e-01	-2.1021894228071317e-01	-3.7293453823798056e-01	-3.3613605650637179e-01	-6.8038386457573963e-01	-5.7181042646221780e-01	-7.3704583545738833e-01	2.9364325528992481e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-7.1343715018604137e-01	-5.4333672124003640e-01	-9.5458151465112928e-01	-5.5659448833221115e-01	-7.3264902337543958e-01	-1.0384662636768145e+00	-8.0719698339079571e-01	-8.4638133671235172e-01	-3.9384103311440533e-01	-2.1548624169830599e-01	-3.7884685649511340e-01	-3.4305741448795546e-01	-6.8788649760209974e-01	-5.7943498706366292e-01	-7.4279429816764497e-01	2.9294231277073348e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-7.2365746117422003e-01	-5.5315006070193196e-01	-9.6492049555568637e-01	-5.6474067847383902e-01	-7.3724698532415178e-01	-1.0491304034997031e+00	-8.1618203636976872e-01	-8.5745251268720490e-01	-4.0424256572896988e-01	-2.2086914225185508e-01	-3.8486071641442560e-01	-3.5009698973393616e-01	-6.9549105979791204e-01	-5.8716588489452293e-01	-7.4859113139269973e-01	2.9224664788948900e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-7.3399470326531657e-01	-5.6311877418604206e-01	-9.7535526122720273e-01	-5.7302136158452177e-01	-7.4187918416353815e-01	-1.0598475772806715e+00	-8.2527766759460119e-01	-8.6865069459071187e-01	-4.1483863888112438e-01	-2.2636946276429798e-01	-3.9097675083605393e-01	-3.5725558463318396e-01	-7.0319799966010077e-01	-5.9500365196601912e-01	-7.5443630431016362e-01	2.9155618483183470e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-7.4444710924882718e-01	-5.7324316921413809e-01	-9.8588403564419302e-01	-5.8143729243437192e-01	-7.4654585069189805e-01	-1.0706141376562186e+00	-8.3448343543462611e-01	-8.7997435426020354e-01	-4.2562953060213227e-01	-2.3198898805139709e-01	-3.9719551277875964e-01	-3.6453391699777632e-01	-7.1100767940692755e-01	-6.0294873994381293e-01	-7.6032974934502873e-01	2.9087084604422531e+00
