seed_idx	K	mu_cpp	mu_paper	coeff_without_perturb	coeff_with_perturb	response
3	3	0	0	-0.3829354123218805	-0.39743264698092784	-1.8764752221863106
3	3	5	1	-0.674065863701963	-0.6715592725977713	0.18813391241896427
3	3	1	2	-0.5385198071466996	-0.5346473807558291	0.36443900516631517
3	3	10	3	-0.07352569087826968	-0.07385699731988353	-0.2270342190428084
3	3	6	4	-0.0023509584837700906	-0.0032826920498595794	-16.858405566449598
3	3	2	5	-0.6831646128542739	-0.6838900897786961	-0.053597549335817334
3	3	11	6	-0.5170318533389843	-0.5168745833822311	0.015362847288787953
3	3	7	7	-0.08252337471741783	-0.08242236424878654	0.06184897709011971
3	3	3	8	-0.4181759410562389	-0.4181156912000976	0.007276213699243541
3	3	12	9	-0.3966252417220312	-0.3966746634142055	-0.006291980840518997
3	3	8	10	-0.01845512707731256	-0.018501401710151393	-0.12646175890970165
3	3	4	11	-0.6149094918551331	-0.6149340542308603	-0.0020171011919431453
3	3	13	12	-0.0394894702407626	-0.03949691699043899	-0.0095218577343951
3	3	9	13	-0.509662120775905	-0.5096687690972229	-0.0006587247748152164
3	3	14	14	-0.1830139675410847	-0.18302135918507437	-0.0020395070995724096
3	4	0	0	-0.30765181500563304	-0.3234483817315454	-2.528496134945606
3	4	5	1	-0.6757720968243521	-0.6723045603340675	0.2597853109527117
3	4	1	2	-0.49156554300362476	-0.486096069832671	0.5650262775371896
3	4	10	3	-0.00445391445496479	-0.005046125388505798	-6.304079495164406
3	4	6	4	0.08533168498871437	0.08371524589933665	0.9657672467962038
3	4	2	5	-0.6406603919978721	-0.6419379663319584	-0.10060112197365684
3	4	11	6	-0.5149828271004868	-0.5145877637235352	0.03875411701963761
3	4	7	7	-0.0494945489840605	-0.04920625694880612	0.29499887670114766
3	4	3	8	-0.37233197031174026	-0.37214872772765906	0.02485879974841404
3	4	12	9	-0.3648694590626615	-0.36501132153336746	-0.019630112064071156
3	4	8	10	0.02370457319393961	0.023598146228286106	0.22723409026359156
3	4	4	11	-0.5816091481547484	-0.5816541192697549	-0.0039044765890127913
3	4	13	12	-0.01784261296513965	-0.01782821212867226	0.040773854533622714
3	4	9	13	-0.48594251670667227	-0.4859322937263271	0.0010623665349894964
3	4	14	14	-0.1659954957266217	-0.1660111341804737	-0.0047572309843718135
3	5	0	0	-0.24677792675774118	-0.26382614365113227	-3.3733649669355055
3	5	5	1	-0.6865624281272409	-0.6821770804245542	0.32358762002705455
3	5	1	2	-0.4625310693863397	-0.4555209978374802	0.7712066407188405
