# Parameters
$ K = 3
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-2.1728561834658530e-01	-3.6565434587983975e-01	-5.0552599728773107e-01	-1.9114776497311317e-01	-8.5188872895258805e-01	-4.0957327074134853e-01	-6.4727303536660563e-01	-2.7767325777620266e-01	-5.9353596935597008e-01	1.3097309515880667e-01	1.3159723226100054e-01	7.4265341148643110e-02	6.2296988598491899e-02	3.7152442984469611e-02	1.0478413090776929e-01	1.0422395246746825e-01	2.2038541453742053e-01	1.5990844647000577e-01	9.4602675802746811e-02	1.7827370290610087e-01	1.0432349842840365e-01	2.5632360962189020e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.1978838401159737e-01	-3.7076616251246397e-01	-5.1020212524932407e-01	-1.9459895569634422e-01	-8.5953952164727432e-01	-4.1716122558629576e-01	-6.5098886846797621e-01	-2.8421472647813761e-01	-5.9784473994905230e-01	1.3162957942521339e-01	1.3225624702335911e-01	7.4636789268393747e-02	6.2607650041899734e-02	3.7338165698955469e-02	1.0530626864682988e-01	1.0474529721700863e-01	2.2148356284191154e-01	1.6070458621228156e-01	9.5075898240638473e-02	1.7916467527537816e-01	1.0484485838593893e-01	2.5568459674278601e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.2233659555347629e-01	-3.7594626372373852e-01	-5.1494087429977231e-01	-1.9810275134859687e-01	-8.6723013109262193e-01	-4.2484408992613587e-01	-6.5472961893567783e-01	-2.9085196690516757e-01	-6.0220680324788090e-01	1.3228927841817112e-01	1.3291725303017204e-01	7.5008436096447043e-02	6.2916550965264495e-02	3.7523772863131653e-02	1.0582462774693868e-01	1.0526699886750897e-01	2.2257371906948226e-01	1.6149354708260530e-01	9.5549453836857326e-02	1.8005463756214884e-01	1.0536557493809390e-01	2.5504916705286558e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.2493100389291221e-01	-3.8119507840119937e-01	-5.1974276880910530e-01	-2.0165972187352182e-01	-8.7495867189687793e-01	-4.3262155071989705e-01	-6.5849538503404170e-01	-2.9758517511583060e-01	-6.0662275485278805e-01	1.3295215556171386e-01	1.3358014710578939e-01	7.5380213524862738e-02	6.3223516297402624e-02	3.7709207665143497e-02	1.0633888033269408e-01	1.0578891244501526e-01	2.2365521506383845e-01	1.6227475339944497e-01	9.6023209885466476e-02	1.8094325170977887e-01	1.0588544841953004e-01	2.5441730651484811e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.2757235954171728e-01	-3.8651300479212802e-01	-5.2460830024024385e-01	-2.0527042885136737e-01	-8.8272314379547745e-01	-4.4049320701857542e-01	-6.6228625743340452e-01	-3.0441448170073993e-01	-6.1109316995924545e-01	1.3361817111373386e-01	1.3424482025442683e-01	7.5752050811770569e-02	6.3528364487203476e-02	3.7894410570054222e-02	1.0684868682050666e-01	1.0631088562249702e-01	2.2472736066641461e-01	1.6304760946394495e-01	9.6497026448660178e-02	1.8183016415299827e-01	1.0640426936821236e-01	2.5378900057044915e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.3026141164717834e-01	-3.9190040824049666e-01	-5.2953792444094228e-01	-2.0893542445426916e-01	-8.9052142853696703e-01	-4.4845856581176036e-01	-6.6610231862016667e-01	-3.1133994823467298e-01	-6.1561860122484235e-01	1.3428728202830650e-01	1.3491115744693494e-01	7.6123874501730332e-02	6.3830907392068356e-02	3.8079319228049940e-02	1.0735369573262250e-01	1.0683275846558987e-01	2.2578944348169877e-01	1.6381149929998953e-01	9.6970756092288501e-02	1.8271500538230834e-01	1.0692181821434538e-01	2.5316423413273448e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.3299890697428183e-01	-3.9735761883729254e-01	-5.3453205882793753e-01	-2.1265525035209848e-01	-8.9835128684167775e-01	-4.5651703779716102e-01	-6.6994364227853487e-01	-3.1836156364631268e-01	-6.2019957653965585e-01	1.3495944181413114e-01	1.3557903740375127e-01	7.6495608344734900e-02	6.4130950173320794e-02	3.8263868381879070e-02	1.0785354352473539e-01	1.0735436317569816e-01	2.2684072867597829e-01	1.6456578642316083e-01	9.7444243618692389e-02	1.8359738951271987e-01	1.0743786496970413e-01	2.5254299157840276e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.3578558882364881e-01	-4.0288492898434047e-01	-5.3959107946342377e-01	-2.1643043656803324e-01	-9.0621035544818551e-01	-4.6466793308017651e-01	-6.7381029264332704e-01	-3.2547924051040678e-01	-6.2483659669917446e-01	1.3563460038912026e-01	1.3624833237429981e-01	7.6867173213929857e-02	6.4428291199440976e-02	3.8447989773730255e-02	1.0834785442877587e-01	1.0787552383099377e-01	2.2788045881268551e-01	1.6530981364160624e-01	9.7917325797438795e-02	1.8447691385851800e-01	1.0795216891836983e-01	2.5192525674001085e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.3862219588305378e-01	-4.0848259087211009e-01	-5.4471531802441331e-01	-2.2026150028312744e-01	-9.1409614426345887e-01	-4.7291045681155941e-01	-6.7770232382323414e-01	-3.3269281126782957e-01	-6.2953013297931371e-01	1.3631270393118766e-01	1.3691890791313840e-01	7.7238487022136842e-02	6.4722721958018162e-02	3.8631612051774684e-02	1.0883624031253608e-01	1.0839605612590617e-01	2.2890785372763908e-01	1.6604290289196463e-01	9.8389831094612398e-02	1.8535315851587875e-01	1.0846447830996535e-01	2.5131101289815572e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.4150946101048154e-01	-4.1415081387234304e-01	-5.4990505866609107e-01	-2.2414894458928861e-01	-9.2200603363347067e-01	-4.8124370477222700e-01	-6.8161977909403881e-01	-3.4000202437978505e-01	-6.3428062461340284e-01	1.3699369472530024e-01	1.3759062265319730e-01	7.7609464637278594e-02	6.5014026977354214e-02	3.8814660676620122e-02	1.0931830055786328e-01	1.0891576710975996e-01	2.2992211044759225e-01	1.6676435511362783e-01	9.8861579401377978e-02	1.8622568595529970e-01	1.0897453005657896e-01	2.5070024277362974e+00
