# Parameters
$ K = 3
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-4.0985264014137407e-01	-6.2385739248705552e-01	-5.7682484359283381e-01	-3.7469724919182612e-01	-9.1168797423358883e-01	-8.3737238364498334e-01	-2.6085834194163321e-01	-5.2540924244071030e-01	-3.7895162031435881e-01	-6.1923600276721047e-01	-6.5525982955596584e-01	-3.6400713419129288e-01	-4.4152090573585928e-01	-1.7645381955154293e-01	-1.0141484473054906e-01	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.1013256723081165e-01	-6.2552763252809329e-01	-5.7712714998904402e-01	-3.7275179963951827e-01	-9.1319888804715321e-01	-8.3950158292099009e-01	-2.5903746967748909e-01	-5.2518934658935967e-01	-3.7790731550467477e-01	-6.1835791349349400e-01	-6.5566052017514587e-01	-3.6273146575358683e-01	-4.4248750460287767e-01	-1.7535713019378779e-01	-1.0049139007261243e-01	3.3273075963638505e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.1040071428518532e-01	-6.2719239600680876e-01	-5.7740763483127477e-01	-3.7077275156056483e-01	-9.1464542237758695e-01	-8.4160165960894240e-01	-2.5719211879210063e-01	-5.2494527092936705e-01	-3.7684888804220212e-01	-6.1742525059835229e-01	-6.5601926223480678e-01	-3.6142815622473201e-01	-4.4345351766469931e-01	-1.7424769101151064e-01	-9.9564528502788657e-02	3.3190414719670347e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.1065709442611309e-01	-6.2885162589173094e-01	-5.7766633387632482e-01	-3.6876049436173486e-01	-9.1602701757249327e-01	-8.4367224897131843e-01	-2.5532250536710899e-01	-5.2467707317589019e-01	-3.7577680731776014e-01	-6.1643817560501435e-01	-6.5633585060939093e-01	-3.6009751532683570e-01	-4.4441900835747322e-01	-1.7312561437887047e-01	-9.8634552920393859e-02	3.3108250495959166e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.1090172514098350e-01	-6.3050526445831945e-01	-5.7790328812771619e-01	-3.6671543253507921e-01	-9.1734313807844836e-01	-8.4571299225518182e-01	-2.5342885375759977e-01	-5.2438481635339673e-01	-3.7469154942532856e-01	-6.1539687665708842e-01	-6.5661009390296443e-01	-3.5873986674495911e-01	-4.4538403932539888e-01	-1.7199101457597113e-01	-9.7701759980604333e-02	3.3026592282971978e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.1113462833026926e-01	-6.3215325318573967e-01	-5.7811854374461313e-01	-3.6463798547838133e-01	-9.1859327288163872e-01	-8.4772353681808754e-01	-2.5151139656091986e-01	-5.2406856872060681e-01	-3.7359359676846970e-01	-6.1430156845402561e-01	-6.5684181461019453e-01	-3.5735554799878289e-01	-4.4634867229051484e-01	-1.7084400774797090e-01	-9.6766449931134493e-02	3.2945449202652215e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.1135583035353807e-01	-6.3379553265125010e-01	-5.7831215194661645e-01	-3.6252858730307402e-01	-9.1977693592481446e-01	-8.4970353624821937e-01	-2.4957037458292111e-01	-5.2372840369365969e-01	-3.7248343765656383e-01	-6.1315249215570367e-01	-6.5703084926699507e-01	-3.5594491029941022e-01	-4.4731296792036740e-01	-1.6968471186767137e-01	-9.5828926444354090e-02	3.2864830509403560e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.1156536207413602e-01	-6.3543204242228857e-01	-5.7848416891457366e-01	-3.6038768662990800e-01	-9.2089366649988347e-01	-8.5165265047859928e-01	-2.4760603680176271e-01	-5.2336439976772564e-01	-3.7136156589126640e-01	-6.1194991525617637e-01	-6.5717704859067638e-01	-3.5450831839130398e-01	-4.4827698569362834e-01	-1.6851324670182727e-01	-9.4889496444987523e-02	3.2784745591040791e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.1176325890253501e-01	-6.3706272094632044e-01	-5.7863465568755912e-01	-3.5821574637267417e-01	-9.2194302961555341e-01	-8.5357054589525005e-01	-2.4561864032940622e-01	-5.2297664043724457e-01	-3.7022848034361922e-01	-6.1069413142670426e-01	-6.5728027760948071e-01	-3.5304615037936865e-01	-4.4924078376373139e-01	-1.6732973378140933e-01	-9.3948469933544373e-02	3.2705203969704826e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.1194956083831669e-01	-6.3868750543856023e-01	-5.7876367805616991e-01	-3.5601324351028679e-01	-9.2292461633944467e-01	-8.5545689543916614e-01	-2.4360845037092713e-01	-5.2256521411501100e-01	-3.6908468452225540e-01	-6.0938546032824281e-01	-6.5734041578138369e-01	-3.5155879754121611e-01	-4.5020441882058720e-01	-1.6613429637604374e-01	-9.3006159805632385e-02	3.2626215302739134e+00
