# Parameters
$ K = 3
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-6.5112331260061962e-01	-3.4355615201321082e-01	-5.9121229381439266e-01	-5.7544543853882046e-01	-2.9812536146297208e-01	-2.9679301048510165e-01	-8.9411359848032002e-01	-4.7659754097444945e-01	-2.7913264859830389e-01	-3.2668156993715713e-01	-7.7880757631886999e-01	-9.0242530588786929e-01	-2.3050753157369697e-01	-8.9107605455616790e-01	-1.1816018761321832e-01	-1.3963395484323468e-01	-2.7581864744236029e-01	-4.6711479516605953e-02	-9.6518107433150049e-02	-1.0892082192896213e-01	-4.1859072061253416e-02	-3.7319381576389789e-02	-7.9124475687405812e-02	-5.1988722223652986e-02	-3.7912083373442658e-02	-9.7764092139863742e-02	-5.1302419715241208e-02	-1.0808340394087300e-01	-1.0430831440285662e-01	-2.3737628083780890e-01	-1.7961217244206210e-01	-1.3613540534637419e-01	-1.0082313286824121e-01	-1.0518211711487357e-01	-1.9304531183871096e-01	-1.8830489029613462e-01	-1.9210260015849021e-01	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.5234774169287435e-01	-3.4173190260116076e-01	-5.9285846273080234e-01	-5.7653166578098369e-01	-2.9754748138466369e-01	-2.9512111743945579e-01	-8.9652090727753075e-01	-4.7664754104309598e-01	-2.7642847878184429e-01	-3.2672101973867662e-01	-7.8104245672755901e-01	-9.0449891481808553e-01	-2.2726278722192758e-01	-8.9393647488607519e-01	-1.1527985059526785e-01	-1.4033084156429265e-01	-2.7719545004197793e-01	-4.6944724707156819e-02	-9.6999528277848204e-02	-1.0946242859991660e-01	-4.2067750055568003e-02	-3.7505735939048081e-02	-7.9517357126626192e-02	-5.2247691045130301e-02	-3.8100960223133640e-02	-9.8252632545472549e-02	-5.1558544504802441e-02	-1.0862391388867673e-01	-1.0482998740569516e-01	-2.3855835022752064e-01	-1.8050981539867550e-01	-1.3681570246105532e-01	-1.0132496733100091e-01	-1.0570828465754858e-01	-1.9400629715390288e-01	-1.8924679600396924e-01	-1.9306347126473258e-01	3.3273144135776884e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.5351232291092731e-01	-3.3985058090512327e-01	-5.9449874328743713e-01	-5.7759356649265392e-01	-2.9694296099759049e-01	-2.9341544943790387e-01	-8.9889284680653525e-01	-4.7668473814416834e-01	-2.7367423992833856e-01	-3.2675279768121107e-01	-7.8325518473151667e-01	-9.0652442194856087e-01	-2.2396022683420830e-01	-8.9671141612167704e-01	-1.1235790933874078e-01	-1.4102509770755164e-01	-2.7856753991833499e-01	-4.7177332183789750e-02	-9.7478565450186308e-02	-1.0999792234967745e-01	-4.2275176262238361e-02	-3.7691593751267280e-02	-7.9904661861896348e-02	-5.2504677264641829e-02	-3.8288453009010584e-02	-9.8740584812082019e-02	-5.1813871986909371e-02	-1.0916460673370902e-01	-1.0535192426534556e-01	-2.3973057354107952e-01	-1.8140658382067132e-01	-1.3749519486739389e-01	-1.0182214746149765e-01	-1.0623495929871873e-01	-1.9495859767523499e-01	-1.9018942048531967e-01	-1.9402501089471597e-01	3.3190688127052148e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.5461624428553211e-01	-3.3791245650094420e-01	-5.9613307498239088e-01	-5.7863093910352270e-01	-2.9631171859849875e-01	-2.9167627450773637e-01	-9.0122896925532359e-01	-4.7670946676353371e-01	-2.7087046523031116e-01	-3.2677726482703917e-01	-7.8544544845181441e-01	-9.0850126976685364e-01	-2.2060057900384875e-01	-8.9939894354021421e-01	-1.0939508133985253e-01	-1.4171662737794374e-01	-2.7993472179251983e-01	-4.7409282224932021e-02	-9.7955153021362235e-02	-1.1052712622485382e-01	-4.2481325417668213e-02	-3.7876937905375586e-02	-8.0286248139309055e-02	-5.2759631480071303e-02	-3.8474536855060623e-02	-9.9227906594230086e-02	-5.2068367954665289e-02	-1.0970547837891760e-01	-1.0587412671411710e-01	-2.4089261955984220e-01	-1.8230241987433915e-01	-1.3817381499354978e-01	-1.0231453595053555e-01	-1.0676213036291833e-01	-1.9590191073848759e-01	-1.9113269724704873e-01	-1.9498714632069561e-01	3.3108867281424637e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.5565870996379338e-01	-3.3591783870857217e-01	-5.9776139625723268e-01	-5.7964358182568410e-01	-2.9565367863669989e-01	-2.8990387899407760e-01	-9.0352883410725204e-01	-4.7672206362784342e-01	-2.6801772232051269e-01	-3.2679477801762130e-01	-7.8761294136737647e-01	-9.1042891755939304e-01	-2.1718462291875532e-01	-9.0199713768028156e-01	-1.0639212477083738e-01	-1.4240533581042161e-01	-2.8129680303380017e-01	-4.7640555415380037e-02	-9.8429225749119081e-02	-1.1104986348916780e-01	-4.2686172678491945e-02	-3.8061751398151912e-02	-8.0661974911345705e-02	-5.3012504468577103e-02	-3.8659187582557090e-02	-9.9714555124975901e-02	-5.2321997965325072e-02	-1.1024652514486112e-01	-1.0639659675612927e-01	-2.4204415979844987e-01	-1.8319726603466516e-01	-1.3885149493560650e-01	-1.0280199633977502e-01	-1.0728978650015308e-01	-1.9683593494850574e-01	-1.9207655857736611e-01	-1.9594980315988086e-01	3.3027691670702493e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.5663894068324979e-01	-3.3386707688412748e-01	-5.9938364437129732e-01	-5.8063129230830135e-01	-2.9496877192022597e-01	-2.8809856757946328e-01	-9.0579200817792904e-01	-4.7672286700156485e-01	-2.6511661347309728e-01	-3.2680568871974502e-01	-7.8975736241617134e-01	-9.1230684186502664e-01	-2.1371318856470903e-01	-9.0450409612079929e-01	-1.0334983867368155e-01	-1.4309112942740507e-01	-2.8265359381186239e-01	-4.7871132648211794e-02	-9.8900719097545151e-02	-1.1156595770748241e-01	-4.2889693612196467e-02	-3.8246017323396865e-02	-8.1031701912097243e-02	-5.3263247190161081e-02	-3.8842381716749842e-02	-1.0020048719207281e-01	-5.2574727333047994e-02	-1.1078774372031840e-01	-1.0691933660534705e-01	-2.4318486883652518e-01	-1.8409106504979156e-01	-1.3952816645098520e-01	-1.0328439311073381e-01	-1.0781791559320711e-01	-1.9776037044366426e-01	-1.9302093549538948e-01	-1.9691290529920552e-01	3.2947171499273837e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.5755617422924972e-01	-3.3176056066547543e-01	-6.0099975527690874e-01	-5.8159386728150808e-01	-2.9425693583577733e-01	-2.8626066328837779e-01	-9.0801806564083443e-01	-4.7671221596610103e-01	-2.6216777578257161e-01	-3.2681034184741581e-01	-7.9187841608966358e-01	-9.1413453691480151e-01	-2.1018715686419431e-01	-9.0691793527611630e-01	-1.0026906310948205e-01	-1.4377391589435259e-01	-2.8400490724562261e-01	-4.8100995125840582e-02	-9.9369569255464446e-02	-1.1207523282955474e-01	-4.3091864185916998e-02	-3.8429718863535904e-02	-8.1395289731822210e-02	-5.3511810790434440e-02	-3.9024096491980763e-02	-1.0068565911332976e-01	-5.2826521121219612e-02	-1.1132913111005922e-01	-1.0744234862071583e-01	-2.4431442465237299e-01	-1.8498375990266958e-01	-1.4020376095112913e-01	-1.0376159177308238e-01	-1.0834650466177209e-01	-1.9867491916291963e-01	-1.9396575769954558e-01	-1.9787637481851131e-01	3.2867317104560700e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.5840966587541871e-01	-3.2959872017005554e-01	-6.0260966349589151e-01	-5.8253110219019599e-01	-2.9351811458284582e-01	-2.8439050747664135e-01	-9.1020658804186227e-01	-4.7669044968209534e-01	-2.5917188132001090e-01	-3.2680907456173541e-01	-7.9397581252037563e-01	-9.1591151505731216e-01	-2.0660745974886566e-01	-9.0923679220512121e-01	-9.7150679261909345e-02	-1.4445360417334635e-01	-2.8535055954834465e-01	-4.8330124360189922e-02	-9.9835713153389877e-02	-1.1257751327340144e-01	-4.3292660753394656e-02	-3.8612839280247772e-02	-8.1752599890748817e-02	-5.3758146602588562e-02	-3.9204309855191986e-02	-1.0117002671120837e-01	-5.3077344134356129e-02	-1.1187068457983096e-01	-1.0796563523845125e-01	-2.4543250895818339e-01	-1.8587529376997300e-01	-1.4087820949349106e-01	-1.0423345895208083e-01	-1.0887553976348882e-01	-1.9957928511507225e-01	-1.9491095351490495e-01	-1.9884013191230751e-01	3.2788138957411230e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.5919868880704791e-01	-3.2738202614368356e-01	-6.0421330199774748e-01	-5.8344279081836792e-01	-2.9275225942232508e-01	-2.8248845980557746e-01	-9.1235716430301594e-01	-4.7665790663612301e-01	-2.5612963726601523e-01	-3.2680221505116264e-01	-7.9604926756243732e-01	-9.1763730716902536e-01	-2.0297508016385757e-01	-9.1145882643220988e-01	-9.3995609493272153e-02	-1.4513010457458522e-01	-2.8669037016880572e-01	-4.8558502171975666e-02	-1.0029908847902105e-01	-1.1307262400816502e-01	-4.3492060040086024e-02	-3.8795361904114090e-02	-8.2103494912032282e-02	-5.4002206148584718e-02	-3.9383000467795415e-02	-1.0165354528669926e-01	-5.3327160909610295e-02	-1.1241240159862732e-01	-1.0848919890155320e-01	-2.4653880753622368e-01	-1.8676560997833577e-01	-1.4155144277285120e-01	-1.0469986247500906e-01	-1.0940500589200604e-01	-2.0047317464986042e-01	-1.9585644983955597e-01	-1.9980409481027797e-01	3.2709647662426233e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.5992253452739591e-01	-3.2511099005919153e-01	-6.0581060207990034e-01	-5.8432872490484034e-01	-2.9195932893984333e-01	-2.8055489820086499e-01	-9.1446939071551347e-01	-4.7661492387306620e-01	-2.5304178601986882e-01	-3.2679008129470577e-01	-7.9809850286502282e-01	-9.1931146304896261e-01	-1.9929105200220365e-01	-9.1358222177786963e-01	-9.0804817351694059e-02	-1.4580332880568583e-01	-2.8802416192825442e-01	-4.8786110689078697e-02	-1.0075963369126871e-01	-1.1356039063637231e-01	-4.3690039126420298e-02	-3.8977270123286931e-02	-8.2447838393778727e-02	-5.4243941139577437e-02	-3.9560147705877402e-02	-1.0213616959252862e-01	-5.3575935707894921e-02	-1.1295427977830870e-01	-1.0901304198661685e-01	-2.4763301057549245e-01	-1.8765465195799752e-01	-1.4222339111200175e-01	-1.0516067145643490e-01	-1.0993488687216781e-01	-2.0135629673048350e-01	-1.9680217209012674e-01	-2.0076817969672581e-01	3.2631853958215724e+00
