# Parameters
$ K = 1
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-2.7608855266100063e-01	-3.7832131931273738e-01	-7.0854620331152396e-01	-2.2576976166527363e-01	-4.3052487862287425e-01	-7.9639201046328356e-01	-3.2955369713391147e-01	-3.4565078376473579e-01	-6.7659148488645693e-01	-3.4920082594889157e-01	-1.2207313367015026e-01	-3.4649149748602823e-02	-2.6004497851565089e-01	-1.1641076488381955e-01	-1.2446309536002045e-01	-2.1445396829602115e-01	-4.6346001626895027e-02	-1.8275449997797877e-01	-1.5547177675903057e-01	-5.9653133158089282e-02	-9.1609005271723387e-02	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.7745076294489579e-01	-3.8020116370053220e-01	-7.1207200614974131e-01	-2.2687646811691251e-01	-4.3265262893400513e-01	-8.0035431177277416e-01	-3.3120381536690008e-01	-3.4737614568855457e-01	-6.7996599794917378e-01	-3.5094340732788420e-01	-1.2268145915050858e-01	-3.4821819813929490e-02	-2.6133971142063028e-01	-1.1699360975345309e-01	-1.2508330255908587e-01	-2.1552424299403647e-01	-4.6577109171067853e-02	-1.8366414759293484e-01	-1.5624856400372317e-01	-5.9949780791847700e-02	-9.2065005853724013e-02	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.7877565161125462e-01	-3.8205682741159830e-01	-7.1556292499314056e-01	-2.2793791048232157e-01	-4.3472943518965762e-01	-8.0427611684557820e-01	-3.3285856147354415e-01	-3.4909543459093678e-01	-6.8332294647693914e-01	-3.5267883290511337e-01	-1.2328556197429713e-01	-3.4993298231175737e-02	-2.6262311238262620e-01	-1.1757800995305256e-01	-1.2569914736581073e-01	-2.1659034103502170e-01	-4.6806923895865146e-02	-1.8456529056778595e-01	-1.5702410729255564e-01	-6.0243098234377637e-02	-9.2516790371357779e-02	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.8006193790321210e-01	-3.8388732178287199e-01	-7.1901740927352964e-01	-2.2895263550282080e-01	-4.3675350855098527e-01	-8.0815564942733986e-01	-3.3451782569261196e-01	-3.5080821188668604e-01	-6.8666130730025876e-01	-3.5440663460810773e-01	-1.2388522721395896e-01	-3.5163524101187449e-02	-2.6389465708903753e-01	-1.1816392465119613e-01	-1.2631041003558477e-01	-2.1765198118937734e-01	-4.7035373548246197e-02	-1.8545754523264565e-01	-1.5779825402616013e-01	-6.0532943579446781e-02	-9.2964166841328008e-02	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.8130834830055634e-01	-3.8569165313279263e-01	-7.2243389717188178e-01	-2.2991921359769993e-01	-4.3872306901044944e-01	-8.1199112363025538e-01	-3.3618149512807000e-01	-3.5251403235561740e-01	-6.8998004500108767e-01	-3.5612634116469233e-01	-1.2448023804096445e-01	-3.5332435914972767e-02	-2.6515381843777203e-01	-1.1875131209800013e-01	-1.2691686965782017e-01	-2.1870888016834450e-01	-4.7262385364718107e-02	-1.8634052638930448e-01	-1.5857084954187478e-01	-6.0819174057351669e-02	-9.3406941758327811e-02	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.8251361855140050e-01	-3.8746882363947965e-01	-7.2581081678008086e-01	-2.3083624215490822e-01	-4.4063634815446434e-01	-8.1578074548605051e-01	-3.3784945371399772e-01	-3.5421244425319398e-01	-6.9327811237798409e-01	-3.5783747848347336e-01	-1.2507037586537251e-01	-3.5499971588015836e-02	-2.6640006699714219e-01	-1.1934012962891342e-01	-1.2751830435283715e-01	-2.1976075284845473e-01	-4.7487886128041251e-02	-1.8721384768547505e-01	-1.5934173717600381e-01	-6.1101646151865585e-02	-9.3844920230368223e-02	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.8367649574554238e-01	-3.8921783225131840e-01	-7.2914658731054638e-01	-2.3170234884509386e-01	-4.4249159198629906e-01	-8.1952271455601555e-01	-3.3952158218016265e-01	-3.5590298943047366e-01	-6.9655445093800628e-01	-3.5953957004572468e-01	-1.2565542048084413e-01	-3.5666068495921979e-02	-2.6763287147936626e-01	-1.1993033366931644e-01	-1.2811449147514584e-01	-2.2080731250503938e-01	-4.7711802225871056e-02	-1.8807712200115961e-01	-1.6011075832998511e-01	-6.1380215721686865e-02	-9.4277906119815819e-02	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.8479574042488104e-01	-3.9093767562915255e-01	-7.3243962035295496e-01	-2.3251619494717604e-01	-4.4428706380322475e-01	-8.2321522559653482e-01	-3.4119775801825941e-01	-3.5758520346348383e-01	-6.9980799141547079e-01	-3.6123213730795578e-01	-1.2623515021494877e-01	-3.5830663511346422e-02	-2.6885169922685492e-01	-1.2052187973993835e-01	-1.2870520782283473e-01	-2.2184827105463173e-01	-4.7934059711252038e-02	-1.8892996184662988e-01	-1.6087775254049266e-01	-6.1654738126290631e-02	-9.4705702190055793e-02	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.8587012872586137e-01	-3.9262734911915270e-01	-7.3568832117716254e-01	-2.3327647867312085e-01	-4.4602104712146584e-01	-8.2685647027840581e-01	-3.4287785544889710e-01	-3.5925861579220097e-01	-7.0303765431764853e-01	-3.6291470011437982e-01	-1.2680934208458242e-01	-3.5993693042154468e-02	-2.7005601671039015e-01	-1.2111472246310893e-01	-1.2929022985274891e-01	-2.2288333930606441e-01	-4.8154584364874187e-02	-1.8977197977145410e-01	-1.6164255755349322e-01	-6.1925068356069805e-02	-9.5128110257677298e-02	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.8689845454866930e-01	-3.9428584775529663e-01	-7.3889109008125597e-01	-2.3398193847917567e-01	-4.4769184864209421e-01	-8.3044463895798581e-01	-3.4456174538933337e-01	-3.6092274986921924e-01	-7.0624235049741579e-01	-3.6458677711845483e-01	-1.2737777195630015e-01	-3.6155093070756296e-02	-2.7124529003823783e-01	-1.2170881556985416e-01	-1.2986933390110930e-01	-2.2391222722003279e-01	-4.8373301758991877e-02	-1.9060278878395617e-01	-1.6240500940227001e-01	-6.2191061166636051e-02	-9.5544931350061230e-02	0
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-2.8787953174759368e-01	-3.9591216729031697e-01	-7.4204632378349777e-01	-2.3463135635041338e-01	-4.4929780125057295e-01	-8.3397792249800351e-01	-3.4624929542202043e-01	-3.6257712331826292e-01	-7.0942098175283375e-01	-3.6624788621261961e-01	-1.2794021471134187e-01	-3.6314799194556484e-02	-2.7241898547518201e-01	-1.2230411190785172e-01	-1.3044229640919988e-01	-2.2493464417686748e-01	-4.8590137322897749e-02	-1.9142200278043850e-01	-1.6316494248941710e-01	-6.2452571217135711e-02	-9.5955965868231852e-02	0
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-2.8881219633664662e-01	-3.9750530525378258e-01	-7.4515241685679101e-01	-2.3522356104517184e-01	-4.5083726704229571e-01	-8.3745451413564809e-01	-3.4794036976400489e-01	-3.6422124810261508e-01	-7.1257244145353837e-01	-3.6789754496529559e-01	-1.2849644441511560e-01	-3.6472746667452503e-02	-2.7357656997039675e-01	-1.2290056345025269e-01	-1.3100889415371858e-01	-2.2595029925222063e-01	-4.8805016409836623e-02	-1.9222923698344124e-01	-1.6392218967280167e-01	-6.2709453212417193e-02	-9.6361013754815553e-02	0
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-2.8969530870433896e-01	-3.9906426203594131e-01	-7.4820776320410143e-01	-2.3575743128572024e-01	-4.5230864036605861e-01	-8.4087261139531999e-01	-3.4963482923720490e-01	-3.6585463070356605e-01	-7.1569561519381608e-01	-3.6953527106418971e-01	-1.2904623449088057e-01	-3.6628870442315921e-02	-2.7471751169303421e-01	-1.2349812130538274e-01	-1.3156890448136310e-01	-2.2695890150034775e-01	-4.9017864365237154e-02	-1.9302410838827233e-01	-1.6467658235548119e-01	-6.2961562048872960e-02	-9.6759874666931034e-02	0
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-2.9052775583120960e-01	-4.0058804199571985e-01	-7.5121075757311950e-01	-2.3623189888136012e-01	-4.5371035087709527e-01	-8.4423041804323162e-01	-3.5133253123963265e-01	-3.6747677230894316e-01	-7.1878938147210825e-01	-3.7116058276489039e-01	-1.2958935789735609e-01	-3.6783105214383105e-02	-2.7584128057433738e-01	-1.2409673572732800e-01	-1.3212210554719542e-01	-2.2796016024462781e-01	-4.9228606596130126e-02	-1.9380623621697876e-01	-1.6542795057955620e-01	-6.3208752963759829e-02	-9.7152348153817528e-02	0
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-2.9130845350352119e-01	-4.0207565459128025e-01	-7.5415979710828873e-01	-2.3664595177010483e-01	-4.5504086659096349e-01	-8.4752614608080812e-01	-3.5303332971757395e-01	-3.6908716901179101e-01	-7.2185261239669607e-01	-3.7277299934371777e-01	-1.3012558730996468e-01	-3.6935385465483091e-02	-2.7694734885505745e-01	-1.2469635612741427e-01	-1.3266827655630525e-01	-2.2895378537493646e-01	-4.9437168641617638e-02	-1.9457524237889517e-01	-1.6617612312392760e-01	-6.3450881687787661e-02	-9.7538233838987187e-02	0
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-2.9203634851633858e-01	-4.0352611553129297e-01	-7.5705328293814822e-01	-2.3699863696511028e-01	-4.5629869692928793e-01	-8.5075801777364157e-01	-3.5473707513880431e-01	-3.7068531201923116e-01	-7.2488417441719233e-01	-3.7437204155375625e-01	-1.3065469530540008e-01	-3.7085645509024559e-02	-2.7803519163690471e-01	-1.2529693108658407e-01	-1.3320719800826908e-01	-2.2993948765145303e-01	-4.9643476244249710e-02	-1.9533075193685059e-01	-1.6692092760592026e-01	-6.3687804600748077e-02	-9.7917331606671473e-02	0
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-2.9271042085904336e-01	-4.0493844794505074e-01	-7.5988962179578168e-01	-2.3728906339216471e-01	-4.5748239574813193e-01	-8.5392426771253049e-01	-3.5644361446684647e-01	-3.7227068787153245e-01	-7.2788292908142349e-01	-3.7595723208297926e-01	-1.3117645454919735e-01	-3.7233819535664035e-02	-2.7910428743672633e-01	-1.2589840836867644e-01	-1.3373865194387830e-01	-2.3091697901445440e-01	-4.9847455422158814e-02	-1.9607239357807524e-01	-1.6766219058672521e-01	-6.3919378889940037e-02	-9.8289441792311763e-02	0
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-2.9332968587618979e-01	-4.0631168356939262e-01	-7.6266722766999706e-01	-2.3751640460475706e-01	-4.5859056433953699e-01	-8.5702314490296494e-01	-3.5815279113634652e-01	-3.7384277867140037e-01	-7.3084773381722834e-01	-3.7752809601335335e-01	-1.3169063798596503e-01	-3.7379841659574309e-02	-2.8015411874208168e-01	-1.2650073493461095e-01	-1.3426242219359172e-01	-2.3188597289961355e-01	-5.0049032541798516e-02	-1.9679980008881154e-01	-1.6839973768060104e-01	-6.4145462711134110e-02	-9.8654365376824926e-02	0
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-2.9389319639654032e-01	-4.0764486395029648e-01	-7.6538452348471708e-01	-2.3767990136355191e-01	-4.5962185439660158e-01	-8.6005291487917090e-01	-3.5986444502958775e-01	-3.7540106232345694e-01	-7.3377744273859757e-01	-3.7908416127979561e-01	-1.3219701903192796e-01	-3.7523645965231736e-02	-2.8118417256685313e-01	-1.2710385695747775e-01	-1.3477829462714855e-01	-2.3284618455829337e-01	-5.0248134391125653e-02	-1.9751260883158733e-01	-1.6913339366776750e-01	-6.4365915351800099e-02	-9.9011904184360858e-02	0
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-2.9440004482301529e-01	-4.0893704165691708e-01	-7.6803994280386878e-01	-2.3777886406752888e-01	-4.6057497093234984e-01	-8.6301186183870282e-01	-3.6157841245419997e-01	-3.7694501278390846e-01	-7.3667090747553321e-01	-3.8062495912785682e-01	-1.3269537176941543e-01	-3.7665166554639369e-02	-2.8219394100552131e-01	-1.2770771983853346e-01	-1.3528605740375990e-01	-2.3379733138229714e-01	-5.0444688253064418e-02	-1.9821046222408728e-01	-1.6986298261091384e-01	-6.4580597396310155e-02	-9.9361861083246183e-02	0
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-2.9484936517629434e-01	-4.1018728150569772e-01	-7.7063193155895215e-01	-2.3781267502452239e-01	-4.6144867514253474e-01	-8.6589829079333602e-01	-3.6329452612210489e-01	-3.7847410032033002e-01	-7.3952697802692380e-01	-3.8215002456899377e-01	-1.3318547114291882e-01	-3.7804337594903273e-02	-2.8318292178471616e-01	-1.2831226822409991e-01	-1.3578550122228650e-01	-2.3473913323250656e-01	-5.0638621979083004e-02	-1.9889300821851547e-01	-1.7058832797523382e-01	-6.4789370892813725e-02	-9.9704040189796159e-02	0
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-2.9524033508478120e-01	-4.1139466179212125e-01	-7.7315894979630229e-01	-2.3778079054951792e-01	-4.6224178720251347e-01	-8.6871052973191099e-01	-3.6501261512973598e-01	-3.7998779178149800e-01	-7.4234450363566173e-01	-3.8365889683230714e-01	-1.3366709315633382e-01	-3.7941093366079155e-02	-2.8415061881065490e-01	-1.2891744602336172e-01	-1.3627641957079392e-01	-2.3567131277081346e-01	-5.0829864062714801e-02	-1.9955990078032837e-01	-1.7130925275188663e-01	-6.4992099521468047e-02	-1.0003824707465771e-01	0
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-2.9557217771371752e-01	-4.1255827552757318e-01	-7.7561947344088900e-01	-2.3768274287972788e-01	-4.6295318898829146e-01	-8.7144693179054278e-01	-3.6673250493959419e-01	-3.8148555087719327e-01	-7.4512233368515035e-01	-3.8515111981162603e-01	-1.3414001507099177e-01	-3.8075368309206305e-02	-2.8509654271108203e-01	-1.2952319642705901e-01	-1.3675860897487055e-01	-2.3659359579472317e-01	-5.1018343712850855e-02	-2.0021080036518160e-01	-1.7202557958477979e-01	-6.5188648763694818e-02	-1.0036428897133200e-01	0
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-2.9584416362627819e-01	-4.1367723167866610e-01	-7.7801199607342220e-01	-2.3751814189626469e-01	-4.6358182671195330e-01	-8.7410587742555201e-01	-3.6845401736315736e-01	-3.8296683846785240e-01	-7.4785931861627886e-01	-3.8662624250684241e-01	-1.3460401560408161e-01	-3.8207097074448512e-02	-2.8602021137033107e-01	-1.3012946192706626e-01	-1.3723186924408459e-01	-2.3750571157398517e-01	-5.1203990926630492e-02	-2.0084537439292802e-01	-1.7273713090055037e-01	-6.5378886072121903e-02	-1.0068197498651082e-01	0
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-2.9605561256964907e-01	-4.1475065640635234e-01	-7.8033503071734611e-01	-2.3728667664305866e-01	-4.6412671346175649e-01	-8.7668577658429425e-01	-3.7017697054522453e-01	-3.8443111286394149e-01	-7.5055431086388025e-01	-3.8808381945841897e-01	-1.3505887512705408e-01	-3.8336214569260334e-02	-2.8692115045615274e-01	-1.3073618433684916e-01	-1.3769600371595286e-01	-2.3840739318858103e-01	-5.1386736561756477e-02	-2.0146329771748217e-01	-1.7344372904161842e-01	-6.5562681040857468e-02	-1.0099111631184438e-01	0
