# Parameters
$ K = 4
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-5.6970418011891844e-01	-8.8572739631378961e-01	-3.9991749617746569e-01	-5.4681321433046826e-01	-1.0117972941356437e-01	-9.7665788868892134e-01	-7.7500763523915206e-01	-7.4910959989048342e-01	-4.9992850975185582e-01	-5.5130987644485208e-01	-7.6796151725033512e-01	-3.2687550750107386e-01	-5.6021908390681663e-01	-4.8680012707142378e-01	-6.9747108452568529e-01	2.9944933007932244e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.6755698394108500e-01	-8.8623822123256502e-01	-3.9455986154121570e-01	-5.4713764437546331e-01	-9.8870268793835578e-02	-9.7630882053425572e-01	-7.7320529512535463e-01	-7.4668626852333586e-01	-4.9805669403161679e-01	-5.4939689309333095e-01	-7.6753386006720148e-01	-3.2376682696655945e-01	-5.5934382422852458e-01	-4.8595797852561773e-01	-6.9774946828436812e-01	2.9870350183286085e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.6536526292335276e-01	-8.8671720562206924e-01	-3.8914149354608829e-01	-5.4747545844690571e-01	-9.6548076629498644e-02	-9.7588704313931840e-01	-7.7136032289850454e-01	-7.4422038038821281e-01	-4.9616590143140282e-01	-5.4743660092276425e-01	-7.6706574168634778e-01	-3.2063400948580734e-01	-5.5845572305133795e-01	-4.8510093643281127e-01	-6.9799455516031517e-01	2.9796336825729850e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.6312959023855214e-01	-8.8716480611025350e-01	-3.8366364178163220e-01	-5.4782730345809583e-01	-9.4213499833793471e-02	-9.7539298348755721e-01	-7.6947371904439066e-01	-7.4171335255130688e-01	-4.9425675801403274e-01	-5.4542948422859283e-01	-7.6655766612847076e-01	-3.1747775011005253e-01	-5.5755528705118018e-01	-4.8422930153409255e-01	-6.9820645456876529e-01	2.9722908823353444e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.6085055334565814e-01	-8.8758148112520052e-01	-3.7812757569223648e-01	-5.4819380972814458e-01	-9.1866886875433137e-02	-9.7482709920091559e-01	-7.6754649263071928e-01	-7.3916660882046514e-01	-4.9232988837105029e-01	-5.4337604753891289e-01	-7.6601015097309466e-01	-3.1429874728429152e-01	-5.5664301837593844e-01	-4.8334337537127026e-01	-6.9838528336012073e-01	2.9650082348380020e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.5852875360982723e-01	-8.8796769001294018e-01	-3.7253458414996388e-01	-5.4857558994990596e-01	-8.9508587674020881e-02	-9.7418987795653744e-01	-7.6557966024979940e-01	-7.3658157797069679e-01	-4.9038591515612640e-01	-5.4127681540910122e-01	-7.6542372671750647e-01	-3.1109770249944219e-01	-5.5571941418042248e-01	-4.8244346015522699e-01	-6.9853116550379135e-01	2.9577873860503847e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.5616480592357265e-01	-8.8832389215340912e-01	-3.6688597506165049e-01	-5.4897323815851395e-01	-8.7138953503792915e-02	-9.7348183687602929e-01	-7.6357424497111159e-01	-7.3395969196895583e-01	-4.8842545863430015e-01	-5.3913233220342660e-01	-7.6479893612390193e-01	-3.0787531995760997e-01	-5.5478496617713136e-01	-4.8152985864112446e-01	-6.9864423176434143e-01	2.9506300110177426e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.5375933832993218e-01	-8.8865054607572158e-01	-3.6118307501144692e-01	-5.4938732870106577e-01	-8.4758336906042994e-02	-9.7270352188849596e-01	-7.6153127530562681e-01	-7.3130238420063109e-01	-4.8644913624779856e-01	-5.3694316186373381e-01	-7.6413633355583943e-01	-3.0463230625088927e-01	-5.5384016020343241e-01	-4.8060287401044810e-01	-6.9872461937058139e-01	2.9435378141837552e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.5131299164842362e-01	-8.8894810857392770e-01	-3.5542722893982598e-01	-5.4981841520795527e-01	-8.2367091610554541e-02	-9.7185550706860613e-01	-7.5945178418364723e-01	-7.2861108770014216e-01	-4.8445756219914765e-01	-5.3470988766524796e-01	-7.6343648430510458e-01	-3.0136937005409448e-01	-5.5288547580571001e-01	-4.7966280975985792e-01	-6.9877247167822887e-01	2.9365125297059573e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.4882641910456642e-01	-8.8921703382441808e-01	-3.4961979985989877e-01	-5.5026702956640772e-01	-7.9965572466371398e-02	-9.7093839395096249e-01	-7.5733680794788649e-01	-7.2588723338797900e-01	-4.8245134705223652e-01	-5.3243311195957677e-01	-7.6269996391009343e-01	-2.9808722183175324e-01	-5.5192138584098793e-01	-4.7870996959678352e-01	-6.9878793782683546e-01	2.9295559217628218e+00
