# Parameters
$ K = 1
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-5.1038659299810463e-01	-3.2945371865747708e-01	-7.5471687410016020e-01	-9.2801044631527663e-01	-1.9111421463825073e-01	-5.2336799992187344e-01	-2.5253358851497487e-01	-1.6478127886073957e-01	-2.5640898417627533e-01	-9.7090963280407422e-02	-4.6764705851617905e-02	-1.1978150716268914e-01	-6.0152889430599238e-02	-1.5322707547466916e-01	-1.5271774560439672e-01	-1.1742746647985289e-01	-1.0465977047469714e-01	-8.3643609640661823e-02	-1.1415539595499309e-01	-3.2994485635134935e-01	-2.4251089455486077e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.1294117831709285e-01	-3.3109843595407806e-01	-7.5843770679412670e-01	-9.3263237119058806e-01	-1.9206800556975978e-01	-5.2593566880818710e-01	-2.5379481166517442e-01	-1.6560343247450710e-01	-2.5768426369508191e-01	-9.7574762031443302e-02	-4.6998578838540944e-02	-1.2037868436237652e-01	-6.0452636726524844e-02	-1.5399444442373644e-01	-1.5348234958475948e-01	-1.1801199678846497e-01	-1.0518361608564858e-01	-8.4059999521930162e-02	-1.1472625632851136e-01	-3.3158527545104688e-01	-2.4371949535946399e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.1550091814076715e-01	-3.3273778343861110e-01	-7.6205058745592680e-01	-9.3721685588859416e-01	-1.9301806917109243e-01	-5.2840281113098886e-01	-2.5505296067189731e-01	-1.6642192771676331e-01	-2.5894561522688808e-01	-9.8055134019010420e-02	-4.7232529234857559e-02	-1.2097227203887630e-01	-6.0750279100659124e-02	-1.5476425300611155e-01	-1.5424894815091186e-01	-1.1859115164743546e-01	-1.0570852453187056e-01	-8.4472619019262812e-02	-1.1529722963811595e-01	-3.3320655422711898e-01	-2.4491991197645657e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.1806558327378682e-01	-3.3437135569905485e-01	-7.6555186803329844e-01	-9.4176211060527715e-01	-1.9396415199090694e-01	-5.3076618774998352e-01	-2.5630775522506277e-01	-1.6723653265868624e-01	-2.6019243976237960e-01	-9.8531905864033251e-02	-4.7466524310283573e-02	-1.2156207543319436e-01	-6.1045709817699079e-02	-1.5553645919186865e-01	-1.5501748664500101e-01	-1.1916468909587766e-01	-1.0623444900090354e-01	-8.4881296801322864e-02	-1.1586823415499199e-01	-3.3480790132832949e-01	-2.4611172909213419e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.2063493932534632e-01	-3.3599874129381968e-01	-7.6893793924887355e-01	-9.4626633102866708e-01	-1.9490599678489354e-01	-5.3302261531314343e-01	-2.5755891042252343e-01	-1.6804701179104792e-01	-2.6142413434361117e-01	-9.9004902351489010e-02	-4.7700530707604043e-02	-1.2214789790028616e-01	-6.1338821116665665e-02	-1.5631101993456104e-01	-1.5578790938394654e-01	-1.1973236761999674e-01	-1.0676134162612343e-01	-8.5285861349533310e-02	-1.1643918690234530e-01	-3.3638853125814061e-01	-2.4729453176801808e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.2320874670138684e-01	-3.3761952286130420e-01	-7.7220523754290060e-01	-9.5072769959494030e-01	-1.9584334258071501e-01	-5.3516897376655059e-01	-2.5880613682097542e-01	-1.6885312607454772e-01	-2.6264009253479997e-01	-9.9473946522550843e-02	-4.7934514445018860e-02	-1.2272954102709945e-01	-6.1629504275135243e-02	-1.5708789117598168e-01	-1.5656015967813514e-01	-1.2029394647974501e-01	-1.0728915348556811e-01	-8.5686141153810028e-02	-1.1701000368280461e-01	-3.3794766572840595e-01	-2.4846790597795734e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.2578676059996465e-01	-3.3923327723733016e-01	-7.7535025209995023e-01	-9.5514438679968305e-01	-1.9677592474812824e-01	-5.3720221390010270e-01	-2.6004914049216371e-01	-1.6965463299486960e-01	-2.6383970491056830e-01	-9.9938859771266889e-02	-4.8168440918942027e-02	-1.2330680475613218e-01	-6.1917649676449658e-02	-1.5786702785181578e-01	-1.5733417985134796e-01	-1.2084918604045020e-01	-1.0781783460134502e-01	-8.6081964911033010e-02	-1.1758059910720482e-01	-3.3948453502779058e-01	-2.4963143915182673e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.2836873100982951e-01	-3.4083957558049305e-01	-7.7836953193788139e-01	-9.5951455256375884e-01	-1.9770347507435748e-01	-5.3911936490033474e-01	-2.6128762308448067e-01	-1.7045128662258263e-01	-2.6502235956115322e-01	-1.0039946194574347e-01	-4.8402274907255328e-02	-1.2387948751445976e-01	-6.2203146879876534e-02	-1.5864838389819877e-01	-1.5810991126190532e-01	-1.2139784810843152e-01	-1.0834733393962293e-01	-8.6473161725617476e-02	-1.1815088662470125e-01	-3.4099837940041472e-01	-2.5078472072401087e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.3095440271230832e-01	-3.4243798350543442e-01	-7.8125969303632825e-01	-9.6383634765306825e-01	-1.9862572184477409e-01	-5.4091754188055663e-01	-2.6252128189003771e-01	-1.7124283767796736e-01	-2.6618744261404670e-01	-1.0085557145379066e-01	-4.8635980573019849e-02	-1.2444738634817007e-01	-6.2485884693685712e-02	-1.5943191225918990e-01	-1.5888729432501308e-01	-1.2193969626956773e-01	-1.0887759941121457e-01	-8.6859561311520422e-02	-1.1872077855415980e-01	-3.4248845043000936e-01	-2.5192734268478512e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.3354351528654509e-01	-3.4402806122404694e-01	-7.8401742548094822e-01	-9.6810791515132255e-01	-1.9954238992893850e-01	-5.4259395335755212e-01	-2.6374980991730135e-01	-1.7202903360087582e-01	-2.6733433877146301e-01	-1.0130700537297321e-01	-4.8869521468645670e-02	-1.2501029706212852e-01	-6.2765751251096333e-02	-1.6021756489517266e-01	-1.5966626853628638e-01	-1.2247449622973791e-01	-1.0940857787275210e-01	-8.7240994194991317e-02	-1.1929018611676424e-01	-3.4395401242469215e-01	-2.5305890013264093e-01	0
