# Parameters
$ K = 5
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-4.9155003502831929e-01	-4.7664298005008410e-01	-1.6563091371820851e-01	-4.3063580180256550e-01	-9.1715632683010986e-02	-9.9137031775697715e-01	-6.4949989075711734e-01	-4.1751918046471520e-01	-5.2243511169476298e-01	2.0765875381394170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.9146806992228864e-01	-4.7630555527324631e-01	-1.5715194901023330e-01	-4.2940847853148267e-01	-8.4130627054362014e-02	-9.9441518396806639e-01	-6.5070138034555547e-01	-4.1632325198344178e-01	-5.2271762353610685e-01	2.0714110668651000e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.9137738768033051e-01	-4.7605667819275727e-01	-1.4856658784720575e-01	-4.2821777392997146e-01	-7.6492091097827106e-02	-9.9748327743381859e-01	-6.5189865677615200e-01	-4.1511635679975506e-01	-5.2298968420551017e-01	2.0662650238871327e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.9127729919468499e-01	-4.7589884079336620e-01	-1.3987427018111157e-01	-4.2706503916975758e-01	-6.8799737453185336e-02	-1.0005752297830184e+00	-6.5309152664961578e-01	-4.1389877946785214e-01	-5.2325128605046367e-01	2.0611500688763158e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.9116708171368489e-01	-4.7583453224678640e-01	-1.3107443594324836e-01	-4.2595163474813824e-01	-6.1053250360131650e-02	-1.0036916560872606e+00	-6.5427978602576842e-01	-4.1267081126513805e-01	-5.2350242117287926e-01	2.0560668750528204e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.9104597858042653e-01	-4.7586623733112965e-01	-1.2216652652545773e-01	-4.2487893057320125e-01	-5.3252286421602707e-02	-1.0068331533581700e+00	-6.5546322024104853e-01	-4.1143275037375326e-01	-5.2374308146261439e-01	2.0510161295648985e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.9091319900553010e-01	-4.7599643473870296e-01	-1.1314998638831075e-01	-4.2384830601182766e-01	-4.5396475490019648e-02	-1.0100002989758787e+00	-6.5664160372948299e-01	-4.1018490206087871e-01	-5.2397325863735922e-01	2.0459985338766726e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.9076791787679358e-01	-4.7622759526387665e-01	-1.0402426480203550e-01	-4.2286114989478518e-01	-3.7485421683235119e-02	-1.0131936490454829e+00	-6.5781469984781227e-01	-4.0892757885694031e-01	-5.2419294428929608e-01	2.0410148041649796e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.9060927560880357e-01	-4.7656217986242067e-01	-9.4788817726120148e-02	-4.2191886047289251e-01	-2.9518704537318873e-02	-1.0164137366781449e+00	-6.5898226070551758e-01	-4.0766110073074951e-01	-5.2440212993898538e-01	2.0360656717251864e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.9043637803573081e-01	-4.7700263757333122e-01	-8.5443109833748643e-02	-4.2102284531787587e-01	-2.1495880303676017e-02	-1.0196610701934394e+00	-6.6014402700060171e-01	-4.0638579526056806e-01	-5.2460080709693890e-01	2.0311518833858728e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-4.9024829635080874e-01	-4.7755140329389650e-01	-7.5986616687343675e-02	-4.2017452116117127e-01	-1.3416483398351903e-02	-1.0229361312395233e+00	-6.6129972786206570e-01	-4.0510199779997946e-01	-5.2478896733340052e-01	2.0262742019322748e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-4.9004406709621012e-01	-4.7821089539839173e-01	-6.6418827071693914e-02	-4.1937531366356545e-01	-5.2800280117431585e-03	-1.0262393728276438e+00	-6.6244908070010466e-01	-4.0381005163738698e-01	-5.2496660235683790e-01	2.0214334065383142e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-4.8982269220726865e-01	-4.7898351319052390e-01	-5.6739245491254191e-02	-4.1862665710817620e-01	2.9139901127112240e-03	-1.0295712172774798e+00	-6.6359179106516086e-01	-4.0251030814786209e-01	-5.2513370410171756e-01	2.0166302932070170e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-4.8958313911527773e-01	-4.7987163417943041e-01	-4.6947394838365020e-02	-4.1792999400889480e-01	1.1166091721926058e-02	-1.0329320540698439e+00	-6.6472755251707805e-01	-4.0120312693598631e-01	-5.2529026482614760e-01	2.0118656752191115e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-4.8932434091331989e-01	-4.8087761116879491e-01	-3.7042819239232611e-02	-4.1728677462603336e-01	1.9476811909375728e-02	-1.0363222376032459e+00	-6.6585604650570762e-01	-3.9988887596821393e-01	-5.2543627721999242e-01	2.0071403835895278e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-4.8904519658988216e-01	-4.8200376914837034e-01	-2.7025087084610832e-02	-4.1669845638050057e-01	2.7846697774501453e-02	-1.0397420848508778e+00	-6.6697694226443627e-01	-3.9856793169321814e-01	-5.2557173452412154e-01	2.0024552675314657e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-4.8874457133524418e-01	-4.8325240197701402e-01	-1.6893794252189939e-02	-4.1616650315748560e-01	3.6276305875398714e-02	-1.0431918729146541e+00	-6.6808989671824137e-01	-3.9724067914854755e-01	-5.2569663066145089e-01	1.9978111949277060e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-4.8842129692593322e-01	-4.8462576884612063e-01	-6.6485675277235855e-03	-4.1569238449018875e-01	4.4766199464568404e-02	-1.0466718364730041e+00	-6.6919455440798170e-01	-3.9590751205183733e-01	-5.2581096038049635e-01	1.9932090528087243e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-4.8807417219279575e-01	-4.8612609051223693e-01	3.7109317680532180e-03	-4.1527757461381404e-01	5.3316945497264262e-02	-1.0501821651192429e+00	-6.7029054743279060e-01	-3.9456883287470385e-01	-5.2591471941216483e-01	1.9886497478371459e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-4.8770196357851342e-01	-4.8775554528751047e-01	1.4185003939730871e-02	-4.1492355137962267e-01	6.1929111401734405e-02	-1.0537230005875302e+00	-6.7137749541256075e-01	-3.9322505289733461e-01	-5.2600790464055491e-01	1.9841342067980279e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-4.8730340579067499e-01	-4.8951626477660437e-01	2.4773906857836630e-02	-4.1463179501853120e-01	7.0603261600481859e-02	-1.0572944338635637e+00	-6.7245500547265702e-01	-3.9187659224167853e-01	-5.2609051428854958e-01	1.9796633770943510e+00
