# Parameters
$ K = 4
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-4.3024376507290624e-01	-1.2766978653628671e+00	-4.7161083724535635e-01	-4.0381860569985184e-01	-3.1066641229707359e-01	-3.6560455216058696e-01	-4.0139053728758911e-01	-2.8386681146980053e-01	-2.5561834495355873e-01	2.8168358260450273e-02	7.3677338269110729e-02	1.3124878270560938e-01	1.6665822513777809e-01	1.3148795057464013e-01	4.6081658746156495e-02	1.4121657226612069e-01	9.6489468898039610e-02	8.7465115313815275e-02	3.1409009317779138e-02	8.1642734143219362e-02	1.9117446851461067e-01	2.2820995703575249e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.3491672334901382e-01	-1.2857356360427634e+00	-4.7898521900528052e-01	-4.0863165572339272e-01	-3.1665596584829592e-01	-3.7017912205877090e-01	-4.0555980974045519e-01	-2.8746463369581676e-01	-2.5878443755564462e-01	2.8309377102750190e-02	7.4042107129799140e-02	1.3190567714601295e-01	1.6749247812034476e-01	1.3214661781821185e-01	4.6310053000996436e-02	1.4191539220026850e-01	9.6973282885209927e-02	8.7902958113594373e-02	3.1566646954356625e-02	8.2051080775621829e-02	1.9213166854187355e-01	2.2764094262973291e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.3964773625518444e-01	-1.2947546317441678e+00	-4.8645592071021965e-01	-4.1352101468350255e-01	-3.2274739979402139e-01	-3.7483133027587195e-01	-4.0978317746358783e-01	-2.9112754322135243e-01	-2.6200059994645297e-01	2.8450725652247016e-02	7.4399393146396223e-02	1.3256378172862887e-01	1.6832852312456439e-01	1.3280768450434319e-01	4.6534261282826055e-02	1.4259918898539178e-01	9.7459790821844056e-02	8.8341761851817663e-02	3.1725467904212712e-02	8.2459592861860442e-02	1.9309142853086561e-01	2.2707493265978069e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.4443713535970708e-01	-1.3037512278349748e+00	-4.9402306117459649e-01	-4.1848772497197040e-01	-3.2894187084224369e-01	-3.7956227294041084e-01	-4.1406139471297138e-01	-2.9485669616197779e-01	-2.6526774407549547e-01	2.8592365611640701e-02	7.4748819928265292e-02	1.3322295453242014e-01	1.6916615368018773e-01	1.3347106324761202e-01	4.6754041904266519e-02	1.4326720520241223e-01	9.7948929233410822e-02	8.8781410844284786e-02	3.1885468492071960e-02	8.2868113577332370e-02	1.9405359934183100e-01	2.2651190180124714e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.4928523135743537e-01	-1.3127217090223857e+00	-5.0168669692152512e-01	-4.2353281839691237e-01	-3.3524051290937418e-01	-3.8437303338746759e-01	-4.1839521744365021e-01	-2.9865325635259898e-01	-2.6858679148781861e-01	2.8734256334635451e-02	7.5090003705997985e-02	1.3388304599179662e-01	1.7000515100767150e-01	1.3413666103246130e-01	4.6969146700039092e-02	1.4391866834523478e-01	9.8440628434377536e-02	8.9221781913828402e-02	3.2046643814480157e-02	8.3276477708321625e-02	1.9501802353339073e-01	2.2595182403067420e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.5419231294665174e-01	-1.3216622704973584e+00	-5.0944681937064040e-01	-4.2865731416726927e-01	-3.4164443450228121e-01	-3.8926467994108982e-01	-4.2278540238889573e-01	-3.0251839438065881e-01	-2.7195867260495704e-01	2.8876354729646024e-02	7.5422553485005817e-02	1.3454389859016086e-01	1.7084528350774181e-01	1.3480437896391506e-01	4.7179321011664402e-02	1.4455279112380845e-01	9.8934812206442707e-02	8.9662744053230437e-02	3.2208987660212671e-02	8.3684511363533637e-02	1.9598453502483265e-01	2.2539467261733348e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.5915864568515952e-01	-1.3305690192904276e+00	-5.1730335198894972e-01	-4.3386221675860009e-01	-3.4815471596924796e-01	-3.9423826357607322e-01	-4.2723270606310765e-01	-3.0645328653619802e-01	-2.7538432593028961e-01	2.9018615161303215e-02	7.5746071219234157e-02	1.3520534654516453e-01	1.7168630623848338e-01	1.3547411200995471e-01	4.7384303682096861e-02	1.4516877180849924e-01	9.9431397465736579e-02	9.0104158078747609e-02	3.2372492426886015e-02	8.4092031683002333e-02	1.9695295874912319e-01	2.2484042011475185e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.6418447082661790e-01	-1.3394379758459665e+00	-5.2525614740882975e-01	-4.3914851365620172e-01	-3.5477240661626064e-01	-3.9929481545600082e-01	-4.3173788368445798e-01	-3.1045911367446888e-01	-2.7886469717467105e-01	2.9160989349840551e-02	7.6060152005679491e-02	1.3586721548580494e-01	1.7252796038037188e-01	1.3614574873550109e-01	4.7583827060904263e-02	1.4576579461725031e-01	9.9930293918980187e-02	9.0545876274449377e-02	3.2537149033659604e-02	8.4498846544947687e-02	1.9792311029679358e-01	2.2428903835223619e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.6927000413832543e-01	-1.3482650758217203e+00	-5.3330498451766917e-01	-4.4451717297162913e-01	-3.6149852168511637e-01	-4.0443534434456685e-01	-4.3630168801319114e-01	-3.1453705998669124e-01	-2.8240073829816192e-01	2.9303426268462399e-02	7.6364384300360674e-02	1.3652932212154376e-01	1.7336997268975390e-01	1.3681917102796501e-01	4.7777617020622422e-02	1.4634303014696920e-01	1.0043140370862942e-01	9.0987742027624621e-02	3.2702946829918075e-02	8.4904754271221961e-02	1.9889479555090486e-01	2.2374049842640473e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.7441543470164238e-01	-1.3570461721199298e+00	-5.4144956552395251e-01	-4.4996914092881041e-01	-3.6833403919000379e-01	-4.0966083388739527e-01	-4.4092486810140485e-01	-3.1868831167442563e-01	-2.8599340646355087e-01	2.9445872038807594e-02	7.6658350156374844e-02	1.3719147390367215e-01	1.7421205494137312e-01	1.3749425381436742e-01	4.7965392984922722e-02	1.4689963585052357e-01	1.0093462104708004e-01	9.1429589455575999e-02	3.2869873499828943e-02	8.5309543332035137e-02	1.9986781031334555e-01	2.2319477069274138e+00
