# Parameters
$ K = 5
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-3.9680393057796320e-01	-2.9613357222681946e-01	-6.8961940753695905e-01	-2.0668591419317170e-01	-4.5903157322090071e-01	-6.8230648691567497e-01	-3.3074408006034489e-01	-4.8877924402980066e-01	-3.9028136777694611e-01	2.0765875381394170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.0105668823017498e-01	-3.0455786013614727e-01	-6.8707812928522893e-01	-2.1395306994934066e-01	-4.6709055931179705e-01	-6.7989639444136840e-01	-3.3130816923168177e-01	-4.9215321896678710e-01	-3.9425936936132799e-01	2.0714147788094515e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.0542665115216187e-01	-3.1302562094739228e-01	-6.8449379795382503e-01	-2.2138467296018580e-01	-4.7527159562363219e-01	-6.7743166260887844e-01	-3.3187053909086500e-01	-4.9558047409665551e-01	-3.9824258191618800e-01	2.0662796351002490e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.0991624000304411e-01	-3.2153543937837170e-01	-6.8186825375886462e-01	-2.2898345699315459e-01	-4.8357586437583000e-01	-6.7491367867427776e-01	-3.3243125817155161e-01	-4.9906202352968154e-01	-4.0223010395357173e-01	2.0611824037604074e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.1452787478237263e-01	-3.3008588689498425e-01	-6.7920333698990176e-01	-2.3675213541047552e-01	-4.9200452060264749e-01	-6.7234383714907731e-01	-3.3299039729495339e-01	-5.0259888329590108e-01	-4.0622102668784521e-01	2.0561233839738651e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.1926397167353002e-01	-3.3867552143860058e-01	-6.7650088504554562e-01	-2.4469339573533097e-01	-5.0055868794453051e-01	-6.6972353791868233e-01	-3.3354802948075846e-01	-5.0619207001650934e-01	-4.1021443439196936e-01	2.0511028772932609e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.2412693964913778e-01	-3.4730288703528001e-01	-6.7376272948863702e-01	-2.5280989384812586e-01	-5.0923945412606508e-01	-6.6705418439773845e-01	-3.3410422984530352e-01	-5.0984259946458743e-01	-4.1420940475308526e-01	2.0461211875673668e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.2911917682523409e-01	-3.5596651328207185e-01	-6.7099069312578141e-01	-2.6110424779608166e-01	-5.1804786610718911e-01	-6.6433718172425382e-01	-3.3465907548630647e-01	-5.1355148500858616e-01	-4.1820500922793236e-01	2.0411786208624449e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.3424306655068956e-01	-3.6466491470580248e-01	-6.6818658711587797e-01	-2.6957903119929388e-01	-5.2698492489435655e-01	-6.6157393499399231e-01	-3.3521264535348999e-01	-5.1731973593187563e-01	-4.2220031339866221e-01	2.0362754853773688e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.3950097321802256e-01	-3.7339658998987652e-01	-6.6535220811213458e-01	-2.7823676623634908e-01	-5.3605157999853348e-01	-6.5876584753618550e-01	-3.3576502010441389e-01	-5.2114835562146833e-01	-4.2619437732965204e-01	2.0314120913523825e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-4.4489523778158768e-01	-3.8216002106479297e-01	-6.6248933544183863e-01	-2.8707991619270207e-01	-5.4524872352710363e-01	-6.5591431923116061e-01	-3.3631628194484331e-01	-5.2503833961888213e-01	-4.3018625592595788e-01	2.0265887509713485e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-4.5042817296891069e-01	-3.9095367205826875e-01	-6.5959972832805913e-01	-2.9611087755518967e-01	-5.5457718389712019e-01	-6.5302074487010353e-01	-3.3686651445300808e-01	-5.2899067352601170e-01	-4.3417499929408582e-01	2.0218057782573533e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-4.5610205817086397e-01	-3.9977598810106030e-01	-6.5668512315724969e-01	-3.0533197163642034e-01	-5.6403771915779133e-01	-6.5008651255671823e-01	-3.3741580238709357e-01	-5.3300633075877735e-01	-4.3815965310577015e-01	2.0170634889615884e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-4.6191913399638002e-01	-4.0862539398482856e-01	-6.5374723079659003e-01	-3.1474543571322633e-01	-5.7363100991068183e-01	-6.4711300215014789e-01	-3.3796423147536059e-01	-5.3708627014127708e-01	-4.4213925896547218e-01	2.0123622004453496e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-4.6788159647743921e-01	-4.1750029266865085e-01	-6.5078773396477829e-01	-3.2435341366404469e-01	-5.8335765181683852e-01	-6.4410158374818138e-01	-3.3851188818829780e-01	-5.4123143333316404e-01	-4.4611285478231616e-01	2.0077022315551174e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-4.7399159091028537e-01	-4.2639906363111607e-01	-6.4780828465983831e-01	-3.3415794609089627e-01	-5.9321814768095182e-01	-6.4105361620931822e-01	-3.3905885949226089e-01	-5.4544274208302923e-01	-4.5007947514718744e-01	2.0030839024906015e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-4.8025120531911342e-01	-4.3532006106526766e-01	-6.4481050164739173e-01	-3.4416095991269502e-01	-6.0321289910372977e-01	-6.3797044571203709e-01	-3.3960523258408754e-01	-5.4972109530064384e-01	-4.5403815171570877e-01	1.9985075346657026e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-4.8666246352889808e-01	-4.4426161191405905e-01	-6.4179596801273742e-01	-3.5436425741785510e-01	-6.1334219769495557e-01	-6.3485340434921000e-01	-3.4015109460624227e-01	-5.5406736594109873e-01	-4.5798791359779800e-01	1.9939734505623528e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-4.9322731783461232e-01	-4.5322201374446786e-01	-6.3876622877999800e-01	-3.6476950476569198e-01	-6.2360621584113873e-01	-6.3170380875538656e-01	-3.4069653234210356e-01	-5.5848239769411023e-01	-4.6192778775449711e-01	1.9894819735771749e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-4.9994764125485275e-01	-4.6219953245886891e-01	-6.3572278860146669e-01	-3.7537821992787457e-01	-6.3400499702343538e-01	-6.2852295876443376e-01	-3.4124163189107559e-01	-5.6296700147206113e-01	-4.6585679940273600e-01	1.9850334278609927e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-5.0682521935876601e-01	-4.7119239984287370e-01	-6.3266710952026062e-01	-3.8619176006326011e-01	-6.4453844568344232e-01	-6.2531213609481107e-01	-3.4178647832330150e-01	-5.6752195169075470e-01	-4.6977397242866775e-01	1.9806281381511603e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-5.1386174165633014e-01	-4.8019881094947786e-01	-6.2960060880929769e-01	-3.9721130832182766e-01	-6.5520631663672424e-01	-6.2207260305964074e-01	-3.4233115531384328e-01	-5.7214798233734676e-01	-4.7367832981017732e-01	1.9762664295967705e+00
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-5.2105879254337295e-01	-4.8921692132004163e-01	-6.2652465688955317e-01	-4.0843786007614052e-01	-6.6600820403644323e-01	-6.1880560129863782e-01	-3.4287574475631466e-01	-5.7684578282051435e-01	-4.7756889404912012e-01	1.9719486275767804e+00
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-5.2841784179425255e-01	-4.9824484404345587e-01	-6.2344057533053576e-01	-4.1987220858185603e-01	-6.7694352989231710e-01	-6.1551235052894127e-01	-3.4342032635605824e-01	-5.8161599359865035e-01	-4.8144468761382514e-01	1.9676750575111406e+00
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-5.3594023459700157e-01	-5.0728064665570294e-01	-6.2034963493585726e-01	-4.3151493007229191e-01	-6.8801153215327349e-01	-6.1219404731192939e-01	-3.4396497720311697e-01	-5.8645920158268428e-01	-4.8530473339231889e-01	1.9634460446650224e+00
6.2500000000000000e-02	9.3750000000000000e-01	6.2500000000000000e-02	-5.4362718112777875e-01	-5.1632234788300446e-01	-6.1725305391679086e-01	-4.4336636829589460e-01	-6.9921125236566595e-01	-6.0885186383317336e-01	-3.4450977132539012e-01	-5.9137593531110688e-01	-4.8914805515672344e-01	1.9592619139462868e+00
6.5000000000000002e-02	9.3500000000000005e-01	6.5000000000000002e-02	-5.5147974566391800e-01	-5.2536791423281948e-01	-6.1415199615663785e-01	-4.5542661850983068e-01	-7.1054152292281136e-01	-6.0548694669290593e-01	-3.4505477922253180e-01	-5.9636665989591831e-01	-4.9297367803918252e-01	1.9551229896963414e+00
6.7500000000000004e-02	9.3250000000000000e-01	6.7500000000000004e-02	-5.5949883523753241e-01	-5.3441525643812893e-01	-6.1104756956878281e-01	-4.6769551094763068e-01	-7.2200095392582453e-01	-6.0210041570456152e-01	-3.4560006738133447e-01	-6.0143177173943219e-01	-4.9678062901967168e-01	1.9510295954745749e+00
7.0000000000000007e-02	9.2999999999999994e-01	7.0000000000000007e-02	-5.6768518783466915e-01	-5.4346222576174830e-01	-6.0794082455124510e-01	-4.8017259378408073e-01	-7.3358791968034953e-01	-5.9869336269932349e-01	-3.4614569777355225e-01	-6.0657159302334951e-01	-5.0056793742594996e-01	1.9469820538366045e+00
7.2499999999999995e-02	9.2749999999999999e-01	7.2499999999999995e-02	-5.7603936014843093e-01	-5.5250661016879810e-01	-6.0483275254061464e-01	-4.9285711562627926e-01	-7.4530054485882757e-01	-5.9526685033496896e-01	-3.4669172733731424e-01	-6.1178636597309677e-01	-5.0433463544590884e-01	1.9429806861065648e+00
7.4999999999999997e-02	9.2500000000000004e-01	7.4999999999999997e-02	-5.8456171489818887e-01	-5.6154613037700429e-01	-6.0172428466820960e-01	-5.0574800756596505e-01	-7.5713669036336373e-01	-5.9182191090777825e-01	-3.4723820744353245e-01	-6.1707624690220086e-01	-5.0807975865248856e-01	1.9390258121437411e+00
7.7499999999999999e-02	9.2249999999999999e-01	7.7499999999999999e-02	-5.9325240773114651e-01	-5.7057843579614576e-01	-5.9861629052134335e-01	-5.1884386483497646e-01	-7.6909393893005185e-01	-5.8835954516687106e-01	-3.4778518334894704e-01	-6.2244130004345177e-01	-5.1180234654131629e-01	1.9351177501038603e+00
8.0000000000000002e-02	9.2000000000000004e-01	8.0000000000000002e-02	-6.0211137372706391e-01	-5.7960110036975243e-01	-5.9550957701260554e-01	-5.3214292811289821e-01	-7.8116958052189389e-01	-5.8488072113089717e-01	-3.4833269363772101e-01	-6.2788149117577774e-01	-5.1550144308116408e-01	1.9312568161953920e+00
8.2500000000000004e-02	9.1749999999999998e-01	8.2500000000000004e-02	-6.1113831353183179e-01	-5.8861161833406139e-01	-5.9240488736007413e-01	-5.4564306454369327e-01	-7.9336059756402189e-01	-5.8138637290779382e-01	-3.4888076965379305e-01	-6.3339668105810265e-01	-5.1917609727729686e-01	1.9274433244312605e+00
8.5000000000000006e-02	9.1500000000000004e-01	8.5000000000000006e-02	-6.2033267915091606e-01	-5.9760739991127898e-01	-5.8930290018142850e-01	-5.5934174852632279e-01	-8.0566365008194996e-01	-5.7787739951903339e-01	-3.4942943492646850e-01	-6.3898661868402118e-01	-5.2282536374773847e-01	1.9236775863763864e+00
8.7499999999999994e-02	9.1249999999999998e-01	8.7499999999999994e-02	-6.2969365943944144e-01	-6.0658576695637367e-01	-5.8620422870494704e-01	-5.7323604235304149e-01	-8.1807506081089520e-01	-5.7435466373070532e-01	-3.4997870459206959e-01	-6.4465093437391219e-01	-5.2644830331246839e-01	1.9199599108915391e+00
