# Parameters
$ K = 4
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-4.0504679357074180e-01	-5.4375363945423028e-01	-8.9706771521214534e-01	-4.7670124339078834e-01	-1.1980686295335304e-01	-2.6527958564244125e-01	-5.1571518617326817e-01	-2.6584305800224567e-01	-1.1553761062105895e-01	2.2820995703575249e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.0821596913758967e-01	-5.4879853642787646e-01	-9.0269271576111054e-01	-4.8181804102244807e-01	-1.2644460053548950e-01	-2.6848465697056884e-01	-5.2052662917870984e-01	-2.6934010284656046e-01	-1.1839555077282643e-01	2.2764070494936672e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.1142134028935756e-01	-5.5391897006966329e-01	-9.0833571642314792e-01	-4.8702266543096229e-01	-1.3321846268608065e-01	-2.7175496097066754e-01	-5.2539401630953586e-01	-2.7291349814251270e-01	-1.2131273772624362e-01	2.2707399501703756e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.1466343295141733e-01	-5.5911609285922736e-01	-9.1399612337384117e-01	-4.9231661646494423e-01	-1.4013060072647171e-01	-2.7509185874601966e-01	-5.3031811533222328e-01	-2.7656489641359100e-01	-1.2429054116238426e-01	2.2650982186934931e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.1794277949547348e-01	-5.6439105674136847e-01	-9.1967332272807911e-01	-4.9770139801688607e-01	-1.4718317130607900e-01	-2.7849673182274659e-01	-5.3529970005152161e-01	-2.8029597349176039e-01	-1.2733035887895011e-01	2.2594817988791576e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.2125991856938605e-01	-5.6974501164969671e-01	-9.2536668015904033e-01	-5.0317851630252619e-01	-1.5437833406530641e-01	-2.8197098184504493e-01	-5.4033954968458919e-01	-2.8410842790679880e-01	-1.3043361679264440e-01	2.2538906319703096e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.2461539490209449e-01	-5.7517910392194971e-01	-9.3107554050943475e-01	-5.0874947800366144e-01	-1.6171824911098814e-01	-2.8551603021092808e-01	-5.4543844816850318e-01	-2.8800398018471091e-01	-1.3360176888664049e-01	2.2483246565497037e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.2800975908188438e-01	-5.8069447460132850e-01	-9.3679922739444865e-01	-5.1441578826703815e-01	-1.6920507429419485e-01	-2.8913331764388672e-01	-5.5059718339669661e-01	-2.9198437204870054e-01	-1.3683629709829301e-01	2.2427838084493597e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.3144356730614336e-01	-5.8629225761801607e-01	-9.4253704279585548e-01	-5.2017894855172020e-01	-1.7684096227990512e-01	-2.9282430369563228e-01	-5.5581654637968037e-01	-2.9605136551584166e-01	-1.4013871114195456e-01	2.2372680206563667e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.3491738110067091e-01	-5.9197357784489313e-01	-9.4828826664665211e-01	-5.2604045431710666e-01	-1.8462805739772301e-01	-2.9659046617479196e-01	-5.6109733032518039e-01	-3.0020674188224900e-01	-1.4351054826144316e-01	2.2317772232149724e+00
