# Parameters
$ K = 2
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-4.5230381364295602e-01	-3.8638934684416315e-01	-1.9564699233876442e-01	-4.7136112447831441e-01	-2.0312947602279569e-01	-9.2229428448349970e-01	-6.1088997340081641e-01	-1.6224877639251223e+00	-4.7933222107680179e-01	-1.3788669020522654e-01	-8.9545552492514591e-01	-8.1123459556758470e-01	-9.7641305003201029e-01	-2.7812092452875631e-01	-6.0683946573918512e-01	3.8729833462074170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.5704264301320352e-01	-3.9045259391463583e-01	-1.9969344022330179e-01	-4.7468924316537331e-01	-2.0492813675582172e-01	-9.2910006580956395e-01	-6.1997280561798762e-01	-1.6351560810216637e+00	-4.8337107577105659e-01	-1.3976874691949304e-01	-9.0158520799893294e-01	-8.1975598925708082e-01	-9.8851658888263816e-01	-2.8145408345565465e-01	-6.1044136756383405e-01	3.8633481573821333e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.6182054583760940e-01	-3.9456655190546769e-01	-2.0380003517595285e-01	-4.7803901762489676e-01	-2.0674521880289748e-01	-9.3591078265650041e-01	-6.2913164694660906e-01	-1.6475989108827644e+00	-4.8744482329571964e-01	-1.4167526851806861e-01	-9.0773185694005731e-01	-8.2832677670934240e-01	-1.0006376519553815e+00	-2.8482638762093848e-01	-6.1405452205172317e-01	3.8538074048128590e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.6663692501998844e-01	-3.9873121645755566e-01	-2.0796646565049584e-01	-4.8141029056677914e-01	-2.0858080655384839e-01	-9.4272421112461080e-01	-6.3836316838775631e-01	-1.6598013973631818e+00	-4.9155314935480821e-01	-1.4360640840635541e-01	-9.1389415398212503e-01	-8.3694400101616861e-01	-1.0127674397782529e+00	-2.8823784828260091e-01	-6.1767853365293279e-01	3.8443609215644887e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.7149113373748930e-01	-4.0294652820638865e-01	-2.1219235219911917e-01	-4.8480288621318512e-01	-2.1043497880787512e-01	-9.4953804403990782e-01	-6.4766381852301003e-01	-1.6717485993972410e+00	-4.9569570209750768e-01	-1.4556231273441816e-01	-9.2007072175675519e-01	-8.4560451292622385e-01	-1.0248967843246712e+00	-2.9168844831903090e-01	-6.2131299081623104e-01	3.8350085237338360e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.7638247388122945e-01	-4.0721236976051062e-01	-2.1647724602219318e-01	-4.8821660948203383e-01	-2.1230780847160907e-01	-9.5634988990279168e-01	-6.5702982012671329e-01	-1.6834255257702786e+00	-4.9987209119266968e-01	-1.4754311997386801e-01	-9.2626012186771056e-01	-8.5430496628986752e-01	-1.0370161550851795e+00	-2.9517814093772660e-01	-6.2495746558962362e-01	3.8257500104185596e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.8131019450222368e-01	-4.1152856265387838e-01	-2.2082062767965538e-01	-4.9165124515980702e-01	-2.1419936224860694e-01	-9.6315727195269762e-01	-6.6645716727950732e-01	-1.6948171716030027e+00	-5.0408188695853651e-01	-1.4954896048507146e-01	-9.3246085349581198e-01	-8.6304181385070922e-01	-1.0491156668933035e+00	-2.9870684838623335e-01	-6.2861151321836117e-01	3.8165851637046919e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.8627349026733424e-01	-4.1589486428256384e-01	-2.2522190597658834e-01	-4.9510655706574697e-01	-2.1610970032039822e-01	-9.6995762736052149e-01	-6.7594162302563565e-01	-1.7059085564408709e+00	-5.0832461955288011e-01	-1.5157995607508529e-01	-9.3867135204201146e-01	-8.7181130343092816e-01	-1.0611850895717896e+00	-3.0227446067030844e-01	-6.3227467174117569e-01	3.8075137486734385e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.9127149993035452e-01	-4.2031096483711061e-01	-2.2968041703499301e-01	-4.9858228720968906e-01	-2.1803887601914604e-01	-9.7674830656099654e-01	-6.8547871761623158e-01	-1.7166847638231160e+00	-5.1259977822857805e-01	-1.5363621954679052e-01	-9.4488998781654376e-01	-8.8060947455866556e-01	-1.0732138594567158e+00	-3.0588083428458079e-01	-6.3594646158558465e-01	3.7985355134279390e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.9630330482373652e-01	-4.2477648424269643e-01	-2.3419542356302359e-01	-5.0207815494594199e-01	-2.1998693549208506e-01	-9.8352657273760435e-01	-6.9506374738015542e-01	-1.7271309821888468e+00	-5.1690681065944866e-01	-1.5571785423972401e-01	-9.5111506478260155e-01	-8.8943215558687239e-01	-1.0851910928470681e+00	-3.0952579096121685e-01	-6.3962638516320092e-01	3.7896501891406325e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-5.0136792737681346e-01	-4.2929096912008574e-01	-2.3876611433209724e-01	-5.0559385612578245e-01	-2.2195391735790765e-01	-9.9028960147287293e-01	-7.0469177426299778e-01	-1.7372325469604930e+00	-5.2124512234089759e-01	-1.5782495356318002e-01	-9.5734481936350790e-01	-8.9827496135363150e-01	-1.0971056014163105e+00	-3.1320911644231397e-01	-6.4331392646605112e-01	3.7808574901218841e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-5.0646432966678534e-01	-4.3385388978112382e-01	-2.4339160387125705e-01	-5.0912906225130294e-01	-2.2393985235529984e-01	-9.9703448057720467e-01	-7.1435762607353237e-01	-1.7469749836284156e+00	-5.2561407606963306e-01	-1.5995760052218652e-01	-9.6357741932287233e-01	-9.0713329143430310e-01	-1.1089459096102752e+00	-3.1693055928191699e-01	-6.4700855066502161e-01	3.7721571139104770e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-5.1159141200909153e-01	-4.3846463727331680e-01	-2.4807093238704811e-01	-5.1268341963347697e-01	-2.2594476298390451e-01	-1.0037582101095568e+00	-7.2405589747520904e-01	-1.7563440516445257e+00	-5.3001299150632952e-01	-1.6211586723702856e-01	-9.6981096272770784e-01	-9.1600232903573076e-01	-1.1207002740424501e+00	-3.2068982968369936e-01	-6.5070970371160441e-01	3.7635487413865940e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-5.1674801159420658e-01	-4.4312252048871137e-01	-2.5280306591585650e-01	-5.1625654855745140e-01	-2.2796866313799094e-01	-1.0104577026034149e+00	-7.3378095175821312e-01	-1.7653257889179317e+00	-5.3444114482472893e-01	-1.6429981445702224e-01	-9.7604347700495642e-01	-9.2487704058219145e-01	-1.1323567048835310e+00	-3.2448659838044347e-01	-6.5441681194423862e-01	3.7550320369078456e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-5.2193290117822366e-01	-4.4782676335296090e-01	-2.5758689671427604e-01	-5.1984804245819094e-01	-2.3001155773318097e-01	-1.0171297835115665e+00	-7.4352692342514837e-01	-1.7739065566917611e+00	-5.3889776845020809e-01	-1.6650949106930446e-01	-9.8227291810230821e-01	-9.3375217604174443e-01	-1.1439029892269519e+00	-3.2832049556150950e-01	-6.5812928170061102e-01	3.7466066484689051e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-5.2714478783498731e-01	-4.5257650211102796e-01	-2.6242124389154486e-01	-5.2345746710970464e-01	-2.3207344232663521e-01	-1.0237711918831061e+00	-7.5328772162057456e-01	-1.7820730845679491e+00	-5.4338205089033798e-01	-1.6874493360344658e-01	-9.8849716976458735e-01	-9.4262227004009036e-01	-1.1553267163962528e+00	-3.3219110985448130e-01	-6.6184649893737235e-01	3.7382722078852724e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-5.3238231177787043e-01	-4.5737078272649251e-01	-2.6730485428646306e-01	-5.2708435983116564e-01	-2.3415430273111265e-01	-1.0303785812859800e+00	-7.6305703443140227e-01	-1.7898125154359423e+00	-5.4789313665945161e-01	-1.7100616573273528e-01	-9.9471404293731236e-01	-9.5148164380700562e-01	-1.1666153051436370e+00	-3.3609798736713298e-01	-6.6556782885882071e-01	3.7300283310016389e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-5.3764404525960496e-01	-4.6220855841182334e-01	-2.7223640358950113e-01	-5.3072822871331382e-01	-2.3625411462341117e-01	-1.0369485209881526e+00	-7.7282833408155205e-01	-1.7971124500522924e+00	-5.5243012629864108e-01	-1.7329319777301588e-01	-1.0009212753093482e+00	-9.6032440799777941e-01	-1.1777560326720873e+00	-3.4004063079575370e-01	-6.6929261555617503e-01	3.7218746179253182e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-5.4292849155890699e-01	-4.6708868730732600e-01	-2.7721449770903339e-01	-5.3438855186857426e-01	-2.3837284314772472e-01	-1.0434774974100880e+00	-7.8259488304032832e-01	-1.8039609910110661e+00	-5.5699207649203319e-01	-1.7560602618003540e-01	-1.0071165310067558e+00	-9.6914446642892471e-01	-1.1887360653961629e+00	-3.4401849860570788e-01	-6.7302018165915733e-01	3.7138106532851456e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-5.4823408406287411e-01	-4.7200993032665506e-01	-2.8223767437878600e-01	-5.3806477670835995e-01	-2.4051044251449302e-01	-1.0499619158608269e+00	-7.9234974105965017e-01	-1.8103467858401854e+00	-5.6157800027956639e-01	-1.7794463304623725e-01	-1.0132974004501047e+00	-9.7793552076368528e-01	-1.1995424913392281e+00	-3.4803100428989375e-01	-6.7674982800166028e-01	3.7058360065162210e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-5.5355918545441030e-01	-4.7697094918689803e-01	-2.8730440500173970e-01	-5.4175631925101775e-01	-2.4266685559539489e-01	-1.0563981025693059e+00	-8.0208577315065510e-01	-1.8162590689562856e+00	-5.6618686736586343e-01	-1.8030898559802191e-01	-1.0194614003875664e+00	-9.8669107617857266e-01	-1.2101623540475872e+00	-3.5207751571049006e-01	-6.8048083330336717e-01	3.6979502321708106e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-5.5890208701410526e-01	-4.8197030464122503e-01	-2.9241309672384258e-01	-5.4546256346389232e-01	-2.4484201351516990e-01	-1.0627823070218925e+00	-8.1179565850524915e-01	-1.8216877022106290e+00	-5.7081760452417030e-01	-1.8269903569449561e-01	-1.0256059741160810e+00	-9.9540444803728689e-01	-1.2205826878851029e+00	-3.5615735452904373e-01	-6.8421245386924712e-01	3.6901528702556861e+00
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-5.6426100804617618e-01	-4.8700645493191064e-01	-2.9756209472902800e-01	-5.4918286064291821e-01	-2.4703583524101191e-01	-1.0691107046162682e+00	-8.2147190036298945e-01	-1.8266232137610730e+00	-5.7546909609366692e-01	-1.8511471932876222e-01	-1.0317284919027443e+00	-1.0040687695929893e+00	-1.2307905545554101e+00	-3.6026979572957518e-01	-6.8794392330890131e-01	3.6824434465961335e+00
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-5.6963409543815891e-01	-4.9207775448129348e-01	-3.0274968474521075e-01	-5.5291652883310916e-01	-2.4924822717032064e-01	-1.0753793996407934e+00	-8.3110683681823294e-01	-1.8310568350102407e+00	-5.8014018456786420e-01	-1.8755595613284184e-01	-1.0378262516183365e+00	-1.0126770007339914e+00	-1.2407730806832451e+00	-3.6441406723893560e-01	-6.9167445227779289e-01	3.6748214732267850e+00
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-5.7501942336413892e-01	-4.9718245283778656e-01	-3.0797409574916318e-01	-5.5666285229322821e-01	-2.5147908271766650e-01	-1.0815844285874401e+00	-8.4069265255685521e-01	-1.8349805353577187e+00	-5.8482967127116325e-01	-1.9002264888730863e-01	-1.0438964795945578e+00	-1.0212219377815208e+00	-1.2505174962717409e+00	-3.6858934964815726e-01	-6.9540322824243972e-01	3.6672864488094032e+00
6.2500000000000000e-02	9.3750000000000000e-01	6.2500000000000000e-02	-5.8041499314123679e-01	-5.0231869389349537e-01	-3.1323350285649532e-01	-5.6042108100782950e-01	-2.5372828190182800e-01	-1.0877217638051024e+00	-8.5022139150603715e-01	-1.8383870545245284e+00	-5.8953631712008903e-01	-1.9251468303676170e-01	-1.0499363317160717e+00	-1.0296962243414074e+00	-1.2600111738390984e+00	-3.7279477603802003e-01	-6.9912941527166339e-01	3.6598378590776610e+00
6.5000000000000002e-02	9.3500000000000005e-01	6.5000000000000002e-02	-5.8581873324906997e-01	-5.0748451538928796e-01	-3.1852603038137645e-01	-5.6419043024972437e-01	-2.5599569093387398e-01	-1.0937873174987363e+00	-8.5968497037472524e-01	-1.8412699322210522e+00	-5.9425884346514535e-01	-1.9503192621226217e-01	-1.0559428947578504e+00	-1.0380923632043122e+00	-1.2692416680260423e+00	-3.7702943191146499e-01	-7.0285215385602329e-01	3.6524751773089101e+00
6.7500000000000004e-02	9.3250000000000000e-01	6.7500000000000004e-02	-5.9122849952171808e-01	-5.1267784872230959e-01	-3.2384975504919616e-01	-5.6797008019581441e-01	-2.5828116180724930e-01	-1.0997769460783378e+00	-8.6907519305638326e-01	-1.8436235349450605e+00	-5.9899593300873932e-01	-1.9757422776185871e-01	-1.0619131879776362e+00	-1.0464027292816009e+00	-1.2781967554550857e+00	-3.8129235523489419e-01	-7.0657056075757341e-01	3.6451978648228565e+00
7.0000000000000007e-02	9.2999999999999994e-01	7.0000000000000007e-02	-5.9664207552152115e-01	-5.1789651906993783e-01	-3.2920270934406315e-01	-5.7175917559903955e-01	-2.6058453189088604e-01	-1.1056864548600651e+00	-8.7838376585967259e-01	-1.8454430797142982e+00	-6.0374623079416190e-01	-2.0014141829035167e-01	-1.0678441649724399e+00	-1.0546195835561343e+00	-1.2868644746140461e+00	-3.8558253658975528e-01	-7.1028372889206526e-01	3.6380053715070155e+00
7.2499999999999995e-02	9.2749999999999999e-01	7.2499999999999995e-02	-6.0205717310378459e-01	-5.2313824584301771e-01	-3.3458288497191430e-01	-5.7555682551906451e-01	-2.6290562352641511e-01	-1.1115116031201620e+00	-8.8760231352673413e-01	-1.8467246545581388e+00	-6.0850834526020425e-01	-2.0273330920943416e-01	-1.0737327158070906e+00	-1.0627350880192798e+00	-1.2952331655296905e+00	-3.8989891943514604e-01	-7.1399072724572454e-01	3.6308971363687226e+00
7.4999999999999997e-02	9.2500000000000004e-01	7.4999999999999997e-02	-6.0747143318104369e-01	-5.2840064347994886e-01	-3.3998823641905773e-01	-5.7936210311408898e-01	-2.6524424363058335e-01	-1.1172481095004390e+00	-8.9672239599290215e-01	-1.8474652356148804e+00	-6.1328084935566174e-01	-2.0534969229935582e-01	-1.0795756694216874e+00	-1.0707413215573380e+00	-1.3032915089928940e+00	-3.9424040048151748e-01	-7.1769060082869462e-01	3.6238725881134046e+00
7.7499999999999999e-02	9.2249999999999999e-01	7.7499999999999999e-02	-6.1288242669513582e-01	-5.3368122259179007e-01	-3.4541668458523800e-01	-5.8317404549601681e-01	-2.6760018330399665e-01	-1.1228916577621522e+00	-9.0573552583593009e-01	-1.8476627007050530e+00	-6.1806228170767863e-01	-2.0799033928324384e-01	-1.0853697963236497e+00	-1.0786302967424544e+00	-1.3110285650944900e+00	-3.9860583017486922e-01	-7.2138237066719224e-01	3.6169311457487692e+00
8.0000000000000002e-02	9.2000000000000004e-01	8.0000000000000002e-02	-6.1828765580476952e-01	-5.3897739146698243e-01	-3.5086612046978899e-01	-5.8699165365097750e-01	-2.6997321744738023e-01	-1.1284379028830549e+00	-9.1463318635730340e-01	-1.8473158392764999e+00	-6.2285114783771345e-01	-2.1065500141522647e-01	-1.0911118115686851e+00	-1.0863939774750120e+00	-1.3184338108310605e+00	-4.0299401329016299e-01	-7.2506503383639476e-01	3.6100722192144747e+00
8.2500000000000004e-02	9.1749999999999998e-01	8.2500000000000004e-02	-6.2368455529566103e-01	-5.4428645794265706e-01	-3.5633440888912532e-01	-5.9081389242700255e-01	-2.7236310438653683e-01	-1.1338824774903165e+00	-9.2340685023291880e-01	-1.8464243586435491e+00	-6.2764592141876629e-01	-2.1334340908347718e-01	-1.0967983780335626e+00	-1.0940242974166006e+00	-1.3254971765424062e+00	-4.0740370963202216e-01	-7.2873756353598940e-01	3.6032952100367437e+00
8.5000000000000006e-02	9.1500000000000004e-01	8.5000000000000006e-02	-6.2907049421960992e-01	-5.4960563164771392e-01	-3.6181939220375453e-01	-5.9463969059043020e-01	-2.7476958550725211e-01	-1.1392209986197792e+00	-9.3204799866542598e-01	-1.8449888864701334e+00	-6.3244504556745240e-01	-2.1605527142930950e-01	-1.1024261099820301e+00	-1.1015131791449730e+00	-1.3322090809472840e+00	-4.1183363484014329e-01	-7.3239890921025430e-01	3.5965995120073586e+00
8.7499999999999994e-02	9.1249999999999998e-01	8.7499999999999994e-02	-6.3444277776809266e-01	-5.5493202662100249e-01	-3.6731889403313134e-01	-5.9846794095239009e-01	-2.7719238490136122e-01	-1.1444490747898368e+00	-9.4054814096590733e-01	-1.8430109694747936e+00	-6.3724693416455258e-01	-2.1879027598342674e-01	-1.1079915769235635e+00	-1.1088525539550580e+00	-1.3385604645512439e+00	-4.1628246129623730e-01	-7.3604799671445809e-01	3.5899845118863296e+00
8.9999999999999997e-02	9.1000000000000003e-01	8.9999999999999997e-02	-6.3979864938505315e-01	-5.6026266430598204e-01	-3.7283072293707659e-01	-6.0229750056650455e-01	-2.7963120902528354e-01	-1.1495623133759072e+00	-9.4889883448830115e-01	-1.8404930683639416e+00	-6.4204997319776491e-01	-2.2154808832043316e-01	-1.1134913077629158e+00	-1.1160343822231951e+00	-1.3445428212099637e+00	-4.2074881912873835e-01	-7.3968372852924325e-01	3.5834495901275201e+00
