# Parameters
$ K = 4
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-3.8875768436087832e-01	-2.1984894175384428e-01	-6.3705234217923634e-01	-3.1554465438567736e-01	-2.0002893119767526e-01	-5.0431993416463583e-01	-1.8322261841947882e-01	-2.4422074653657982e-01	-4.3654133981008741e-01	-3.9488261822090781e-01	-4.5132729558002965e-01	-2.4598182540239963e-01	2.6620422659688545e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.8963123221656765e-01	-2.1715705718105088e-01	-6.3878202562884434e-01	-3.1510822840420100e-01	-1.9745821186484599e-01	-5.0486524598757787e-01	-1.8073321772009854e-01	-2.4286030368273598e-01	-4.3716662356517905e-01	-3.9357076839716360e-01	-4.5147089073492958e-01	-2.4507952994957646e-01	2.6554000165010829e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.9052029109968167e-01	-2.1442511767504607e-01	-6.4051658993855232e-01	-3.1466101210129360e-01	-1.9485150539207011e-01	-5.0542045661608992e-01	-1.7821765344572521e-01	-2.4148986749547585e-01	-4.3779757972613109e-01	-3.9223060453232211e-01	-4.5161382392860205e-01	-2.4416812747195857e-01	2.6487837992114325e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.9142530969748679e-01	-2.1165285242890647e-01	-6.4225618145234320e-01	-3.1420299210445712e-01	-1.9220860307842358e-01	-5.0598609581882126e-01	-1.7567588293391193e-01	-2.4010976441067625e-01	-4.3843453968136148e-01	-3.9086194807562225e-01	-4.5175636715695450e-01	-2.4324768619676476e-01	2.6421941000409936e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.9234674118994650e-01	-2.0883998960833569e-01	-6.4400094642571337e-01	-3.1373415317723613e-01	-1.8952929522482451e-01	-5.0656269915531549e-01	-1.7310786255776925e-01	-2.3872032797319021e-01	-4.3907783879882156e-01	-3.8946461789535280e-01	-4.5189879556418944e-01	-2.4231827256263269e-01	2.6356314134159642e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.9328504312219592e-01	-2.0598625643045537e-01	-6.4575103087278951e-01	-3.1325447812154900e-01	-1.8681337119317040e-01	-5.0715080779849175e-01	-1.7051354769874272e-01	-2.3732189884720073e-01	-4.3972781631388930e-01	-3.8803843022925188e-01	-4.5204138736922372e-01	-2.4137995108579671e-01	2.6290962424143065e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.9424067726795103e-01	-2.0309137925223406e-01	-6.4750658040730802e-01	-3.1276394768080201e-01	-1.8406061947545690e-01	-5.0775096834631839e-01	-1.6789289272456556e-01	-2.3591482482394494e-01	-4.4038481520960526e-01	-3.8658319864008228e-01	-4.5218442378892221e-01	-2.4043278422623054e-01	2.6225890989354341e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.9521410948340441e-01	-2.0015508366906998e-01	-6.4926774007723087e-01	-3.1226254044400137e-01	-1.8127082777346692e-01	-5.0836373262218093e-01	-1.6524585097275088e-01	-2.3449946082659040e-01	-4.4104918208886590e-01	-3.8509873397681349e-01	-4.5232818895795290e-01	-2.3947683225395716e-01	2.6161105038729167e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.9620580955114737e-01	-1.9717709462407698e-01	-6.5103465419274742e-01	-3.1175023275107788e-01	-1.7844378308963954e-01	-5.0898965746343749e-01	-1.6257237474000574e-01	-2.3307616891203123e-01	-4.4172126703819969e-01	-3.8358484434182250e-01	-4.5247296984506541e-01	-2.3851215311574558e-01	2.6096609872901904e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.9721625101363872e-01	-1.9415713652865266e-01	-6.5280746614742713e-01	-3.1122699859966085e-01	-1.7557927182975874e-01	-5.0962930449762411e-01	-1.5987241527795426e-01	-2.3164531826935500e-01	-4.4240142348271250e-01	-3.8204133506457755e-01	-4.5261905616557579e-01	-2.3753880230242769e-01	2.6032410885992072e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-3.9824591099571133e-01	-1.9109493339490208e-01	-6.5458631823224211e-01	-3.1069280955353368e-01	-1.7267707991810660e-01	-5.1028323990575297e-01	-1.5714592279558634e-01	-2.3020728521471462e-01	-4.4309000803178372e-01	-3.8046800868226482e-01	-4.5276674028982405e-01	-2.3655683271707628e-01	2.5968513567420364e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-3.9929527001561060e-01	-1.8799020898053689e-01	-6.5637135144220915e-01	-3.1014763465303702e-01	-1.6973699292576719e-01	-5.1095203417212043e-01	-1.5439284646885176e-01	-2.2876245318231750e-01	-4.4378738031506942e-01	-3.7886466492784271e-01	-4.5291631714735930e-01	-2.3556629454430178e-01	2.5904923503753179e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-4.0036481178400540e-01	-1.8484268694687056e-01	-6.5816270527535481e-01	-3.0959144032768149e-01	-1.6675879621276860e-01	-5.1163626182001842e-01	-1.5161313445784969e-01	-2.2731121271122828e-01	-4.4449390280836409e-01	-3.7723110072602906e-01	-4.5306808412658511e-01	-2.3456723512094488e-01	2.5841646380575516e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-4.0145502299042529e-01	-1.8165209103055471e-01	-6.5996051752371510e-01	-3.0902419031124251e-01	-1.6374227508478828e-01	-5.1233650113271934e-01	-1.4880673393206420e-01	-2.2585396142766376e-01	-4.4520994064882924e-01	-3.7556711019774330e-01	-4.5322234096957803e-01	-2.3355969880844679e-01	2.5778687984391357e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-4.0256639307653169e-01	-1.7841814522973515e-01	-6.6176492405606469e-01	-3.0844584555964538e-01	-1.6068721496516150e-01	-5.1305333385908602e-01	-1.4597359110413391e-01	-2.2439110402243181e-01	-4.4593586143910940e-01	-3.7387248467354683e-01	-4.5337938966178393e-01	-2.3254372686720570e-01	2.5716054204550876e+00
