# Parameters
$ K = 2
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-5.5998120577470989e-01	-1.0664319528594584e+00	-3.1424418242092256e-01	-4.8045327526735426e-01	-3.7805771379562880e-01	-6.2494065639840024e-01	-3.6783407639573845e-01	-1.7252783123519119e-01	-1.6556130143005246e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.6657397602602244e-01	-1.0737130904090402e+00	-3.1950208118274476e-01	-4.8543096114075557e-01	-3.8173021665980955e-01	-6.2893239860534489e-01	-3.6970545125183840e-01	-1.7311705826378054e-01	-1.6558385204517989e-01	2.9925216571158089e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.7322264512882737e-01	-1.0809776771723025e+00	-3.2482076143806415e-01	-4.9045053557498830e-01	-3.8543684777933301e-01	-6.3294507241443043e-01	-3.7158909628736669e-01	-1.7370944763801208e-01	-1.6559795753863985e-01	2.9850866634175901e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.7992618650723349e-01	-1.0882229039649414e+00	-3.3019995687436265e-01	-4.9551147752601965e-01	-3.8917752975758951e-01	-6.3697839536451117e-01	-3.7348508448598822e-01	-1.7430504921571327e-01	-1.6560350930767556e-01	2.9776950682809402e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.8668349468328507e-01	-1.0954458911318350e+00	-3.3563935286292806e-01	-5.0061321717726537e-01	-3.9295216246617964e-01	-6.4103206330900153e-01	-3.7539348789491161e-01	-1.7490391345161835e-01	-1.6560039961757739e-01	2.9703469169670504e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.9349338318818567e-01	-1.1026436891197067e+00	-3.4113858483870063e-01	-5.0575513430876051e-01	-3.9676062204260582e-01	-6.4510574958068578e-01	-3.7731437754170366e-01	-1.7550609136749343e-01	-1.6558852171146507e-01	2.9630422505746243e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.0035458251490281e-01	-1.1098132791915094e+00	-3.4669723668099872e-01	-5.1093655666552173e-01	-4.0060275986695121e-01	-6.4919910414230231e-01	-3.7924782334808016e-01	-1.7611163451981560e-01	-1.6556776992451466e-01	2.9557811059939589e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.0726573811988760e-01	-1.1169515742882596e+00	-3.5231483909872269e-01	-5.1615675832922581e-01	-4.0447840151854048e-01	-6.5331175272399455e-01	-3.8119389404065968e-01	-1.7672059496493459e-01	-1.6553803980270704e-01	2.9485635158633121e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.1422540848194329e-01	-1.1240554200439530e+00	-3.5799086802384988e-01	-5.2141495809762006e-01	-4.0838734571372248e-01	-6.5744329594881923e-01	-3.8315265705868196e-01	-1.7733302522163752e-01	-1.6549922822615690e-01	2.9413895085276778e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.2123206322667845e-01	-1.1311215959590393e+00	-3.6372474301723323e-01	-5.2671031787637435e-01	-4.1232936322607588e-01	-6.6159330844764552e-01	-3.8512417845869662e-01	-1.7794897823105096e-01	-1.6545123353708691e-01	2.9342591080001128e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-6.2828408132526969e-01	-1.1381468167377735e+00	-3.6951582569094388e-01	-5.3204194108839187e-01	-4.1630419579049344e-01	-6.6576133796492187e-01	-3.8710852281623798e-01	-1.7856850731380930e-01	-1.6539395567248791e-01	2.9271723339257334e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-6.3537974937661135e-01	-1.1451277337945367e+00	-3.7536341815158875e-01	-5.3740887110588831e-01	-4.2031155499278128e-01	-6.6994690445690397e-01	-3.8910575312451329e-01	-1.7919166612442564e-01	-1.6532729630150739e-01	2.9201292015485296e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-6.4251725998220877e-01	-1.1520609369340007e+00	-3.8126676146926747e-01	-5.4281008971086220e-01	-4.2435112114658169e-01	-6.7414949918410971e-01	-3.9111593069014544e-01	-1.7981850860280707e-01	-1.6525115896759102e-01	2.9131297216811252e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-6.4969471022348779e-01	-1.1589429562097135e+00	-3.8722503417700449e-01	-5.4824451558986942e-01	-4.2842254215962072e-01	-6.7836858379989884e-01	-3.9313911502601157e-01	-1.8044908892285688e-01	-1.6516544923539145e-01	2.9061739006776128e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-6.5691010025143493e-01	-1.1657702639653860e+00	-3.9323735080571898e-01	-5.5371100286932096e-01	-4.3252543239147134e-01	-6.8260358943723043e-01	-3.9517536374124845e-01	-1.8108346143811693e-01	-1.6507007484244579e-01	2.8992617404096239e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-6.6416133199871819e-01	-1.1725392770628036e+00	-3.9930276045997654e-01	-5.5920833969780792e-01	-4.3665937150522233e-01	-6.8685391579581134e-01	-3.9722473242849521e-01	-1.8172168062440508e-01	-1.6496494585560845e-01	2.8923932382457522e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-6.7144620802467858e-01	-1.1792463592999050e+00	-4.0542024543994010e-01	-5.6473524688224896e-01	-4.4082390331565563e-01	-6.9111893023201099e-01	-3.9928727454845986e-01	-1.8236380101941285e-01	-1.6484997483220790e-01	2.8855683870344757e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-6.7876243050371576e-01	-1.1858878240221293e+00	-4.1158871991513635e-01	-5.7029037658492343e-01	-4.4501853463673707e-01	-6.9539796685406841e-01	-4.0136304131191547e-01	-1.8300987715923467e-01	-1.6472507698588523e-01	2.8787871750907188e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-6.8610760036776741e-01	-1.1924599369296884e+00	-4.1780702865578828e-01	-5.7587231108872261e-01	-4.4924273413145099e-01	-6.9969032562529732e-01	-4.0345208155924178e-01	-1.8365996351180741e-01	-1.6459017035704529e-01	2.8720495861862019e+00
