# Parameters
$ K = 2
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-4.2402531722257403e-01	-2.8847268561434325e-01	-7.9215764102056641e-01	-3.7373654824093988e-01	-3.6279868836797352e-01	-8.7507929573323628e-01	-5.7192925926578464e-01	-4.1002494830863528e-01	-6.6802682917714018e-01	-6.2450100587494983e-01	-3.7198940453659707e-01	-9.4597094974563811e-01	-3.1930121272578144e-01	-1.9268465656349834e-01	-5.6839320189300258e-01	7.1961480799424896e-02	5.1102611158662811e-02	-2.5028877550028644e-01	-1.0026392786868867e-02	7.7706373506420262e-02	5.6385273064559309e-02	6.8059471577212816e-02	-6.3549536800371786e-02	-2.8354351375153436e-01	1.1207275348443756e-01	-1.0413241019373998e-01	1.5491230513656060e-01	1.3391902255362739e-01	-1.1377758578575703e-01	-3.4150032311013484e-03	1.6588637468861009e-01	-1.8579104363717441e-01	-1.9354043172678992e-01	5.9696139347853942e-02	-1.4497490681142430e-01	-1.6183093058255452e-01	9.2432802401696199e-02	3.8729833462074170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.2688148389688468e-01	-2.9093341693169655e-01	-7.9643464830632604e-01	-3.7715908124545100e-01	-3.6299618563994157e-01	-8.7877793651654390e-01	-5.7318035225745412e-01	-4.0943823270422824e-01	-6.7149126683900828e-01	-6.2793442961586665e-01	-3.7247048934121424e-01	-9.5095249854261743e-01	-3.2240386678196525e-01	-1.9163994347153485e-01	-5.7151422077031933e-01	7.2319971785445816e-02	5.1358582361503244e-02	-2.5153634383388823e-01	-1.0076129237271360e-02	7.8093135759443058e-02	5.6666915506984189e-02	6.8399267514372197e-02	-6.3865406701426167e-02	-2.8495830364050528e-01	1.1263144998525262e-01	-1.0465060851509587e-01	1.5568433498491271e-01	1.3458775794954572e-01	-1.1434372185412336e-01	-3.4319992142289235e-03	1.6671316633111014e-01	-1.8671943930482024e-01	-1.9450659993035385e-01	5.9993558663270927e-02	-1.4569978692660401e-01	-1.6263925095226578e-01	9.2894103703722128e-02	3.8633372927666314e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.2975662612953297e-01	-2.9341471796415330e-01	-8.0069191319257738e-01	-3.8058233234741645e-01	-3.6314814630804826e-01	-8.8239899444054992e-01	-5.7437139469042431e-01	-4.0877354168391355e-01	-6.7491645814201262e-01	-6.3135891029687552e-01	-3.7291427737009136e-01	-9.5590633793784630e-01	-3.2552183873038143e-01	-1.9055732703358400e-01	-5.7463599448055513e-01	7.2675748541057322e-02	5.1615456632997131e-02	-2.5277590061278243e-01	-1.0125059326407941e-02	7.8476256658834023e-02	5.6947958895993953e-02	6.8738000589403284e-02	-6.4177420061031346e-02	-2.8636705991110761e-01	1.1318668048043611e-01	-1.0516373996196414e-01	1.5645110871935217e-01	1.3525469456934125e-01	-1.1490420421443244e-01	-3.4488296671743657e-03	1.6753447822106299e-01	-1.8764659051488544e-01	-1.9546954495877403e-01	6.0288780523769292e-02	-1.4642460755177658e-01	-1.6344578949107924e-01	9.3353596753350032e-02	3.8537644428175670e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.3265061803708965e-01	-2.9591653398218054e-01	-8.0492805818928437e-01	-3.8400494637825910e-01	-3.6325395616779427e-01	-8.8594012593809812e-01	-5.7550150573870629e-01	-4.0803051050922512e-01	-6.7830066768557717e-01	-6.3477353843582385e-01	-3.7332036074694297e-01	-9.6083076359210851e-01	-3.2865452796348316e-01	-1.8943671182069211e-01	-5.7775796624960030e-01	7.3028688778733003e-02	5.1873213516505479e-02	-2.5400705517879502e-01	-1.0173160240299618e-02	7.8855582179480271e-02	5.7228356284970042e-02	6.9075579632810052e-02	-6.4485424621032628e-02	-2.8776951729213945e-01	1.1373824581772615e-01	-1.0567159421982440e-01	1.5721233419013364e-01	1.3591971302350453e-01	-1.1545880712917232e-01	-3.4654831897015233e-03	1.6835000886851317e-01	-1.8857230693703420e-01	-1.9642903232223136e-01	6.0581691866854796e-02	-1.4714926126758315e-01	-1.6425037463897876e-01	9.3811155773765517e-02	3.8442653884295628e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.3556332352711957e-01	-2.9843880142250212e-01	-8.0914168142129617e-01	-3.8742552840652206e-01	-3.6331302147354827e-01	-8.8939899998334382e-01	-5.7656982918326827e-01	-4.0720883911006184e-01	-6.8164214249495869e-01	-6.3817738664276125e-01	-3.7368835100667486e-01	-9.6572404955412061e-01	-3.3180131286523212e-01	-1.8827802667420770e-01	-5.8087956405000862e-01	7.3378670040596769e-02	5.2131831718842836e-02	-2.5522941727846338e-01	-1.0220409436834324e-02	7.9230957256562012e-02	5.7508060562440365e-02	6.9411911978227991e-02	-6.4789267136236686e-02	-2.8916541353929803e-01	1.1428594433130546e-01	-1.0617395946420333e-01	1.5796771534511272e-01	1.3658269344781504e-01	-1.1600730396620845e-01	-3.4819481104832475e-03	1.6915945352890382e-01	-1.8949639523988979e-01	-1.9738482553308356e-01	6.0872178309393760e-02	-1.4787363873913900e-01	-1.6505283267060136e-01	9.4266652972199785e-02	3.8348407237410105e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.3849459614209246e-01	-3.0098144769865920e-01	-8.1333135689263847e-01	-3.9084264395545698e-01	-3.6332477011827496e-01	-8.9277330094539320e-01	-5.7757553426021024e-01	-4.0630829365855942e-01	-6.8493911303086097e-01	-6.4156950968188953e-01	-3.7401787970532635e-01	-9.7058444914993913e-01	-3.3496155086874657e-01	-1.8708122541951736e-01	-5.8400020040364364e-01	7.3725569813902145e-02	5.2391289095529654e-02	-2.5644259750673160e-01	-1.0266784673428628e-02	7.9602225886054381e-02	5.7787024470988470e-02	6.9746903491087420e-02	-6.5088793467979272e-02	-2.9055448968660164e-01	1.1482957194452038e-01	-1.0667062246168581e-01	1.5871695237890390e-01	1.3724351553462549e-01	-1.1654946734505921e-01	-3.4982124886645304e-03	1.6996250440098168e-01	-1.9041865917116899e-01	-1.9833668626867235e-01	6.1160124206604119e-02	-1.4859762872458779e-01	-1.6585298776384177e-01	9.4719958569497276e-02	3.8254910448664390e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.4144427891061644e-01	-3.0354439101337238e-01	-8.1749563479451326e-01	-3.9425481929674733e-01	-3.6328865281542905e-01	-8.9606073148816834e-01	-5.7851781647490397e-01	-4.0532870804656979e-01	-6.8818979425962790e-01	-6.4494894455383778e-01	-3.7430859900261154e-01	-9.7541019592839939e-01	-3.3813457854119167e-01	-1.8584628756575741e-01	-5.8711927219209570e-01	7.4069265648742902e-02	5.2651562636227472e-02	-2.5764620775974917e-01	-1.0312264034680258e-02	7.9969231228962989e-02	5.8065200625708767e-02	7.0080458600072393e-02	-6.5383848680848941e-02	-2.9193649029259022e-01	1.1536892227897555e-01	-1.0716136867379268e-01	1.5945974189308257e-01	1.3790205856188936e-01	-1.1708506928629499e-01	-3.5142641158565032e-03	1.7075885083626524e-01	-1.9133889964448167e-01	-1.9928437454160014e-01	6.1445412714672736e-02	-1.4932111808529988e-01	-1.6665066207227988e-01	9.5170940832851811e-02	3.8162169498004133e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.4441220420634969e-01	-3.0612754017297139e-01	-8.2163304185912944e-01	-3.9766054182341998e-01	-3.6320414428043912e-01	-8.9925901551110687e-01	-5.7939589838053973e-01	-4.0426998526027086e-01	-6.9139238678515003e-01	-6.4831471059916823e-01	-3.7456018221503495e-01	-9.8019950466300232e-01	-3.4131971169636555e-01	-1.8457321898954734e-01	-5.9023616047571059e-01	7.4409635277766326e-02	5.2912628450378987e-02	-2.5883986169598172e-01	-1.0356825959947854e-02	8.0331815719232730e-02	5.8342541532157864e-02	7.0412480331447758e-02	-6.5674277142520596e-02	-2.9331116368065802e-01	1.1590378677004377e-01	-1.0764598236370369e-01	1.6019577706764407e-01	1.3855820141981007e-01	-1.1761388136392727e-01	-3.5300905185757527e-03	1.7154817956015783e-01	-1.9225691483291985e-01	-2.0022764887745637e-01	6.1727925857042586e-02	-1.5004399179777328e-01	-1.6744567580144615e-01	9.5619466111805926e-02	3.8070190383182125e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.4739819361498839e-01	-3.0873079440414297e-01	-8.2574208176151520e-01	-4.0105826050488075e-01	-3.6307074440909337e-01	-9.0236590112497306e-01	-5.8020903031970483e-01	-4.0313209864557314e-01	-6.9454507804351029e-01	-6.5166580962410925e-01	-3.7477232433760610e-01	-9.8495057241053885e-01	-3.4451624553534199e-01	-1.8326205260073145e-01	-5.9335023032212364e-01	7.4746556737649031e-02	5.3174461753075858e-02	-2.6002317520479423e-01	-1.0400449270793826e-02	8.0689821175258067e-02	5.8618999603750534e-02	7.0742870346324593e-02	-6.5959922626644601e-02	-2.9467826217288468e-01	1.1643395478882142e-01	-1.0812424670580198e-01	1.6092474784390759e-01	1.3921182263499390e-01	-1.1813567486064630e-01	-3.5456789611426716e-03	1.7233017490477079e-01	-1.9317250026954741e-01	-2.0116626649994793e-01	6.2007544594409346e-02	-1.5076613296729416e-01	-1.6823784728893931e-01	9.6065398877612743e-02	3.7978979118732528e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.5040205780966819e-01	-3.1135404317328547e-01	-8.2982123557143250e-01	-4.0444638642695496e-01	-3.6288797945001572e-01	-9.0537916365677384e-01	-5.8095649112774461e-01	-4.0191509305814727e-01	-6.9764604356131088e-01	-6.5500122604950262e-01	-3.7494474253224019e-01	-9.8966157962662094e-01	-3.4772345481546996e-01	-1.8191284898807117e-01	-5.9646083064519140e-01	7.5079908492077851e-02	5.3437036851175693e-02	-2.6119576688161827e-01	-1.0443113198224593e-02	8.1043088914915365e-02	5.8894527178553820e-02	7.1071528980929111e-02	-6.6240628418733433e-02	-2.9603754231675217e-01	1.1695921377054305e-01	-1.0859594389802339e-01	1.6164634111903811e-01	1.3986280039200849e-01	-1.1865022092576519e-01	-3.5610164490526047e-03	1.7310451905348620e-01	-1.9408544895488883e-01	-2.0209998352337541e-01	6.2284148898458312e-02	-1.5148742284342259e-01	-1.6902699308840466e-01	9.6508601766051277e-02	3.7888541734912331e+00
