# Parameters
$ K = 5
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-6.7140646018327643e-01	-7.7096463477630550e-01	-3.9154996939565534e-01	-2.9383419564625185e-01	-2.3841852985443623e-01	-5.7083768347726727e-01	-2.6991090260864919e-01	-6.0580411200953288e-01	-4.2886254252809652e-01	-8.2635105630359895e-01	-4.6616910187670596e-01	-2.0879407880017573e-01	2.4340075007215143e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.7693152723397609e-01	-7.7799780128131168e-01	-3.9559113630191672e-01	-2.9887989920004904e-01	-2.4379303776412012e-01	-5.7797499455687706e-01	-2.7909780948157947e-01	-6.1236039045467527e-01	-4.3411877669010102e-01	-8.3305353865257448e-01	-4.7231202258571303e-01	-2.1549114297704391e-01	2.4279397525975446e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.8251364687244420e-01	-7.8509769176708077e-01	-3.9971329905471953e-01	-3.0401036076861360e-01	-2.4926623435656278e-01	-5.8523372751706115e-01	-2.8846893721918915e-01	-6.1904231777196361e-01	-4.3945720060794974e-01	-8.3981540333198990e-01	-4.7860586966513702e-01	-2.2232187559011954e-01	2.4219062990230684e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.8815315690188750e-01	-7.9226443539769209e-01	-4.0391818610837993e-01	-3.0922718868621568e-01	-2.5483960614309031e-01	-5.9261558841984807e-01	-2.9802734915633150e-01	-6.2585215332749056e-01	-4.4487889997935065e-01	-8.4663690187081364e-01	-4.8505384217423853e-01	-2.2928886388996350e-01	2.4159067638497351e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.9385037659627080e-01	-7.9949812845943102e-01	-4.0820754977750706e-01	-3.1453201301827705e-01	-2.6051463871043051e-01	-6.0012226743552444e-01	-3.0777609976571862e-01	-6.3279214575179876e-01	-4.5038495272274603e-01	-8.5351826291071975e-01	-4.9165914284730294e-01	-2.3639471709575285e-01	2.4099407626712672e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.9960560530533522e-01	-8.0679883231280403e-01	-4.1258316534834627e-01	-3.1992648444150229e-01	-2.6629281485370471e-01	-6.0775543532944520e-01	-3.1771822816707046e-01	-6.3986452811462968e-01	-4.5597642717648579e-01	-8.6045969020657032e-01	-4.9842497259364876e-01	-2.4364206302950028e-01	2.4040079026442669e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-7.0541912099238213e-01	-8.1416657124892577e-01	-4.1704683005527832e-01	-3.2541227296548886e-01	-2.7217561257447831e-01	-6.1551673969227361e-01	-3.2785675108014872e-01	-6.4707151269807195e-01	-4.6165438017826316e-01	-8.6746136049936373e-01	-5.0535452450884011e-01	-2.5103354437965553e-01	2.3981077823026848e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-7.1129117870249214e-01	-8.2160133024679116e-01	-4.2160036191174094e-01	-3.3099106648354554e-01	-2.7816450293712447e-01	-6.2340780089981851e-01	-3.3819465519016112e-01	-6.5441528534474980e-01	-4.6741985501908301e-01	-8.7452342125522875e-01	-5.1245097736799960e-01	-2.5857181456906819e-01	2.3922399913659134e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-7.1722200895882282e-01	-8.2910305262789530e-01	-4.2624559838428067e-01	-3.3666456913976589e-01	-2.8426094777653793e-01	-6.3143020778830872e-01	-3.4873488889325710e-01	-6.6189799935702276e-01	-4.7327387926587494e-01	-8.8164598826388485e-01	-5.1971748857134348e-01	-2.6625953320130891e-01	2.3864041105405329e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-7.2321181608465923e-01	-8.3667163760471008e-01	-4.3098439489782425e-01	-3.4243449949876448e-01	-2.9046639725007062e-01	-6.3958551303053668e-01	-3.5948035338917378e-01	-6.6952176892262660e-01	-4.7921746244673874e-01	-8.8882914308987004e-01	-5.2715718651129395e-01	-2.7409936105839633e-01	2.3805997113157136e+00
