# Parameters
$ K = 2
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-4.7351149389182834e-01	-4.1704352277510010e-01	-5.9854748957980408e-01	-1.5601758420287151e-01	-1.5567600513462512e-01	-3.5115649094100587e-01	-1.8928289518100744e-01	-3.8042849429346848e-01	-5.4634668641565687e-01	-2.7598386093643795e-01	-6.0601610052958077e-01	-3.1668145653363661e-01	-3.6220887265032931e-01	-3.7119488017786362e-01	-4.4872411377009841e-01	3.8729833462074170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.7670763150227302e-01	-4.2074437289534800e-01	-6.0281973475747930e-01	-1.5886823492069116e-01	-1.5713012854374958e-01	-3.5471616120885968e-01	-1.9251851694637473e-01	-3.8438296020025808e-01	-5.5052416620739331e-01	-2.7863882814629126e-01	-6.1019057267069288e-01	-3.1992741065728064e-01	-3.6507237662704012e-01	-3.7486521744111923e-01	-4.5186239958344865e-01	3.8633283083470347e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.7992572138314077e-01	-4.2447469175775054e-01	-6.0710491548467416e-01	-1.6175466040108111e-01	-1.5860224732464251e-01	-3.5830762966318075e-01	-1.9579636807332410e-01	-3.8836567136965522e-01	-5.5472465642893232e-01	-2.8131717463176836e-01	-6.1437589719037455e-01	-3.2320415433284128e-01	-3.6796278017967726e-01	-3.7856626123673087e-01	-4.5502017843177683e-01	3.8537282369585903e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.8316571071792502e-01	-4.2823428230343152e-01	-6.1140225538609760e-01	-1.6467680737270679e-01	-1.6009251060490653e-01	-3.6193073495381123e-01	-1.9911629513500487e-01	-3.9237603697147239e-01	-5.5894766644809513e-01	-2.8401885002908261e-01	-6.1857133078392956e-01	-3.2651160395594103e-01	-3.7088017496266523e-01	-3.8229782150538599e-01	-4.5819729447475349e-01	3.8441833182129335e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.8642753580546105e-01	-4.3202292457832980e-01	-6.1571094728080789e-01	-1.6763459899663113e-01	-1.6160106229524043e-01	-3.6558529254939270e-01	-2.0247810730162485e-01	-3.9641342734397378e-01	-5.6319267585559707e-01	-2.8674379142254702e-01	-6.2277610374306391e-01	-3.2984965592696702e-01	-3.7382464217500649e-01	-3.8605968644863853e-01	-4.6139357850967017e-01	3.8346937355417299e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.8971112162015779e-01	-4.3584037491555050e-01	-6.2003015263101990e-01	-1.7062793401439758e-01	-1.6312804069989503e-01	-3.6927109391340063e-01	-2.0588157501693147e-01	-4.0047717301137797e-01	-5.6745913362275169e-01	-2.8949192287272357e-01	-6.2698941957135856e-01	-3.3321818588275021e-01	-3.7679625200094569e-01	-3.8985162181251237e-01	-4.6460884753239351e-01	3.8252596695837715e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.9301638136221904e-01	-4.3968636510835690e-01	-6.2435900100594444e-01	-1.7365668589065231e-01	-1.6467357811486644e-01	-3.7298790567193596e-01	-2.0932642867785289e-01	-4.0456656371691302e-01	-5.7174645725959994e-01	-2.9226315493633531e-01	-6.3121045461363545e-01	-3.3661704791811731e-01	-3.7979506303560795e-01	-3.9367337016388604e-01	-4.6784290429207698e-01	3.8158812981323962e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.9634321599805359e-01	-4.4356060157496480e-01	-6.2869658956264129e-01	-1.7672070195169207e-01	-1.6623780041391467e-01	-3.7673546877447617e-01	-2.1281235732060927e-01	-4.0868084747465339e-01	-5.7605403197530680e-01	-2.9505738417828753e-01	-6.3543835770060431e-01	-3.4004607379828716e-01	-3.8282112169581023e-01	-3.9752465016054406e-01	-4.7109553684001215e-01	3.8065587960841252e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.9969151379108750e-01	-4.4746276451641503e-01	-6.3304198254593524e-01	-1.7981980252142912e-01	-1.6782082662252812e-01	-3.8051349764887837e-01	-2.1633900731678776e-01	-4.1281922964351719e-01	-5.8038120984280961e-01	-2.9787449267618404e-01	-6.3967224981022563e-01	-3.4350507216317094e-01	-3.8587446161631289e-01	-4.0140515581585845e-01	-4.7436651807304953e-01	3.7972923353885926e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.0306114982325723e-01	-4.5139250706889666e-01	-6.3739421080957115e-01	-1.8295378005636978e-01	-1.6942276847999552e-01	-3.8432167935204087e-01	-2.1990598108306536e-01	-4.1698087202697631e-01	-5.8472730896981828e-01	-3.0071434751777926e-01	-6.4391122374728016e-01	-3.4699382772472748e-01	-3.8895510303181263e-01	-4.0531455575913861e-01	-4.7765560527204426e-01	3.7880820849998673e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-5.0645198550748771e-01	-4.5534945445201713e-01	-6.4175227136084145e-01	-1.8612239828128813e-01	-1.7104372998979001e-01	-3.8815967271772128e-01	-2.2351283580845410e-01	-4.2116489200217933e-01	-5.8909161267840104e-01	-3.0357680029184608e-01	-6.4815434384269355e-01	-3.5051210045862935e-01	-3.9206305214506298e-01	-4.0925249249277518e-01	-4.8096253963584745e-01	3.7789282108292537e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-5.0986386809151285e-01	-4.5933320311463005e-01	-6.4611512693103279e-01	-1.8932539132741230e-01	-1.7268380695851962e-01	-3.9202710750314790e-01	-2.2715908220312064e-01	-4.2537036168234593e-01	-5.9347336869552292e-01	-3.0646168657299705e-01	-6.5240064567420508e-01	-3.5405962479159470e-01	-3.9519830048155691e-01	-4.1321858164738556e-01	-4.8428704581139054e-01	3.7698308756996775e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-5.1329663015345106e-01	-4.6334331987995420e-01	-6.5048170557411444e-01	-1.9256246287502926e-01	-1.7434308652373318e-01	-3.9592358353613327e-01	-2.3084418327302336e-01	-4.2959630711644442e-01	-5.9787178835703836e-01	-3.0936882540104566e-01	-6.5664913581005246e-01	-3.5763610878583263e-01	-3.9836082423127694e-01	-4.1721241123625724e-01	-4.8762883142047175e-01	3.7607902393017372e+00
