# Parameters
$ K = 1
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-2.3325735815880438e-01	-5.0612974395083787e-01	-1.1396484907132312e+00	-4.6139402046196620e-01	-4.4396069491452750e-01	-5.7262708471433432e-01	-4.1519122243642331e-01	-6.4842211110487424e-01	-2.9824145360329457e-01	-4.8329232291684765e-01	-1.7098536051950763e-01	-6.9509415130480645e-01	-8.0301279282355531e-01	-8.9523594439745835e-01	-1.6593709618935051e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.3442393163577613e-01	-5.0865256681092430e-01	-1.1453092699164442e+00	-4.6370220908499976e-01	-4.4618133896383483e-01	-5.7549096366580232e-01	-4.1726433357599108e-01	-6.5162624884673803e-01	-2.9972138230404377e-01	-4.8570751868892986e-01	-1.7184124461303629e-01	-6.9856799573773487e-01	-8.0702908331923984e-01	-8.9970693192229256e-01	-1.6676858630301428e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.3559097271814486e-01	-5.1115917287639190e-01	-1.1508930702752169e+00	-4.6601265155798666e-01	-4.4840347463287034e-01	-5.7835607161071356e-01	-4.1933143287567426e-01	-6.5475262716498595e-01	-3.0117815921529284e-01	-4.8811988946596530e-01	-1.7269899562757821e-01	-7.0203817340989361e-01	-8.1104747233074204e-01	-9.0416687842586529e-01	-1.6760367453667879e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.3675832027322471e-01	-5.1364870789445649e-01	-1.1563968083998599e+00	-4.6832506850750227e-01	-4.5062681304489161e-01	-5.8122201538056306e-01	-4.2139203202091718e-01	-6.5779854484946010e-01	-3.0261089246176742e-01	-4.9052898940384287e-01	-1.7355854066625914e-01	-7.0550405475891553e-01	-8.1506741960564633e-01	-9.0861478733625689e-01	-1.6844234345602344e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.3792580985464382e-01	-5.1612030914451767e-01	-1.1618173971635088e+00	-4.7063917442418246e-01	-4.5285105919974605e-01	-5.8408839369611409e-01	-4.2344563550761016e-01	-6.6076133081270716e-01	-3.0401869122037312e-01	-4.9293436486319347e-01	-1.7441980494342790e-01	-7.0896499908918431e-01	-8.1908837363055598e-01	-9.1304964676222433e-01	-1.6928457465658511e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.3909327369919506e-01	-5.1857310594038342e-01	-1.1671517492429437e+00	-4.7295467763928067e-01	-4.5507591195966574e-01	-5.8695479715852095e-01	-4.2549174078525959e-01	-6.6363834932723531e-01	-3.0540066688240158e-01	-4.9533555447056743e-01	-1.7528271176682853e-01	-7.1242035465144604e-01	-8.2310977161342092e-01	-9.1747042974775261e-01	-1.7013034874456670e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.4026054072602121e-01	-5.2100622015713971e-01	-1.1723967807615008e+00	-4.7527128030475752e-01	-4.5730106403899834e-01	-5.8982080824610339e-01	-4.2752983841130332e-01	-6.6642700531785715e-01	-3.0675593424465819e-01	-4.9773208918800449e-01	-1.7614718252037367e-01	-7.1586945873408581e-01	-8.2713103947347322e-01	-9.2187609454842989e-01	-1.7097964531749446e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.4142743653820983e-01	-5.2341876678258936e-01	-1.1775494150283958e+00	-4.7758867837704455e-01	-4.5952620199802230e-01	-5.9268600131697491e-01	-4.2955941221674609e-01	-6.6912474969187208e-01	-3.0808361272724649e-01	-5.0012349239120468e-01	-1.7701313664755455e-01	-7.1931163776636931e-01	-8.3115159183905496e-01	-9.2626558493003819e-01	-1.7183244294472921e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.4259378342688565e-01	-5.2580985449312279e-01	-1.1826065863682447e+00	-4.7990656160462875e-01	-4.6175100624099336e-01	-5.9554994261772498e-01	-4.3157993948327356e-01	-6.7172908468903847e-01	-3.0938282761555919e-01	-5.0250927995650307e-01	-1.7788049163552394e-01	-7.2274620743394080e-01	-8.3517083205360887e-01	-9.3063783048971749e-01	-1.7268871914784018e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.4375940037787794e-01	-5.2817858625381653e-01	-1.1875652440340223e+00	-4.8222461351960022e-01	-4.6397515101857356e-01	-5.9841219029835968e-01	-4.3359089113198979e-01	-6.7423756923256373e-01	-3.1065271132385419e-01	-5.0488896035684783e-01	-1.7874916299988897e-01	-7.2617247280686048e-01	-8.3918815219011478e-01	-9.3499174700004839e-01	-1.7354845038084674e-01	0
