# Parameters
$ K = 3
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-7.6069036531378187e-01	-4.6941246202257231e-01	-1.0741403863677330e+00	-1.9767222946035803e-01	-2.7124094245112290e-01	-4.7172926669792820e-01	-4.0726147678128122e-01	-9.0416088725178534e-01	-2.8980995754574496e-01	-9.8008737358849213e-02	-9.2745271104795926e-02	-1.3280176405262603e-01	1.9973691147392593e-02	-1.1181565295446682e-02	-5.3589245438961070e-02	-6.7039803265923945e-02	-1.4011187523506285e-01	-1.3817759572720462e-01	-3.0409591145278462e-03	-1.6140854307841210e-01	1.9516179036594011e-01	2.5632360962189020e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-7.6328933091366535e-01	-4.6875327977177911e-01	-1.0774251830745645e+00	-1.9629739101820939e-01	-2.6851515835315448e-01	-4.7112845124564484e-01	-4.0860665938968860e-01	-9.0784466998950986e-01	-2.9296160442060143e-01	-9.8498242960849372e-02	-9.3208030612947829e-02	-1.3346699174043564e-01	2.0073635350687947e-02	-1.1237226952768600e-02	-5.3857545371747265e-02	-6.7373073195526656e-02	-1.4081031402632951e-01	-1.3886830764132013e-01	-3.0556330273294819e-03	-1.6220988462277880e-01	1.9613764455603380e-01	2.5568477283867508e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-7.6587642277036949e-01	-4.6806828286302138e-01	-1.0806379751851309e+00	-1.9489170491815550e-01	-2.6574528364880862e-01	-4.7048866689649271e-01	-4.0995527152664818e-01	-9.1150922588607219e-01	-2.9611433422448580e-01	-9.8986626669238117e-02	-9.3668808543959300e-02	-1.3413465600900248e-01	2.0173725306416070e-02	-1.1292384832672992e-02	-5.4126574217164651e-02	-6.7702422743332852e-02	-1.4150439705962703e-01	-1.3955866223420324e-01	-3.0692207202759926e-03	-1.6299959702157671e-01	1.9711355170095499e-01	2.5504992071870083e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-7.6845130523885474e-01	-4.6735767264492817e-01	-1.0837773334821235e+00	-1.9345499468457558e-01	-2.6293161932567749e-01	-4.6981016035238893e-01	-4.1130738184932253e-01	-9.1515373136480349e-01	-2.9926727378677415e-01	-9.9473819493586219e-02	-9.4127532901732189e-02	-1.3480475510609921e-01	2.0273952191476513e-02	-1.1347021693520896e-02	-5.4396365000678570e-02	-6.8027759669703911e-02	-1.4219395135964918e-01	-1.4024865289415037e-01	-3.0816852995796192e-03	-1.6377734076951947e-01	1.9808945600993028e-01	2.5441911412497236e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-7.7101363987586213e-01	-4.6662166350764733e-01	-1.0868418482128663e+00	-1.9198709036873765e-01	-2.6007448579944764e-01	-4.6909320020868606e-01	-4.1266305939645992e-01	-9.1877735222014478e-01	-3.0241953697047164e-01	-9.9959751912345657e-02	-9.4584131466938670e-02	-1.3547728724690208e-01	2.0374306897462269e-02	-1.1401120188176862e-02	-5.4666951764881462e-02	-6.8348993242267009e-02	-1.4287880252584556e-01	-1.4093827456258892e-01	-3.0929896088089420e-03	-1.6454277748524765e-01	1.9906530235376901e-01	2.5379241471114629e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-7.7356308537493512e-01	-4.6586048283733467e-01	-1.0898301305368328e+00	-1.9048782879888940e-01	-2.5717422294893905e-01	-4.6833807661707688e-01	-4.1402237346120974e-01	-9.2237924374090907e-01	-3.0557022509600573e-01	-1.0044435388307334e-01	-9.5038531805148346e-02	-1.3615225060729161e-01	2.0474780022367810e-02	-1.1454662870653021e-02	-5.4938369550575170e-02	-6.8666034331495041e-02	-1.4355877477433085e-01	-1.4162752371121051e-01	-3.1030962554453876e-03	-1.6529557015054869e-01	2.0004103627061257e-01	2.5316988492519119e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-7.7609929749934059e-01	-4.6507437095607845e-01	-1.0927408139772734e+00	-1.8895705383475228e-01	-2.5423119014305107e-01	-4.6754510090357237e-01	-4.1538539345689374e-01	-9.2595855084789847e-01	-3.0871842738014127e-01	-1.0092755485281196e-01	-9.5490661274544295e-02	-1.3682964331654301e-01	2.0575361862164732e-02	-1.1507632203016612e-02	-5.5210654376038185e-02	-6.8978795505683171e-02	-1.4423369098184685e-01	-1.4231639831510245e-01	-3.1119676386427027e-03	-1.6603538335043599e-01	2.0101660396977089e-01	2.5255158801277386e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-7.7862192901301164e-01	-4.6426358104707682e-01	-1.0955725558747522e+00	-1.8739461662644513e-01	-2.5124576625993228e-01	-4.6671460514139290e-01	-4.1675218877560677e-01	-9.2951440824632303e-01	-3.1186322138937489e-01	-1.0140928376863298e-01	-9.5940447033228904e-02	-1.3750946344939563e-01	2.0676042402251227e-02	-1.1560010562563134e-02	-5.5483843214468934e-02	-6.9287191125136441e-02	-1.4490337273183376e-01	-1.4300489782185419e-01	-3.1195659781949239e-03	-1.6676188351371762e-01	2.0199195233365824e-01	2.5193758802035404e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-7.8113062960973778e-01	-4.6342837906490675e-01	-1.0983240388404625e+00	-1.8580037587782613e-01	-2.4821834969871132e-01	-4.6584694167873525e-01	-4.1812282863948097e-01	-9.3304594059345902e-01	-3.1500367350712538e-01	-1.0188946908834164e-01	-9.6387816046120928e-02	-1.3819170901748523e-01	2.0776811308784251e-02	-1.1611780249257844e-02	-5.5757973969597224e-02	-6.9591137435383893e-02	-1.4556764036266689e-01	-1.4369302311661525e-01	-3.1258533447162378e-03	-1.6747473915368760e-01	2.0296702891784901e-01	2.5132794979797195e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-7.8362504584070791e-01	-4.6256904363073487e-01	-1.1009939722070434e+00	-1.8417419811425595e-01	-2.4514935838416282e-01	-4.6494248262148474e-01	-4.1949738194449027e-01	-9.3655226268194136e-01	-3.1813883941399801e-01	-1.0236803879135070e-01	-9.6832695091451343e-02	-1.3887637796012983e-01	2.0877657919902613e-02	-1.1662923493448121e-02	-5.6033085449462838e-02	-6.9890552659228736e-02	-1.4622631301811348e-01	-1.4438077648309791e-01	-3.1307916910340741e-03	-1.6817362110856379e-01	2.0394178194928339e-01	2.5072273900171007e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-7.8610482104066437e-01	-4.6168586591237276e-01	-1.1035810934746155e+00	-1.8251595795478981e-01	-2.4203922976462583e-01	-4.6400161927108885e-01	-4.2087591709662620e-01	-9.4003247963912429e-01	-3.2126776458038309e-01	-1.0284492038972459e-01	-9.7275010766863179e-02	-1.3956346813445522e-01	2.0978571236850586e-02	-1.1713422463847297e-02	-5.6309217338358787e-02	-7.0185357087442959e-02	-1.4687920870006790e-01	-1.4506816156052699e-01	-3.1343428847952041e-03	-1.6885820278129440e-01	2.0491616032265997e-01	2.5012202209581016e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-7.8856959525282322e-01	-4.6077914948906351e-01	-1.1060841697497112e+00	-1.8082553838877102e-01	-2.3888842080356382e-01	-4.6302476151793159e-01	-4.2225850184033503e-01	-9.4348568714286429e-01	-3.2438948477060731e-01	-1.0332004093940163e-01	-9.7714689495127932e-02	-1.4025297730485123e-01	2.1079539915012647e-02	-1.1763259275792547e-02	-5.6586410166943275e-02	-7.0475473167912528e-02	-1.4752614432361202e-01	-1.4575518329654408e-01	-3.1364687422818548e-03	-1.6952816037834947e-01	2.0589011359506301e-01	2.4952586635442811e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-7.9101900515282664e-01	-4.5984921020094172e-01	-1.1085019991746858e+00	-1.7910283105681818e-01	-2.3569740796512270e-01	-4.6201233719066559e-01	-4.2364520307908238e-01	-9.4691097165411153e-01	-3.2750302655783819e-01	-1.0379332705159863e-01	-9.8151657529489983e-02	-1.4094490313175087e-01	2.1180552254870331e-02	-1.1812415999776655e-02	-5.6864705280526541e-02	-7.0760825593038187e-02	-1.4816693577446030e-01	-1.4644184789609052e-01	-3.1371310634331811e-03	-1.7018317314711448e-01	2.0686359197887577e-01	2.4893433986300462e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-7.9345268397191393e-01	-4.5889637598312411e-01	-1.1108334123452386e+00	-1.7734773653617841e-01	-2.3246668719403321e-01	-4.6096479136213181e-01	-4.2503608668790771e-01	-9.5030741066665536e-01	-3.3060740784892040e-01	-1.0426470490440673e-01	-9.8585840958655011e-02	-1.4163924315972290e-01	2.1281596192893399e-02	-1.1860874670254921e-02	-5.7144144805540163e-02	-7.1041341385195314e-02	-1.4880139796883138e-01	-1.4712816276629884e-01	-3.1362916680645566e-03	-1.7082292361149901e-01	2.0783654633304621e-01	2.4834751151923329e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-7.9587026141960726e-01	-4.5792098668440417e-01	-1.1130772737135548e+00	-1.7556016463042140e-01	-2.2919677389022311e-01	-4.5988258561260065e-01	-4.2643121731787603e-01	-9.5367407297433882e-01	-3.3370163841830391e-01	-1.0473410025458441e-01	-9.9017165711441535e-02	-1.4233599480487269e-01	2.1382659292378547e-02	-1.1908617294726632e-02	-5.7424771614202917e-02	-7.1316949980055763e-02	-1.4942934491579948e-01	-1.4781413645743585e-01	-3.1339124332752607e-03	-1.7144709780537723e-01	2.0880892815277205e-01	2.4776545103360341e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-7.9827136360612683e-01	-4.5692339387056780e-01	-1.1152324829746221e+00	-1.7374003466341895e-01	-2.2588820287848974e-01	-4.5876619725122969e-01	-4.2783065819230942e-01	-9.5701001895605609e-01	-3.3678472045020852e-01	-1.0520143844955765e-01	-9.9445557561115144e-02	-1.4303515534154795e-01	2.1483728734249353e-02	-1.1955625863090668e-02	-5.7706629287397358e-02	-7.1587583307575642e-02	-1.5005058978216870e-01	-1.4849977859994853e-01	-3.1299553320323281e-03	-1.7205538550347416e-01	2.0978068955768964e-01	2.4718822892949626e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-8.0065561296484922e-01	-4.5590396061236454e-01	-1.1172979764332134e+00	-1.7188727577757704e-01	-2.2254152837354058e-01	-4.5761611849677308e-01	-4.2923447089470484e-01	-9.6031430087881020e-01	-3.3985564908815896e-01	-1.0566664443963590e-01	-9.9870942129430942e-02	-1.4373672188834341e-01	2.1584791307832793e-02	-1.2001882357274275e-02	-5.7989762075777149e-02	-7.1853175870450467e-02	-1.5066494495991206e-01	-1.4918509983767703e-01	-3.1243824729155737e-03	-1.7264748044931630e-01	2.1075178327864644e-01	2.4661591654281239e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-8.0302262817506587e-01	-4.5486306125819675e-01	-1.1192727283490100e+00	-1.7000182723625135e-01	-2.1915732394075349e-01	-4.5643285561873076e-01	-4.3064271514824493e-01	-9.6358596321907952e-01	-3.4291341299102074e-01	-1.0612964279045552e-01	-1.0029324489040958e-01	-1.4444069139340662e-01	2.1685833401628028e-02	-1.2047368761133177e-02	-5.8274214859125824e-02	-7.2113664819845727e-02	-1.5127222213621402e-01	-1.4987011175730733e-01	-3.1171561410067066e-03	-1.7322308057986846e-01	2.1172216264315924e-01	2.4604858602110622e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-8.0537202408536035e-01	-4.5380108119161466e-01	-1.1211557522573710e+00	-1.6808363873027482e-01	-2.1573618245292742e-01	-4.5521692804025465e-01	-4.3205544858683625e-01	-9.6682404300273261e-01	-3.4595699489466381e-01	-1.0659035769566044e-01	-1.0071239117387734e-01	-1.4514706061904359e-01	2.1786840994084899e-02	-1.2092067070621031e-02	-5.8560033103993915e-02	-7.2368990028205779e-02	-1.5187223236615632e-01	-1.5055482681414814e-01	-3.1082388399020122e-03	-1.7378188824648325e-01	2.1269178155965532e-01	2.4548631032220443e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-8.0770341163791126e-01	-4.5271841657375084e-01	-1.1229461022631897e+00	-1.6613267068852794e-01	-2.1227871604331594e-01	-4.5396886740429759e-01	-4.3347272651759916e-01	-9.7002757016367813e-01	-3.4898537217838199e-01	-1.0704871298983355e-01	-1.0112830616880235e-01	-1.4585582612562714e-01	2.1887799644410101e-02	-1.2135959304224914e-02	-5.8847262819642504e-02	-7.2619094158952346e-02	-1.5246478614807368e-01	-1.5123925825432766e-01	-3.0975933348255684e-03	-1.7432361043179376e-01	2.1366059450060765e-01	2.4492916321228315e+00
