# Parameters
$ K = 5
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-3.8193114492332730e-01	-3.8136186081055296e-01	-1.6645040319852855e-01	-9.1048870025481243e-01	-6.1977062971199537e-01	-4.4302407662158261e-01	-4.0000081947028737e-01	-5.6341792438531879e-01	-3.8820279829220705e-01	-4.9673380107212695e-01	-6.2382505934943921e-01	-2.2074572897834349e-01	-5.6468935822186239e-01	-3.6746901073596849e-01	-6.8130510901788643e-01	1.3395331804384300e-02	1.1131292600980973e-01	-2.8330984256685804e-01	-1.9087971242309149e-01	-1.1432356747685732e-01	-5.0244969945832954e-02	1.4118916676909313e-01	8.1661249987263398e-03	-6.8153167567438819e-02	6.7252656276125672e-02	-3.8889287881408913e-02	1.6625589852958391e-02	1.0425290572574646e-01	-5.5741739798879954e-02	-1.1992245537296421e-01	-1.6883917622723504e-01	-1.4734659673389053e-01	2.3479300134598813e-01	-6.0197212495411614e-02	9.2974747186506460e-03	8.5211850347192822e-02	-1.0384589759076171e-01	2.7464622764985855e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.8489758419404807e-01	-3.8427356259564144e-01	-1.6830966765275804e-01	-9.1167046106587335e-01	-6.2087267739983421e-01	-4.3984371041506670e-01	-3.9895962931584866e-01	-5.6631752361190724e-01	-3.8733914226687988e-01	-4.9831964715962423e-01	-6.2366192380369345e-01	-2.2120376030676042e-01	-5.6814847324974549e-01	-3.6992902938717087e-01	-6.8366506778493163e-01	1.3462412737142023e-02	1.1187010010820685e-01	-2.8472236576556936e-01	-1.9183310898094558e-01	-1.1489449440191098e-01	-5.0496243936165287e-02	1.4189639057615705e-01	8.2059249857149991e-03	-6.8493660183695682e-02	6.7589043084314515e-02	-3.9083746873485717e-02	1.6708367455355259e-02	1.0477367563588044e-01	-5.6020501571416526e-02	-1.2052168521126286e-01	-1.6967889139504777e-01	-1.4807892432915623e-01	2.3596680573634071e-01	-6.0497601397169747e-02	9.3441119152756543e-03	8.5637050613913621e-02	-1.0436430356653850e-01	2.7396156675935148e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.8788666444852243e-01	-3.8721076515340963e-01	-1.7018888175456040e-01	-9.1276965421905010e-01	-6.2194949075886852e-01	-4.3658896495126692e-01	-3.9790036054158778e-01	-5.6923088965470903e-01	-3.8643010505553677e-01	-4.9989476835921709e-01	-6.2344888510338281e-01	-2.2167024576492542e-01	-5.7160309194689840e-01	-3.7234705483230446e-01	-6.8601317579376120e-01	1.3529706213770858e-02	1.1242844930452291e-01	-2.8612672467819800e-01	-1.9278449604307665e-01	-1.1546400384044143e-01	-5.0747600437754475e-02	1.4260613808539790e-01	8.2436201212078408e-03	-6.8833575092985752e-02	6.7925647213547144e-02	-3.9278209493068060e-02	1.6790433577995343e-02	1.0529338965919764e-01	-5.6299354102177700e-02	-1.2112004523037544e-01	-1.7050949856738190e-01	-1.4880228300494971e-01	2.3714024478654483e-01	-6.0796760626948179e-02	9.3910520054539884e-03	8.6060497203330755e-02	-1.0488098884306520e-01	2.7328085909771209e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.9089841111621559e-01	-3.9017346133691316e-01	-1.7208815259298890e-01	-9.1378556574136915e-01	-6.2300103558408981e-01	-4.3326070385177656e-01	-3.9682350832687069e-01	-5.7215781259910359e-01	-3.8547545879925682e-01	-5.0145889437270874e-01	-6.2318596620548361e-01	-2.2214545778461439e-01	-5.7505275100440645e-01	-3.7472135838397902e-01	-6.8834905092411858e-01	1.3597218290461429e-02	1.1298790608852205e-01	-2.8752275459723081e-01	-1.9373386759620007e-01	-1.1603204275962141e-01	-5.0999015199780277e-02	1.4331835931297901e-01	8.2791445434483579e-03	-6.9172864636062190e-02	6.8262423468020222e-02	-3.9472642842748838e-02	1.6871772367759191e-02	1.0581194666176062e-01	-5.6578273934796447e-02	-1.2171737578027352e-01	-1.7133078116257253e-01	-1.4951643765094583e-01	2.3831325428672384e-01	-6.1094637247007630e-02	9.4382998981102986e-03	8.6482137156020336e-02	-1.0539584184466183e-01	2.7260417115688851e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.9393284412162083e-01	-3.9316162965940382e-01	-1.7400758381247783e-01	-9.1471752501689518e-01	-6.2402728980037725e-01	-4.2985984523166609e-01	-3.9572957003791775e-01	-5.7509806758557358e-01	-3.8447498504902983e-01	-5.0301175667661568e-01	-6.2287319993876378e-01	-2.2262966842289331e-01	-5.7849698783909209e-01	-3.7705020369663372e-01	-6.9067230959668091e-01	1.3664955093747530e-02	1.1354840057698423e-01	-2.8891029574923199e-01	-1.9468122052171580e-01	-1.1659855874006518e-01	-5.1250463152338062e-02	1.4403300208021291e-01	8.3124317405554645e-03	-6.9511480115780969e-02	6.8599325859374616e-02	-3.9667013106784534e-02	1.6952368420025114e-02	1.0632924397516834e-01	-5.6857237096290557e-02	-1.2231351426709886e-01	-1.7214252714695694e-01	-1.5022115612183981e-01	2.3948577271981356e-01	-6.1391178462368579e-02	9.4858605502535134e-03	8.6901918346664705e-02	-1.0590874959508413e-01	2.7193157034302806e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.9698997764706850e-01	-3.9617523377094055e-01	-1.7594727542720281e-01	-9.1556490590264095e-01	-6.2502824333778251e-01	-4.2638736161090329e-01	-3.9461904438641587e-01	-5.7805141451296249e-01	-3.8342847479770809e-01	-5.0455308872803695e-01	-6.2251062816674796e-01	-2.2312314918762394e-01	-5.8193534070515218e-01	-3.7933184820619986e-01	-6.9298256691270121e-01	1.3732922805115982e-02	1.1410986046781653e-01	-2.9028919332226766e-01	-1.9562655451148303e-01	-1.1716349997477028e-01	-5.1501918375457242e-02	1.4475001196588363e-01	8.3434145693994065e-03	-6.9849371772494950e-02	6.8936307611229514e-02	-3.9861285537849324e-02	1.7032206795590102e-02	1.0684517741162143e-01	-5.7136219072255960e-02	-1.2290829520473240e-01	-1.7294452926349640e-01	-1.5091620943463660e-01	2.4065774137410620e-01	-6.1686331652413946e-02	9.5337389641274757e-03	8.7319789523709085e-02	-1.0641959774005258e-01	2.7126312497798435e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.0006981988706453e-01	-3.9921422193004275e-01	-1.7790732362858061e-01	-9.1632712779607717e-01	-6.2600389798376066e-01	-4.2284427977497357e-01	-3.9349243057711414e-01	-5.8101759775067396e-01	-3.8233572851699038e-01	-5.0608262617092614e-01	-6.2209830092828111e-01	-2.2362617086626271e-01	-5.8536734879018093e-01	-3.8156454461641759e-01	-6.9527943679750692e-01	1.3801127644815619e-02	1.1467221099450293e-01	-2.9165929748364078e-01	-1.9656987197559844e-01	-1.1772681526659701e-01	-5.1753354067818648e-02	1.4546933225881273e-01	8.3720252752684434e-03	-7.0186488759759469e-02	6.9273321164105034e-02	-4.0055424444112551e-02	1.7111273036932041e-02	1.0735964128039963e-01	-5.7415194781056840e-02	-1.2350155027006696e-01	-1.7373658525545557e-01	-1.5160137196212892e-01	2.4182910445379485e-01	-6.1980044402368789e-02	9.5819401841908212e-03	8.7735700348380158e-02	-1.0692827057098880e-01	2.7059890430031821e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.0317237279408030e-01	-4.0227852647067758e-01	-1.7988782058571148e-01	-9.1700365665113992e-01	-6.2695426721253211e-01	-4.1923168058442789e-01	-3.9235022744607678e-01	-5.8399634586024296e-01	-3.8119655620109771e-01	-5.0760010704228498e-01	-6.2163627555837808e-01	-2.2413900335817386e-01	-5.8879255229474559e-01	-3.8374654243114426e-01	-6.9756253214781538e-01	1.3869575854862478e-02	1.1523537488097799e-01	-2.9302046338798760e-01	-1.9751117794228490e-01	-1.1828845402435173e-01	-5.2004742515223072e-02	1.4619090391075454e-01	8.3981955123381344e-03	-7.0522779120426204e-02	6.9610318180729630e-02	-4.0249393176672692e-02	1.7189553183765183e-02	1.0787252840578249e-01	-5.7694138547012115e-02	-1.2409310836194361e-01	-1.7451849808460954e-01	-1.5227642162213020e-01	2.4299980918720324e-01	-6.2272264534592212e-02	9.6304692939205728e-03	8.8149601433014715e-02	-1.0743465104995630e-01	2.6993897846576953e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.0629763181562162e-01	-4.0536806326498870e-01	-1.8188885423857026e-01	-9.1759400593969509e-01	-6.2787937599179355e-01	-4.1555069873305067e-01	-3.9119293259126292e-01	-5.8698737132678402e-01	-3.8001077741881700e-01	-5.0910527197778854e-01	-6.2112461579220668e-01	-2.2466191551063067e-01	-5.9221049249463487e-01	-3.8587608953188740e-01	-6.9983146498289817e-01	1.3938273681242144e-02	1.1579927229701244e-01	-2.9437255117582689e-01	-1.9845047995001133e-01	-1.1884836625753430e-01	-5.2256055058867878e-02	1.4691466548971471e-01	8.4218563649538138e-03	-7.0858189763205556e-02	6.9947249551732510e-02	-4.0443154117380087e-02	1.7267033787843080e-02	1.0838373014645018e-01	-5.7973024072579114e-02	-1.2468279566370180e-01	-1.7529007614344891e-01	-1.5294114006203599e-01	2.4416980593236778e-01	-6.2562940139618106e-02	9.6793314124327175e-03	8.8561444378655013e-02	-1.0793862083579758e-01	2.6928341854717472e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.0944558562251399e-01	-4.0848273118214068e-01	-1.8391050808372950e-01	-9.1809773755543034e-01	-6.2877926056710431e-01	-4.1180252245436116e-01	-3.9002104149721711e-01	-5.8999037030071311e-01	-3.7877822137567924e-01	-5.1059786441632438e-01	-6.2056339085518764e-01	-2.2519517495864322e-01	-5.9562071178500664e-01	-3.8795143379972835e-01	-7.0208584659959683e-01	1.4007227355307799e-02	1.1636382081420818e-01	-2.9571542596268369e-01	-1.9938778793199391e-01	-1.1940650256982299e-01	-5.2507262063488817e-02	1.4764055313378641e-01	8.4429383697377947e-03	-7.1192666439779062e-02	7.0284065401720275e-02	-4.0636668667083833e-02	1.7343701926963842e-02	1.0889313641640412e-01	-5.8251824409538758e-02	-1.2527043570928126e-01	-1.7605113346086054e-01	-1.5359531283830119e-01	2.4533904827963146e-01	-6.2852019606874282e-02	9.7285316909138560e-03	8.8971181811863212e-02	-1.0844006031146411e-01	2.6863229653380998e+00
