# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-3.6512419265077678e-01	-7.1788362148044671e-01	-1.5738757431027531e-01	-3.8884949334409269e-01	-8.2892766353125036e-01	-2.0918447749908012e-01	-2.6079361410792751e-01	-6.3152123108506186e-01	-5.0951039681076349e-01	-1.8283156750164148e-01	-6.4332614167143615e-02	-8.2477629081934317e-02	-2.3990209662364859e-01	-2.3907822005073892e-01	-8.8177217466044400e-02	-1.9094887132193783e-01	-1.6669938636907952e-01	-1.4991821306682074e-01	-4.3368369971623527e-01	-1.7580401594285755e-01	-1.1110804933510336e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.6549572020605364e-01	-7.1988900357507990e-01	-1.5601545315645651e-01	-3.8721750605542971e-01	-8.2939054662442357e-01	-2.0764482585886837e-01	-2.5983064153889929e-01	-6.2936389746078358e-01	-5.0833227543063741e-01	-1.8374547715150544e-01	-6.4653766655021455e-02	-8.2889900373986788e-02	-2.4109596430761299e-01	-2.4026685623987118e-01	-8.8615246103833922e-02	-1.9190250639551903e-01	-1.6752371668784255e-01	-1.5066498310803894e-01	-4.3583836052198316e-01	-1.7668397819352677e-01	-1.1166168558344158e-01	2.9925420261771385e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.6585662536387398e-01	-7.2185453699670621e-01	-1.5462070800301334e-01	-3.8552720057128514e-01	-8.2973397551588235e-01	-2.0608716249941028e-01	-2.5885723253607956e-01	-6.2699043079501959e-01	-5.0704418155549680e-01	-1.8465885295013967e-01	-6.4973868709819874e-02	-8.3301933097231370e-02	-2.4227838260415516e-01	-2.4144177190935392e-01	-8.9047475882650690e-02	-1.9285383301693682e-01	-1.6832946976682392e-01	-1.5140603269727870e-01	-4.3796507072549007e-01	-1.7756580815951883e-01	-1.1221144510678215e-01	2.9851688693407548e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.6620709812321200e-01	-7.2377961970242255e-01	-1.5320374690792138e-01	-3.8377923482547338e-01	-8.2995765113425235e-01	-2.0451253446229545e-01	-2.5787478559971949e-01	-6.2440146895725357e-01	-5.0564725453676562e-01	-1.8557163934764226e-01	-6.5292876467574368e-02	-8.3713720355167887e-02	-2.4344911192704549e-01	-2.4260265945450882e-01	-8.9473782977682173e-02	-1.9380271627896439e-01	-1.6911628974102122e-01	-1.5214124742431825e-01	-4.4006319715744791e-01	-1.7844948044215522e-01	-1.1275722594004024e-01	2.9778816833203394e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.6654733055359018e-01	-7.2566365449489156e-01	-1.5176499331919321e-01	-3.8197430994420978e-01	-8.3006135670419490e-01	-2.0292200497078031e-01	-2.5688470984286244e-01	-6.2159797715558618e-01	-5.0414274967472839e-01	-1.8648378164088700e-01	-6.5610746109399792e-02	-8.4125255710128646e-02	-2.4460792091363059e-01	-2.4374922258887838e-01	-8.9894046414820503e-02	-1.9474902119826257e-01	-1.6988383445109972e-01	-1.5287051713729749e-01	-4.4213213324044764e-01	-1.7933496896915557e-01	-1.1329892756485800e-01	2.9706816308762543e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.6687751628240256e-01	-7.2750604899485349e-01	-1.5030488589949081e-01	-3.8011316948526236e-01	-8.3004495650209587e-01	-2.0131665179771055e-01	-2.5588842098230208e-01	-6.1858124956892557e-01	-5.0253203297082882e-01	-1.8739522592047281e-01	-6.5927433855333659e-02	-8.4536533091111213e-02	-2.4575458652335111e-01	-2.4488117637568635e-01	-9.0308148101495941e-02	-1.9569261274941224e-01	-1.7063177560604614e-01	-1.5359373592803208e-01	-4.4417129937815020e-01	-1.8022224691480526e-01	-1.1383645082918289e-01	2.9635698833808410e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.6719784997262095e-01	-7.2930621561118247e-01	-1.4882387834046001e-01	-3.7819659862721533e-01	-8.2990839442646047e-01	-1.9969756561640783e-01	-2.5488733723876966e-01	-6.1535290994424019e-01	-5.0081657548017722e-01	-1.8830591901194557e-01	-6.6242895956748205e-02	-8.4947546696223744e-02	-2.4688889411404263e-01	-2.4599824720232447e-01	-9.0715972848550930e-02	-1.9663335589783565e-01	-1.7135979889299399e-01	-1.5431080210312395e-01	-4.4618014323361405e-01	-1.8111128661724107e-01	-1.1436969785541908e-01	2.9565476204828047e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.6750852679178275e-01	-7.3106357150972412e-01	-1.4732243916673055e-01	-3.7622542331173009e-01	-8.2965169239489289e-01	-1.9806584833984239e-01	-2.5388287516382224e-01	-6.1191491114194529e-01	-4.9899794730037700e-01	-1.8921580841138791e-01	-6.6557088687346791e-02	-8.5358290889973279e-02	-2.4801063749616806e-01	-2.4710017269791873e-01	-9.1117408383251719e-02	-1.9757111563161786e-01	-1.7206760403410978e-01	-1.5502161814111409e-01	-4.4815813989617143e-01	-1.8200205949300030e-01	-1.1489857193765890e-01	2.9496160297547416e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.6780974187318727e-01	-7.3277753858215278e-01	-1.4580105152951509e-01	-3.7420050934163068e-01	-8.2927494858064876e-01	-1.9642261145317730e-01	-2.5287644541170001e-01	-6.0826953361783431e-01	-4.9707781123584344e-01	-1.9012484221550538e-01	-6.6869968332771937e-02	-8.5768760095657551e-02	-2.4911961896523532e-01	-2.4818670159444436e-01	-9.1512345353582589e-02	-1.9850575699225520e-01	-1.7275490479078454e-01	-1.5572609063600082e-01	-4.5010479193703534e-01	-1.8289453594898336e-01	-1.1542297742857692e-01	2.9427763063236974e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.6810168977026392e-01	-7.3444754341607688e-01	-1.4426021298967032e-01	-3.7212276143757056e-01	-8.2877833550271851e-01	-1.9476897434453164e-01	-2.5186944847508780e-01	-6.0441938283556629e-01	-4.9505791617963502e-01	-1.9103296904634681e-01	-6.7181491178853470e-02	-8.6178948683142922e-02	-2.5021564931275431e-01	-2.4925759353227456e-01	-9.1900677324013899e-02	-1.9943714510436580e-01	-1.7342142891572718e-01	-1.5642413022750729e-01	-4.5201962935459772e-01	-1.8378868529199727e-01	-1.1594281961664421e-01	2.9360296524846823e+00
