# Parameters
$ K = 2
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-9.3194955805577673e-01	-5.2162140536158452e-01	-3.0349964638803284e-01	-2.5970547116876985e-01	-5.6361008925822942e-01	-1.5830320465586345e-01	-7.3091304526796541e-01	-7.7457739897203881e-01	-2.3198354835568602e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-9.3803833279004667e-01	-5.2682927096015519e-01	-3.0560489120477141e-01	-2.6466804647834635e-01	-5.6819012936986069e-01	-1.6161619802543828e-01	-7.3753899946371382e-01	-7.8134497122911839e-01	-2.3431485354088954e-01	2.9925259229436976e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-9.4413259547829254e-01	-5.3208340797682319e-01	-3.0773332494874323e-01	-2.6969971856526448e-01	-5.7280785285980873e-01	-1.6497363728111888e-01	-7.4419676173181659e-01	-7.8813807246097922e-01	-2.3667731802582401e-01	2.9851037159909311e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-9.5023090365538743e-01	-5.3738353129431482e-01	-3.0988519764607714e-01	-2.7480064577825869e-01	-5.7746304048272201e-01	-1.6837552671713260e-01	-7.5088474173688113e-01	-7.9495495343904332e-01	-2.3907116329764808e-01	2.9777334110913580e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-9.5633176891141192e-01	-5.4272931958971093e-01	-3.1206075599459365e-01	-2.7997094599246219e-01	-5.8215543683409643e-01	-1.7182184230800993e-01	-7.5760126854107979e-01	-8.0179378654222377e-01	-2.4149659660317849e-01	2.9704150343167641e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-9.6243365639848932e-01	-5.4812041408494427e-01	-3.1426024294949473e-01	-2.8521069465076404e-01	-5.8688474874109375e-01	-1.7531253048903361e-01	-7.6434458907432790e-01	-8.0865266450420625e-01	-2.4395381001361124e-01	2.9631486058078385e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-9.6853498437562346e-01	-5.5355641728624350e-01	-3.1648389729182125e-01	-2.9051992276848354e-01	-5.9165064362577147e-01	-1.7884750691657783e-01	-7.7111286667857448e-01	-8.1552959924023272e-01	-2.4644297946467270e-01	2.9559341397249459e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-9.7463412379457270e-01	-5.5903689171436721e-01	-3.1873195317950881e-01	-2.9589861490370317e-01	-5.9645274784303814e-01	-1.8242665520983151e-01	-7.7790417973469850e-01	-8.2242252076141187e-01	-2.4896426377296862e-01	2.9487716442031111e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-9.8072939792987168e-01	-5.6456135862764301e-01	-3.2100463968088111e-01	-3.0134670709588801e-01	-6.0129064499593099e-01	-1.8604982567556599e-01	-7.8471652038083806e-01	-8.2932927618486174e-01	-2.5151780362943754e-01	2.9416611213113897e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-9.8681908205618629e-01	-5.7012929673998114e-01	-3.2330218029048535e-01	-3.0686408477569505e-01	-6.0616387423106310e-01	-1.8971683401779457e-01	-7.9154779333124459e-01	-8.3624762884823878e-01	-2.5410372057094083e-01	2.9346025670168632e+00
