# Parameters
$ K = 2
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-5.9914334836539518e-01	-8.1792114836184615e-01	-7.7911761073602215e-01	-5.2425389884005469e-01	-5.3304641667911634e-01	-6.2035402699002162e-01	-3.2821123269011687e-01	-3.7962608635357425e-01	-3.5942916318225920e-01	-5.5144435518800017e-01	-2.3364161543975789e-01	-5.5685620410589964e-01	-5.3688359766129590e-01	-2.5698481616181779e-01	-2.9766022927087316e-01	3.8729833462074170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.9961801785728774e-01	-8.1908687556051896e-01	-7.8079969917561376e-01	-5.2487297772551822e-01	-5.3470273745026620e-01	-6.2212280166642708e-01	-3.2683659379376007e-01	-3.7820683891876594e-01	-3.5760202551452941e-01	-5.5271454725108793e-01	-2.3335223288744350e-01	-5.5813615526413585e-01	-5.3767074313343510e-01	-2.5577810680617363e-01	-2.9782372651093847e-01	3.8633439951497026e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.0005191960190818e-01	-8.2018025197542399e-01	-7.8244272978803264e-01	-5.2547001886321398e-01	-5.3635435212394322e-01	-6.2387768720199155e-01	-3.2542790237847352e-01	-3.7673604065688265e-01	-3.5571247397442862e-01	-5.5396456055399157e-01	-2.3304857999230666e-01	-5.5939284164634839e-01	-5.3842288005636219e-01	-2.5452816928298999e-01	-2.9796233435684555e-01	3.8537915831334746e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.0044494067350729e-01	-8.2120063265285848e-01	-7.8404639210766824e-01	-5.2604504625403758e-01	-5.3800118316881707e-01	-6.2561849989701845e-01	-3.2398550621591948e-01	-3.7521424088457750e-01	-3.5376121501713509e-01	-5.5519423485407349e-01	-2.3273069184556025e-01	-5.6062598238357286e-01	-5.3913978083302416e-01	-2.5323556206689574e-01	-2.9807598554700099e-01	3.8443272037262886e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.0079698811956406e-01	-8.2214740855193391e-01	-7.8561038973765129e-01	-5.2659809060035190e-01	-5.3964315421309772e-01	-6.2734505650741723e-01	-3.2250977368858957e-01	-3.7364203081402825e-01	-3.5174901523686380e-01	-5.5640341074520605e-01	-2.3239861017634192e-01	-5.6183530025234385e-01	-5.3982122737931226e-01	-2.5190088802327987e-01	-2.9816462180159098e-01	3.8349519595881678e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.0110798907599328e-01	-8.2302000740192549e-01	-7.8713444040976910e-01	-5.2712918903463080e-01	-5.4128019004331041e-01	-6.2905717410550854e-01	-3.2100109363648544e-01	-3.7202004307478054e-01	-3.4967670085195685e-01	-5.5759192932082835e-01	-2.3205238343142326e-01	-5.6302052170559791e-01	-5.4046701099920880e-01	-2.5052479387008358e-01	-2.9822819363679731e-01	3.8256669622796489e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.0137789085566373e-01	-8.2381789451883558e-01	-7.8861827602465973e-01	-5.2763838483849901e-01	-5.4291221660203415e-01	-6.3075466993538942e-01	-3.1945987518032798e-01	-3.7034895115882915e-01	-3.4754515706407452e-01	-5.5875963183427935e-01	-2.3169206685121038e-01	-5.6418137690003478e-01	-5.4107693225297282e-01	-2.4910796953524514e-01	-2.9826666017247122e-01	3.8164733320580724e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.0160666100991855e-01	-8.2454057357914867e-01	-7.9006164267235879e-01	-5.2812572715314454e-01	-5.4453916098455746e-01	-6.3243736126320449e-01	-3.1788654752151052e-01	-3.6862946878962677e-01	-3.4535532729169038e-01	-5.5990635935801625e-01	-2.3131772254186236e-01	-5.6531759972008744e-01	-5.4165080081976547e-01	-2.4765114741013208e-01	-2.9827998893500973e-01	3.8073721976619499e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.0179428736281559e-01	-8.2518758734881392e-01	-7.9146430063332673e-01	-5.2859127068216483e-01	-5.4616095143440480e-01	-6.3410506522269872e-01	-3.1628155971906502e-01	-3.6686234921595268e-01	-3.4310821227853100e-01	-5.6103195244335602e-01	-2.3092941954334695e-01	-5.6642892779865772e-01	-5.4218843535614236e-01	-2.4615510149969408e-01	-2.9826815565721365e-01	3.7983646960832136e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.0194077801791013e-01	-8.2575851836560255e-01	-7.9282602436014993e-01	-5.2903507538788186e-01	-5.4777751733766789e-01	-6.3575759865642634e-01	-3.1464538044395574e-01	-3.6504838443179144e-01	-3.4080486907807411e-01	-5.6213625078242213e-01	-2.3052723389324384e-01	-5.6751510253479198e-01	-5.4268966335187852e-01	-2.4462064647048662e-01	-2.9823114407692880e-01	3.7894519723272073e+00
