# Parameters
$ K = 4
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-6.3352039739879840e-01	-1.0884640366532585e+00	-6.6384641829487834e-01	-5.9469925803631174e-01	-3.1406625576450981e-01	-6.8736669784086635e-01	-5.4609800277149612e-01	-4.3080800664928676e-01	-3.5432257796782529e-01	-1.1527364030847713e-01	-2.7261960734725432e-01	-1.4367398959211736e-01	-7.7048494945154741e-02	-7.9022976133173689e-02	-8.1347255489942760e-02	-1.5867655324114005e-01	-1.6650885090729722e-01	-1.0525525235769632e-01	-6.5893827010695974e-02	-1.0096421331644341e-01	-1.0392273177144325e-01	2.2820995703575249e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.2800871903362954e-01	-1.0866694852059404e+00	-6.6141985183804919e-01	-5.9351921882221148e-01	-3.0903525082302341e-01	-6.8756532265133363e-01	-5.4599640909581393e-01	-4.3015916515743641e-01	-3.5372961534122516e-01	-1.1584838556116479e-01	-2.7396943479465818e-01	-1.4439131187288412e-01	-7.7434329096845278e-02	-7.9418206267272348e-02	-8.1751668889285381e-02	-1.5946231838454142e-01	-1.6734226318127346e-01	-1.0578123999078910e-01	-6.6223912642984120e-02	-1.0146742893793168e-01	-1.0444197427339813e-01	2.2764150593550205e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.2241262569015554e-01	-1.0847575863613323e+00	-6.5895070835663327e-01	-5.9234016896982278e-01	-3.0396859500264156e-01	-6.8776137037683671e-01	-5.4588045922796868e-01	-4.2952229727300423e-01	-3.5312750217155064e-01	-1.1641996389812992e-01	-2.7529267278362302e-01	-1.4510653081177580e-01	-7.7821416828971909e-02	-7.9813679138848834e-02	-8.2151497292430140e-02	-1.6023282326252322e-01	-1.6817747653549936e-01	-1.0630668698930278e-01	-6.6555253859505753e-02	-1.0196744547131736e-01	-1.0496047162196012e-01	2.2707729460639627e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.1673432193591682e-01	-1.0827297644575831e+00	-6.5644007565517770e-01	-5.9116320017891355e-01	-2.9886734124320441e-01	-6.8795535048414103e-01	-5.4574999416312930e-01	-4.2889805904854594e-01	-3.5251622197649662e-01	-1.1698849650577643e-01	-2.7658926625650115e-01	-1.4581963432781064e-01	-7.8209863532113941e-02	-8.0209413198255489e-02	-8.2546835709710803e-02	-1.6098803967964870e-01	-1.6901458838053451e-01	-1.0683164828075234e-01	-6.6887884664414851e-02	-1.0246428185846351e-01	-1.0547821956664032e-01	2.2651746335061689e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.1097604904556035e-01	-1.0805875098026239e+00	-6.5388904970462902e-01	-5.8998939015906471e-01	-2.9373254385508180e-01	-6.8814776016844625e-01	-5.4560484222194983e-01	-4.2828709739959742e-01	-3.5189575324116024e-01	-1.1755410796837464e-01	-2.7785918307987212e-01	-1.4653061017576377e-01	-7.8599774537912490e-02	-8.0605427011158595e-02	-8.2937784134310674e-02	-1.6172795174596577e-01	-1.6985369578830400e-01	-1.0735617867202905e-01	-6.7221839196474203e-02	-1.0295795860437677e-01	-1.0599521383087795e-01	2.2596215520094307e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.0514008214155302e-01	-1.0783323755497400e+00	-6.5129873327078958e-01	-5.8881980132423672e-01	-2.8856525800488753e-01	-6.8833908361368101e-01	-5.4544481911748111e-01	-4.2769004962037421e-01	-3.5126606948743239e-01	-1.1811692598732956e-01	-2.7910241372767508e-01	-1.4723944585742485e-01	-7.8991254959845866e-02	-8.1001739228599448e-02	-8.3324447311498642e-02	-1.6245255568302805e-01	-1.7069489532025506e-01	-1.0788033270904224e-01	-6.7557151697744663e-02	-1.0344849766453157e-01	-1.0651145006452392e-01	2.2541151596317066e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.9922872734096255e-01	-1.0759659744691998e+00	-6.4867023456558381e-01	-5.8765547951007691e-01	-2.8336653925035576e-01	-6.8852979126582070e-01	-5.4526972805249607e-01	-4.2710754290025660e-01	-3.5062713935713968e-01	-1.1867708109414540e-01	-2.8031897092308761e-01	-1.4794612853336828e-01	-7.9384409533103925e-02	-8.1398368557014142e-02	-8.3706934497737584e-02	-1.6316185960818899e-01	-1.7153828285438344e-01	-1.0840416453559716e-01	-6.7893856481794745e-02	-1.0393592232994564e-01	-1.0702692379626134e-01	2.2486569425840890e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.9324431891690133e-01	-1.0734899756249792e+00	-6.4600466592473749e-01	-5.8649745271468601e-01	-2.7813744312630662e-01	-6.8872033911925046e-01	-5.4507935984739031e-01	-4.2654019383993469e-01	-3.4997892670900743e-01	-1.1923470635770402e-01	-2.8150888924076706e-01	-1.4865064493539851e-01	-7.9779342453694405e-02	-8.1795333728198999e-02	-8.4085359210191099e-02	-1.6385588329805856e-01	-1.7238395341126042e-01	-1.0892772775165591e-01	-6.8231987901414382e-02	-1.0442025711024243e-01	-1.0754163038603382e-01	2.2432484156514074e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.8718921648295119e-01	-1.0709061009658871e+00	-6.4330314251538789e-01	-5.8534672986345326e-01	-2.7287902478351628e-01	-6.8891116801604346e-01	-5.4487349309881961e-01	-4.2598860796604071e-01	-3.4932139072952717e-01	-1.1978993708646965e-01	-2.8267222467117037e-01	-1.4935298127981886e-01	-8.0176157216903077e-02	-8.2192653469200516e-02	-8.4459838967173129e-02	-1.6453465793206604e-01	-1.7323200097918337e-01	-1.0945107527112485e-01	-6.8571580315815617e-02	-1.0490152761493775e-01	-1.0805556497755013e-01	2.2378911226091902e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.8106580220872994e-01	-1.0682161218403925e+00	-6.4056678107695697e-01	-5.8420429959830411e-01	-2.6759233868215854e-01	-6.8910270295796372e-01	-5.4465189436917805e-01	-4.2545337924300558e-01	-3.4865448605780136e-01	-1.2034291052623224e-01	-2.8380905414878743e-01	-1.5005312318166969e-01	-8.0574956455219379e-02	-8.2590346472106516e-02	-8.4830495020094210e-02	-1.6519822581712579e-01	-1.7408251833857002e-01	-1.0997425917930473e-01	-6.8912668057299467e-02	-1.0537976043318135e-01	-1.0856872245093131e-01	2.2325866366356419e+00
