# Parameters
$ K = 2
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-2.0775401690989428e-01	-4.4069096801694557e-01	-7.1196714528527871e-01	-5.5206116294287000e-01	-7.8006071468944660e-01	-3.5997337071839763e-01	-2.5097277250881983e-01	-9.5401787871759836e-01	-8.4104691117172481e-01	-1.0241558482279716e+00	-4.7706169752867494e-01	-3.7682155156826086e-01	-2.6294382909408764e-01	-4.3285613888883723e-01	-1.3342169787419802e+00	-5.1433457449688594e-02	-1.4237270370774027e-01	-8.8657978534642162e-02	-2.5276145812218787e-01	-7.5908755662390859e-02	-5.4063358676365435e-02	-1.4557281108341225e-01	-9.8843206341050954e-02	-2.1409852898262050e-01	-5.3428002016396130e-02	-2.0270637441186676e-01	-7.3240871704617030e-02	-1.7665062257421490e-01	-1.1646711461964612e-01	-1.9964264147410971e-01	-1.1144019525221448e-01	-8.0890395623671063e-02	-3.1216660820518161e-02	-1.3185733091610483e-01	-1.1131674222102564e-01	-5.7314881488902868e-02	-7.3969995460150831e-02	3.8729833462074170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.0803033499583781e-01	-4.4151190261864870e-01	-7.1270388989164157e-01	-5.5285638625482625e-01	-7.8298804484184215e-01	-3.6067384415941434e-01	-2.4886670152074047e-01	-9.5549969761511089e-01	-8.4221333787511665e-01	-1.0268619223980533e+00	-4.7888052677888027e-01	-3.7800439417382425e-01	-2.6166903647473344e-01	-4.3287811133022336e-01	-1.3396748642192775e+00	-5.1690725225138644e-02	-1.4308546656919763e-01	-8.9101115896568370e-02	-2.5402461174802027e-01	-7.6288713503787325e-02	-5.4333307733007603e-02	-1.4629880371898568e-01	-9.9337054295945248e-02	-2.1516129571871642e-01	-5.3695272238972649e-02	-2.0371132373284945e-01	-7.3605933119504627e-02	-1.7752818877489215e-01	-1.1704368092516079e-01	-2.0064103714476783e-01	-1.1199545683474636e-01	-8.1293944280744407e-02	-3.1372242313719573e-02	-1.3251147961307430e-01	-1.1186818038535412e-01	-5.7599536815934063e-02	-7.4334751097801438e-02	3.8633426675653810e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.0830102769073411e-01	-4.4231226107444804e-01	-7.1336538333297561e-01	-5.5362859264126096e-01	-7.8590160785957752e-01	-3.6135203216541711e-01	-2.4670137872440046e-01	-9.5680638533542450e-01	-8.4330718873738952e-01	-1.0294925497245584e+00	-4.8069782560222579e-01	-3.7918832121637203e-01	-2.6035875887445936e-01	-4.3286473717492197e-01	-1.3450216463086466e+00	-5.1948178456281253e-02	-1.4380001159478378e-01	-8.9543907976324597e-02	-2.5528635893952861e-01	-7.6669484789670977e-02	-5.4602498686926695e-02	-1.4702097195572100e-01	-9.9830123870865387e-02	-2.1620835144192352e-01	-5.3962792842612350e-02	-2.0469882852591390e-01	-7.3968672109951339e-02	-1.7839419139325283e-01	-1.1760854174242787e-01	-2.0163976384038534e-01	-1.1254678036245606e-01	-8.1695635894168603e-02	-3.1526811665415960e-02	-1.3315519055282751e-01	-1.1240911267847985e-01	-5.7880282649589609e-02	-7.4689127481082487e-02	3.8537863445151967e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.0856610052206351e-01	-4.4309190875871074e-01	-7.1395122563132818e-01	-5.5437776662539362e-01	-7.8880098252368580e-01	-3.6200768278406936e-01	-2.4447773044369950e-01	-9.5793571575370506e-01	-8.4432809320778701e-01	-1.0320466897490570e+00	-4.8251344693234904e-01	-3.8037339627980810e-01	-2.5901358502998512e-01	-4.3281597428650181e-01	-1.3502542771640977e+00	-5.2205793614204229e-02	-1.4451631396136783e-01	-8.9986293794759351e-02	-2.5654655087985895e-01	-7.7051047134999232e-02	-5.4870897551941987e-02	-1.4773919500216243e-01	-1.0032235135572108e-01	-2.1723931564321208e-01	-5.4230548676798017e-02	-2.0566847906335187e-01	-7.4329035081421899e-02	-1.7924835265354327e-01	-1.1816145301188558e-01	-2.0263877178837339e-01	-1.1309407879204701e-01	-8.2095394625405146e-02	-3.1680356870015025e-02	-1.3378822424443171e-01	-1.1293921834980443e-01	-5.8157012498014492e-02	-7.5032840728356448e-02	3.8443155802101021e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.0882556107745898e-01	-4.4385071487360334e-01	-7.1446106644896401e-01	-5.5510390268444021e-01	-7.9168574733530106e-01	-3.6264054271729745e-01	-2.4219675383973260e-01	-9.5888561463450295e-01	-8.4527572561843034e-01	-1.0345233394973139e+00	-4.8432724228747959e-01	-3.8155968022315578e-01	-2.5763413706044463e-01	-4.3273179820549323e-01	-1.3553697449136251e+00	-5.2463546836012107e-02	-1.4523434879426528e-01	-9.0428211506112924e-02	-2.5780503854301318e-01	-7.7433377663669506e-02	-5.5138470267917100e-02	-1.4845335419746700e-01	-1.0081367252776749e-01	-2.1825381927824170e-01	-5.4498524465715452e-02	-2.0661987868011447e-01	-7.4686970087162449e-02	-1.8009040426585379e-01	-1.1870217946601076e-01	-2.0363801267235010e-01	-1.1363726760986889e-01	-8.2493144332138529e-02	-3.1832866957453562e-02	-1.3441034574179755e-01	-1.1345817882725458e-01	-5.8429620602080130e-02	-7.5365609875136325e-02	3.8349315895779967e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.0907941900359636e-01	-4.4458855220483706e-01	-7.1489460537690963e-01	-5.5580700512164316e-01	-7.9455548059430414e-01	-3.6325035695959706e-01	-2.3985951626812652e-01	-9.5965416489749189e-01	-8.4614980539547546e-01	-1.0369215346975933e+00	-4.8613906178450911e-01	-3.8274723081508399e-01	-2.5622106971084030e-01	-4.3261220210398510e-01	-1.3603650777965057e+00	-5.2721413920223517e-02	-1.4595409116992783e-01	-9.0869598394988232e-02	-2.5906167269479774e-01	-7.7816452998705821e-02	-5.5405182676898389e-02	-1.4916333309149596e-01	-1.0130402262633285e-01	-2.1925150526839415e-01	-5.4766704791625730e-02	-2.0755264439554477e-01	-7.5042426866017808e-02	-1.8092008782952154e-01	-1.1923049498741865e-01	-2.0463743964894326e-01	-1.1417626489342952e-01	-8.2888808581764575e-02	-3.1984331995341717e-02	-1.3502132486544685e-01	-1.1396567808301991e-01	-5.8698002005228685e-02	-7.5687157219978263e-02	3.8256355991356741e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.0932768600432033e-01	-4.4530529686796355e-01	-7.1525159211712008e-01	-5.5648708792344370e-01	-7.9740976047546153e-01	-3.6383686844023799e-01	-2.3746715446813935e-01	-9.6023961158184346e-01	-8.4695009718049730e-01	-1.0392403509505284e+00	-4.8794875415477562e-01	-3.8393610236590986e-01	-2.5477506951241546e-01	-4.3245719671107735e-01	-1.3652373483175080e+00	-5.2979370321930667e-02	-1.4667551611805427e-01	-9.1310390873341765e-02	-2.6031630388926214e-01	-7.8200249252224047e-02	-5.5671000496933236e-02	-1.4986901751945084e-01	-1.0179333632510708e-01	-2.2023202897187882e-01	-5.5035074076975977e-02	-2.0846640750707246e-01	-7.5395356876279490e-02	-1.8173715521261943e-01	-1.1974618294756018e-01	-2.0563700736003249e-01	-1.1471099136760204e-01	-8.3282310664308912e-02	-3.2134743088258887e-02	-1.3562093641679812e-01	-1.1446140300144633e-01	-5.8962052621842870e-02	-7.5997208670995492e-02	3.8164288467897491e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.0957037583800175e-01	-4.4600082804631425e-01	-7.1553182655781100e-01	-5.5714417460224031e-01	-8.0024816510202634e-01	-3.6439981767194957e-01	-2.3502087358341120e-01	-9.6064036648805506e-01	-8.4767641086175893e-01	-1.0414789048476008e+00	-4.8975616676151462e-01	-3.8512634535817902e-01	-2.5329685386163420e-01	-4.3226681020928270e-01	-1.3699836774082494e+00	-5.3237391147731843e-02	-1.4739859862312313e-01	-9.1750524477515222e-02	-2.6156878246069198e-01	-7.8584742015190334e-02	-5.5935889293593402e-02	-1.5057029567086469e-01	-1.0228154770203397e-01	-2.2119505862286212e-01	-5.5303616565254766e-02	-2.0936081415361868e-01	-7.5745713325444095e-02	-1.8254136890583933e-01	-1.2024903652468304e-01	-2.0663667194033303e-01	-1.1524137045537865e-01	-8.3673573604757065e-02	-3.2284092374150135e-02	-1.3620896038445496e-01	-1.1494504374825340e-01	-5.9221669303983378e-02	-7.6295494092209884e-02	3.8073125816240574e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.0980750431405493e-01	-4.4667502772171946e-01	-7.1573515874197613e-01	-5.5777829802525625e-01	-8.0307027261684871e-01	-3.6493894240873803e-01	-2.3252194601492593e-01	-9.6085501247716809e-01	-8.4832860151536704e-01	-1.0436363550354602e+00	-4.9156114561896364e-01	-3.8631800607694111e-01	-2.5178717001981893e-01	-4.3204108810209502e-01	-1.3746012385856159e+00	-5.3495451150443553e-02	-1.4812331362534717e-01	-9.2189933865331780e-02	-2.6281895851125731e-01	-7.8969906346978175e-02	-5.6199814449237460e-02	-1.5126705815277394e-01	-1.0276859020687056e-01	-2.2214027573669470e-01	-5.5572316300603858e-02	-2.1023552584656957e-01	-7.6093451195771059e-02	-1.8333250234916790e-01	-1.2073885899980427e-01	-2.0763639102025633e-01	-1.1576732832303500e-01	-8.4062520174776778e-02	-3.2432373017781631e-02	-1.3678518214200702e-01	-1.1541629414021684e-01	-5.9476749906341664e-02	-7.6581747648939422e-02	3.7982880636733123e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.1003908928859311e-01	-4.4732778039924692e-01	-7.1586148872960420e-01	-5.5838950023006306e-01	-8.0587566125097032e-01	-3.6545397731552820e-01	-2.2997171010743703e-01	-9.6088230740848590e-01	-8.4890656925670493e-01	-1.0457119032233471e+00	-4.9336353541303835e-01	-3.8751112624084666e-01	-2.5024679403588473e-01	-4.3178009305298448e-01	-1.3790872620969779e+00	-5.3753524723604611e-02	-1.4884963602106083e-01	-9.2628552813283638e-02	-2.6406668189444354e-01	-7.9355716764740861e-02	-5.6462741130059155e-02	-1.5195919804692756e-01	-1.0325439662648490e-01	-2.2306737547944294e-01	-5.5841157106203874e-02	-2.1109021996628910e-01	-7.6438527265549644e-02	-1.8411034022985873e-01	-1.2121546402951956e-01	-2.0863612372398016e-01	-1.1628879391959339e-01	-8.4449072903819908e-02	-3.2579579201221731e-02	-1.3734939263688195e-01	-1.1587485201443749e-01	-5.9727193349260542e-02	-7.6855708151406840e-02	3.7893565636828175e+00
