# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-4.6021552649140152e-01	-4.1152406523950930e-01	-6.7807186152155863e-01	-4.1519256109561503e-01	-5.6343424269730524e-01	-3.2507110652360077e-01	-5.0098594077769387e-01	-3.1796072998830843e-01	-2.6642773873081849e-01	1.7611375546824132e-01	1.2645756584584592e-01	1.2801758092253107e-01	2.1561493433820085e-02	1.4453208604583392e-01	1.5459415481310212e-01	-5.3616504339627932e-02	-7.5130672014591421e-02	-2.5082797360249473e-02	-1.1879198187839544e-01	-2.0949436613140621e-01	1.3650758627560519e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.6407287350463555e-01	-4.1493643166604827e-01	-6.8032818945756979e-01	-4.1922527911670238e-01	-5.6675450451441411e-01	-3.2520055212303245e-01	-5.0472182780509101e-01	-3.1952965373399816e-01	-2.6783906189282441e-01	1.7699433046917015e-01	1.2708967633986876e-01	1.2865736538106845e-01	2.1669264602833894e-02	1.4525496726827750e-01	1.5536691305595896e-01	-5.3883972936069419e-02	-7.5506149967016586e-02	-2.5207914580790899e-02	-1.1938670736338491e-01	-2.1054071523230822e-01	1.3719070404115957e-01	2.9925207501105606e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.6795015304991844e-01	-4.1836640282289467e-01	-6.8254338999109665e-01	-4.2328406732743729e-01	-5.7007928557081011e-01	-3.2529809924561454e-01	-5.0847067657651224e-01	-3.2109545383887200e-01	-2.6924534384710347e-01	1.7787478695215389e-01	1.2772133402143149e-01	1.2929643552234235e-01	2.1776944162489122e-02	1.4597821658546481e-01	1.5613914609287766e-01	-5.4150162116536137e-02	-7.5881226570941290e-02	-2.5332414543906705e-02	-1.1998293174931664e-01	-2.1158469950621187e-01	1.3787495216433188e-01	2.9850831603847667e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.7184676904549983e-01	-4.2181352373055903e-01	-6.8471645802814263e-01	-4.2736834467224327e-01	-5.7340804115104160e-01	-3.2536342331381751e-01	-5.1223184537858357e-01	-3.2265781893757023e-01	-2.7064618233802679e-01	1.7875492402205023e-01	1.2835238853332342e-01	1.2993462680611356e-01	2.1884502883709099e-02	1.4670172180418192e-01	1.5691070112225861e-01	-5.4414993708499462e-02	-7.6255824749838788e-02	-2.5456261265069693e-02	-1.2058060574647139e-01	-2.1262613955893686e-01	1.3856028647897592e-01	2.9776874706894785e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.7576209426529270e-01	-4.2527731624536641e-01	-6.8684639240542888e-01	-4.3147749563263965e-01	-5.7674021011010290e-01	-3.2539621165160554e-01	-5.1600466711810011e-01	-3.2421643184000043e-01	-2.7204116924017246e-01	1.7963453481097677e-01	1.2898268529731569e-01	1.3057177012822233e-01	2.1991910579813447e-02	1.4742536811712589e-01	1.5768142189078688e-01	-5.4678388456169215e-02	-7.6629865720606538e-02	-2.5579418235439640e-02	-1.2117967884455003e-01	-2.1366485564381496e-01	1.3924666256749935e-01	2.9703339208025641e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.7969546962878451e-01	-4.2875727852610779e-01	-6.8893219669960115e-01	-4.3561086941803484e-01	-5.8007521464917922e-01	-3.2539616391368265e-01	-5.1978844890815656e-01	-3.2577096951037471e-01	-2.7342989071764251e-01	1.8051340642975097e-01	1.2961206548133630e-01	1.3120769179040442e-01	2.2099136092526433e-02	1.4814903810212079e-01	1.5845114869244734e-01	-5.4940266041504968e-02	-7.7003268989380438e-02	-2.5701848428931615e-02	-1.2178009931163371e-01	-2.1470066779496666e-01	1.3993403577995489e-01	2.9630227503796203e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.8364620350142085e-01	-4.3225288450540661e-01	-6.9097288004882917e-01	-4.3976777916827658e-01	-5.8341246009860892e-01	-3.2536299250758699e-01	-5.2358247166708849e-01	-3.2732110304924183e-01	-2.7481192739401444e-01	1.8139131992562696e-01	1.3024036597074520e-01	1.3184221347489875e-01	2.2206147278647254e-02	1.4887261172428040e-01	1.5921971837146470e-01	-5.5200545106681667e-02	-7.7375952348815100e-02	-2.5823514309913750e-02	-1.2238181419411263e-01	-2.1573339596320484e-01	1.4062236125307739e-01	2.9557541989204044e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.8761357100751163e-01	-4.3576358336709520e-01	-6.9296745798583548e-01	-4.4394750117024889e-01	-5.8675133470880192e-01	-3.2529642300775885e-01	-5.2738598973164597e-01	-3.2886649767869142e-01	-2.7618685453299102e-01	1.8226805024678483e-01	1.3086741934399840e-01	1.3247515222416073e-01	2.2312910997448983e-02	1.4959596634126190e-01	1.5998696432937373e-01	-5.5459143278033751e-02	-7.7747831876898654e-02	-2.5944377841550983e-02	-1.2298476931761422e-01	-2.1676286015440438e-01	1.4131159392922207e-01	2.9485285057349988e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.9159681335780481e-01	-4.3928879903094231e-01	-6.9491495328138342e-01	-4.4814927409089006e-01	-5.9009120944993054e-01	-3.2519619456072085e-01	-5.3119823048582460e-01	-3.3040681273092237e-01	-2.7755424222978248e-01	1.8314336621403657e-01	1.3149305385299920e-01	1.3310632042600848e-01	2.2419393098875983e-02	1.5031897671176320e-01	1.6075271653642823e-01	-5.5715977191500864e-02	-7.8118821937377625e-02	-2.6064400494811429e-02	-1.2358890928896234e-01	-2.1778888057015711e-01	1.4200168857515280e-01	2.9413459099097183e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.9559513719397796e-01	-4.4282792964618028e-01	-6.9681439679718260e-01	-4.5237229822914127e-01	-5.9343143782119823e-01	-3.2506206028048890e-01	-5.3501839400685691e-01	-3.3194170164039233e-01	-2.7891365561325243e-01	1.8401703050023008e-01	1.3211709340844210e-01	1.3373552580453524e-01	2.2525558412611547e-02	1.5104151500741445e-01	1.6151680154756062e-01	-5.5970962519598710e-02	-7.8488835181863933e-02	-2.6183543258151847e-02	-1.2419417749919774e-01	-2.1881127775052769e-01	1.4269259980063331e-01	2.9342066502727930e+00
