# Parameters
$ K = 3
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-6.5221276112388582e-01	-4.5922821857340768e-01	-5.6975853530764109e-01	-4.1821761112133266e-01	-2.7256138772306265e-01	-2.5179960378938138e-01	-3.2864571035523643e-01	-9.0324357525086851e-01	-2.4378723478440203e-01	-6.0228212912903090e-01	-5.9959450875266462e-01	-6.4373100032288677e-01	-1.0536274790209630e+00	-7.4863862530014025e-01	-4.7585025467161940e-01	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.5690103148302015e-01	-4.6465864427359438e-01	-5.7667745929699110e-01	-4.2225488649724402e-01	-2.7639951210845493e-01	-2.5753041130219301e-01	-3.3474936684823997e-01	-9.1090671792082534e-01	-2.5127433189014076e-01	-6.0766617147190150e-01	-6.0389838128377260e-01	-6.5061605508710296e-01	-1.0617248173560607e+00	-7.5526910138118275e-01	-4.8132981517067769e-01	3.3273145589036246e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.6162667047720458e-01	-4.7015868752781315e-01	-5.8366707173672217e-01	-4.2635381049862381e-01	-2.8028878594458057e-01	-2.6335132220384344e-01	-3.4095559631141076e-01	-9.1862439777263527e-01	-2.5888310907263834e-01	-6.1310339252364221e-01	-6.0824313313834266e-01	-6.5757022250846708e-01	-1.0698441761782360e+00	-7.6195646540736661e-01	-4.8687068980331660e-01	3.3190686128351241e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.6638969145940474e-01	-4.7572864735816006e-01	-5.9072694856043784e-01	-4.3051514731231244e-01	-2.8422957614299782e-01	-2.6926256365935453e-01	-3.4726482847974793e-01	-9.2639555971041299e-01	-2.6661397366890172e-01	-6.1859370862180540e-01	-6.1262899949180549e-01	-6.6459314753068655e-01	-1.0779834485550637e+00	-7.6870019874099282e-01	-4.9247295009106712e-01	3.3108845036050027e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.7119008122685087e-01	-4.8136878174801434e-01	-5.9785659558881243e-01	-4.3473964436473767e-01	-2.8822223247243295e-01	-2.7526429505684014e-01	-3.5367741103443351e-01	-9.3421905206996392e-01	-2.7446725192941840e-01	-6.2413698677773466e-01	-6.1705619626874619e-01	-6.7168440565117493e-01	-1.0861404377461157e+00	-7.7549971357512204e-01	-4.9813662905891626e-01	3.3027620263997521e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.7602779824396919e-01	-4.8707930495005436e-01	-6.0505544533417266e-01	-4.3902803032334348e-01	-2.9226708617378433e-01	-2.8135660409033830e-01	-3.6019360452190274e-01	-9.4209362254419882e-01	-2.8244318421122588e-01	-6.2973304189543888e-01	-6.2152491859995718e-01	-6.7884349958688961e-01	-1.0943128554751975e+00	-7.8235434980280383e-01	-5.0386171907118982e-01	3.2947009664668565e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.8090277079309480e-01	-4.9286038469752397e-01	-6.1232285373399642e-01	-4.4338101300123561e-01	-2.9636444851236898e-01	-2.8753950273460682e-01	-3.6681357713664398e-01	-9.5001791405089064e-01	-2.9054192002431228e-01	-6.3538163390867775e-01	-6.2603533921162746e-01	-6.8606985586445224e-01	-1.1024983202579626e+00	-7.8926337182480311e-01	-5.0964816959706394e-01	3.2867010990164158e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.8581489505268844e-01	-4.9871213931904157e-01	-6.1965809681698170e-01	-4.4779927716331946e-01	-3.0051460926633228e-01	-2.9381292311573054e-01	-3.7353739937358071e-01	-9.5799046055129689e-01	-2.9876351293435410e-01	-6.4108246483825282e-01	-6.3058760674592074e-01	-6.9336282133861749e-01	-1.1106943557927116e+00	-7.9622596530016432e-01	-5.1549588490626086e-01	3.2787621891256058e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.9076403310303036e-01	-5.0463463475764925e-01	-6.2706036730590564e-01	-4.5228348223240322e-01	-3.0471783515026746e-01	-3.0017671328217194e-01	-3.8036503855694148e-01	-9.6600968282916577e-01	-3.0710791532566345e-01	-6.4683517577196536e-01	-6.3518184401241173e-01	-7.0072165964378652e-01	-1.1188983894226263e+00	-8.0324123384456114e-01	-5.2140472169579877e-01	3.2708839916463304e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.9575001085971866e-01	-5.1062788149525162e-01	-6.3452877116216089e-01	-4.5683425989399434e-01	-3.0897436817328267e-01	-3.0663063288174308e-01	-3.8729635325365513e-01	-9.7407388424066221e-01	-3.1557497302914517e-01	-6.5263934377023880e-01	-6.3981814617008070e-01	-7.0814554758397530e-01	-1.1271077506781277e+00	-8.1030819568202328e-01	-5.2737448664900533e-01	3.2630662511164434e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-7.0077261593560980e-01	-5.1669183138407737e-01	-6.4206232407753905e-01	-4.6145221159879762e-01	-3.1328442393091965e-01	-3.1317434875088607e-01	-3.9433108758050783e-01	-9.8218124644686455e-01	-3.2416441982108191e-01	-6.5849447870099997e-01	-6.4449657883982936e-01	-7.1563357146738094e-01	-1.1353196699084704e+00	-8.1742578025630919e-01	-5.3340493392838884e-01	3.2553087016749505e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-7.0583159543221208e-01	-5.2282637438733204e-01	-6.4965994791955861e-01	-4.6613790596222232e-01	-3.1764818983055504e-01	-3.1980743042359444e-01	-4.0146886541556726e-01	-9.9032982514160772e-01	-3.3287587179963146e-01	-6.6440002000799536e-01	-6.4921717614776586e-01	-7.2318472339247186e-01	-1.1435312770121346e+00	-8.2459282480891027e-01	-5.3949576260435927e-01	3.2476110669816163e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-7.1092665366199459e-01	-5.2903133523179313e-01	-6.5732046713739234e-01	-4.7089187606056598e-01	-3.2206582325015343e-01	-3.2652934556834073e-01	-4.0870918452571114e-01	-9.9851754578862950e-01	-3.4170882164708066e-01	-6.7035533341741971e-01	-6.5397993869982340e-01	-7.3079789749334190e-01	-1.1517396002760147e+00	-8.3180807093142639e-01	-5.4564661402223902e-01	3.2399730601414434e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-7.1605744980345831e-01	-5.3530646997570375e-01	-6.6504260513628788e-01	-4.7571461662392633e-01	-3.2653744963049602e-01	-3.3333945536242293e-01	-4.1605141062349649e-01	-1.0067421993831986e+00	-3.5066263278712639e-01	-6.7635970758838482e-01	-6.5878483148862299e-01	-7.3847188615296711e-01	-1.1599415653338365e+00	-8.3907016110083166e-01	-5.5185706911045651e-01	3.2323943836344999e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-7.2122359549135984e-01	-5.4165146249601814e-01	-6.7282498062919949e-01	-4.8060658112629778e-01	-3.3106316050129342e-01	-3.4023700981429078e-01	-4.2349477136809111e-01	-1.0150014382546750e+00	-3.5973653344775358e-01	-6.8241235071354434e-01	-6.6363178173386195e-01	-7.4620537619385341e-01	-1.1681339942546585e+00	-8.4637763520698184e-01	-5.5812664563333958e-01	3.2248747292516193e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-7.2642465234494136e-01	-5.4806592089972050e-01	-6.8066610397526317e-01	-4.8556817877380853e-01	-3.3564301144192904e-01	-3.4722114304557389e-01	-4.3103835032648452e-01	-1.0232927719277314e+00	-3.6892961064165181e-01	-6.8851238707693696e-01	-6.6852067665792314e-01	-7.5399694505658599e-01	-1.1763136047727325e+00	-8.5372892708256587e-01	-5.6445479539244559e-01	3.2174137780365104e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-7.3166012943761838e-01	-5.5454937386475933e-01	-6.8856437351567390e-01	-4.9059977139252214e-01	-3.4027701997789889e-01	-3.5429086854576480e-01	-4.3868108091280433e-01	-1.0316135630612864e+00	-3.7824080407756555e-01	-6.9465885357695567e-01	-6.7345136119884597e-01	-7.6184505697769789e-01	-1.1844770096704127e+00	-8.6112236104658180e-01	-5.7084090138093402e-01	3.2100112002348538e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-7.3692948071214726e-01	-5.6110126691688544e-01	-6.9651807191848347e-01	-4.9570167021780737e-01	-3.4496516341440264e-01	-3.6144507441378154e-01	-4.4642174032518600e-01	-1.0399610234855616e+00	-3.8766890001748222e-01	-7.0085069622319995e-01	-6.7842363566323793e-01	-7.6974805917934375e-01	-1.1926207163261600e+00	-8.6855614847335227e-01	-5.7728427489611089e-01	3.2026666552509755e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-7.4223210234593306e-01	-5.6772095864960037e-01	-7.0452536254485343e-01	-5.0087413258786395e-01	-3.4970737660895063e-01	-3.6868251860194917e-01	-4.5425894350132634e-01	-1.0483322103589958e+00	-3.9721252509614857e-01	-7.0708676661688108e-01	-6.8343725332226768e-01	-7.7770417808429537e-01	-1.2007411264400873e+00	-8.7602838440000319e-01	-5.8378415261588090e-01	3.1953797916127407e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-7.4756733007179288e-01	-5.7440771689526227e-01	-7.1258428585031597e-01	-5.0611735854462458e-01	-3.5450354968527670e-01	-3.7600182417928490e-01	-4.6219113711555521e-01	-1.0567240224681376e+00	-4.0687014012104988e-01	-7.1336581842537117e-01	-6.8849191795435238e-01	-7.8571151557083385e-01	-1.2088345359498125e+00	-8.8353704418633272e-01	-5.9033969364553984e-01	3.1881502469453169e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-7.5293443646022129e-01	-5.8116071485639154e-01	-7.2069275583565973e-01	-5.1143148734594635e-01	-3.5935352569132067e-01	-3.8340147463235663e-01	-4.7021659364201951e-01	-1.0651331966949689e+00	-4.1664003387269116e-01	-7.1968650386247590e-01	-6.9358728133878234e-01	-7.9376804528324596e-01	-1.2168971351496785e+00	-8.9107998024192603e-01	-5.9694997654201265e-01	3.1809776479544922e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-7.5833262816991831e-01	-5.8797902720718320e-01	-7.2884855656314163e-01	-5.1681659389375945e-01	-3.6425709820454272e-01	-3.9087980922337501e-01	-4.7833340551031861e-01	-1.0735563046774643e+00	-4.2652031692676479e-01	-7.2604737018698906e-01	-6.9872294070507079e-01	-8.0187160901469257e-01	-1.2249250090266957e+00	-8.9865491883640070e-01	-6.0361399632340051e-01	3.1738616104202682e+00
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-7.6376104317410531e-01	-5.9486162617625715e-01	-7.3704933875479872e-01	-5.2227268508356328e-01	-3.6921400888837153e-01	-3.9843501842660850e-01	-4.8653947938170089e-01	-1.0819897496904891e+00	-4.3650891552159793e-01	-7.3244685623313277e-01	-7.0389843614351033e-01	-8.1001991318038180e-01	-1.2329141378267836e+00	-9.0625945700966137e-01	-6.1033066147243875e-01	3.1668017392014671e+00
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-7.6921874797099632e-01	-6.0180737762275760e-01	-7.4529261649075929e-01	-5.2779969608155297e-01	-3.7422394500413414e-01	-4.0606513946561823e-01	-4.9483253057569354e-01	-1.0904297637754046e+00	-4.4660356549609287e-01	-7.3888328898750932e-01	-7.0911324798300679e-01	-8.1821052540008177e-01	-1.2408603978650379e+00	-9.1389105960000172e-01	-6.1709879094324727e-01	3.1597976282521154e+00
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-7.7470473478757351e-01	-6.0881503711901330e-01	-7.5357576402655024e-01	-5.3339748653647456e-01	-3.7928653688342451e-01	-4.1376805197522792e-01	-5.0321007767876780e-01	-1.0988724051479746e+00	-4.5680180632523121e-01	-7.4535488022827756e-01	-7.1436679414302640e-01	-8.2644087121010923e-01	-1.2487595625939190e+00	-9.2154705640893908e-01	-6.2391711118159043e-01	3.1528488606504084e+00
6.2500000000000000e-02	9.3750000000000000e-01	6.2500000000000000e-02	-7.8021791878669644e-01	-6.1588324605405942e-01	-7.6189601274947794e-01	-5.3906583673423902e-01	-3.8440135536648401e-01	-4.2154147381353635e-01	-5.1166943736834214e-01	-1.1073135559152834e+00	-4.6710097528208416e-01	-7.5185972324331263e-01	-7.1965842746713504e-01	-8.3470823092606472e-01	-1.2566073039432837e+00	-9.2922463952259116e-01	-6.3078425316964959e-01	3.1459550086410579e+00
