# Parameters
$ K = 5
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-5.5998120577471056e-01	-3.1424418242092217e-01	-3.9441791934899939e-01	-3.5252595436935064e-01	-3.5674088370306933e-01	-4.0880188362591952e-01	-3.7805771379562930e-01	-8.1336494576008045e-01	-3.5569071489566012e-01	2.0765875381394170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.6092841615086042e-01	-3.1154574012398484e-01	-3.9426943317172897e-01	-3.4922321976349602e-01	-3.4529713969179310e-01	-4.0379340629974009e-01	-3.7787156543210515e-01	-8.1380270783286035e-01	-3.5285114761326963e-01	2.0714132420497955e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.6188780666246219e-01	-3.0889103434256404e-01	-3.9414520411947956e-01	-3.4600412500110211e-01	-3.3381472122580724e-01	-3.9887779418063429e-01	-3.7769028145840677e-01	-8.1429153372267615e-01	-3.5001116102087487e-01	2.0662738858744714e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.6285878441977022e-01	-3.0628119189953046e-01	-3.9404468066108439e-01	-3.4287081215302545e-01	-3.2229529121399042e-01	-3.9405823052981531e-01	-3.7751341145641182e-01	-8.1483236310626372e-01	-3.4716996441015641e-01	2.0611703772132328e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.6384072321889755e-01	-3.0371731992644779e-01	-3.9396726084282396e-01	-3.3982537447935668e-01	-3.1074044586512872e-01	-3.8933783402745786e-01	-3.7734048093948580e-01	-8.1542607922592869e-01	-3.4432670658408338e-01	2.0561036456925081e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.6483296375075998e-01	-3.0120050629955231e-01	-3.9391229260711602e-01	-3.3686985581331641e-01	-2.9915171840603821e-01	-3.8471965749250608e-01	-3.7717099178048841e-01	-8.1607350814623481e-01	-3.4148047694479072e-01	2.0510746438619654e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.6583481383715484e-01	-2.9873182002620130e-01	-3.9387907416748769e-01	-3.3400624984650606e-01	-2.8753058316528812e-01	-3.8020668647944361e-01	-3.7700442267156858e-01	-8.1677541795142805e-01	-3.3863030668573912e-01	2.0460843481178577e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.6684554869615311e-01	-2.9631231157243465e-01	-3.9386685444333241e-01	-3.3123649930075832e-01	-2.7587846002597050e-01	-3.7580183773187836e-01	-3.7684022961768776e-01	-8.1753251787337389e-01	-3.3577517009296615e-01	2.0411337596528414e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.6786441123930276e-01	-2.9394301312207366e-01	-3.9387483355838582e-01	-3.2856249497164736e-01	-2.6419671925124516e-01	-3.7150795747264542e-01	-3.7667784646605734e-01	-8.1834545733967268e-01	-3.3291398596078847e-01	2.0362239054318318e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.6889061240342864e-01	-2.9162493875760248e-01	-3.9390216340730183e-01	-3.2598607462859891e-01	-2.5248668668658525e-01	-3.6732781951005755e-01	-3.7651668547392064e-01	-8.1921482493160169e-01	-3.3004561912790759e-01	2.0313558391933877e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-5.6992333152013419e-01	-2.8935908455286885e-01	-3.9394794829515606e-01	-3.2350902175650270e-01	-2.4074964934281332e-01	-3.6326412313994050e-01	-3.7635613791738848e-01	-8.2014114724152065e-01	-3.2716888214043705e-01	2.0265306424759570e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-5.7096171672641804e-01	-2.8714642856746037e-01	-3.9401124565514029e-01	-3.2113306412365855e-01	-2.2898686136408067e-01	-3.5931949082318826e-01	-3.7619557474426346e-01	-8.2112488761938307e-01	-3.2428253704895132e-01	2.0217494256682258e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-5.7200488542014527e-01	-2.8498793073246592e-01	-3.9409106685016071e-01	-3.1885987216094547e-01	-2.1719955038490521e-01	-3.5549646561876408e-01	-3.7603434727407625e-01	-8.2216644479811452e-01	-3.2138529734718330e-01	2.0170133290826255e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-5.7305192476441491e-01	-2.8288453261718022e-01	-3.9418637806447393e-01	-3.1669105713720819e-01	-2.0538892428023137e-01	-3.5179750835240703e-01	-3.7587178794878312e-01	-8.2326615138768899e-01	-3.1847583006057767e-01	2.0123235240508999e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-5.7410189224520025e-01	-2.8083715706619028e-01	-3.9429610129191361e-01	-3.1462816911601699e-01	-1.9355617831216568e-01	-3.4822499450173466e-01	-3.7570721113785172e-01	-8.2442427222797232e-01	-3.1555275799337090e-01	2.0076812140404918e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-5.7515381628693141e-01	-2.7884670769622782e-01	-3.9441911542765079e-01	-3.1267269467923120e-01	-1.8170250267657140e-01	-3.4478121077902635e-01	-3.7553991400167164e-01	-8.2564100259060247e-01	-3.1261466214336775e-01	2.0030876357902656e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-5.7620669693100979e-01	-2.7691406824210835e-01	-3.9455425747081618e-01	-3.1082605440317074e-01	-1.6982909045204786e-01	-3.4146835139373710e-01	-3.7536917741749609e-01	-8.2691646622055914e-01	-3.0966008429401581e-01	1.9985440604639235e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-5.7725950658252911e-01	-2.7504010174110827e-01	-3.9470032384563386e-01	-3.0908960007367103e-01	-1.5793714595292252e-01	-3.3828851397771814e-01	-3.7519426697230596e-01	-8.2825071320845767e-01	-3.0668752979373354e-01	1.9940517948192131e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-5.7831119083076232e-01	-2.7322564954520495e-01	-3.9485607184901861e-01	-3.0746461162692468e-01	-1.4602789348676790e-01	-3.3524369515727542e-01	-3.7501443402721024e-01	-8.2964371768511758e-01	-3.0369547053277740e-01	1.9896121823908177e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-5.7936066934923114e-01	-2.7147153015073977e-01	-3.9502022123285196e-01	-3.0595229380377748e-01	-1.3410258651554322e-01	-3.3233578575755535e-01	-3.7482891685816888e-01	-8.3109537533062205e-01	-3.0068234812815836e-01	1.9852266046845284e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-5.8040683688141226e-01	-2.6977853783530492e-01	-3.9519145592932819e-01	-3.0455377250606791e-01	-1.2216251721774977e-01	-3.2956656562637854e-01	-3.7463694187797109e-01	-8.3260550069080930e-01	-2.9764657732724814e-01	1.9808964823800457e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-5.8144856431834346e-01	-2.6814744109196531e-01	-3.9536842592789029e-01	-3.0327009084473222e-01	-1.1020902644695553e-01	-3.2693769806652351e-01	-3.7443772494453587e-01	-8.3417382429505038e-01	-2.9458654964076397e-01	1.9766232765394551e+00
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-5.8248469987455498e-01	-2.6657898085137288e-01	-3.9554974931235515e-01	-3.0210220487071865e-01	-9.8243514079630875e-02	-3.2445072386765578e-01	-3.7423047276066818e-01	-8.3579998957021784e-01	-2.9150063721572983e-01	1.9724084898180703e+00
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-5.8351407036889169e-01	-2.6507386848286796e-01	-3.9573401446673451e-01	-3.0105097898130501e-01	-8.6267449742441354e-02	-3.2210705493164005e-01	-3.7401438437045992e-01	-8.3748354954700366e-01	-2.8838719695877663e-01	1.9682536676740814e+00
