# Parameters
$ K = 1
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-1.9811247716104707e-01	-4.1329688811189980e-01	-2.8997023716225845e-01	-5.6706049203776521e-01	-4.4381447663500595e-01	-2.1803260861015913e-01	-4.6880293353891989e-01	-3.4655313743612504e-01	-3.9621453832841041e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-1.9909803952823690e-01	-4.1535265914171504e-01	-2.9142421818851705e-01	-5.6989359919183125e-01	-4.4603537274013516e-01	-2.1912573447591219e-01	-4.7115009987010248e-01	-3.4828541776197885e-01	-3.9819578371057279e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.0007330436030862e-01	-4.1738637162252878e-01	-2.9288647866739720e-01	-5.7272194331222381e-01	-4.4825976612818247e-01	-2.2022479512194240e-01	-4.7350345995666099e-01	-3.5001653387090942e-01	-4.0017718227156918e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.0103782351063873e-01	-4.1939707415860955e-01	-2.9435704789012590e-01	-5.7554495865751432e-01	-4.5048742750629023e-01	-2.2132980383847559e-01	-4.7586284593513906e-01	-3.5174619145158031e-01	-4.0215844134883688e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.0199114661449710e-01	-4.2138381096675798e-01	-2.9583595464441081e-01	-5.7836207008335228e-01	-4.5271812214926627e-01	-2.2244077335270301e-01	-4.7822808522327304e-01	-3.5347409078384456e-01	-4.0413926246797521e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.0293282149514530e-01	-4.2334562275924287e-01	-2.9732322719531229e-01	-5.8117269314690745e-01	-4.5495160986339622e-01	-2.2355771581153588e-01	-4.8059900046572623e-01	-3.5519992676514456e-01	-4.0611934134702349e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.0386239458451136e-01	-4.2528154765780873e-01	-2.9881889326570416e-01	-5.8397623422267797e-01	-4.5718764495268016e-01	-2.2468064276403329e-01	-4.8297540948087175e-01	-3.5692338894207010e-01	-4.0809836790525544e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.0477941135801925e-01	-4.2719062213779213e-01	-3.0032298001631963e-01	-5.8677209062990821e-01	-4.5942597618761111e-01	-2.2580956514350975e-01	-4.8535712520870061e-01	-3.5864416154721729e-01	-4.1007602627663564e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.0568341678309754e-01	-4.2907188200126295e-01	-3.0183551402537750e-01	-5.8955965077186456e-01	-4.6166634677661406e-01	-2.2694449324931512e-01	-4.8774395565993806e-01	-3.6036192354149060e-01	-4.1205199482808869e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.0657395578083013e-01	-4.3092436337797668e-01	-3.0335652126778123e-01	-5.9233829428719198e-01	-4.6390849434026149e-01	-2.2808543672828588e-01	-4.9013570386645039e-01	-3.6207634866198696e-01	-4.1402594618272565e-01	0
