# Parameters
$ K = 5
$ N = 12
$ M = 29
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	E
0	1.0000000000000000e+00	0	-5.6842929236804718e-01	-4.8381036710083031e-01	-4.4795110222226114e-01	-5.3127677793059380e-01	-6.3883908160116176e-01	-3.8662922772486868e-01	-2.6858072390734083e-01	-5.1853020806161365e-01	-1.1238590526028900e+00	-3.2786841268394290e-01	-3.1622928847997545e-01	-2.0382508844438110e-01	-1.3662071352915708e-01	-7.5861344147198168e-02	-1.1478564186958080e-01	-9.9551584645675220e-02	-2.1671185360895018e-01	-7.0716086536956116e-02	-1.5474381392456399e-01	-6.0427948846653597e-02	-2.0253095488999401e-01	-4.0733893475838945e-02	-1.6245579981414252e-02	-6.6235403235524209e-02	-1.0249534981045381e-01	-7.6694504784509773e-02	-1.2212566388206279e-01	-9.8483206063504442e-02	-1.1800970138714768e-01	2.4340075007215143e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.6830955122176707e-01	-4.8288333566563829e-01	-4.4745219020873017e-01	-5.3200165426168600e-01	-6.3615182269738579e-01	-3.8445915608351616e-01	-2.6615019242728871e-01	-5.1880338882024857e-01	-1.1259934323476066e+00	-3.2279585545054068e-01	-3.1624861625513301e-01	-2.0245359829236384e-01	-1.3730232554280883e-01	-7.6240426663028452e-02	-1.1535421164686550e-01	-1.0004895861574244e-01	-2.1778747870743309e-01	-7.1069848438908331e-02	-1.5551749619064420e-01	-6.0730847430560876e-02	-2.0354451618188382e-01	-4.0938045040911600e-02	-1.6327398465751711e-02	-6.6566493735211521e-02	-1.0300883953055660e-01	-7.7078312608750268e-02	-1.2273772560304114e-01	-9.8975239931264780e-02	-1.1860039515753899e-01	2.4279390387626973e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.6818530538262357e-01	-4.8193737716090873e-01	-4.4693845107046587e-01	-5.3271791909593136e-01	-6.3340563648978554e-01	-3.8229577124837621e-01	-2.6370454138044758e-01	-5.1906726101314649e-01	-1.1280504170242700e+00	-3.1765770224343148e-01	-3.1628482302826461e-01	-2.0106587461515543e-01	-1.3798097104908111e-01	-7.6619067434987670e-02	-1.1591195927433592e-01	-1.0054561765929985e-01	-2.1884704094284879e-01	-7.1423997268626430e-02	-1.5629110541282248e-01	-6.1035320846042615e-02	-2.0455993014901966e-01	-4.1143187023418036e-02	-1.6410424829127999e-02	-6.6897405881599634e-02	-1.0352437747503813e-01	-7.7462804084622527e-02	-1.2335267437503671e-01	-9.9466484332740579e-02	-1.1919238680130478e-01	2.4219043515503089e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.6805706962007174e-01	-4.8097255974686781e-01	-4.4640999344026078e-01	-5.3342555422923565e-01	-6.3060099658460689e-01	-3.8014034081544074e-01	-2.6124391656054652e-01	-5.1932189741128554e-01	-1.1300293317958152e+00	-3.1245471050969287e-01	-3.1633841541090374e-01	-1.9966184268145029e-01	-1.3865667720200908e-01	-7.6997276861315467e-02	-1.1645873048701712e-01	-1.0104164276046593e-01	-2.1989025342277402e-01	-7.1778569192747152e-02	-1.5706464318613420e-01	-6.1341455127157392e-02	-2.0557725590588211e-01	-4.1349359021166335e-02	-1.6494699503898626e-02	-6.7228131928227713e-02	-1.0404199684338583e-01	-7.7847998947325026e-02	-1.2397054049942413e-01	-9.9956901419336913e-02	-1.1978568766378157e-01	2.4159044449464413e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.6792536008055827e-01	-4.7998894679148690e-01	-4.4586692946932943e-01	-5.3412454211872396e-01	-6.2773839280500243e-01	-3.7799413410848426e-01	-2.5876845091520595e-01	-5.1956737254618157e-01	-1.1319295319758271e+00	-3.0718766506007800e-01	-3.1640989812422182e-01	-1.9824142558105792e-01	-1.3932947411460961e-01	-7.7375065851426103e-02	-1.1699437599013747e-01	-1.0153711683625062e-01	-2.2091683594951617e-01	-7.2133600580391574e-02	-1.5783811210560003e-01	-6.1649336627109065e-02	-2.0659655200157004e-01	-4.1556600951877638e-02	-1.6580263405901016e-02	-6.7558664441489530e-02	-1.0456173049814790e-01	-7.8233917124857444e-02	-1.2459135415794720e-01	-1.0044645315555896e-01	-1.2038030951941102e-01	2.4099403439011953e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.6779069384769165e-01	-4.7898659667272897e-01	-4.4530937488893041e-01	-5.3481486585602755e-01	-6.2481833064251324e-01	-3.7585842126178781e-01	-2.5627826433943263e-01	-5.1980376273390272e-01	-1.1337504034567094e+00	-3.0185737768335319e-01	-3.1649977371464938e-01	-1.9680454424452704e-01	-1.3999939479884754e-01	-7.7752445798661460e-02	-1.1751875156108063e-01	-1.0203212462539658e-01	-2.2192651522669737e-01	-7.2489127950954135e-02	-1.5861151576559238e-01	-6.1959051905489046e-02	-2.0761787628878367e-01	-4.1764953010710731e-02	-1.6667157926732082e-02	-6.7888996301411805e-02	-1.0508361091621853e-01	-7.8620578713961997e-02	-1.2521514537979889e-01	-1.0093510131313800e-01	-1.2097626456490133e-01	2.4040130927796519e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.6765358850022907e-01	-4.7796556258966177e-01	-4.4473744907383012e-01	-5.3549650913899471e-01	-6.2184133069791714e-01	-3.7373447229262508e-01	-2.5377346349810609e-01	-5.2003114609824308e-01	-1.1354913630978407e+00	-2.9646468674179144e-01	-3.1660854226427027e-01	-1.9535111746839312e-01	-1.4066647510140470e-01	-7.8129428552262459e-02	-1.1803171814534652e-01	-1.0252675257336483e-01	-2.2291902505834982e-01	-7.2845187921107613e-02	-1.5938485875899988e-01	-6.2270687612993189e-02	-2.0864128579159122e-01	-4.1974455626427890e-02	-1.6755424925692441e-02	-6.8219120702108504e-02	-1.0560767013919495e-01	-7.9008003955386236e-02	-1.2584194400773255e-01	-1.0142280746477179e-01	-1.2157356541178388e-01	2.3981237556917554e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.6751456166822811e-01	-4.7692589238288413e-01	-4.4415127510738439e-01	-5.3616945624180956e-01	-6.1880792811284979e-01	-3.7162355616351950e-01	-2.5125414167861548e-01	-5.2024960259266328e-01	-1.1371518590726417e+00	-2.9101045674893500e-01	-3.1673670109558277e-01	-1.9388106194628132e-01	-1.4133075363532216e-01	-7.8506026388572181e-02	-1.1853314194636198e-01	-1.0302108871355987e-01	-2.2389410654022551e-01	-7.3201817151041626e-02	-1.6015814667619022e-01	-6.2584330373684549e-02	-2.0966683657205959e-01	-4.2185149416214235e-02	-1.6845106721373147e-02	-6.8549031151896117e-02	-1.0613393972277969e-01	-7.9396213208436844e-02	-1.2647177966318579e-01	-1.0190953297746574e-01	-1.2217222507834058e-01	2.3922734168247750e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.6737413058769726e-01	-4.7586762836470953e-01	-4.4355097984797504e-01	-5.3683369198350495e-01	-6.1571867199370967e-01	-3.6952693983422591e-01	-2.4872037867479080e-01	-5.2045921402057338e-01	-1.1387313711734945e+00	-2.8549557793084318e-01	-3.1688474447024306e-01	-1.9239429230609917e-01	-1.4199227170760803e-01	-7.8882251981490042e-02	-1.1902289450899130e-01	-1.0351522254488271e-01	-2.2485150824303410e-01	-7.3559052289946719e-02	-1.6093138610377605e-01	-6.2900066664880114e-02	-2.1069458359581969e-01	-4.2397075139161078e-02	-1.6936246082857358e-02	-6.8878721473059110e-02	-1.0666245068520001e-01	-7.9785226924796560e-02	-1.2710468171039557e-01	-1.0239523900546446e-01	-1.2277225698087785e-01	2.3864631807780077e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.6723281165403339e-01	-4.7479080715954142e-01	-4.4293669399652996e-01	-5.3748920169485925e-01	-6.1257412482932938e-01	-3.6744588730332345e-01	-2.4617224070326965e-01	-5.2066006405351528e-01	-1.1402294110735849e+00	-2.7992096577207143e-01	-3.1705316328133576e-01	-1.9089072115358910e-01	-1.4265107324289328e-01	-7.9258118372189656e-02	-1.1950085279661624e-01	-1.0400924490570600e-01	-2.2579098638734643e-01	-7.3916929920755367e-02	-1.6170458462319012e-01	-6.3217982694734776e-02	-2.1172458059664179e-01	-4.2610273648425574e-02	-1.7028886220507779e-02	-6.9208185801248781e-02	-1.0719323345461026e-01	-8.0175065621570146e-02	-1.2774067921948640e-01	-1.0287988648275995e-01	-1.2337367492431586e-01	2.3806941728993296e+00
