# Parameters
$ K = 4
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-5.6842929236804451e-01	-4.8381036710082936e-01	-4.4795110222226225e-01	-5.3127677793059414e-01	-6.3883908160116143e-01	-3.8662922772486780e-01	-2.6858072390734089e-01	-5.1853020806161298e-01	-1.1238590526028867e+00	-3.2786841268394384e-01	-3.1622928847997500e-01	-2.0382508844437999e-01	2.6620422659688545e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.6833864091342401e-01	-4.8291733591281039e-01	-4.4748009311478837e-01	-5.3202140955368726e-01	-6.3621265448328157e-01	-3.8449812619464641e-01	-2.6618732055117755e-01	-5.1882721160425804e-01	-1.1260331969707906e+00	-3.2286411642275126e-01	-3.1626272921713461e-01	-2.0247756678982728e-01	2.6554058278954837e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.6824067032943548e-01	-4.8200468359538179e-01	-4.4699381741420652e-01	-5.3275725623742676e-01	-6.3352846205472402e-01	-3.8236695200912951e-01	-2.6377551129323523e-01	-5.1911489398955490e-01	-1.1281386183742885e+00	-3.1779318443503590e-01	-3.1630889895601427e-01	-2.0111268956136558e-01	2.6488073238277585e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.6813584314549448e-01	-4.8107252889964081e-01	-4.4649240176502314e-01	-5.3348431859853895e-01	-6.3078702890005633e-01	-3.8023679068093108e-01	-2.6134548405962932e-01	-5.1939336073130560e-01	-1.1301748338589135e+00	-3.1265638705425680e-01	-3.1636825226366433e-01	-1.9973040672322390e-01	2.6422476637392109e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.6802462447360391e-01	-4.8012098938179909e-01	-4.4597597673481532e-01	-5.3420259861532093e-01	-6.2798889720933249e-01	-3.7810873140999973e-01	-2.5889742001494342e-01	-5.1966271984270662e-01	-1.1321413819166115e+00	-3.0745452328040768e-01	-3.1644124358164044e-01	-1.9833066765414253e-01	2.6357277734295521e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.6790748164164551e-01	-4.7915018124674325e-01	-4.4544467682765232e-01	-5.3491209960861663e-01	-6.2513462632641315e-01	-3.7598386636433512e-01	-2.5643149338117666e-01	-5.1992308181991242e-01	-1.1340378225358756e+00	-3.0218842047214811e-01	-3.1652832699030914e-01	-1.9691342116997529e-01	2.6292485947413882e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.6778488382410375e-01	-4.7816021919731694e-01	-4.4489864049808536e-01	-5.3561282622194184e-01	-6.2222479228876537e-01	-3.7386328995229284e-01	-2.5394787127571167e-01	-5.2017455962414205e-01	-1.1358637372272451e+00	-2.9685893402216290e-01	-3.1662995596860743e-01	-1.9547861555115131e-01	2.6228110857768812e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.6765730167048423e-01	-4.7715121628971202e-01	-4.4433801016560648e-01	-5.3630478440078955e-01	-6.1925998735981747e-01	-3.7174809808660858e-01	-2.5144671356912596e-01	-5.2041726866211502e-01	-1.1376187290243087e+00	-2.9146694701651576e-01	-3.1674658314902765e-01	-1.9402619857520723e-01	2.6164162211140760e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.6752520693171105e-01	-4.7612328379531232e-01	-4.4376293222945706e-01	-5.3698798137111703e-01	-6.1624081955492782e-01	-3.6963938744023778e-01	-2.4892817276371501e-01	-5.2065132676459303e-01	-1.1393024224603518e+00	-2.8601336987877352e-01	-3.1687866006760951e-01	-1.9255611755460020e-01	2.6100649920225294e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.6738907208476497e-01	-4.7507653106937270e-01	-4.4317355708367095e-01	-5.3766242561705213e-01	-6.1316791216207767e-01	-3.6753825469407486e-01	-2.4639239389356268e-01	-5.2087685416278118e-01	-1.1409144635208752e+00	-2.8049913999971121e-01	-3.1702663690867783e-01	-1.9106831938002355e-01	2.6037584066779171e+00
