# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-7.8000069010637929e-01	-2.3056767525553590e-01	-9.7101815779109180e-01	-3.3634867495969256e-01	-5.0852314113682529e-01	-4.1852575821915744e-01	-1.1779974403403060e-01	-1.9531662519945231e-01	-5.3151813584467755e-01	7.8668209294873725e-02	6.5753628812811049e-02	1.2914615592652243e-01	1.7645593888234995e-01	1.8799135448811038e-01	8.5881030681123155e-02	8.7036997676131850e-02	2.9151939633778268e-01	1.6745792326487433e-01	3.1016181371726215e-01	1.9555172485628128e-01	1.2659955906305032e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-7.8441972562657314e-01	-2.3395945838999996e-01	-9.7712064253311925e-01	-3.4010119437101566e-01	-5.1361772294469898e-01	-4.2487298046709271e-01	-1.1939619548299653e-01	-2.0045771880564814e-01	-5.3557869603718422e-01	7.9060795405075490e-02	6.6082166797723760e-02	1.2979290052836487e-01	1.7733617631546375e-01	1.8892950654491392e-01	8.6309656211694438e-02	8.7470724715379131e-02	2.9297059336066422e-01	1.6829255126407872e-01	3.1170740178256712e-01	1.9652460004175112e-01	1.2723112207633200e-01	2.9925352019921156e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-7.8884816465897012e-01	-2.3739509659745092e-01	-9.8319848266042020e-01	-3.4388621792794211e-01	-5.1872082549620357e-01	-4.3127059812485519e-01	-1.2102747623998875e-01	-2.0564321506930006e-01	-5.3963839847926931e-01	7.9451785521174031e-02	6.6410189713269868e-02	1.3044162572325899e-01	1.7821209355454301e-01	1.8986384467393128e-01	8.6736611235421882e-02	8.7901403722769472e-02	2.9440847379600699e-01	1.6912156293737060e-01	3.1324210341424769e-01	1.9748732833421431e-01	1.2785963006238391e-01	2.9851409526568071e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-7.9328541139009934e-01	-2.4087464624413749e-01	-9.8924920077012701e-01	-3.4770326581824035e-01	-5.2382988223092175e-01	-4.3771670151349568e-01	-1.2269393406053337e-01	-2.1086989161368636e-01	-5.4369556813219111e-01	7.9841047945435770e-02	6.6737613663614428e-02	1.3109225838691815e-01	1.7908333023958747e-01	1.9079405627227802e-01	8.7161725180272098e-02	8.8328833521102018e-02	2.9583224984070894e-01	1.6994450913165438e-01	3.1476524189631189e-01	1.9843933140622694e-01	1.2848479847869296e-01	2.9778174646025160e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-7.9773084871776256e-01	-2.4439813660700302e-01	-9.9527026185109801e-01	-3.5155181176771155e-01	-5.2894219847566248e-01	-4.4420926327390575e-01	-1.2439588260325074e-01	-2.1613435344619347e-01	-5.4774844452805760e-01	8.0228447605944150e-02	6.7064352370408295e-02	1.3174472193734954e-01	1.7994951692394551e-01	1.9171982094712597e-01	8.7584822569499995e-02	8.8752809019534390e-02	2.9724111688275845e-01	1.7076092804831083e-01	3.1627612731535121e-01	1.9938002006608679e-01	1.2910633430996868e-01	2.9705649444715863e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-8.0218383778626035e-01	-2.4796556866109359e-01	-1.0012590737645564e+00	-3.5543128120117556e-01	-5.3405494974873757e-01	-4.5074613598437052e-01	-1.2613359906370139e-01	-2.2143303291523689e-01	-5.5179517971010139e-01	8.0613846034267925e-02	6.7390317144772879e-02	1.3239893626022350e-01	1.8081027515888110e-01	1.9264081055948812e-01	8.8005723034794162e-02	8.9173121291334714e-02	2.9863425387346298e-01	1.7157034532590543e-01	3.1777405689873661e-01	2.0030879454793299e-01	1.2972393607431915e-01	2.9633835928596510e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-8.0664371752235242e-01	-2.5157691385656938e-01	-1.0072129878475202e+00	-3.5934104939679201e-01	-5.3916518038196581e-01	-4.5732504992189271e-01	-1.2790732179028894e-01	-2.2676219017680391e-01	-5.5583383633385686e-01	8.0997101347063963e-02	6.7715416861095376e-02	1.3305481763711446e-01	1.8166521760525689e-01	1.9355668929041742e-01	8.8424241342429363e-02	8.9589557662104177e-02	3.0001082376609428e-01	1.7237227416128262e-01	3.1925831540620281e-01	2.0122504483891060e-01	1.3033729385179699e-01	2.9562736042394704e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-8.1110980417301026e-01	-2.5523211288842101e-01	-1.0131292996453229e+00	-3.6328043964055551e-01	-5.4426980248995860e-01	-4.6394361098551956e-01	-1.2971724789069719e-01	-2.3211791419867059e-01	-5.5986238595137616e-01	8.1378068231915443e-02	6.8039557932796327e-02	1.3371227867703489e-01	1.8251394817388353e-01	1.9446711373099967e-01	8.8840187433244594e-02	9.0001901808859128e-02	3.0136997402414994e-01	1.7316621547140132e-01	3.2072817557734196e-01	2.0212815104488122e-01	1.3094608933688481e-01	2.9492351668894377e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-8.1558139084621339e-01	-2.5893107446236036e-01	-1.0190052497795268e+00	-3.6724872138847342e-01	-5.4936559531645424e-01	-4.7059929880070128e-01	-1.3156353083795316e-01	-2.3749612432950173e-01	-5.6387870750128022e-01	8.1756597937717362e-02	6.8362644290242025e-02	1.3437122825168732e-01	1.8335606219606371e-01	1.9537173299748961e-01	8.9253366477257998e-02	9.0409933870346820e-02	3.0271083720230124e-01	1.7395165809824326e-01	3.2218289863744576e-01	2.0301748379611734e-01	1.3154999591649183e-01	2.9422684628269749e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-8.2005774705603607e-01	-2.6267367406058068e-01	-1.0248380249575586e+00	-3.7124510844450037e-01	-5.5444920498752925e-01	-4.7728946502442904e-01	-1.3344627808582016e-01	-2.4289257245889645e-01	-5.6788058602796820e-01	8.2132538269923477e-02	6.8684577360972998e-02	1.3503157143488645e-01	1.8419114662582098e-01	1.9627018887291042e-01	8.9663578943713018e-02	9.0813430568955744e-02	3.0403253160294541e-01	1.7472807905909285e-01	3.2362173486398915e-01	2.0389240469437150e-01	1.3214867877502751e-01	2.9353736677470259e+00
