# Parameters
$ K = 1
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-4.2553636113616511e-01	-5.1147156898918955e-01	-7.0534130307370391e-01	-5.3919390164423886e-01	-4.2628574998907598e-01	-6.2179359479717844e-01	-5.3119327567325270e-01	-2.8270218312703976e-01	-9.3944867373768315e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.2766203129731895e-01	-5.1401991143532622e-01	-7.0885874355837308e-01	-5.4188949687546129e-01	-4.2840823861190874e-01	-6.2488199992268467e-01	-5.3384226048965966e-01	-2.8410786066716071e-01	-9.4411424447428027e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.2978338420170126e-01	-5.1654960832662933e-01	-7.1235692935682293e-01	-5.4458405768559726e-01	-4.3051227837809219e-01	-6.2792815478696662e-01	-5.3647673784185546e-01	-2.8549741951646590e-01	-9.4871474723614935e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.3189997346918180e-01	-5.1905973105485892e-01	-7.1583476706831306e-01	-5.4727714908726277e-01	-4.3259701144680446e-01	-6.3093036998830831e-01	-5.3909588409269626e-01	-2.8687017947101090e-01	-9.5324759461849440e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.3401134555270093e-01	-5.2154934285312526e-01	-7.1929115110037134e-01	-5.4996832786070582e-01	-4.3466157390370375e-01	-6.3388695423938646e-01	-5.4169886642401288e-01	-2.8822545778849568e-01	-9.5771019713660488e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.3611703983483546e-01	-5.2401749940823417e-01	-7.2272496422661370e-01	-5.5265714258050902e-01	-4.3670509642033567e-01	-6.3679621631779326e-01	-5.4428484325697823e-01	-2.8956256985828893e-01	-9.6209996626552174e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.3821658873369906e-01	-5.2646324950084478e-01	-7.2613507817461942e-01	-5.5534313364957133e-01	-4.3872670494041277e-01	-6.3965646707248192e-01	-5.4685296469511624e-01	-2.9088082989385305e-01	-9.6641431756522755e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.4030951781836325e-01	-5.2888563567320757e-01	-7.2952035424392536e-01	-5.5802583334058853e-01	-4.4072552139251914e-01	-6.4246602148296927e-01	-5.4940237299000416e-01	-2.9217955164674786e-01	-9.7065067388629944e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.4239534593397872e-01	-5.3128369492417860e-01	-7.3287964395413741e-01	-5.6070476584524576e-01	-4.4270066442870148e-01	-6.4522320076784889e-01	-5.5193220302966328e-01	-2.9345804914129647e-01	-9.7480646865050435e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.4447358533676790e-01	-5.3365645943112305e-01	-7.3621178972309331e-01	-5.6337944733133150e-01	-4.4465125018832052e-01	-6.4792633453886506e-01	-5.5444158284958933e-01	-2.9471563742889589e-01	-9.7887914920035524e-01	0
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-4.4654374183904438e-01	-5.3600295729824099e-01	-7.3951562557493900e-01	-5.6604938600798238e-01	-4.4657639308644520e-01	-6.5057376299651193e-01	-5.5692963416631647e-01	-2.9595163336086194e-01	-9.8286618021119343e-01	0
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-4.4860531496441053e-01	-5.3832221333076291e-01	-7.4278997787790624e-01	-5.6871408219926012e-01	-4.4847520662597867e-01	-6.5316383916283771e-01	-5.5939547293335856e-01	-2.9716535637859470e-01	-9.8676504715893065e-01	0
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-4.5065779811326401e-01	-5.4061324983438430e-01	-7.4603366611151445e-01	-5.7137302842626148e-01	-4.5034680423261558e-01	-6.5569493114686628e-01	-5.6183820991931366e-01	-2.9835612931976280e-01	-9.9057325983614519e-01	0
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-4.5270067873874015e-01	-5.4287508743921253e-01	-7.4924550366282894e-01	-5.7402570949795151e-01	-4.5219030011162853e-01	-6.5816542443776838e-01	-5.6425695130785947e-01	-2.9952327923910221e-01	-9.9428835590882825e-01	0
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-4.5473343853319520e-01	-5.4510674594742037e-01	-7.5242429865134330e-01	-5.7667160261091022e-01	-4.5400481012539906e-01	-6.6057372422067617e-01	-5.6665079931930684e-01	-3.0066613824233823e-01	-9.9790790450567135e-01	0
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-4.5675555362532522e-01	-5.4730724520370655e-01	-7.5556885478196001e-01	-5.7931017745817093e-01	-4.5578945269050070e-01	-6.6291825770978408e-01	-5.6901885285332243e-01	-3.0178404433164602e-01	-1.0014295098314263e+00	0
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-4.5876649478800025e-01	-5.4947560598757705e-01	-7.5867797222547306e-01	-5.8194089634732549e-01	-4.5754334969306176e-01	-6.6519747649315464e-01	-5.7136020815236543e-01	-3.0287634226098042e-01	-1.0048508147955211e+00	0
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-4.6076572765687190e-01	-5.5161085092637419e-01	-7.6175044852585971e-01	-5.8456321432806058e-01	-4.5926562742103133e-01	-6.6740985888344695e-01	-5.7367395948531763e-01	-3.0394238439951943e-01	-1.0081695046467889e+00	0
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-4.6275271295980419e-01	-5.5371200542788646e-01	-7.6478507953361774e-01	-5.8717657932928302e-01	-4.6095541751189140e-01	-6.6955391226858618e-01	-5.7595919985073052e-01	-3.0498153160138997e-01	-1.0113833106048997e+00	0
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-4.6472690675714962e-01	-5.5577809863128724e-01	-7.6778066036428416e-01	-5.8978043230598354e-01	-4.6261185791426029e-01	-6.7162817545622866e-01	-5.7821502169903838e-01	-3.0599315407976702e-01	-1.0144900134788113e+00	0
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-4.6668776069288226e-01	-5.5780816437506631e-01	-7.7073598638119323e-01	-5.9237420739597035e-01	-4.6423409386175268e-01	-6.7363122100573269e-01	-5.8044051767302896e-01	-3.0697663228337074e-01	-1.0174874472623503e+00	0
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-4.6863472225657316e-01	-5.5980124218052352e-01	-7.7364985420144949e-01	-5.9495733208661183e-01	-4.6582127885737401e-01	-6.7556165754121811e-01	-5.8263478136579339e-01	-3.0793135777332187e-01	-1.0203735026968537e+00	0
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-4.7056723505617909e-01	-5.6175637824931912e-01	-7.7652106272398091e-01	-5.9752922739169190e-01	-4.6737257566664842e-01	-6.7741813203920165e-01	-5.8479690809530882e-01	-3.0885673409825742e-01	-1.0231461307906649e+00	0
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-4.7248473910159022e-01	-5.6367262647348915e-01	-7.7934841417848699e-01	-6.0008930803848992e-01	-4.6888715731760311e-01	-6.7919933208423044e-01	-5.8692599569475079e-01	-3.0975217766556362e-01	-1.0258033462851759e+00	0
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-4.7438667109886373e-01	-5.6554904945625273e-01	-7.8213071519397304e-01	-6.0263698266517507e-01	-4.7036420810565938e-01	-6.8090398808588315e-01	-5.8902114531755778e-01	-3.1061711860653490e-01	-1.0283432310570693e+00	0
6.2500000000000000e-02	9.3750000000000000e-01	6.2500000000000000e-02	-4.7627246475504414e-01	-5.6738471954186820e-01	-7.8486677788550518e-01	-6.0517165402859330e-01	-4.7180292460141393e-01	-6.8253087545050584e-01	-5.9108146225620972e-01	-3.1145100163323713e-01	-1.0307639374463999e+00	0
6.5000000000000002e-02	9.3500000000000005e-01	6.5000000000000002e-02	-4.7814155109345619e-01	-5.6917871985271695e-01	-7.8755542095771380e-01	-6.0769271922250867e-01	-4.7320251665923241e-01	-6.8407881670105708e-01	-5.9310605677362072e-01	-3.1225328688482651e-01	-1.0330636915002069e+00	0
6.7500000000000004e-02	9.3250000000000000e-01	6.7500000000000004e-02	-4.7999335877931931e-01	-5.7093014533172659e-01	-7.9019547082351427e-01	-6.1019956990635393e-01	-4.7456220842452101e-01	-6.8554668353849324e-01	-5.9509404494598117e-01	-3.1302345076105675e-01	-1.0352407961214325e+00	0
7.0000000000000007e-02	9.2999999999999994e-01	7.0000000000000007e-02	-4.8182731445552485e-01	-5.7263810378818203e-01	-7.9278576273640722e-01	-6.1269159254451822e-01	-4.7588123933749094e-01	-6.8693339883819327e-01	-5.9704454951582353e-01	-3.1376098674069952e-01	-1.0372936341130738e+00	0
7.2499999999999995e-02	9.2749999999999999e-01	7.2499999999999995e-02	-4.8364284308837863e-01	-5.7430171694491283e-01	-7.9532514193466686e-01	-6.1516816865619595e-01	-4.7715886513119149e-01	-6.8823793857504312e-01	-5.9895670075403251e-01	-3.1446540618260549e-01	-1.0392206711076830e+00	0
7.4999999999999997e-02	9.2500000000000004e-01	7.4999999999999997e-02	-4.8543936832309709e-01	-5.7592012148478933e-01	-7.9781246479563195e-01	-6.1762867507579089e-01	-4.7839435882154419e-01	-6.8945933367093348e-01	-6.0082963732945616e-01	-3.1513623910713984e-01	-1.0410204583725684e+00	0
7.7499999999999999e-02	9.2249999999999999e-01	7.7499999999999999e-02	-4.8721631284881001e-01	-5.7749247009441385e-01	-8.0024659999825642e-01	-6.2007248422386940e-01	-4.7958701168709106e-01	-6.9059667175860073e-01	-6.0266250718472569e-01	-3.1577303495575199e-01	-1.0426916354813469e+00	0
8.0000000000000002e-02	9.2000000000000004e-01	8.0000000000000002e-02	-4.8897309877280959e-01	-5.7901793250284683e-01	-8.0262642969199494e-01	-6.2249896438861707e-01	-4.8073613423613959e-01	-6.9164909885594617e-01	-6.0445446841683725e-01	-3.1637536332646288e-01	-1.0442329328428359e+00	0
8.2500000000000004e-02	9.1749999999999998e-01	8.2500000000000004e-02	-4.9070914800374554e-01	-5.8049569651317667e-01	-8.0495085067004735e-01	-6.2490748001775787e-01	-4.8184105715898279e-01	-6.9261582094520435e-01	-6.0620469016100476e-01	-3.1694281468309959e-01	-1.0456431740786585e+00	0
8.5000000000000006e-02	9.1500000000000004e-01	8.5000000000000006e-02	-4.9242388264345571e-01	-5.8192496902470470e-01	-8.0721877554491384e-01	-6.2729739202085433e-01	-4.8290113226286119e-01	-6.9349610545159146e-01	-6.0791235347624006e-01	-3.1747500103615128e-01	-1.0469212782413746e+00	0
8.7499999999999994e-02	9.1249999999999998e-01	8.7499999999999994e-02	-4.9411672538708046e-01	-5.8330497704350370e-01	-8.0942913392416893e-01	-6.2966805808190474e-01	-4.8391573338734351e-01	-6.9428928261636591e-01	-6.0957665223108426e-01	-3.1797155659318616e-01	-1.0480662618654257e+00	0
8.9999999999999997e-02	9.1000000000000003e-01	8.9999999999999997e-02	-4.9578709993109271e-01	-5.8463496867908038e-01	-8.1158087358429964e-01	-6.3201883298212091e-01	-4.8488425729781076e-01	-6.9499474675954775e-01	-6.1119679398786675e-01	-3.1843213837683221e-01	-1.0490772408437024e+00	0
9.2499999999999999e-02	9.0749999999999997e-01	9.2499999999999999e-02	-4.9743443138884980e-01	-5.8591421412487699e-01	-8.1367296164042135e-01	-6.3434906893275866e-01	-4.8580612455475497e-01	-6.9561195742789306e-01	-6.1277200088384409e-01	-3.1885642680841197e-01	-1.0499534321231085e+00	0
9.5000000000000001e-02	9.0500000000000003e-01	9.5000000000000001e-02	-4.9905814671324134e-01	-5.8714200662033789e-01	-8.1570438570963399e-01	-6.3665811591784371e-01	-4.8668078035662993e-01	-6.9614044042409617e-01	-6.1430151050753312e-01	-3.1924412625540100e-01	-1.0506941552130964e+00	0
9.7500000000000003e-02	9.0249999999999997e-01	9.7500000000000003e-02	-5.0065767512598647e-01	-5.8831766339227909e-01	-8.1767415506575725e-01	-6.3894532204662269e-01	-4.8750769535403654e-01	-6.9657978871357884e-01	-6.1578457676853460e-01	-3.1959496554098588e-01	-1.0512988335017672e+00	0
1.0000000000000001e-01	9.0000000000000002e-01	1.0000000000000001e-01	-5.0223244855310845e-01	-5.8944052657331159e-01	-8.1958130178315258e-01	-6.4121003391553877e-01	-4.8828636643306850e-01	-6.9692966320564442e-01	-6.1722047075911757e-01	-3.1990869841409836e-01	-1.0517669953748148e+00	0
1.0249999999999999e-01	8.9749999999999996e-01	1.0249999999999999e-01	-5.0378190206608886e-01	-5.9050996409509671e-01	-8.2142488186731633e-01	-6.4345159697951659e-01	-4.8901631746570856e-01	-6.9718979340621134e-01	-6.1860848160582715e-01	-3.2018510397841915e-01	-1.0520982751332659e+00	0
1.0500000000000000e-01	8.9500000000000002e-01	1.0500000000000000e-01	-5.0530547432817863e-01	-5.9152537055424192e-01	-8.2320397636993048e-01	-6.4566935593231511e-01	-4.8969710002522593e-01	-6.9735997793978355e-01	-6.1994791730935883e-01	-3.2042398707896691e-01	-1.0522924137066925e+00	0
1.0750000000000000e-01	8.9249999999999996e-01	1.0750000000000000e-01	-5.0680260804532151e-01	-5.9248616804868415e-01	-8.2491769248602342e-01	-6.4786265509568330e-01	-4.9032829406460765e-01	-6.9744008493878018e-01	-6.2123810557094938e-01	-3.2062517864501527e-01	-1.0523492591593020e+00	0
1.1000000000000000e-01	8.9000000000000001e-01	1.1000000000000000e-01	-5.0827275042112363e-01	-5.9339180698246374e-01	-8.2656516463092988e-01	-6.5003083881703416e-01	-4.9090950855613547e-01	-6.9743005229882626e-01	-6.2247839460352472e-01	-3.2078853598822199e-01	-1.0522687669870647e+00	0
1.1250000000000000e-01	8.8749999999999996e-01	1.1250000000000000e-01	-5.0971535361527531e-01	-5.9424176683683960e-01	-8.2814555549471824e-01	-6.5217325187532860e-01	-4.9144038209031704e-01	-6.9732988779907690e-01	-6.2366815392586028e-01	-3.2091394305498877e-01	-1.0520510002047898e+00	0
1.1500000000000000e-01	8.8500000000000001e-01	1.1500000000000000e-01	-5.1112987520481590e-01	-5.9503555690576904e-01	-8.2965805707178386e-01	-6.5428923989483567e-01	-4.9192058343247619e-01	-6.9713966908714053e-01	-6.2480677513801586e-01	-3.2100131063222215e-01	-1.0516961292228355e+00	0
1.1749999999999999e-01	8.8250000000000006e-01	1.1749999999999999e-01	-5.1251577864761111e-01	-5.9577271699384693e-01	-8.3110189166333370e-01	-6.5637814976641728e-01	-4.9234981203542055e-01	-6.9685954352866120e-01	-6.2589367267633089e-01	-3.2105057650581686e-01	-1.0512044315139040e+00	0
1.2000000000000000e-01	8.8000000000000000e-01	1.2000000000000000e-01	-5.1387253374739095e-01	-5.9645281807487704e-01	-8.3247631285050927e-01	-6.5843933007595756e-01	-4.9272779850671455e-01	-6.9648972792209618e-01	-6.2692828454628402e-01	-3.2106170557133479e-01	-1.0505762910711332e+00	0
1.2250000000000000e-01	8.7749999999999995e-01	1.2250000000000000e-01	-5.1519961711968021e-01	-5.9707546290934232e-01	-8.3378060643594210e-01	-6.6047213153953876e-01	-4.9305430502921227e-01	-6.9603050807972322e-01	-6.2791007303155633e-01	-3.2103468989651346e-01	-1.0498121976594608e+00	0
1.2500000000000000e-01	8.7500000000000000e-01	1.2500000000000000e-01	-5.1649651265793584e-01	-5.9764028661913071e-01	-8.3501409135158589e-01	-6.6247590744494256e-01	-4.9332912573363064e-01	-6.9548223827638622e-01	-6.2883852537767038e-01	-3.2096954873539679e-01	-1.0489127458629819e+00	0
1.2750000000000000e-01	8.7250000000000005e-01	1.2750000000000000e-01	-5.1776271199919499e-01	-5.9814695721798417e-01	-8.3617612053071488e-01	-6.6445001409903093e-01	-4.9355208702207864e-01	-6.9484534056796021e-01	-6.2971315444862153e-01	-3.2086632849404012e-01	-1.0478786339317510e+00	0
1.3000000000000000e-01	8.7000000000000000e-01	1.3000000000000000e-01	-5.1899771498851210e-01	-5.9859517609623580e-01	-8.3726608174205019e-01	-6.6639381128054342e-01	-4.9372304784159460e-01	-6.9412030398197444e-01	-6.3053349935496017e-01	-3.2072510264790349e-01	-1.0467106624321849e+00	0
1.3250000000000001e-01	8.6749999999999994e-01	1.3250000000000001e-01	-5.2020103014146701e-01	-5.9898467845852865e-01	-8.3828339838404298e-01	-6.6830666269782124e-01	-4.9384189990689109e-01	-6.9330768358328354e-01	-6.3129912605184468e-01	-3.2054597161120868e-01	-1.0454097327059273e+00	0
1.3500000000000001e-01	8.6499999999999999e-01	1.3500000000000001e-01	-5.2137217510400169e-01	-5.9931523371332240e-01	-8.3922753023742058e-01	-6.7018793645095454e-01	-4.9390856787165033e-01	-6.9240809941809967e-01	-6.3200962790563686e-01	-3.2032906255869176e-01	-1.0439768451426654e+00	0
1.3750000000000001e-01	8.6250000000000004e-01	1.3750000000000001e-01	-5.2251067710884380e-01	-5.9958664581312260e-01	-8.4009797417418830e-01	-6.7203700549782441e-01	-4.9392300944786627e-01	-6.9142223534011604e-01	-6.3266462622767938e-01	-3.2007452920034224e-01	-1.0424130972730499e+00	0
1.4000000000000001e-01	8.5999999999999999e-01	1.4000000000000001e-01	-5.2361607342775873e-01	-5.9979875354449930e-01	-8.4089426482136831e-01	-6.7385324812349090e-01	-4.9388521547287889e-01	-6.9035083772283323e-01	-6.3326377077396090e-01	-3.1978255150987100e-01	-1.0407196816884343e+00	0
1.4249999999999999e-01	8.5750000000000004e-01	1.4249999999999999e-01	-5.2468791181887886e-01	-5.9995143076709379e-01	-8.4161597517786013e-01	-6.7563604841236569e-01	-4.9379520992390391e-01	-6.8919471406257382e-01	-6.3380674020945260e-01	-3.1945333540779941e-01	-1.0388978837947209e+00	0
1.4499999999999999e-01	8.5499999999999998e-01	1.4499999999999999e-01	-5.2572575096834240e-01	-6.0004458660095894e-01	-8.4226271718291046e-01	-6.7738479672258534e-01	-4.9365304988001513e-01	-6.8795473147701103e-01	-6.3429324253597730e-01	-3.1908711240020915e-01	-1.0369490794081095e+00	0
1.4749999999999999e-01	8.5250000000000004e-01	1.4749999999999999e-01	-5.2672916092547983e-01	-6.0007816556170579e-01	-8.4283414223478315e-01	-6.7909889016198399e-01	-4.9345882543168995e-01	-6.8663181510434668e-01	-6.3472301548255161e-01	-3.1868413917432670e-01	-1.0348747322010134e+00	0
1.4999999999999999e-01	8.4999999999999998e-01	1.4999999999999999e-01	-5.2769772353078903e-01	-6.0005214764309001e-01	-8.4332994165835340e-01	-6.8077773306505340e-01	-4.9321265953818849e-01	-6.8522694640857174e-01	-6.3509582685723831e-01	-3.1824469715225556e-01	-1.0326763910068426e+00	0
1.5250000000000000e-01	8.4750000000000003e-01	1.5250000000000000e-01	-5.2863103283593249e-01	-5.9996654834680252e-01	-8.4374984712045031e-01	-6.8242073747025567e-01	-4.9291470783318347e-01	-6.8374116139648689e-01	-6.3541147485962579e-01	-3.1776909200428988e-01	-1.0303556869927237e+00	0
1.5500000000000000e-01	8.4499999999999997e-01	1.5500000000000000e-01	-5.2952869551500470e-01	-5.9982141865938610e-01	-8.4409363099191537e-01	-6.8402732359705098e-01	-4.9256515837921849e-01	-6.8217554875240616e-01	-6.3566978835315902e-01	-3.1725765312336784e-01	-1.0279143307095635e+00	0
1.5750000000000000e-01	8.4250000000000003e-01	1.5750000000000000e-01	-5.3039033126631863e-01	-5.9961684497633738e-01	-8.4436110665546782e-01	-6.8559692032197872e-01	-4.9216423137171134e-01	-6.8053124789664654e-01	-6.3587062709663145e-01	-3.1671073306232927e-01	-1.0253541090291476e+00	0
1.6000000000000000e-01	8.3999999999999997e-01	1.6000000000000000e-01	-5.3121557320397483e-01	-5.9935294897361180e-01	-8.4455212875859342e-01	-6.8712896565312587e-01	-4.9171217879337420e-01	-6.7880944697408785e-01	-6.3601388193426101e-01	-3.1612870693574974e-01	-1.0226768819781922e+00	0
1.6250000000000001e-01	8.3750000000000002e-01	1.6250000000000001e-01	-5.3200406823847457e-01	-5.9902988742687824e-01	-8.4466659341082828e-01	-6.8862290720230768e-01	-4.9120928402005537e-01	-6.7701138077920942e-01	-6.3609947494386365e-01	-3.1551197178821117e-01	-1.0198845794794555e+00	0
1.6500000000000001e-01	8.3499999999999996e-01	1.6500000000000001e-01	-5.3275547744567076e-01	-5.9864785197903592e-01	-8.4470443832493269e-01	-6.9007820265427267e-01	-4.9065586137915262e-01	-6.7513832862412393e-01	-6.3612735954275512e-01	-3.1486094593096176e-01	-1.0169791980101506e+00	0
