# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-3.0695651713073163e-01	-2.8101872420542806e-01	-5.3210744135187682e-01	-5.8717263574211220e-01	-7.7108700564478483e-01	-4.2287058569915070e-01	-6.4481092347012914e-01	-4.3333300564428479e-01	-2.5052671916590608e-01	2.6557491554376114e-02	-5.9853161911031669e-02	-4.3594057798278088e-02	1.2455067086302277e-01	2.5100693891763481e-01	-2.6588095109567285e-02	-1.6495633138222937e-01	8.5384989595974042e-02	-1.2021815603469047e-01	1.9220741173900419e-01	-1.2131960060887545e-01	-1.2222803416561148e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.0848158121895558e-01	-2.8084891691243075e-01	-5.3355106039217315e-01	-5.9105517514440131e-01	-7.7558041478627970e-01	-4.2264161567985059e-01	-6.4905873663639302e-01	-4.3891448068147587e-01	-2.5217931735125915e-01	2.6690364690558282e-02	-6.0153006215722310e-02	-4.3811295033682987e-02	1.2517163079736751e-01	2.5225904847037078e-01	-2.6720889897644550e-02	-1.6578159880663823e-01	8.5810087872797175e-02	-1.2081786457640173e-01	1.9316788161071158e-01	-1.2192577621936730e-01	-1.2283948800088161e-01	2.9925227832661179e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.1001756316062856e-01	-2.8065817819508526e-01	-5.3497333536064517e-01	-5.9495107904958022e-01	-7.8006863302753326e-01	-4.2236730846328496e-01	-6.5329819946297685e-01	-4.4450903727208813e-01	-2.5385111142898548e-01	2.6823396463402933e-02	-6.0454005343003700e-02	-4.4027006021340055e-02	1.2578885848964003e-01	2.5350499687324979e-01	-2.6853373729928881e-02	-1.6660780224008634e-01	8.6231385667750682e-02	-1.2141469307756936e-01	1.9412704540770903e-01	-1.2253106330603558e-01	-1.2345153797625243e-01	2.9850913278025950e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.1156456002285571e-01	-2.8044637210921641e-01	-5.3637390437310672e-01	-5.9885984235154854e-01	-7.8455047919340393e-01	-4.2204720799940215e-01	-6.5752774581207452e-01	-4.5011427351689476e-01	-2.5554216265975932e-01	2.6956567385587719e-02	-6.0756155942708792e-02	-4.4241099327765328e-02	1.2640213300914055e-01	2.5474431122789826e-01	-2.6985516778207447e-02	-1.6743488834748835e-01	8.6648658792383912e-02	-1.2200846617620525e-01	1.9508464031311215e-01	-1.2313539650109077e-01	-1.2406413688686474e-01	2.9777059259511365e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.1312266869802058e-01	-2.8021336886056908e-01	-5.3775240793471857e-01	-6.0278094228748624e-01	-7.8902473997509970e-01	-4.2168087407379085e-01	-6.6174576337761759e-01	-4.5572770521548561e-01	-2.5725251102158703e-01	2.7089857422660336e-02	-6.1059454529588018e-02	-4.4453481910410785e-02	1.2701122969643097e-01	2.5597651003367700e-01	-2.7117288604433444e-02	-1.6826280375287431e-01	8.7061678468201162e-02	-1.2259900585351892e-01	1.9604039651310448e-01	-1.2373871078974565e-01	-1.2467723696423880e-01	2.9703668703344910e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.1469198583566327e-01	-2.7995904499252094e-01	-5.3910848902094488e-01	-6.0671383824061942e-01	-7.9349016975153885e-01	-4.2126788311309465e-01	-6.6595059362893194e-01	-4.6134676616289799e-01	-2.5898217409513419e-01	2.7223245987851166e-02	-6.1363897478646519e-02	-4.4664059146766806e-02	1.2761592022050380e-01	2.5720110345708791e-01	-2.7248658160595539e-02	-1.6909149506519641e-01	8.7470211396846367e-02	-1.2318613147757214e-01	1.9699403723948700e-01	-1.2434094155067797e-01	-1.2529078987446468e-01	2.9630744538163327e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.1627260777190719e-01	-2.7968328357336836e-01	-5.4044179315116259e-01	-6.1065797155334645e-01	-7.9794549045175933e-01	-4.2080782899908692e-01	-6.7014053184188238e-01	-4.6696880861961892e-01	-2.6073114594589825e-01	2.7356711937201687e-02	-6.1669481020207369e-02	-4.4872734866821189e-02	1.2821597264285514e-01	2.5841759363032879e-01	-2.7379593789348834e-02	-1.6992090890410638e-01	8.7874019841733639e-02	-1.2376965985154284e-01	1.9794527882772597e-01	-1.2494202459605021e-01	-1.2590474671629939e-01	2.9558289694604820e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.1786463045642832e-01	-2.7938597438297780e-01	-5.4175196845465434e-01	-6.1461276535139631e-01	-8.0238939146123545e-01	-4.2030032389031424e-01	-6.7431382722277255e-01	-4.7259110396266202e-01	-2.6249939600640593e-01	2.7490233565028006e-02	-6.1976201234692441e-02	-4.5079411388966061e-02	1.2881115148868785e-01	2.5962547497982386e-01	-2.7510063225452602e-02	-1.7075099192566967e-01	8.8272861721567758e-02	-1.2434940526675418e-01	1.9889383079119172e-01	-1.2554189621099418e-01	-1.2651905801919014e-01	2.9486307104894771e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.1946814937696649e-01	-2.7906701409861023e-01	-5.4303866572871540e-01	-6.1857762437975605e-01	-8.0682052957498440e-01	-4.1974499905016327e-01	-6.7846868313025011e-01	-4.7821084352523757e-01	-2.6428686796182504e-01	2.7623788599739175e-02	-6.2284054047112736e-02	-4.5283989559438846e-02	1.2940121782547293e-01	2.6082423458549964e-01	-2.7640033598059680e-02	-1.7158169084798300e-01	8.8666490716185251e-02	-1.2492517956062571e-01	1.9983939591226527e-01	-1.2614049319247156e-01	-1.2713367374124221e-01	2.9414799702425078e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.2108325948135658e-01	-2.7872630647971530e-01	-5.4430153848864293e-01	-6.2255193485107529e-01	-8.1123752900038271e-01	-4.1914150568007796e-01	-6.8260325740048355e-01	-4.8382513963231205e-01	-2.6609347864250293e-01	2.7757354200029838e-02	-6.2593035221259266e-02	-4.5486368795376569e-02	1.2998592934908199e-01	2.6201335257151276e-01	-2.7769471433903771e-02	-1.7241295247666974e-01	8.9054656385132755e-02	-1.2549679217969681e-01	2.0078167035096589e-01	-1.2673775288741898e-01	-1.2774854326715676e-01	2.9343770421327160e+00
