# Parameters
$ K = 4
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-3.1693992898327894e-01	-7.4568501990162628e-01	-5.8369667872600572e-01	-5.4244133978158071e-01	-4.6440789241567698e-01	-3.0088456266182378e-01	-4.2119719249536874e-01	-4.6316364325137610e-01	-7.2452842227441783e-01	2.8096479484984734e-02	4.5842220824796914e-02	8.0917364098344005e-02	9.3886724281224257e-02	1.6906255454760946e-01	5.9570719337173492e-02	7.9518438110616707e-02	4.7307158836913103e-02	5.0103002376070120e-02	1.0743745177978808e-01	2.7360505536767399e-01	2.2116205158147795e-01	2.2820995703575249e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.1970978976475023e-01	-7.5153272462534881e-01	-5.9001478013307573e-01	-5.4722860578239318e-01	-4.6990280827425268e-01	-3.1058036193796290e-01	-4.2622853005720701e-01	-4.6956660335515626e-01	-7.3094474056640213e-01	2.8237098654026054e-02	4.6071181058246848e-02	8.1321941801573885e-02	9.4356123495945188e-02	1.6990794064263248e-01	5.9868137017671963e-02	7.9914552539558523e-02	4.7544126631652042e-02	5.0353846419383300e-02	1.0797308935529258e-01	2.7497067675259695e-01	2.2226451236955955e-01	2.2764106300711533e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.2251321464557220e-01	-7.5742922667864798e-01	-5.9643634122674727e-01	-5.5207208380813622e-01	-4.7548683543053460e-01	-3.2043046382417995e-01	-4.3133307431240442e-01	-4.7605774484949148e-01	-7.3744946119730104e-01	2.8377972211168091e-02	4.6299586596086753e-02	8.1726419593419822e-02	9.4825355429699179e-02	1.7075328992769864e-01	6.0164594849803882e-02	8.0307552943398017e-02	4.7781911044390585e-02	5.0605281135567413e-02	1.0850542474842108e-01	2.7633102308710755e-01	2.2335983698824272e-01	2.2707541087852561e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.2535062155059058e-01	-7.6337467142438642e-01	-6.0296232330355348e-01	-5.5697242716934259e-01	-4.8116119197062740e-01	-3.3043499509963964e-01	-4.3651165252425966e-01	-4.8263789411993413e-01	-7.4404334545947926e-01	2.8519070337554932e-02	4.6527355810626801e-02	8.2130670640859854e-02	9.5294266965863683e-02	1.7159831733345923e-01	6.0459956444148297e-02	8.0697194515493217e-02	4.8020437128553146e-02	5.0857199477547493e-02	1.0903414375903792e-01	2.7768536786131021e-01	2.2444734731952118e-01	2.2651297036516209e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.2822243088020736e-01	-7.6936918390652098e-01	-6.0959360979645427e-01	-5.6193028513418519e-01	-4.8692708377992305e-01	-3.4059395149977606e-01	-4.4176508025113603e-01	-4.8930785267735205e-01	-7.5072708693665724e-01	2.8660361722601974e-02	4.6754404081282182e-02	8.2534562188740446e-02	9.5762697548202283e-02	1.7244272424581511e-01	6.0754079429208775e-02	8.1083222821090400e-02	4.8259624580892037e-02	5.1109486143805866e-02	1.0955891853535953e-01	2.7903294953790403e-01	2.2552633480278805e-01	2.2595371044751298e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.3112906531034125e-01	-7.7541286717635782e-01	-6.1633099971434657e-01	-5.6694630187481476e-01	-4.9278570222667795e-01	-3.5090718970869295e-01	-4.4709415971104910e-01	-4.9606839438311218e-01	-7.5750130568127338e-01	2.8801813508365932e-02	4.6980643713164183e-02	8.2937955349382489e-02	9.6230478901084021e-02	1.7328619804789594e-01	6.1046815246268205e-02	8.1465373518533418e-02	4.8499387492739472e-02	5.1362017190140698e-02	1.1007940713541607e-01	2.8037297045818232e-01	2.2659605951012293e-01	2.2539759935776038e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.3407094957429662e-01	-7.8150580052284546e-01	-6.2317520082094979e-01	-5.7202111534202260e-01	-4.9873822170482957e-01	-3.6137441908282558e-01	-4.5249967804740882e-01	-5.0292026251471655e-01	-7.6436654214802768e-01	2.8943391232443907e-02	4.7205983854837055e-02	8.3340704887570033e-02	9.6697434743086633e-02	1.7412841165496085e-01	6.1338008940529244e-02	8.1843372081273472e-02	4.8739634094043395e-02	5.1614659633598861e-02	1.1059525308736126e-01	2.8170459576060347e-01	2.2765574923276224e-01	2.2484460456579263e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.3704851022548638e-01	-7.8764803760389623e-01	-6.3012682255504249e-01	-5.7715535606491064e-01	-5.0478579703105675e-01	-3.7199519311259194e-01	-4.5798240549172009e-01	-5.0986416666683021e-01	-7.7132325088419218e-01	2.9085058769416455e-02	4.7430330415378558e-02	8.3742659001077260e-02	9.7163380494193013e-02	1.7496902304291276e-01	6.1627498948826506e-02	8.2216933521738339e-02	4.8980266490337751e-02	5.1867271049338234e-02	1.1110608495007913e-01	2.8302695231735775e-01	2.2870459858340450e-01	2.2429469276485894e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.4006217537982675e-01	-7.9383960447587276e-01	-6.3718636869544953e-01	-5.8234964587211291e-01	-5.1092956069120754e-01	-3.8276890063081048e-01	-4.6354309341904626e-01	-5.1690077948288360e-01	-7.7837179397859579e-01	2.9226778270855160e-02	4.7653585980901476e-02	8.4143659096930251e-02	9.7628122976842618e-02	1.7580767477122375e-01	6.1915116884242505e-02	8.2585762118216055e-02	4.9221180392843587e-02	5.2119699161286379e-02	1.1161151587568999e-01	2.8433912769483294e-01	2.2974176811941965e-01	2.2374782985687363e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.4311237443665793e-01	-8.0008049751855881e-01	-6.4435422977584167e-01	-5.8760459653110197e-01	-5.1717061993131197e-01	-3.9369475677893018e-01	-4.6918247229202353e-01	-5.2403073321268290e-01	-7.8551243427256312e-01	2.9368510103922170e-02	4.7875649730709874e-02	8.4543539563628742e-02	9.8091460111149137e-02	1.7664399350117088e-01	6.2200687318007167e-02	8.2949551146025077e-02	4.9462264841950696e-02	5.2371781427585536e-02	1.1211114317571708e-01	2.8564016914438523e-01	2.3076638349247325e-01	2.2320398093738865e+00
