# Parameters
$ K = 1
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-4.4746383424188174e-01	-5.1755389613905378e-01	-3.2235656820102132e-01	-4.5059538997666782e-01	-3.5904656890956393e-01	-5.4638545706687602e-01	-7.1719111983553607e-01	-6.0166441972978446e-01	-6.8697202673685809e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.4970117822653305e-01	-5.2014464157061335e-01	-3.2397246810494418e-01	-4.5284658911998560e-01	-3.6084462953142965e-01	-5.4911661090319297e-01	-7.2077709418779690e-01	-6.0467562364691418e-01	-6.9040413360341613e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.5193834798314259e-01	-5.2274119777584982e-01	-3.2559660504722693e-01	-4.5509393538951337e-01	-3.6264827837890312e-01	-5.5184591244549774e-01	-7.2436274641496401e-01	-6.0769240401281288e-01	-6.9383027903064920e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.5417500273268119e-01	-5.2534334885831546e-01	-3.2722898254227734e-01	-4.5733697723603223e-01	-3.6445741206459786e-01	-5.5457289718002978e-01	-7.2794752905266480e-01	-6.1071447479609220e-01	-6.9724977202294036e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.5641079503876464e-01	-5.2795087327071677e-01	-3.2886960294161210e-01	-4.5957525562775142e-01	-3.6627192397392366e-01	-5.5729709206155786e-01	-7.3153088395482957e-01	-6.1374154292006877e-01	-7.0066191016306223e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.5864537081807627e-01	-5.3056354376000403e-01	-3.3051846740382379e-01	-4.6180830413492047e-01	-3.6809170422111820e-01	-5.6001801555532382e-01	-7.3511224231110650e-01	-6.1677330820681975e-01	-7.0406597974326113e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.6087836935620197e-01	-5.3318112731418688e-01	-3.3217557586408325e-01	-4.6403564902354111e-01	-3.6991663960567706e-01	-5.6273517768713555e-01	-7.3869102467298542e-01	-6.1980946332397158e-01	-7.0746125591031228e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.6310942332904553e-01	-5.3580338511097747e-01	-3.3384092700317874e-01	-4.6625680935838154e-01	-3.7174661356922206e-01	-5.6544808010183345e-01	-7.4226664098890949e-01	-6.2284969373436072e-01	-7.1084700282485058e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.6533815882999940e-01	-5.3843007246837293e-01	-3.3551451821608930e-01	-4.6847129711548341e-01	-3.7358150615286295e-01	-5.6815621613035627e-01	-7.4583849064864616e-01	-6.2589367764871517e-01	-7.1422247383526549e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.6756419540303579e-01	-5.4106093879728434e-01	-3.3719634558009715e-01	-4.7067861730434363e-01	-3.7542119395509538e-01	-5.7085907086562238e-01	-7.4940596253719294e-01	-6.2894108598150111e-01	-7.1758691166644262e-01	0
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-4.6978714608189021e-01	-5.4369572755632334e-01	-3.3888640382243385e-01	-4.7287826809994721e-01	-3.7726555009029011e-01	-5.7355612124744471e-01	-7.5296843509848443e-01	-6.3199158231008812e-01	-7.2093954862361531e-01	0
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-4.7200661743549788e-01	-5.4633417620885993e-01	-3.4058468628746758e-01	-4.7506974098481219e-01	-3.7911444414782319e-01	-5.7624683615668082e-01	-7.5652527640916500e-01	-6.3504482283737906e-01	-7.2427960681157189e-01	0
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-4.7422220961984879e-01	-5.4897601618247116e-01	-3.4229118490342736e-01	-4.7725252090120091e-01	-3.8096774215190149e-01	-5.7893067651882846e-01	-7.6007584426268882e-01	-6.3810045635806434e-01	-7.2760629836945789e-01	0
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-4.7643351643641851e-01	-5.5162097283089062e-01	-3.4400589014867083e-01	-4.7942608641363987e-01	-3.8282530652213875e-01	-5.8160709541725419e-01	-7.6361948626400000e-01	-6.4115812422864971e-01	-7.3091882572137834e-01	0
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-4.7864012539732975e-01	-5.5426876539858461e-01	-3.4572879101749393e-01	-4.8158990988187600e-01	-3.8468699603493839e-01	-5.8427553821624567e-01	-7.6715553993504615e-01	-6.4421746034141902e-01	-7.3421638184300342e-01	0
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-4.8084161779739998e-01	-5.5691910698807257e-01	-3.4745987498548736e-01	-4.8374345764438470e-01	-3.8655266578574093e-01	-5.8693544269406717e-01	-7.7068333283136270e-01	-6.4727809110248669e-01	-7.3749815054434908e-01	0
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-4.8303756879321441e-01	-5.5957170453011507e-01	-3.4919912797444341e-01	-4.8588619021253304e-01	-3.8842216715219419e-01	-5.8958623918618636e-01	-7.7420218266996588e-01	-6.5033963541410189e-01	-7.4076330676888291e-01	0
