# Parameters
$ K = 1
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-5.1301517149825115e-01	-3.8989984564036839e-01	-5.8771063864211659e-01	-3.6840293441114724e-01	-4.0071833527522488e-01	-2.3891177473145941e-01	-3.3005328927145738e-01	-3.1235614750347923e-01	-5.8577292941378933e-01	-4.3112661099784988e-01	-5.7988808252356006e-01	-3.0534949194087579e-01	-1.5753817798559883e-01	-4.3992513575744929e-01	-4.7970436069860595e-01	4.6750563144236798e-02	5.4144797067204639e-02	-9.2047370081619548e-02	2.2910962596263712e-01	6.6842829238786941e-02	1.6934646317291645e-02	5.1834054526231035e-02	6.8555706137905556e-02	1.2072169413841458e-01	-8.2100879241100572e-02	-7.8831685771397805e-02	1.3937428193599738e-01	2.0963190952732969e-02	9.9691984964658989e-02	-5.9733935691110532e-02	-6.7304188359354450e-02	1.5508695528891991e-01	-3.9147308305352319e-02	7.5002385856101569e-02	-9.2450156569176892e-02	5.2783071774480071e-02	3.1836818780291504e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.1558489820339537e-01	-3.9185378785104419e-01	-5.9064503347891362e-01	-3.7023989916067740e-01	-4.0272132325378374e-01	-2.4010134073581968e-01	-3.3169444545999321e-01	-3.1391713535384630e-01	-5.8870006152290910e-01	-4.3325965242819120e-01	-5.8278896052354723e-01	-3.0687832107019880e-01	-1.5832770770220225e-01	-4.4212724914335283e-01	-4.8207717000942291e-01	4.6984307236592644e-02	5.4415842664630530e-02	-9.2507406455380872e-02	2.3025614014492538e-01	6.7177253480571936e-02	1.7019313563006833e-02	5.2093226796677307e-02	6.8898532134851739e-02	1.2132533308173217e-01	-8.2512433047609038e-02	-7.9225723664258493e-02	1.4007080551197523e-01	2.1068197138133665e-02	1.0019047509036418e-01	-6.0033180874139246e-02	-6.7640411482129709e-02	1.5586299721724811e-01	-3.9342987409597137e-02	7.5376273845795649e-02	-9.2911463042828948e-02	5.3046397931190530e-02	3.1995817878881300e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.1816385491919092e-01	-3.9381659802640617e-01	-5.9357065053575186e-01	-3.7206637769837964e-01	-4.0472287830503745e-01	-2.4128060213086033e-01	-3.3331685308085102e-01	-3.1547634880482900e-01	-5.9162336521046521e-01	-4.3534640169211974e-01	-5.8569247976098882e-01	-3.0841124333078668e-01	-1.5912090953393887e-01	-4.4433421644975546e-01	-4.8439729805963022e-01	4.7218010011375482e-02	5.4687517108023394e-02	-9.2966987575199694e-02	2.3140451028182332e-01	6.7512072712721388e-02	1.7103960089212160e-02	5.2352377110769482e-02	6.9241420540060994e-02	1.2192897361727582e-01	-8.2926086476208138e-02	-7.9619476111901843e-02	1.4076654962565885e-01	2.1173580874877966e-02	1.0068897678601488e-01	-6.0333570103713846e-02	-6.7975993278183683e-02	1.5664019996583603e-01	-3.9538529672489768e-02	7.5747831590543990e-02	-9.3370797021703603e-02	5.3308495775510639e-02	3.2154423817603006e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.2075193121418839e-01	-3.9578824773162569e-01	-5.9648679011913608e-01	-3.7388178457113502e-01	-4.0672265724833867e-01	-2.4244907642210509e-01	-3.3491971450947478e-01	-3.1703350102962968e-01	-5.9454228836004963e-01	-4.3738519537012299e-01	-5.8859828359941746e-01	-3.0994815115270297e-01	-1.5991777460171688e-01	-4.4654585206196196e-01	-4.8666286100655398e-01	4.7451635085859860e-02	5.4959798356600184e-02	-9.3426030796289708e-02	2.3255462067902671e-01	6.7847248482549777e-02	1.7188572582990398e-02	5.2611465983977847e-02	6.9584321868290375e-02	1.2253252552402784e-01	-8.3341840553643173e-02	-8.0012875696977029e-02	1.4146138706237654e-01	2.1279337698423034e-02	1.0118741579194403e-01	-6.0635092657692000e-02	-6.8310864355513576e-02	1.5741848218417687e-01	-3.9733901674765905e-02	7.6116934485303517e-02	-9.3828031658387198e-02	5.3569289798418539e-02	3.2312601739539165e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.2334901273802426e-01	-3.9776870659092128e-01	-5.9939274187792624e-01	-3.7568552661677729e-01	-4.0872031040127127e-01	-2.4360627570737589e-01	-3.3650222511649347e-01	-3.1858830003551369e-01	-5.9745626945758756e-01	-4.3937437164566523e-01	-5.9150600774333995e-01	-3.1148893392691734e-01	-1.6071829325065551e-01	-4.4876196584592210e-01	-4.8887197769507784e-01	4.7685145305573350e-02	5.5232663730324656e-02	-9.3884451882169956e-02	2.3370635371466195e-01	6.8182741464735172e-02	1.7273137476782743e-02	5.2870453191994182e-02	6.9927185705686207e-02	1.2313589700416611e-01	-8.3759696069906520e-02	-8.0405853868683652e-02	1.4215518860254764e-01	2.1385463010942921e-02	1.0168571650668919e-01	-6.0937737440213323e-02	-6.8644954186799986e-02	1.5819776103506902e-01	-3.9929069373122336e-02	7.6483456565333272e-02	-9.4283038783343723e-02	5.3828703658347576e-02	3.2470316680500583e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.2595498116378125e-01	-3.9975794225198241e-01	-6.0228778498179714e-01	-3.7747700317785043e-01	-4.1071548159536730e-01	-2.4475170690862000e-01	-3.3806357377585977e-01	-3.2014044869241937e-01	-6.0036473768282461e-01	-4.4131227243077276e-01	-5.9441528021926715e-01	-3.1303347797023168e-01	-1.6152245503311422e-01	-4.5098236312417256e-01	-4.9102277212194095e-01	4.7918502740666301e-02	5.5506089899935225e-02	-9.4342165005656717e-02	2.3485958988021052e-01	6.8518511456632333e-02	1.7357640949012203e-02	5.3129297774135296e-02	7.0269960714429716e-02	1.2373899469923361e-01	-8.4179653574812663e-02	-8.0798340956293013e-02	1.4284782305510810e-01	2.1491952080867224e-02	1.0218380199747734e-01	-6.1241492978385353e-02	-6.8978191123031676e-02	1.5897795221319322e-01	-4.0123998102401075e-02	7.6847270569535747e-02	-9.4735688975881846e-02	5.4086660220065495e-02	3.2627533607622738e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.2856971413063902e-01	-4.0175592035024416e-01	-6.0517118831495365e-01	-3.7925560632971361e-01	-4.1270780819714276e-01	-2.4588487201676079e-01	-3.3960294339692154e-01	-3.2168964476657080e-01	-6.0326711301147817e-01	-4.4319724554713369e-01	-5.9732572136162199e-01	-3.1458166649082475e-01	-1.6233024869152887e-01	-4.5320684465378663e-01	-4.9311337596260835e-01	4.8151668682630586e-02	5.5780052876962256e-02	-9.4799082750987460e-02	2.3601420782432453e-01	6.8854517374015142e-02	1.7442068924886311e-02	5.3387958037402809e-02	7.0612594638145496e-02	1.2434172370797641e-01	-8.4601713374633639e-02	-8.1190266184065635e-02	1.4353915729377650e-01	2.1598800042498711e-02	1.0268159401213346e-01	-6.1546347419090229e-02	-6.9310502408507474e-02	1.5975896996556430e-01	-4.0318652578302652e-02	7.7208248006534183e-02	-9.5185851637706917e-02	5.4343081595139203e-02	3.2784217459027737e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.3119308518691177e-01	-4.0376260447304951e-01	-6.0804221068537911e-01	-3.8102072112317037e-01	-4.1469692113462753e-01	-2.4700526834966458e-01	-3.4111951148033814e-01	-3.2323558095922972e-01	-6.0616280632827535e-01	-4.4502764695885605e-01	-6.0023694380369796e-01	-3.1613337955446486e-01	-1.6314166214104292e-01	-4.5543520660640779e-01	-4.9514193115607474e-01	4.8384603641377422e-02	5.6054528003742728e-02	-9.5255116117106797e-02	2.3717008439954529e-01	6.9190717247265804e-02	1.7526407077381689e-02	5.3646391561214465e-02	7.0955034308080103e-02	1.2494398760586536e-01	-8.5025875528798797e-02	-8.1581557687593453e-02	1.4422905629620900e-01	2.1706001895711816e-02	1.0317901299244345e-01	-6.1852288525916774e-02	-6.9641814197240970e-02	1.6054072711389231e-01	-4.0512996900639912e-02	7.7566259223411677e-02	-9.5633395068929636e-02	5.4597889183928092e-02	3.2940333184478343e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.3382496373346566e-01	-4.0577795612370027e-01	-6.1090010104987369e-01	-3.8277172584178204e-01	-4.1668244492951734e-01	-2.4811238882326977e-01	-3.4261245069769425e-01	-3.2477794495071105e-01	-6.0905121955110753e-01	-4.4680184305271559e-01	-6.0314855247385069e-01	-3.1768849405143984e-01	-1.6395668245195230e-01	-4.5766724055041164e-01	-4.9710659254262735e-01	4.8617267342684428e-02	5.6329489943434945e-02	-9.5710174522142491e-02	2.3832709471193220e-01	6.9527068218028454e-02	1.7610640828411319e-02	5.3904555202819650e-02	7.1297225650058485e-02	1.2554568846631681e-01	-8.5452139846663597e-02	-8.1972142531593864e-02	1.4491738318608571e-01	2.1813552505734853e-02	1.0367597808900619e-01	-6.2159303676222175e-02	-6.9972051570791657e-02	1.6132313507888466e-01	-4.0706994557145833e-02	7.7921173477030606e-02	-9.6078186546390429e-02	5.4851003719043272e-02	3.3095845786945532e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.3646521496763078e-01	-4.0780193468542125e-01	-6.1374409875513369e-01	-3.8450799227400762e-01	-4.1866399773509955e-01	-2.4920572223590579e-01	-3.4408092949459312e-01	-3.2631641944979445e-01	-6.1193174576650178e-01	-4.4851821296139699e-01	-6.0606014459711754e-01	-3.1924688366424209e-01	-1.6477529583194794e-01	-4.5990273343526417e-01	-4.9900553054916086e-01	4.8849618726021178e-02	5.6604912670042404e-02	-9.6164165809100005e-02	2.3948511217360183e-01	6.9863526536346088e-02	1.7694755350176429e-02	5.4162405103412505e-02	7.1639113692221243e-02	1.2614672688362252e-01	-8.5880505884352629e-02	-8.2361946729179153e-02	1.4560399927816883e-01	2.1921446603017546e-02	1.0417240717760134e-01	-6.2467379858327753e-02	-7.0301138557545453e-02	1.6210610390651914e-01	-4.0900608427846666e-02	7.8272859007840534e-02	-9.6520092404146787e-02	5.5102345310203568e-02	3.3250720365003955e-01	0
