# Parameters
$ K = 3
$ N = 12
$ M = 29
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	E
0	1.0000000000000000e+00	0	-9.0948421235392174e-01	-8.3767548397371105e-01	-6.6214611948230284e-01	-4.5125635887200644e-01	-8.9603388481686030e-02	-9.0053469225136251e-01	-4.1665388371952577e-01	-6.0229906373918041e-01	-1.4354793023822723e-01	-2.8257823499402063e-01	-5.1041008801509902e-01	-6.8579753772729468e-01	2.0995011427231985e-01	2.4092242260888674e-01	1.1599736616643685e-01	6.0525650549192803e-02	1.0368905329474769e-01	1.9651297197415474e-01	1.6318066036122089e-01	1.9468683399578379e-01	2.0822020946606079e-01	2.4118639436586836e-01	5.9593718428056282e-02	6.7891803540927859e-02	5.4003916863903940e-02	8.3556928034222502e-02	9.1653965467856757e-02	1.2071728645764879e-01	1.3297987060607466e-01	2.9746221983281149e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-9.1767323025444303e-01	-8.5019531985456887e-01	-6.6866060989963128e-01	-4.5547315419639500e-01	-9.4413184356702817e-02	-9.1019518015191392e-01	-4.2380824453693050e-01	-6.0830843570303739e-01	-1.4493979090540110e-01	-2.8919745462610957e-01	-5.1551722484481577e-01	-6.9133337920356719e-01	2.1099569399838650e-01	2.4211549595893062e-01	1.1657860069307219e-01	6.0827702042094811e-02	1.0420781511964231e-01	1.9748550703430165e-01	1.6399143859449394e-01	1.9565444598638349e-01	2.0925587613844088e-01	2.4239133356935585e-01	5.9891710076521699e-02	6.8230809165467102e-02	5.4274433248918320e-02	8.3974089007202185e-02	9.2110954161458578e-02	1.2132039193481309e-01	1.3364305850627345e-01	2.9672174151595638e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-9.2588017883283469e-01	-8.6277803336919834e-01	-6.7525678745897466e-01	-4.5973779131450637e-01	-9.9318552383596312e-02	-9.1990404577463392e-01	-4.3106900508738832e-01	-6.1437179109603279e-01	-1.4637389064706019e-01	-2.9591491002691706e-01	-5.2068099360025522e-01	-6.9690593774282361e-01	2.1203250042701868e-01	2.4328451589580577e-01	1.1716230872125316e-01	6.1128469681975529e-02	1.0472713501290450e-01	1.9843707284334922e-01	1.6479140100500003e-01	1.9660984881487062e-01	2.1028009360790970e-01	2.4359400475177723e-01	6.0189657283709189e-02	6.8568812099289916e-02	5.4545889499669986e-02	8.4389863037277996e-02	9.2565234566303695e-02	1.2192239660413884e-01	1.3430261698120724e-01	2.9598758950241963e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-9.3410147646421582e-01	-8.7541705844834294e-01	-6.8193454103421691e-01	-4.6405057835355262e-01	-1.0431996955029683e-01	-9.2965710687342451e-01	-4.3843622653001180e-01	-6.2048874368263285e-01	-1.4785129750481185e-01	-3.0272998822386976e-01	-5.2590133135090644e-01	-7.0251470854312037e-01	2.1305987231625312e-01	2.4442799050683078e-01	1.1774845516291012e-01	6.1427750470513472e-02	1.0524689600092911e-01	1.9936627470031795e-01	1.6557967712845267e-01	1.9755217429143559e-01	2.1129196866656683e-01	2.4479397113675921e-01	6.0487418007076819e-02	6.8905663873471745e-02	5.4818200254548935e-02	8.4804033743766577e-02	9.3016582174974383e-02	1.2252308623028116e-01	1.3495822890582662e-01	2.9525972051018066e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-9.4233335465454726e-01	-8.8810548682019774e-01	-6.8869365410611050e-01	-4.6841180441255920e-01	-1.0941783729354973e-01	-9.3944991400829114e-01	-4.4590985930103422e-01	-6.2665885291560308e-01	-1.4937308043142170e-01	-3.0964194211602486e-01	-5.3117810795791953e-01	-7.0815914578641170e-01	2.1407713007195586e-01	2.4554439123802754e-01	1.1833700180506178e-01	6.1725331233103503e-02	1.0576697508730191e-01	2.0027167816349556e-01	1.6635536733808537e-01	1.9848052621449971e-01	2.1229057797934531e-01	2.4599077823154383e-01	6.0784841686739727e-02	6.9241209743196211e-02	5.5091273590287648e-02	8.5216375261214783e-02	9.3464765073741546e-02	1.2312223858956453e-01	1.3560956724813772e-01	2.9453808986469374e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-9.5057185468505767e-01	-9.0083606496096758e-01	-6.9553379892789935e-01	-4.7282173802463734e-01	-1.1461247662673445e-01	-9.4927774464835413e-01	-4.5348973642730989e-01	-6.3288162147466798e-01	-1.5094030743783163e-01	-3.1664988405769645e-01	-5.3651112173033622e-01	-7.1383866101841931e-01	2.1508357590910493e-01	2.4663215405274008e-01	1.1892790715543423e-01	6.2020988410598013e-02	1.0628724306023984e-01	2.0115180990246623e-01	1.6711754303581025e-01	1.9939398040113734e-01	2.1327496804327331e-01	2.4718395344475277e-01	6.1081768953430184e-02	6.9575288533259338e-02	5.5365010748438109e-02	8.5626652000746206e-02	9.3909543815377666e-02	1.2371962330239565e-01	1.3625629493540181e-01	2.9382265149002116e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-9.5881282464509054e-01	-9.1360119197678935e-01	-7.0245453063391727e-01	-4.7728062555215822e-01	-1.1990412316591516e-01	-9.5913559781204782e-01	-4.6117556670295035e-01	-6.3915649274667363e-01	-1.5255404362052921e-01	-3.2375277939298358e-01	-5.4190009495083347e-01	-7.1955262149109211e-01	2.1607849407484189e-01	2.4768968078700029e-01	1.1952112628442428e-01	6.2314487871047569e-02	1.0680756430212053e-01	2.0200515874631433e-01	1.6786524695108074e-01	2.0029158480810916e-01	2.1424415523807161e-01	2.4837300572293627e-01	6.1378031339892156e-02	6.9907732488038013e-02	5.5639305860623899e-02	8.6034618417443781e-02	9.4350671298596964e-02	1.2431500166976826e-01	1.3689806472976651e-01	2.9311335790053104e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-9.6705191689912329e-01	-9.2639291849829020e-01	-7.0945528131187796e-01	-4.8178868951453818e-01	-1.2529292206734288e-01	-9.6901818931375394e-01	-4.6896692774756532e-01	-6.4548284825005542e-01	-1.5421534906755038e-01	-3.3094943996505194e-01	-5.4734466927802106e-01	-7.2530034846914404e-01	2.1706115113720512e-01	2.4871534071105228e-01	1.2011661066365886e-01	6.2605584744013204e-02	1.0732779660201736e-01	2.0283017693907077e-01	1.6859749355451467e-01	2.0117235975060629e-01	2.1519712597547508e-01	2.4955742520898128e-01	6.1673450997168894e-02	7.0238367126806311e-02	5.5914045673562320e-02	8.6440018785101991e-02	9.4787892655072828e-02	1.2490812651463595e-01	1.3753451911438375e-01	2.9241016019322741e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-9.7528458603515844e-01	-9.3920294666987725e-01	-7.1653535406157798e-01	-4.8634612684867456e-01	-1.3077892289141149e-01	-9.7891994768845869e-01	-4.7686325896693443e-01	-6.5186000500700647e-01	-1.5592527664193620e-01	-3.3823851762646795e-01	-5.5284440103380128e-01	-7.3108111550243027e-01	2.1803079634342631e-01	2.4970747230600140e-01	1.2071430800144943e-01	6.2894023280124126e-02	1.0784779097222850e-01	2.0362528161316731e-01	1.6931326959324369e-01	2.0203529822588695e-01	2.1613283695476018e-01	2.5073668292563933e-01	6.1967840417352642e-02	7.0567011105328717e-02	5.6189109274948135e-02	8.6842586979766406e-02	9.5220945145043367e-02	1.2549874202897418e-01	1.3816529019112742e-01	2.9171300804078517e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-9.8350608734293166e-01	-9.5202263131614462e-01	-7.2369391706469943e-01	-4.9095310710236101e-01	-1.3636207440984696e-01	-9.8883501086808778e-01	-4.8486385443957181e-01	-6.5828721286731051e-01	-1.5768486964202083e-01	-3.4561849777939463e-01	-5.5839875638583303e-01	-7.3689414666633546e-01	2.1898666205159906e-01	2.5066438526399265e-01	1.2131416207547151e-01	6.3179536738639686e-02	1.0836739146985670e-01	2.0438885649122668e-01	1.7001153475480468e-01	2.0287936634899309e-01	2.1705021553198448e-01	2.5191023048761896e-01	6.2261002164472758e-02	7.0893476084713303e-02	5.6464367821392698e-02	8.7242046273575694e-02	9.5649558062578438e-02	1.2608658362740993e-01	1.3878999959108398e-01	2.9102184968536742e+00
