# Parameters
$ K = 2
$ N = 12
$ M = 29
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	E
0	1.0000000000000000e+00	0	-7.1386141225067345e-01	-5.3053186852140466e-01	-5.1819150588224261e-01	-2.7193998135333830e-01	-3.5465608792588166e-01	-7.9984868190795588e-01	-3.6471604598197455e-01	-3.5807265818505590e-01	-4.6057790611433275e-01	-2.6215073589076388e-01	-3.5282182853080024e-01	-5.2709928196472178e-01	9.5157028245690847e-02	-1.3472662653775228e-01	1.2915424182954241e-01	1.7683238830525419e-01	1.0527354593951467e-01	5.1888825542620781e-02	-2.4531824109718194e-02	-1.6869320304069138e-01	-1.6871350876179592e-01	-6.2590160034594597e-02	9.8774367020234861e-04	1.8018843102355014e-01	6.9798659185030101e-02	7.2452012655497292e-02	1.5527128220978056e-01	1.0646877494667872e-02	-3.7650349814627670e-02	3.4641016151377548e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-7.1702579849685621e-01	-5.3246836007168230e-01	-5.2116619380927465e-01	-2.7433183466266231e-01	-3.5927857538971292e-01	-8.0364851128736425e-01	-3.6564686631050891e-01	-3.5996709731978710e-01	-4.6366117667825490e-01	-2.6230675193448905e-01	-3.5555056375536576e-01	-5.3017285026930927e-01	9.5631837804907124e-02	-1.3539915423531360e-01	1.2979992156843004e-01	1.7771319747110020e-01	1.0580008079383711e-01	5.2147010833419161e-02	-2.4654371387204752e-02	-1.6953398119909810e-01	-1.6955426778224850e-01	-6.2903262145584338e-02	9.9269551456573533e-04	1.8109033265995797e-01	7.0147747943391292e-02	7.2814693029433913e-02	1.5604811864299259e-01	1.0700190305822060e-02	-3.7838679394554292e-02	3.4554642938022142e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-7.2017537507031737e-01	-5.3439308605119007e-01	-5.2414159494176937e-01	-2.7673863787250164e-01	-3.6392973680982077e-01	-8.0737485630099459e-01	-3.6656038484335535e-01	-3.6186987491791234e-01	-4.6675720610690008e-01	-2.6244157705364435e-01	-3.5829179946118994e-01	-5.3325137955936774e-01	9.6104601307224743e-02	-1.3606936384931381e-01	1.3044531909484675e-01	1.7858706700365240e-01	1.0632690572536059e-01	5.2402608617507195e-02	-2.4776678765472869e-02	-1.7036919623408334e-01	-1.7038921397480036e-01	-6.3216639464257610e-02	9.9767364837465575e-04	1.8199409299251254e-01	7.0496998019269730e-02	7.3178199879708999e-02	1.5682584751491710e-01	1.0753657033069658e-02	-3.8027146442474014e-02	3.4468730427423200e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-7.2330936881135677e-01	-5.3630559141266698e-01	-5.2711714867566528e-01	-2.7916016989015618e-01	-3.6860842982120628e-01	-8.1102510051131116e-01	-3.6745642685323188e-01	-3.6378092819623986e-01	-4.6986561829194234e-01	-2.6255512057479952e-01	-3.6104519864868345e-01	-5.3633440159996526e-01	9.6575174446202464e-02	-1.3673709280893062e-01	1.3109028236063708e-01	1.7945364392589147e-01	1.0685395354457565e-01	5.2655514034422216e-02	-2.4898721618886052e-02	-1.7119856640532413e-01	-1.7121805274461865e-01	-6.3530250199789695e-02	1.0026781242254120e-03	1.8289961993688086e-01	7.0846364430190364e-02	7.3542511807234673e-02	1.5760436558343796e-01	1.0807273165827809e-02	-3.8215723148503113e-02	3.4383281699032566e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-7.2642699632891128e-01	-5.3820541745642381e-01	-5.3009228013673448e-01	-2.8159619683401210e-01	-3.7331345984907843e-01	-8.1459662996647131e-01	-3.6833482807683321e-01	-3.6570019211333848e-01	-4.7298601977951849e-01	-2.6264730597420199e-01	-3.6381040988647795e-01	-5.3942143446616597e-01	9.7043410316055331e-02	-1.3740217624122014e-01	1.3173465511714680e-01	1.8031257304102896e-01	1.0738115582285358e-01	5.2905622164560233e-02	-2.5020474916740625e-02	-1.7202180937668546e-01	-1.7204048849897174e-01	-6.3844051667349036e-02	1.0077089896181890e-03	1.8380681916138805e-01	7.1195801435712719e-02	7.3907607177039022e-02	1.5838356715721894e-01	1.0861034040070421e-02	-3.8404381005849079e-02	3.4298299840574225e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-7.2952746416062442e-01	-5.4009210207774749e-01	-5.3306640007484540e-01	-2.8404647175297004e-01	-3.7804357973145791e-01	-8.1808683642805091e-01	-3.6919543492822332e-01	-3.6762759937547329e-01	-4.7611799941706795e-01	-2.6271807113489537e-01	-3.6658706706589683e-01	-5.4251198239118958e-01	9.7509159444778018e-02	-1.3806444701432982e-01	1.3237827690258389e-01	1.8116349725850264e-01	1.0790844289668937e-01	5.3152828143148395e-02	-2.5141913227311522e-02	-1.7283864252152858e-01	-1.7285622494583003e-01	-6.4158000287556444e-02	1.0127662864545096e-03	1.8471559408753047e-01	7.1545262542785801e-02	7.4273464126167213e-02	1.5916334409220059e-01	1.0914934836019071e-02	-3.8593090805496236e-02	3.4213787947734282e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-7.3260996894746311e-01	-5.4196518002830030e-01	-5.3603890476714044e-01	-2.8651073434780233e-01	-3.8279748941424702e-01	-8.2149312068386215e-01	-3.7003810468980358e-01	-3.6956308044389957e-01	-4.7926112800701309e-01	-2.6276736857912497e-01	-3.6937478916043187e-01	-5.4560553562143344e-01	9.7972269831904046e-02	-1.3872373578407501e-01	1.3302098303473833e-01	1.8200605793230007e-01	1.0843574387286430e-01	5.3397027277269735e-02	-2.5263010722372959e-02	-1.7364878323654154e-01	-1.7366496540114473e-01	-6.4472051586520307e-02	1.0178500505059565e-03	1.8562584589283426e-01	7.1894700511597423e-02	7.4640060571637246e-02	1.5994358579043022e-01	1.0968970575870814e-02	-3.8781822631269405e-02	3.4129749123843829e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-7.3567369762341228e-01	-5.4382418319163328e-01	-5.3900917593063458e-01	-2.8898871069490273e-01	-3.8757383572247606e-01	-8.2481289594049689e-01	-3.7086270567956403e-01	-3.7150656354341610e-01	-4.8241495796832129e-01	-2.6279516567461642e-01	-3.7217317999078026e-01	-5.4870157027885369e-01	9.8432586991059834e-02	-1.3937987104393698e-01	1.3366260460933382e-01	1.8283989521124694e-01	1.0896298663455595e-01	5.3638115165757748e-02	-2.5383741182205509e-02	-1.7445194926358257e-01	-1.7446641310431385e-01	-6.4786160196465672e-02	1.0229603108536914e-03	1.8653747351617075e-01	7.2244067361920697e-02	7.5007374218428985e-02	1.6072417920133122e-01	1.1023136121566374e-02	-3.8970545855295642e-02	3.4046186479554321e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-7.3871782762074756e-01	-5.4566864087286715e-01	-5.4197658064478937e-01	-2.9148011297295062e-01	-3.9237121221137694e-01	-8.2804359128971539e-01	-3.7166911739334801e-01	-3.7345797467212571e-01	-4.8557902300700456e-01	-2.6280144481338630e-01	-3.7498182799603380e-01	-5.5179954823123045e-01	9.8889953997466570e-02	-1.4003267917853504e-01	1.3430296850428747e-01	1.8366464840084312e-01	1.0949009784842664e-01	5.3875987821763172e-02	-2.5504078001100716e-02	-1.7524785901898285e-01	-1.7526027154130217e-01	-6.5100279856972823e-02	1.0280970892984989e-03	1.8745037366562770e-01	7.2593314379964566e-02	7.5375382567485286e-02	1.6150500882552396e-01	1.1077426172602996e-02	-3.9159229133885448e-02	3.3963103132505679e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-7.4174152709142671e-01	-5.4749808010260204e-01	-5.4494047128458167e-01	-2.9398463919299656e-01	-3.9718815910085303e-01	-8.3118265524236001e-01	-3.7245723062093761e-01	-3.7541723761232304e-01	-4.8875283779667938e-01	-2.6278620356177163e-01	-3.7780030601160663e-01	-5.5489891697087146e-01	9.9344211540538296e-02	-1.4068198452061861e-01	1.3494189739014714e-01	1.8447995633618178e-01	1.1001700297271687e-01	5.4110541797777086e-02	-2.5623994193373682e-02	-1.7603623192971088e-01	-1.7604624477483255e-01	-6.5414363416843452e-02	1.0332603997412568e-03	1.8836444082904680e-01	7.2942392125732822e-02	7.5744062923705016e-02	1.6228595672130749e-01	1.1131835263895584e-02	-3.9347840403853647e-02	3.3880502206987022e+00
