# Parameters
$ K = 4
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-2.5861915008588715e-01	-3.4031095257749583e-01	-4.8085123232358395e-01	-3.1345629898193605e-01	-3.6067417162058868e-01	-3.5135872287380482e-01	-3.4455012382609407e-01	-5.3596530615676719e-01	-9.6681049538768893e-01	-9.3920610269289928e-01	-3.0545622588542998e-01	-5.2355489112377540e-01	-5.7264743248579897e-01	-5.0525482720225712e-01	-1.5453602525247062e-01	2.9944933007932244e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.5833646418987616e-01	-3.4054745802605013e-01	-4.7970861545851373e-01	-3.1148763966426418e-01	-3.5864657909710701e-01	-3.5051556316436494e-01	-3.4086680640614797e-01	-5.2807166989115806e-01	-9.6512192999872981e-01	-9.3861416457619740e-01	-3.0430342278073375e-01	-5.2287092767719068e-01	-5.7034752090618268e-01	-5.0489792600702865e-01	-1.4963948009363262e-01	2.9870346904703613e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.5804503113745247e-01	-3.4078248345335255e-01	-4.7858171241068598e-01	-3.0950634695438645e-01	-3.5659891106063590e-01	-3.4967355165422842e-01	-3.3718935520236015e-01	-5.2008786741258439e-01	-9.6337118713227710e-01	-9.3794763060523645e-01	-3.0313636656126347e-01	-5.2217803955825204e-01	-5.6804301893712128e-01	-5.0454987129729068e-01	-1.4470360470714286e-01	2.9796322213218205e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.5774482550432776e-01	-3.4101604343556852e-01	-4.7747171423945750e-01	-3.0751271340243302e-01	-3.5453183469314553e-01	-3.4883290124296323e-01	-3.3351971909590872e-01	-5.1201724917550862e-01	-9.6155988983596830e-01	-9.3720698980600470e-01	-3.0195515523137145e-01	-5.2147641020468483e-01	-5.6573541009223693e-01	-5.0421129953583732e-01	-1.3972945959008104e-01	2.9722872548188906e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.5743582295324974e-01	-3.4124814764718941e-01	-4.7637978121556096e-01	-3.0550702122716827e-01	-3.5244602521262380e-01	-3.4799380655918460e-01	-3.2985982372532741e-01	-5.0386321290717018e-01	-9.5968966626259244e-01	-9.3639275392108867e-01	-3.0075988936089509e-01	-5.2076620523315842e-01	-5.6342614722986306e-01	-5.0388282997235612e-01	-1.3471812579246961e-01	2.9650011774522529e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.5711800039185528e-01	-3.4147880088108001e-01	-4.7530704100946619e-01	-3.0348954233463443e-01	-3.5034216552231012e-01	-3.4715644379150545e-01	-3.2621156923409711e-01	-4.9562920104520547e-01	-9.5776214680505212e-01	-9.3550545649086525e-01	-2.9955067241280936e-01	-5.2004757235722776e-01	-5.6111665039439851e-01	-5.0356506395591927e-01	-1.2967070472838818e-01	2.9577754011806436e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.5679133613420629e-01	-3.4170800308004773e-01	-4.7425458691209893e-01	-3.0146053838084208e-01	-3.4822094586113145e-01	-3.4632097055841771e-01	-3.2257682805529375e-01	-4.8731869822378154e-01	-9.5577896125488515e-01	-9.3454565192978956e-01	-2.9832761107859063e-01	-5.1932064135257283e-01	-5.5880830471490217e-01	-5.0325858427429726e-01	-1.2458831799276600e-01	2.9506113638824565e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.5645581006563611e-01	-3.4193574937988935e-01	-4.7322347608955445e-01	-2.9942026087870499e-01	-3.4608306345544160e-01	-3.4548752581739473e-01	-3.1895744273539040e-01	-4.7893522881195161e-01	-9.5374173599022072e-01	-9.3351391459982191e-01	-2.9709081562014272e-01	-5.1858552406952141e-01	-5.5650245836370771e-01	-5.0296395452045728e-01	-1.1947210718369901e-01	2.9435105298094419e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.5611140381053649e-01	-3.4216203016385477e-01	-4.7221472787342228e-01	-2.9736895134929436e-01	-3.4392922217211619e-01	-3.4465622981343064e-01	-3.1535522379925945e-01	-4.7048235450734299e-01	-9.5165209119884953e-01	-9.3241083788302881e-01	-2.9584040021710428e-01	-5.1784231449269713e-01	-5.5420042057769414e-01	-5.0268171848653420e-01	-1.1432323373005863e-01	2.9364743900415884e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.5575810090267670e-01	-3.4238683112845913e-01	-4.7122932208825985e-01	-2.9530684151739328e-01	-3.4176013217303158e-01	-3.4382718406715362e-01	-3.1177194765828348e-01	-4.6196367198764005e-01	-9.4951163814199968e-01	-9.3123703325530016e-01	-2.9457648331829123e-01	-5.1709108884756005e-01	-5.5190345974474497e-01	-5.0241239958547890e-01	-1.0914287872408089e-01	2.9295044629421465e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-2.5539588695764898e-01	-3.4261013336053092e-01	-4.7026819741772569e-01	-2.9323415355121141e-01	-3.3957650957089708e-01	-3.4300047140259038e-01	-3.0820935456345189e-01	-4.5338281062171010e-01	-9.4732197646421257e-01	-9.2999312936308065e-01	-2.9329918799602972e-01	-5.1633190575345411e-01	-5.4961280155778580e-01	-5.0215650030052084e-01	-1.0393224275853946e-01	2.9226022946117092e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-2.5502474984701312e-01	-3.4283191342537905e-01	-4.6933224981084876e-01	-2.9115110034598796e-01	-3.3737907608638690e-01	-3.4217615601456564e-01	-3.0466914660521205e-01	-4.4474343024153495e-01	-9.4508469155463048e-01	-9.2867977110493893e-01	-2.9200864230206480e-01	-5.1556480642269675e-01	-5.4732962723870671e-01	-5.0191450166248996e-01	-9.8692545768026954e-02	2.9157694593401597e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-2.5464467987370487e-01	-3.4305214346593038e-01	-4.6842233092991509e-01	-2.8905788585112313e-01	-3.3516855870647466e-01	-3.4135428357566150e-01	-3.0115298576185290e-01	-4.3604921897548099e-01	-9.4280135196477566e-01	-9.2729761871972138e-01	-2.9070497962372877e-01	-5.1478981490512721e-01	-5.4505507183437041e-01	-5.0168686275498942e-01	-9.3425026873789535e-02	2.9090075600551808e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-2.5425566994826260e-01	-3.4327079131266663e-01	-4.6753924664143498e-01	-2.8695470544033297e-01	-3.3294568934383711e-01	-3.4053488138258003e-01	-2.9766249199812050e-01	-4.2730389114274103e-01	-9.4047350688785425e-01	-9.2584734688298220e-01	-2.8938833903901534e-01	-5.1400693837740818e-01	-5.4279022258684340e-01	-5.0147402024732779e-01	-8.8130944231477631e-02	2.9023182287659663e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-2.5385771576540367e-01	-3.4348782060417893e-01	-4.6668375555169456e-01	-2.8484174632420667e-01	-3.3071120449716152e-01	-3.3971795854166548e-01	-2.9419924141579606e-01	-4.1851118520813835e-01	-9.3810268370437710e-01	-9.2432964381327942e-01	-2.8805886566918087e-01	-5.1321616747627752e-01	-5.4053611737992802e-01	-5.0127638795505769e-01	-8.2811574881099068e-02	2.8957031270006293e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-2.5345081598049635e-01	-3.4370319091809792e-01	-4.6585656758841204e-01	-2.8271918800444179e-01	-3.2846584491216535e-01	-3.3890350619328169e-01	-2.9076476445794830e-01	-4.0967486179579649e-01	-9.3569038559881379e-01	-9.2274521038986301e-01	-2.8671671102749013e-01	-5.1241747667483972e-01	-5.3829374326401092e-01	-5.0109435642789524e-01	-7.7468214598383739e-02	2.8891639462357128e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-2.5303497238543593e-01	-3.4391685791220239e-01	-4.6505834263007118e-01	-2.8058720276887106e-01	-3.2621035524308301e-01	-3.3809149777463976e-01	-2.8736054416861684e-01	-4.0079870175952581e-01	-9.3323808925181984e-01	-9.2109475928321183e-01	-2.8536203336269850e-01	-5.1161082470086050e-01	-5.3606403506123756e-01	-5.0092829256475158e-01	-7.2102177746691420e-02	2.8827024083161144e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-2.5261019008345098e-01	-3.4412877347538917e-01	-4.6428968918458174e-01	-2.7844595622630508e-01	-3.2394548371437815e-01	-3.3728188932059872e-01	-2.8398801450971495e-01	-3.9188650430711991e-01	-9.3074724261244390e-01	-9.1937901409973954e-01	-2.8399499799585404e-01	-5.1079615499592501e-01	-5.3384787405299350e-01	-5.0077853925551219e-01	-6.6714797128522768e-02	2.8763202658635962e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-2.5217647766234308e-01	-3.4433888588825423e-01	-4.6355116311896921e-01	-2.7629560788005819e-01	-3.2167198178239131e-01	-3.3647461980187415e-01	-2.8064855873700623e-01	-3.8294208517511646e-01	-9.2821926275460198e-01	-9.1759870854199543e-01	-2.8261577764901469e-01	-5.0997339621421889e-01	-5.3164608675167369e-01	-5.0064541504918225e-01	-6.1307423835622682e-02	2.8700193026719569e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-2.5173384736566412e-01	-3.4454713999293707e-01	-4.6284326644191642e-01	-2.7413631173889902e-01	-3.1939060379661233e-01	-3.3566961149998542e-01	-2.7734350783708750e-01	-3.7396927484995085e-01	-9.2565553382196131e-01	-9.1575458558549749e-01	-2.8122455276445141e-01	-5.0914246275955322e-01	-5.2945944375873422e-01	-5.0052921384793847e-01	-5.5881427096589054e-02	2.8638013340868165e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-2.5128231526133482e-01	-3.4475347737190110e-01	-4.6216644614105945e-01	-2.7196821696404011e-01	-3.1710210666025290e-01	-3.3486677041821511e-01	-2.7407413902740829e-01	-3.6497191683082647e-01	-9.2305740506524736e-01	-9.1384739667333792e-01	-2.7982151181294074e-01	-5.0830325535915799e-01	-5.2728865871106245e-01	-5.0043020462657017e-01	-5.0438194120846623e-02	2.8576682073678361e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-2.5082190140720095e-01	-3.4495783653525663e-01	-4.6152109307709022e-01	-2.6979146855063485e-01	-3.1480724948976740e-01	-3.3406598672770899e-01	-2.7084167432145473e-01	-3.5595386592905198e-01	-9.2042618897587170e-01	-9.1187790092955945e-01	-2.7840685158973760e-01	-5.0745566167265621e-01	-5.2513438731771944e-01	-5.0034863117677031e-01	-4.4979129937764969e-02	2.8516218020310888e+00
