# Parameters
$ K = 4
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-6.0047541977219621e-01	-5.4056272835219510e-01	-4.8863031321114148e-01	-2.4178313199887341e-01	-6.6611348483761101e-01	-2.2258489931784758e-01	-3.8626239996759620e-01	-1.4674324161713623e-01	-4.7350687038078204e-01	-1.4317814917993085e-01	-5.1426012884616046e-01	-2.5401705759406029e-01	2.6620422659688545e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.0600117605708570e-01	-5.4693031759362276e-01	-4.9526502932105965e-01	-2.4453596939398092e-01	-6.7327382635199229e-01	-2.2922860203628934e-01	-3.9161248575852076e-01	-1.5051193951789554e-01	-4.7828964219006170e-01	-1.4709798240706878e-01	-5.1821778573666633e-01	-2.5690697501357695e-01	2.6554042097966821e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.1159094696406313e-01	-5.5338812601545273e-01	-5.0199219799770034e-01	-2.4734160154418602e-01	-6.8051853556106567e-01	-2.3601163565574859e-01	-3.9706072213198684e-01	-1.5435937553983406e-01	-4.8313849198315767e-01	-1.5111268887248624e-01	-5.2221940369065267e-01	-2.5983775741479037e-01	2.6488001352153074e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.1724524115074042e-01	-5.5993703275874318e-01	-5.0881266114767820e-01	-2.5020110236242327e-01	-6.8784806112107744e-01	-2.4293591220889635e-01	-4.0260862034583750e-01	-1.5828700849868557e-01	-4.8805431797558729e-01	-1.5522424987532465e-01	-5.2626562788180187e-01	-2.6281002582101631e-01	2.6422298621316331e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.2296454921361377e-01	-5.6657788883322524e-01	-5.1572723168207968e-01	-2.5311555955803877e-01	-6.9526280530860485e-01	-2.5000331493604039e-01	-4.0825767745281849e-01	-1.6229630708010048e-01	-4.9303801538548653e-01	-1.5943466422728611e-01	-5.3035710959274851e-01	-2.6582440879625574e-01	2.6356932050228150e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.2874934198514143e-01	-5.7331151422476212e-01	-5.2273669052870830e-01	-2.5608607412937284e-01	-7.0276312032530419e-01	-2.5721569387141707e-01	-4.1400937310842600e-01	-1.6638874838133877e-01	-4.9809047498249232e-01	-1.6374594655396080e-01	-5.3449450571234891e-01	-2.6888154229359817e-01	2.6291899728143373e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.3460006873761454e-01	-5.8013869484523228e-01	-5.2984178347578503e-01	-2.5911375979119045e-01	-7.1034930441978017e-01	-2.6457486116462919e-01	-4.1986516617116765e-01	-1.7056581631956413e-01	-5.0321258152689674e-01	-1.6816012543370579e-01	-5.3867847817611492e-01	-2.7198206947737447e-01	2.6227199687542679e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.4051715529039188e-01	-5.8706017931941989e-01	-5.3704321784111364e-01	-2.6219974233267102e-01	-7.1802159782181973e-01	-2.7208258612756092e-01	-4.2582649108692305e-01	-1.7482899989948825e-01	-5.0840521209351697e-01	-1.7267924136495458e-01	-5.4290969334601846e-01	-2.7512664051697500e-01	2.6162829902837061e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.4650100201702976e-01	-5.9407667560358368e-01	-5.4434165896081510e-01	-2.6534515890149712e-01	-7.2578017848459231e-01	-2.7974058999722706e-01	-4.3189475404911076e-01	-1.7917979133294590e-01	-5.1366923427458810e-01	-1.7730534455258309e-01	-5.4718882132574043e-01	-2.7831591235012576e-01	2.6098788289033941e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.5255198174891083e-01	-6.0118884743048395e-01	-5.5173772649185415e-01	-2.6855115720940670e-01	-7.3362515763070157e-01	-2.8755054040519262e-01	-4.3807132892645134e-01	-1.8361968400282194e-01	-5.1900550425590364e-01	-1.8204049250370810e-01	-5.5151653520726351e-01	-2.8155054841329152e-01	2.6035072700365269e+00
