# Parameters
$ K = 3
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-5.3205205510529252e-01	-8.2068768518392710e-01	-3.9714328458166659e-01	-5.0028392531263721e-01	-2.4706648631808270e-01	-5.2712168793624659e-01	-6.4415165685147169e-01	-5.1416072196704299e-01	-8.3527988147302357e-01	-4.4735397704856755e-01	-7.0989510073902418e-01	-5.6020871838004471e-01	-2.4673033560059560e-01	-4.8839106076478284e-01	-6.9000853735209877e-01	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.3186072759925529e-01	-8.2152373965930037e-01	-3.9460274578432042e-01	-4.9761444244728570e-01	-2.4594886037869843e-01	-5.2520651682926611e-01	-6.4302874602926896e-01	-5.1091833077233695e-01	-8.3376161503719459e-01	-4.4582276219573747e-01	-7.1133093573813866e-01	-5.6072964757515065e-01	-2.4422679073740675e-01	-4.8822311464218565e-01	-6.9197049351316131e-01	3.3273168877112367e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.3164690288745864e-01	-8.2231563920636286e-01	-3.9203417885336372e-01	-4.9489412836511215e-01	-2.4482811622554435e-01	-5.2323819086799006e-01	-6.4186976162677545e-01	-5.0762722244407643e-01	-8.3214240940079698e-01	-4.4425370304764428e-01	-7.1274719656646690e-01	-5.6123709878942130e-01	-2.4170602823981482e-01	-4.8804504500940832e-01	-6.9392171349250265e-01	3.3190789256201354e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.3141090971828175e-01	-8.2306323466366527e-01	-3.8943852245223026e-01	-4.9212428262709479e-01	-2.4370483873434709e-01	-5.2121710067434879e-01	-6.4067536070247555e-01	-5.0428905204982200e-01	-8.3042290646396910e-01	-4.4264715917969982e-01	-7.1414380588231718e-01	-5.6173117243328929e-01	-2.3916884521711487e-01	-4.8785730132285754e-01	-6.9586203574489214e-01	3.3109099741062051e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.3115308541881034e-01	-8.2376638356437903e-01	-3.8681672352513252e-01	-4.8930623457223016e-01	-2.4257961232999459e-01	-5.1914366071525542e-01	-6.3944621234044852e-01	-5.0090550248478494e-01	-8.2860380501870301e-01	-4.4100350417209960e-01	-7.1552068946068348e-01	-5.6221197108666487e-01	-2.3661604081906387e-01	-4.8766033363809702e-01	-6.9779129600042611e-01	3.3028113767771168e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.3087377549223902e-01	-8.2442495001271621e-01	-3.8416973643769287e-01	-4.8644134166966896e-01	-2.4145302038878749e-01	-5.1701830917187175e-01	-6.3818299690991920e-01	-4.9747828241732528e-01	-8.2668585970869168e-01	-4.3932312535927337e-01	-7.1687777605917491e-01	-5.6267959939104295e-01	-2.3404841553304151e-01	-4.8745459201520308e-01	-6.9970932712667433e-01	3.2947844973999985e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.3057333320193178e-01	-8.2503880456655676e-01	-3.8149852212562668e-01	-4.8353098783161835e-01	-2.4032564464326175e-01	-5.1484150779477444e-01	-6.3688640531797036e-01	-4.9400912419710769e-01	-8.2466987992348828e-01	-4.3760642357653201e-01	-7.1821499727918148e-01	-5.6313416394349292e-01	-2.3146677049781633e-01	-4.8724052592447958e-01	-7.0161595899265361e-01	3.2868307200400966e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.3025211914256309e-01	-8.2560782412687250e-01	-3.7880404725318229e-01	-4.8057658169071188e-01	-2.3919806459048754e-01	-5.1261374174536978e-01	-6.3555713825672999e-01	-4.9049978173010261e-01	-8.2255672863075402e-01	-4.3585381290459102e-01	-7.1953228742247555e-01	-5.6357577319265550e-01	-2.2887190683552278e-01	-4.8701858365342543e-01	-7.0351101833488328e-01	3.2789514491919745e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.2991050079880286e-01	-8.2613189183448754e-01	-3.7608728338292868e-01	-4.7757955484560127e-01	-2.3807085690470864e-01	-5.1033551942389810e-01	-6.3419590544629700e-01	-4.8695202832464396e-01	-8.2034732115051701e-01	-4.3406572041263225e-01	-7.2082958334345781e-01	-5.6400453733683087e-01	-2.2626462500337413e-01	-4.8678921171582801e-01	-7.0539432862575102e-01	3.2711481099024828e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.2954885209201286e-01	-8.2661089697470425e-01	-3.7334920615846712e-01	-4.7454136007856806e-01	-2.3694459485518402e-01	-5.0800737228437232e-01	-6.3280342487470531e-01	-4.8336765451281727e-01	-8.1804262387545801e-01	-4.3224258590053727e-01	-7.2210682429725392e-01	-5.6442056822425624e-01	-2.2364572416654668e-01	-4.8655285426381173e-01	-7.0726570994444082e-01	3.2634221478846870e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-5.2916755291545803e-01	-8.2704473489026276e-01	-3.7059079450149185e-01	-4.7146346954899454e-01	-2.3581984773002379e-01	-5.0562985463680432e-01	-6.3138042203612887e-01	-4.7974846585144920e-01	-8.1564365294134678e-01	-4.3038486164087780e-01	-7.2336395178390267e-01	-5.6482397925561112e-01	-2.2101600159358653e-01	-4.8630995250365278e-01	-7.0912497885065362e-01	3.2557750296218968e+00
