# Parameters
$ K = 4
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-3.1451840175845081e-01	-4.7399128723672845e-01	-1.0593979094322796e+00	-7.4613785595051774e-01	-5.0295066227669594e-01	-6.7059143511279085e-01	-7.0876355426781457e-01	-5.2250083945439307e-01	-4.2517114426201136e-01	-5.5049470141802470e-01	-2.5935281401518956e-01	-8.7058632148589798e-01	2.6620422659688545e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.1145121801037007e-01	-4.7038885152213944e-01	-1.0594715756318576e+00	-7.4483755184681522e-01	-5.0010614318017765e-01	-6.6747524786562218e-01	-7.0427096000350531e-01	-5.1786210511591224e-01	-4.2314968702439504e-01	-5.5034719704866597e-01	-2.5499091851700811e-01	-8.7292232210068788e-01	2.6554147701443247e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.0838309134734970e-01	-4.6676130431137136e-01	-1.0594863596703152e+00	-7.4350556888938302e-01	-4.9723120083812006e-01	-6.6433261485978012e-01	-6.9973409891587712e-01	-5.1316975240580998e-01	-4.2110673196691978e-01	-5.5020537617795573e-01	-2.5060290211825204e-01	-8.7525823762695498e-01	2.6488435272233639e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.0531523558891627e-01	-4.6310976290577310e-01	-1.0594427496194898e+00	-7.4214288913585658e-01	-4.9432674710901159e-01	-6.6116485243661005e-01	-6.9515515341541712e-01	-5.0842489608755626e-01	-4.1904284992518842e-01	-5.5006974503576656e-01	-2.4618951748968035e-01	-8.7759408986397958e-01	2.6423301089380122e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.0224885573694810e-01	-4.5943533689617938e-01	-1.0593412365041097e+00	-7.4075050099769335e-01	-4.9139369173384223e-01	-6.5797326129536238e-01	-6.9053631395312620e-01	-5.0362865724589323e-01	-4.1695861095849057e-01	-5.4994079982591093e-01	-2.4175151237515047e-01	-8.7992988222894986e-01	2.6358761166114548e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.9918514716159056e-01	-4.5573912754806956e-01	-1.0591823133331435e+00	-7.3932939832177713e-01	-4.8843294171079038e-01	-6.5475912525127866e-01	-6.8587977717990622e-01	-4.9878216265031156e-01	-4.1485458406575526e-01	-5.4981902641926872e-01	-2.3728962940665937e-01	-8.8226559916001912e-01	2.6294831816515525e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.9612529480208027e-01	-4.5202222723137775e-01	-1.0589664741579679e+00	-7.3788057947428343e-01	-4.8544540069804015e-01	-6.5152371004235843e-01	-6.8118774412995542e-01	-4.9388654415579503e-01	-4.1273133691667957e-01	-5.4970490006132844e-01	-2.3280460595817604e-01	-8.8460120553049260e-01	2.6231529660445205e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.9307047238217981e-01	-4.4828571889527591e-01	-1.0586942131594181e+00	-7.3640504642723970e-01	-4.8243196844531788e-01	-6.4826826218591349e-01	-6.7646241842939459e-01	-4.8894293814208184e-01	-4.1058943559790073e-01	-5.4959888509375865e-01	-2.2829717403854977e-01	-8.8693664607450151e-01	2.6168871628474832e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.9002184163986128e-01	-4.4453067558806825e-01	-1.0583660237656853e+00	-7.3490380384814535e-01	-4.7939354025467584e-01	-6.4499400788590755e-01	-6.7170600453115592e-01	-4.8395248499258281e-01	-4.0842944437401774e-01	-5.4950143468954260e-01	-2.2376806022370713e-01	-8.8927184482448451e-01	2.6106874966784628e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.8698055157083907e-01	-4.4075816002222612e-01	-1.0579823978029455e+00	-7.3337785819298507e-01	-4.7633100647097021e-01	-6.4170215199191805e-01	-6.6692070597695741e-01	-4.7891632861398314e-01	-4.0625192546322592e-01	-5.4941299060120208e-01	-2.1921798562825928e-01	-8.9160670456080160e-01	2.6045557242022950e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-2.8394773768548814e-01	-4.3696922418446910e-01	-1.0575438246805036e+00	-7.3182821680284094e-01	-4.7324525200239131e-01	-6.3839387701049199e-01	-6.6210872368702278e-01	-4.7383561599746604e-01	-4.0405743882726680e-01	-5.4933398292156632e-01	-2.1464766591657489e-01	-8.9394110627378565e-01	2.5984936346107790e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-2.8092452127865181e-01	-4.3316490899064103e-01	-1.0570507906121580e+00	-7.3025588700432376e-01	-4.7013715587134036e-01	-6.3507034216949598e-01	-6.5727225427798786e-01	-4.6871149682237162e-01	-4.0184654197535669e-01	-5.4926482985652325e-01	-2.1005781135329368e-01	-8.9627490863853165e-01	2.5925030500953223e+00
