# Parameters
$ K = 5
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-5.0553587676590783e-01	-4.0865012593039951e-01	-2.4543710094838550e-01	-1.6878440865725239e-01	-5.0491986026880886e-01	-3.9799031010232438e-01	-6.3638496067732786e-01	-7.4906728002913947e-01	-9.0266899190559191e-01	-2.9313882708014399e-01	-6.2529053758023512e-01	-1.5272624161033582e-01	-7.9705057725105821e-01	-6.1447474353872655e-01	-4.4485692632495505e-01	-9.3185156113226572e-02	-2.0049061616773675e-01	-1.5137604133722854e-01	-1.0267633548116271e-01	-1.1058378520154707e-01	-1.0068349705205351e-01	-1.9585997965006671e-01	-1.8494708161857390e-01	-1.5314223043884172e-02	-4.4096371147409386e-02	-1.0013645166244035e-01	-2.8033681888380457e-01	-2.2649985353666041e-01	-8.6541858101962632e-02	-3.9972955512248484e-02	-5.3984023871926308e-02	-5.5634684031355373e-02	-1.1443581846102363e-01	-1.0521714583367633e-01	-7.6946411896909123e-02	-1.3690935135205468e-01	-1.6857239955190589e-01	2.7464622764985855e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.0548924459757749e-01	-4.0606028863888205e-01	-2.4229058517741164e-01	-1.6648108398701575e-01	-5.0638276008872751e-01	-3.9548170259350734e-01	-6.3693726558361519e-01	-7.4644016673688895e-01	-9.0338188599365732e-01	-2.8941098168047880e-01	-6.2675290587871646e-01	-1.4867207870565174e-01	-7.9667034743324783e-01	-6.1387219577554641e-01	-4.4499504968794318e-01	-9.3651137603326814e-02	-2.0149221016271002e-01	-1.5213243928617021e-01	-1.0318963561959597e-01	-1.1113693346151318e-01	-1.0118594667472486e-01	-1.9683823937553091e-01	-1.8587162624044373e-01	-1.5391032676383089e-02	-4.4316385914113909e-02	-1.0063544345136675e-01	-2.8173939873480597e-01	-2.2762568380824350e-01	-8.6971732123460002e-02	-4.0172275715022777e-02	-5.4253337353312510e-02	-5.5912962124899428e-02	-1.1500530730225654e-01	-1.0574144627221424e-01	-7.7331041182982993e-02	-1.3759412206132032e-01	-1.6941590294065159e-01	2.7396193340118651e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.0543759075927797e-01	-4.0343080044449853e-01	-2.3914300579858289e-01	-1.6417682808402717e-01	-5.0786264111810742e-01	-3.9292588715485960e-01	-6.3749113876949726e-01	-7.4372930097553946e-01	-9.0406101961840335e-01	-2.8562861645599041e-01	-6.2822067785438751e-01	-1.4457581883726794e-01	-7.9624400386916350e-01	-6.1323997498801908e-01	-4.4513996844251746e-01	-9.4117245922103979e-02	-2.0249206161419850e-01	-1.5288785070764069e-01	-1.0370278906387198e-01	-1.1169053484896062e-01	-1.0168644406628549e-01	-1.9781439653572594e-01	-1.8679577675484796e-01	-1.5468348789203010e-02	-4.4535471475965371e-02	-1.0113106705245904e-01	-2.8314375386566587e-01	-2.2873809026028422e-01	-8.7395923666820946e-02	-4.0370517915158763e-02	-5.4521436068335649e-02	-5.6191439434550773e-02	-1.1556936935362597e-01	-1.0626216085905704e-01	-7.7715472589526255e-02	-1.3827933329802747e-01	-1.7026070894052253e-01	2.7328236635953913e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.0538135675562057e-01	-4.0076190997533739e-01	-2.3599622974841869e-01	-1.6187218410848020e-01	-5.0935983360722759e-01	-3.9032279098485384e-01	-6.3804723263637619e-01	-7.4093524839194103e-01	-9.0470684657773848e-01	-2.8179191369597512e-01	-6.2969413325166201e-01	-1.4043772676281455e-01	-7.9577213014606540e-01	-6.1257822028140041e-01	-4.4529226597265076e-01	-9.4583504758179351e-02	-2.0349013404689648e-01	-1.5364224235529536e-01	-1.0421582058827121e-01	-1.1224458033191440e-01	-1.0218496401754200e-01	-1.9878841690892582e-01	-1.8771951355828828e-01	-1.5546215902037527e-02	-4.4753635854412388e-02	-1.0162334328407274e-01	-2.8454985761362833e-01	-2.2983695039046084e-01	-8.7814417489968530e-02	-4.0567699731921550e-02	-5.4788317868111634e-02	-5.6470100074061252e-02	-1.1612793629599753e-01	-1.0677926776150462e-01	-7.8099718017984543e-02	-1.3896497343008785e-01	-1.7110684753935274e-01	2.7260765516101322e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.0532098468035125e-01	-3.9805385871261401e-01	-2.3285213660931542e-01	-1.5956767181826118e-01	-5.1087466100255818e-01	-3.8767234515864596e-01	-6.3860619325401280e-01	-7.3805860357735431e-01	-9.0531983028501462e-01	-2.7790106873045828e-01	-6.3117354571068607e-01	-1.3625807526962405e-01	-7.9525532960886913e-01	-6.1188707288109345e-01	-4.4545252551344516e-01	-9.5049938532025577e-02	-2.0448639103258393e-01	-1.5439558062469663e-01	-1.0472875515559099e-01	-1.1279905985009347e-01	-1.0268148063830992e-01	-1.9976026495036270e-01	-1.8864281586893683e-01	-1.5624678960258445e-02	-4.4970887791693392e-02	-1.0211229512880718e-01	-2.8595768007906258e-01	-2.3092215001900443e-01	-8.8227201855278187e-02	-4.0763839956883652e-02	-5.5053980675366730e-02	-5.6748927206179314e-02	-1.1668094125794434e-01	-1.0729274651840148e-01	-7.8483789874236820e-02	-1.3965103000187526e-01	-1.7195434897247602e-01	2.7193793085656495e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.0525691688356211e-01	-3.9530688070353648e-01	-2.2971261716256250e-01	-1.5726378671923250e-01	-5.1240743952688128e-01	-3.8497448483235269e-01	-6.3916865925963740e-01	-7.3509998927389408e-01	-9.0590044293695671e-01	-2.7395629020396417e-01	-6.3265918214176831e-01	-1.3203714544827336e-01	-7.9469422454347849e-01	-6.1116667589644225e-01	-4.4562132957046974e-01	-9.5516572352061430e-02	-2.0548079611064141e-01	-1.5514783148453185e-01	-1.0524161781913598e-01	-1.1335396223019861e-01	-1.0317596725507187e-01	-2.0072990362388815e-01	-1.8956566158648236e-01	-1.5703783280578750e-02	-4.5187236714218003e-02	-1.0259794761468383e-01	-2.8736718793501576e-01	-2.3199358328444947e-01	-8.8634268457993312e-02	-4.0958958519534967e-02	-5.5318422428316881e-02	-5.7027903004126121e-02	-1.1722831876871077e-01	-1.0780257796292851e-01	-7.8867701030412296e-02	-1.4033748964571047e-01	-1.7280324362228996e-01	2.7127332695260327e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.0518959562979460e-01	-3.9252120232782423e-01	-2.2657957190739775e-01	-1.5496099926650056e-01	-5.1395847775198134e-01	-3.8222914947253278e-01	-6.3973526073059084e-01	-7.3206005556961495e-01	-9.0644916466130321e-01	-2.6995780037305034e-01	-6.3415130208119930e-01	-1.2777522699805469e-01	-7.9408945533227537e-01	-6.1041717409355811e-01	-4.4579925932166276e-01	-9.5983431968670208e-02	-2.0647331270728461e-01	-1.5589896040573040e-01	-1.0575443362155096e-01	-1.1390927509940861e-01	-1.0366839630680789e-01	-2.0169729423198951e-01	-1.9048802714950333e-01	-1.5783574495104473e-02	-4.5402692694101937e-02	-1.0308032769139651e-01	-2.8877834423822935e-01	-2.3305115262796183e-01	-8.9035612348349086e-02	-4.1153076450921595e-02	-5.5581641023316038e-02	-5.7307008612872988e-02	-1.1777000470815753e-01	-1.0830874414139267e-01	-7.9251464785270440e-02	-1.4102433799098893e-01	-1.7365356191428677e-01	2.7061397945179424e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.0511946274581510e-01	-3.8969704212073880e-01	-2.2345490954489852e-01	-1.5265975411997662e-01	-5.1552807616342122e-01	-3.7943628311192135e-01	-6.4030661803003475e-01	-7.2893947908531864e-01	-9.0696648264469104e-01	-2.6590583542857199e-01	-6.3565015702798588e-01	-1.2347261856553113e-01	-7.9344167958260226e-01	-6.0963871367807254e-01	-4.4598689400135860e-01	-9.6450543726108395e-02	-2.0746390405359227e-01	-1.5664893228852025e-01	-1.0626722749053244e-01	-1.1446498479714533e-01	-1.0415873923909789e-01	-2.0266239624432958e-01	-1.9140988739054549e-01	-1.5864098493787063e-02	-4.5617266408881169e-02	-1.0355946410177755e-01	-2.9019110824194350e-01	-2.3409476876640803e-01	-8.9431231847530032e-02	-4.1346215845351308e-02	-5.5843634256325346e-02	-5.7586224110235458e-02	-1.1830593625380172e-01	-1.0881122822809872e-01	-7.9635094823167801e-02	-1.4171155957099668e-01	-1.7450533420957956e-01	2.6996002689401180e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.0504695925674703e-01	-3.8683461065550190e-01	-2.2034054542529943e-01	-1.5036046945760137e-01	-5.1711652671685082e-01	-3.7659583463256741e-01	-6.4088334062525854e-01	-7.2573896215616618e-01	-9.0745289024141529e-01	-2.6180064584359408e-01	-6.3715598976104915e-01	-1.1912962811731684e-01	-7.9275157122911488e-01	-6.0883144208875239e-01	-4.4618481026600837e-01	-9.6917934512277440e-02	-2.0845253310240547e-01	-1.5739771138747938e-01	-1.0678002413146832e-01	-1.1502107628516779e-01	-1.0464696639659855e-01	-2.0362516712498271e-01	-1.9233121538910297e-01	-1.5945401365286903e-02	-4.5830969099430838e-02	-1.0403538724863279e-01	-2.9160543521080634e-01	-2.3512435065435802e-01	-8.9821128457602012e-02	-4.1538399820208377e-02	-5.6104399763257450e-02	-5.7865528467803420e-02	-1.1883605182508164e-01	-1.0931001443639723e-01	-8.0018605171630883e-02	-1.4239913772745241e-01	-1.7535859069396775e-01	2.6931161039736922e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.0497252500918044e-01	-3.8393411048792975e-01	-2.1723839995725774e-01	-1.4806353634961086e-01	-5.1872411238527671e-01	-3.7370775807748308e-01	-6.4146602587809776e-01	-7.2245923201123863e-01	-9.0790888606355968e-01	-2.5764249674789180e-01	-6.3866903363639482e-01	-1.1474657334819190e-01	-7.9201981961084511e-01	-6.0799550780281730e-01	-4.4639358154110359e-01	-9.7385631706317283e-02	-2.0943916244417082e-01	-1.5814526123463349e-01	-1.0729284791705015e-01	-1.1557753305606636e-01	-1.0513304691399589e-01	-2.0458556215852111e-01	-1.9325198232270432e-01	-1.6027529336255612e-02	-4.6043812526118909e-02	-1.0450812905709442e-01	-2.9302127623820295e-01	-2.3613982543522954e-01	-9.0205306765567678e-02	-4.1729652473920256e-02	-5.6363934959251745e-02	-5.8144899511723178e-02	-1.1936029102497170e-01	-1.0980508792600212e-01	-8.0402010157559781e-02	-1.4308705451282688e-01	-1.7621336126358664e-01	2.6866887369925498e+00
