# Parameters
$ K = 4
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-4.1796039213436142e-01	-2.6944468549394113e-01	-5.9392737891950353e-01	-8.0309046097271930e-01	-5.8308872035218351e-01	-8.1608209305211643e-01	-1.0351590795497752e+00	-8.9786651221582325e-01	-2.2231213522602625e-01	-3.3498060738350033e-01	-1.1878771367222374e+00	-1.8584021920829971e-01	-1.0276504211453460e-01	-3.3180691292118447e-01	-3.2471187879023400e-01	1.0531728243793748e-01	1.1222407866556158e-01	2.4633896607232211e-01	1.1497164727057529e-01	2.4171074566879783e-02	1.2915122339332705e-01	9.3392326773904411e-02	1.3914536019939630e-01	1.8952639547657515e-01	6.8886122120757939e-02	9.9474610478412787e-02	1.1101114766911389e-01	1.8696649966811077e-01	1.6822700393344320e-01	2.2360866139704388e-01	1.1763235775784923e-01	1.0186226406180854e-01	8.1025489285909746e-02	1.0404535144427265e-01	4.8761074858798256e-02	1.0563935434314882e-01	1.0270810708000692e-01	2.9944933007932244e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.2224810139483721e-01	-2.7523201909032335e-01	-6.0072481640449138e-01	-8.0994693298060538e-01	-5.8820459684018545e-01	-8.2868032014591686e-01	-1.0463994527812959e+00	-9.0818684781336123e-01	-2.2919784550857850e-01	-3.3887977248237122e-01	-1.1976337923594549e+00	-1.9015721531698540e-01	-1.0807178211743834e-01	-3.3454903995995305e-01	-3.2728960008847607e-01	1.0584199105034542e-01	1.1278598866088230e-01	2.4755614912581927e-01	1.1554035783501532e-01	2.4291474544188014e-02	1.2979339071674900e-01	9.3859411671443876e-02	1.3983760871530701e-01	1.9046292649956781e-01	6.9231526224999812e-02	9.9969167471655865e-02	1.1156419619661538e-01	1.8789709296461005e-01	1.6906455745457133e-01	2.2472802538146158e-01	1.1821934452774445e-01	1.0236979958879087e-01	8.1431645020122512e-02	1.0456627401380293e-01	4.9005191053136686e-02	1.0616762082477985e-01	1.0322250850414104e-01	2.9870357114078590e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.2661509081625959e-01	-2.8112852175892017e-01	-6.0761144846384774e-01	-8.1685640802184278e-01	-5.9336665605616301e-01	-8.4137980601012974e-01	-1.0577025584624076e+00	-9.1857792587398956e-01	-2.3621543586128610e-01	-3.4284038446341308e-01	-1.2073848710128576e+00	-1.9456847027526705e-01	-1.1349447495386654e-01	-3.3734671732271060e-01	-3.2989627359434576e-01	1.0636264278795840e-01	1.1334940223161251e-01	2.4874319952720603e-01	1.1609616203816814e-01	2.4410899953842140e-02	1.3042796959725189e-01	9.4326629072014251e-02	1.4052248921164562e-01	1.9137635078290188e-01	6.9578859207648516e-02	1.0045777661913431e-01	1.1211300065130661e-01	1.8881871389161475e-01	1.6989449072570509e-01	2.2584993275187820e-01	1.1880378589876700e-01	1.0287359727467299e-01	8.1839826710819699e-02	1.0508851557487230e-01	4.9249909360772358e-02	1.0669593567066947e-01	1.0373859411990348e-01	2.9796349506323936e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.3106251471031670e-01	-2.8713544096888077e-01	-6.1458763251589332e-01	-8.2381841264118716e-01	-5.9857490676089220e-01	-8.5417600957888939e-01	-1.0690641559962069e+00	-9.2903647054131444e-01	-2.4336592475889790e-01	-3.4686328133059330e-01	-1.2171256337390668e+00	-1.9907529610922076e-01	-1.1903410509378722e-01	-3.4020133606502395e-01	-3.3253233180625080e-01	1.0687877133262821e-01	1.1391420020589885e-01	2.4989842531841439e-01	1.1663811997788712e-01	2.4529252205377952e-02	1.3105432651669457e-01	9.4793800686481550e-02	1.4119936750063949e-01	1.9226528147525496e-01	6.9928090876569926e-02	1.0093995055111341e-01	1.1265720682853081e-01	1.8973060049282800e-01	1.7071609731566650e-01	2.2697422986237048e-01	1.1938537928008686e-01	1.0337337082139798e-01	8.2249984216870076e-02	1.0561196160023954e-01	4.9495199250075991e-02	1.0722415793066960e-01	1.0425630517383649e-01	2.9722903169353629e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.3559149543493353e-01	-2.9325397733426656e-01	-6.2165365973543496e-01	-8.3083241132553098e-01	-6.0382933270899519e-01	-8.6706408426624426e-01	-1.0804797350462889e+00	-9.3955897010005485e-01	-2.5065025089391318e-01	-3.5094929064547176e-01	-1.2268511611874056e+00	-2.0367897040645763e-01	-1.2469158160953425e-01	-3.4311428493754254e-01	-3.3519821263239868e-01	1.0738989097048808e-01	1.1448025549970835e-01	2.5102009772888978e-01	1.1716526068223374e-01	2.4646428757946124e-02	1.3167180480207860e-01	9.5260738259200187e-02	1.4186758656887064e-01	1.9312829252382144e-01	7.0279186801546628e-02	1.0141518331150855e-01	1.1319644730801066e-01	1.9063196250994716e-01	1.7152864305459786e-01	2.2810075379713926e-01	1.1996380903835299e-01	1.0386882456888874e-01	8.2662061509623297e-02	1.0613648985224572e-01	4.9741028473275099e-02	1.0775214069293726e-01	1.0477557964705683e-01	2.9650010915584595e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.4020311954500480e-01	-2.9948527973075972e-01	-6.2880975040081333e-01	-8.3789780324096286e-01	-6.0912989126139283e-01	-8.8003887142473847e-01	-1.0919445089909183e+00	-9.5014166991651861e-01	-2.5806926693314558e-01	-3.5509922766324958e-01	-1.2365563526988417e+00	-2.0838073224432127e-01	-1.3046773207873233e-01	-3.4608694713504029e-01	-3.3789435909884102e-01	1.0789549639133382e-01	1.1504743276885188e-01	2.5210645249696068e-01	1.1767658232499896e-01	2.4762323063627877e-02	1.3227972444942088e-01	9.5727243194013600e-02	1.4252646644748851e-01	1.9396391913646177e-01	7.0632108057823939e-02	1.0188295011678988e-01	1.1373034115289918e-01	1.9152198106321500e-01	1.7233136565443094e-01	2.2922933192736464e-01	1.2053874611019398e-01	1.0435965332430644e-01	8.3075996324820114e-02	1.0666197003399620e-01	4.9987362988224170e-02	1.0827973090833146e-01	1.0529635212851604e-01	2.9577665383969838e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.4489843378670929e-01	-3.0583044020284239e-01	-6.3605604907582469e-01	-8.4501391886303323e-01	-6.1447651194166975e-01	-8.9309489431996802e-01	-1.1034534088001822e+00	-9.6078056562455694e-01	-2.6562373304536968e-01	-3.5931389335615693e-01	-1.2462359258397220e+00	-2.1318177795340412e-01	-1.3636329626554156e-01	-3.4912069681393687e-01	-3.4062121901706183e-01	1.0839506253382461e-01	1.1561558805422749e-01	2.5315569138212607e-01	1.1817105255983709e-01	2.4876824517822201e-02	1.3287738200415652e-01	9.6193106176687457e-02	1.4317530414225629e-01	1.9477065839978688e-01	7.0986810961594510e-02	1.0234270715132929e-01	1.1425849361652111e-01	1.9239980839165899e-01	1.7312347438326958e-01	2.3035978145636879e-01	1.2110984761629578e-01	1.0484554219748474e-01	8.3491719803300085e-02	1.0718826343275827e-01	5.0234166877649596e-02	1.0880676921331379e-01	1.0581855368495531e-01	2.9505859038846998e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.4967844093875881e-01	-3.1229048866425341e-01	-6.4339261963040784e-01	-8.5218001650230490e-01	-6.1986909493526332e-01	-9.0622635268605745e-01	-1.1150010773991192e+00	-9.7147139660750415e-01	-2.7331431020517311e-01	-3.6359407232071272e-01	-1.2558844164056857e+00	-2.1808325672046544e-01	-1.4237891958672660e-01	-3.5221689537204293e-01	-3.4337924460841501e-01	1.0888804448078895e-01	1.1618456842094545e-01	2.5416598387678135e-01	1.1864760898149557e-01	2.4989818417478427e-02	1.3346405050332832e-01	9.6658106794821008e-02	1.4381337362875352e-01	1.9554697006394589e-01	7.1343246797724552e-02	1.0279389140320011e-01	1.1478049585849388e-01	1.9326456765927916e-01	1.7390414979968810e-01	2.3149190895379321e-01	1.2167675647857512e-01	1.0532616644354725e-01	8.3909156120857933e-02	1.0771522255613278e-01	5.0481402265906437e-02	1.0933308975169678e-01	1.0634211172763118e-01	2.9434584168837947e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.5454409550495106e-01	-3.1886638739585133e-01	-6.5081944010528114e-01	-8.5939527872807431e-01	-6.2530750953049330e-01	-9.1942711792933274e-01	-1.1265818645827610e+00	-9.8220963982978748e-01	-2.8114155327980567e-01	-3.6794053056565490e-01	-1.2654961789317631e+00	-2.2308626603608805e-01	-1.4851514637090141e-01	-3.5537688748496865e-01	-3.4616889208265444e-01	1.0937387740902046e-01	1.1675421159208105e-01	2.5513546912556878e-01	1.1910515972265844e-01	2.5101185927975885e-02	1.3403897948495755e-01	9.7122013156394363e-02	1.4443992591818092e-01	1.9629127750494840e-01	7.1701361540105771e-02	1.0323592054459899e-01	1.1529592467204269e-01	1.9411535283367845e-01	1.7467254355317968e-01	2.3262550987963082e-01	1.2223910104211778e-01	1.0580119131378679e-01	8.4328222107692391e-02	1.0824269076165259e-01	5.0729029233296162e-02	1.0985851999562107e-01	1.0686694987590321e-01	2.9363832885806374e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.5949629926360341e-01	-3.2555902534655312e-01	-6.5833639742699179e-01	-8.6665880869397016e-01	-6.3079159250063377e-01	-9.3269072904961559e-01	-1.1381898225517777e+00	-9.9299050407484035e-01	-2.8910590390761109e-01	-3.7235401317747308e-01	-1.2750653877450564e+00	-2.2819184699374598e-01	-1.5477241292121763e-01	-3.5860199689436750e-01	-3.4899062116771479e-01	1.0985197659802058e-01	1.1732434557790471e-01	2.5606225806006916e-01	1.1954258419489609e-01	2.5210804059480878e-02	1.3460139507010715e-01	9.7584581508234097e-02	1.4505418919930083e-01	1.9700196887532723e-01	7.2061095565079086e-02	1.0366819286122167e-01	1.1580434222445984e-01	1.9495122864384765e-01	1.7542777825722794e-01	2.3376036809909595e-01	1.2279649470369636e-01	1.0627027191595859e-01	8.4748826857992995e-02	1.0877050188055423e-01	5.0977005728014127e-02	1.1038288056618303e-01	1.0739298781779853e-01	2.9293597123881359e+00
