# Parameters
$ K = 3
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-4.3542466042448463e-01	-6.5825235832695350e-01	-4.2545890523479823e-01	-4.1455440468419108e-01	-3.9280430066710781e-01	-7.5832264677161987e-01	-6.9061135451949252e-01	-4.7332641556498339e-01	-3.0175434683591490e-01	-3.5217559396544462e-01	-2.5385951304914334e-01	-5.4349028666996180e-01	-7.5050233396698540e-01	-8.1208615392203787e-01	-2.3003115110278627e-01	-2.0711347134320915e-01	-1.0757178007695384e-01	-7.2855580655877772e-02	-2.0263009259180312e-01	-4.4405850138145964e-02	-9.5301466550953173e-02	-5.7386246781950617e-02	-8.9835890747026456e-02	-1.5715508945855741e-01	-6.6239318171286504e-02	-1.1899669809238352e-01	-6.8244155173537782e-02	-1.4565523283971776e-01	-9.8320988913362647e-02	-1.0672471878623026e-01	-1.2796052733424554e-01	-2.3878182143525656e-01	-6.4769446828220320e-02	-1.7445128193268741e-01	-9.6503107790947146e-02	-1.1630627226467576e-01	-7.9066939785166587e-02	3.3356225367858907e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.3423239274608622e-01	-6.5952206094425481e-01	-4.2578493780772281e-01	-4.1423633017483219e-01	-3.9269512673295887e-01	-7.5841845673290675e-01	-6.8902935257739772e-01	-4.7128741991591083e-01	-3.0010921106966831e-01	-3.5221800439139095e-01	-2.5396130600727629e-01	-5.4439665313111585e-01	-7.5141673768008010e-01	-8.1434056818191947e-01	-2.2961460028551725e-01	-2.0814581679726313e-01	-1.0810902564478912e-01	-7.3219039180272422e-02	-2.0363755756803703e-01	-4.4628211041383307e-02	-9.5776368560003655e-02	-5.7672997674596778e-02	-9.0283805298657538e-02	-1.5793815246391796e-01	-6.6569771588061835e-02	-1.1959146039739910e-01	-6.8585231102272742e-02	-1.4638135656950213e-01	-9.8812205184347079e-02	-1.0725573011325008e-01	-1.2860023969386442e-01	-2.3997561461249481e-01	-6.5092572844845875e-02	-1.7532435349646494e-01	-9.6985020188240900e-02	-1.1688788641896898e-01	-7.9462842404255482e-02	3.3273103365079355e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.3299876826632133e-01	-6.6077734211070460e-01	-4.2610572846927514e-01	-4.1388142336328904e-01	-3.9255264028858372e-01	-7.5842945619290536e-01	-6.8735865023836185e-01	-4.6920037244257717e-01	-2.9843503655913617e-01	-3.5224802537142930e-01	-2.5406132689548577e-01	-5.4529687530408133e-01	-7.5228637543477217e-01	-8.1656358726469147e-01	-2.2918639314397279e-01	-2.0917163210788919e-01	-1.0864502172789541e-01	-7.3580835158178967e-02	-2.0463353113539165e-01	-4.4851238403763267e-02	-9.6248035554909184e-02	-5.7959376522719784e-02	-9.0729172553242310e-02	-1.5871576876634091e-01	-6.6898716022287752e-02	-1.2018577685531390e-01	-6.8926002066395792e-02	-1.4710312666141218e-01	-9.9302642494050894e-02	-1.0778142108574186e-01	-1.2923975199829904e-01	-2.4116911551691608e-01	-6.5414227882938811e-02	-1.7619904903150335e-01	-9.7465686183818748e-02	-1.1746964138856782e-01	-7.9859879412407242e-02	3.3190525402282334e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.3172408922077471e-01	-6.6201829625418096e-01	-4.2642149369529547e-01	-4.1348960394494583e-01	-3.9237667344291360e-01	-7.5835532832188812e-01	-6.8559964284102048e-01	-4.6706602495609556e-01	-2.9673228158169751e-01	-3.5226577323742203e-01	-2.5415977235837106e-01	-5.4619118405253841e-01	-7.5311095523719795e-01	-8.1875468948681052e-01	-2.2874658025624003e-01	-2.1019079159910511e-01	-1.0917973456982777e-01	-7.3940934036270126e-02	-2.0561783860296073e-01	-4.5074937068953255e-02	-9.6716432612005868e-02	-5.8245366277943161e-02	-9.1171967851682495e-02	-1.5948790945689545e-01	-6.7226117990808021e-02	-1.2077964289812361e-01	-6.9266445127131121e-02	-1.4782047171889298e-01	-9.9792298970968127e-02	-1.0830164834734357e-01	-1.2987903507716597e-01	-2.4236223381649197e-01	-6.5734369206891394e-02	-1.7707535900869639e-01	-9.7945045736647987e-02	-1.1805149980168006e-01	-8.0258048605880219e-02	3.3108501977163902e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.3040867849513964e-01	-6.6324501823204152e-01	-4.2673244962470935e-01	-4.1306080422695840e-01	-3.9216706817075919e-01	-7.5819580139075426e-01	-6.8375278191767352e-01	-4.6488515779714679e-01	-2.9500141962742266e-01	-3.5227136500216116e-01	-2.5425684216051514e-01	-5.4707981319789734e-01	-7.5389019730836604e-01	-8.2091335718035363e-01	-2.2829521625132590e-01	-2.1120317478268605e-01	-1.0971313102625777e-01	-7.4299302785189855e-02	-2.0659031332539557e-01	-4.5299312024318091e-02	-9.7181526949155370e-02	-5.8530949871320494e-02	-9.1612168622475273e-02	-1.6025455068185995e-01	-6.7551944638889708e-02	-1.2137305477849647e-01	-6.9606537289303286e-02	-1.4853332269246106e-01	-1.0028117342231499e-01	-1.0881626909466922e-01	-1.3051805983529038e-01	-2.4355487957705968e-01	-6.6052954184723831e-02	-1.7795327382559814e-01	-9.8423039011644370e-02	-1.1863342398054401e-01	-8.0657347735001744e-02	3.3027043748080143e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.2905287933520231e-01	-6.6445760280433563e-01	-4.2703881171830232e-01	-4.1259496917338456e-01	-3.9192367644698778e-01	-7.5795064897851883e-01	-6.8181857479581276e-01	-4.6265857907009816e-01	-2.9324293912619714e-01	-3.5226491802726784e-01	-2.5435273903659306e-01	-5.4796299914798674e-01	-7.5462383416857615e-01	-8.2303907690221934e-01	-2.2783235983873412e-01	-2.1220866645001543e-01	-1.1024517853975599e-01	-7.4655909919008445e-02	-2.0755079680983024e-01	-4.5524368392477130e-02	-9.7643287886845398e-02	-5.8816110195969010e-02	-9.2049754352995616e-02	-1.6101567358576974e-01	-6.7876163743975773e-02	-1.2196600951584512e-01	-6.9946255485405923e-02	-1.4924161288158924e-01	-1.0076926526318875e-01	-1.0932514114386399e-01	-1.3115679720902437e-01	-2.4474696327908221e-01	-6.6369940284029705e-02	-1.7883278375228950e-01	-9.8899606409514854e-02	-1.1921537591742827e-01	-8.1057774490992870e-02	3.2946161535440774e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.2765705503318457e-01	-6.6565614409884111e-01	-4.2734079441634093e-01	-4.1209205643905955e-01	-3.9164636037560346e-01	-7.5761969011317642e-01	-6.7979758411692282e-01	-4.6038712383807506e-01	-2.9145734316229871e-01	-3.5224654968440489e-01	-2.5444766853783174e-01	-5.4884098051741825e-01	-7.5531161071454544e-01	-8.2513133964196717e-01	-2.2735807383728637e-01	-2.1320715675466828e-01	-1.1077584511216441e-01	-7.5010725511509765e-02	-2.0849913880700732e-01	-4.5750111422374326e-02	-9.8101686803226104e-02	-5.9100830088974508e-02	-9.2484706555248555e-02	-1.6177126424268187e-01	-6.8198743718142857e-02	-1.2255850483935828e-01	-7.0285576558639623e-02	-1.4994527793227441e-01	-1.0125657444202271e-01	-1.0982812299690883e-01	-1.3179521811980094e-01	-2.4593839583244548e-01	-6.6685285066893876e-02	-1.7971387887502235e-01	-9.9374688596579969e-02	-1.1979731724909290e-01	-8.1459326492191120e-02	3.2865866323066997e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.2622158859121195e-01	-6.6684073506899144e-01	-4.2763861079560245e-01	-4.1155203639218652e-01	-3.9133499231368957e-01	-7.5720278934582452e-01	-6.7769042727375106e-01	-4.5807165328049021e-01	-2.8964514917687595e-01	-3.5221637701024605e-01	-2.5454183887507681e-01	-5.4971399774020868e-01	-7.5595328428947395e-01	-8.2718964102808357e-01	-2.2687242520316578e-01	-2.1419854128552912e-01	-1.1130509927459703e-01	-7.5363721209247767e-02	-2.0943519738634628e-01	-4.5976546479865515e-02	-9.8556697083127226e-02	-5.9385092312595436e-02	-9.2917008726104838e-02	-1.6252131357570890e-01	-6.8519653609251746e-02	-1.2315053912806583e-01	-7.0624477244918257e-02	-1.5064425583029939e-01	-1.0174310136240843e-01	-1.1032507390762133e-01	-1.3243329342491755e-01	-2.4712908858923865e-01	-6.6998946183773833e-02	-1.8059654903767905e-01	-9.9848226534546752e-02	-1.2037920922969901e-01	-8.1862001269671178e-02	3.2786169259509497e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.2474688236273633e-01	-6.6801146694582070e-01	-4.2793247222643183e-01	-4.1097489212559862e-01	-3.9098945499016563e-01	-7.5669985675809903e-01	-6.7549777576754877e-01	-4.5571305381461963e-01	-2.8780688865878407e-01	-3.5217451635567226e-01	-2.5463546075876581e-01	-5.5058229267524206e-01	-7.5654862474628082e-01	-8.2921348153252672e-01	-2.2637548505719146e-01	-2.1518272113026368e-01	-1.1183291005510983e-01	-7.5714870241320578e-02	-2.1035883899474181e-01	-4.6203679037829411e-02	-9.9008294061121438e-02	-5.9668879534795376e-02	-9.3346646302055081e-02	-1.6326581726490411e-01	-6.8838863100777900e-02	-1.2374211134802697e-01	-7.0962934153845983e-02	-1.5133848689021132e-01	-1.0222884680136005e-01	-1.1081585394729859e-01	-1.3307099386554710e-01	-2.4831895335446577e-01	-6.7310881366335895e-02	-1.8148078378110322e-01	-1.0032016151020130e-01	-1.2096101270216059e-01	-8.2265796252270249e-02	3.2707081659322363e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.2323335767274695e-01	-6.6916842868503257e-01	-4.2822258803036134e-01	-4.1036061945665658e-01	-3.9060964161931194e-01	-7.5611084790318706e-01	-6.7322035448698425e-01	-4.5331223618288286e-01	-2.8594310682423285e-01	-3.5212108302972212e-01	-2.5472874723609085e-01	-5.5144610820519901e-01	-7.5709741450422774e-01	-8.3120236667335923e-01	-2.2586732871130460e-01	-2.1615960292899117e-01	-1.1235924694409206e-01	-7.6064147425816839e-02	-2.1126993849893075e-01	-4.6431514665807673e-02	-9.9456454958709084e-02	-5.9952174309135811e-02	-9.3773606608527391e-02	-1.6400477564361166e-01	-6.9156342510313273e-02	-1.2433322098673061e-01	-7.1300923748667741e-02	-1.5202791374004582e-01	-1.0271381182410845e-01	-1.1130032406994998e-01	-1.3370829001198262e-01	-2.4950790239464363e-01	-6.7621048419240729e-02	-1.8236657228035066e-01	-1.0079043516499207e-01	-1.2154268806792863e-01	-8.2670708751021518e-02	3.2628615004288424e+00
