# Parameters
$ K = 2
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-3.4562823840959528e-01	-4.9739953891820909e-01	-1.1078432147482682e+00	-7.0606350493363668e-01	-3.9439164921602876e-01	-1.9817440693485053e-01	-1.9653177469021918e-01	-4.8848822105977702e-01	-2.3678062228407781e-01	-7.9410496555366650e-01	-5.1606105898429111e-01	-4.2786335058254943e-01	3.4641016151377548e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.4828119433959276e-01	-4.9880670710867964e-01	-1.1122044919376468e+00	-7.0885076973190908e-01	-3.9648281203808244e-01	-1.9842096417693322e-01	-1.9715112003911686e-01	-4.9120975609820439e-01	-2.3840756419717807e-01	-7.9727053476745491e-01	-5.1829272746954191e-01	-4.3159872132517690e-01	3.4554700227770132e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.5094265597276131e-01	-5.0019178484975202e-01	-1.1165009892228699e+00	-7.1163455882559024e-01	-3.9858091552151215e-01	-1.9865794700961895e-01	-1.9775027971162060e-01	-4.9391711860108728e-01	-2.4004633065996922e-01	-8.0041674646663685e-01	-5.2051548359269950e-01	-4.3535704975883277e-01	3.4468960837808331e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.5361216277936341e-01	-5.0155441913066423e-01	-1.1207308433340588e+00	-7.1441465559863593e-01	-4.0068583753886011e-01	-1.9888531491125380e-01	-1.9832876072565897e-01	-4.9660942369454486e-01	-2.4169693847103754e-01	-8.0354289231567144e-01	-5.2272883571611617e-01	-4.3913788894212386e-01	3.4383802951759268e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.5628924038716847e-01	-5.0289426294367656e-01	-1.1248921993964160e+00	-7.1719084404521960e-01	-4.0279745215376661e-01	-1.9910303194070056e-01	-1.9888607628627025e-01	-4.9928577624756248e-01	-2.4335940153411703e-01	-8.0664826152636793e-01	-5.2493228562423888e-01	-4.4294076819370065e-01	3.4299231566275474e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.5897340056111088e-01	-5.0421097546460114e-01	-1.1289832127917208e+00	-7.1996290881335256e-01	-4.0491562956707455e-01	-1.9931106676699623e-01	-1.9942174652784800e-01	-5.0194527126445321e-01	-2.4503373075363369e-01	-8.0973214123923021e-01	-5.2712532863730144e-01	-4.4676519269111542e-01	3.4215251703835623e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.6166414119584528e-01	-5.0550422222230040e-01	-1.1330020510493153e+00	-7.2273063524363079e-01	-4.0704023606276962e-01	-1.9950939269040538e-01	-1.9993529926586334e-01	-5.0458699429645260e-01	-2.4671993392827493e-01	-8.1279381691426633e-01	-5.2930745373506016e-01	-4.5061064308326343e-01	3.4131868412159339e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.6436094632158283e-01	-5.0677367525670669e-01	-1.1369468957637436e+00	-7.2549380940290820e-01	-4.0917113395375576e-01	-1.9969798765464539e-01	-2.0042627075652142e-01	-5.0721002187252628e-01	-2.4841801564260879e-01	-8.1583257273093324e-01	-5.3147814369080548e-01	-4.5447657511762751e-01	3.4049086763595673e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.6706328612357098e-01	-5.0801901326495025e-01	-1.1408159445360386e+00	-7.2825221811267316e-01	-4.1130818152748505e-01	-1.9987683425005687e-01	-2.0089420646271314e-01	-5.0981342194944457e-01	-2.5012797715677998e-01	-8.1884769199688789e-01	-5.3363687521587333e-01	-4.5836241928357596e-01	3.3966911854484665e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.6977061697558489e-01	-5.0923992173521460e-01	-1.1446074129354935e+00	-7.3100564897194353e-01	-4.1345123299145614e-01	-2.0004591970755362e-01	-2.0133866182454394e-01	-5.1239625438116509e-01	-2.5184981629430880e-01	-8.2183845756517837e-01	-5.3578311911486398e-01	-4.6226758047298272e-01	3.3885348804491673e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-3.7248238148777113e-01	-5.1043609306798654e-01	-1.1483195364785952e+00	-7.3375389037447802e-01	-4.1560013841859639e-01	-2.0020523588318889e-01	-2.0175920303262568e-01	-5.1495757140756326e-01	-2.5358352732803657e-01	-8.2480415225946668e-01	-5.3791634045176517e-01	-4.6619143765947824e-01	3.3804402755914076e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-3.7519800856918883e-01	-5.1160722668440850e-01	-1.1519505726216690e+00	-7.3649673152014494e-01	-4.1775474369254412e-01	-2.0035477923320830e-01	-2.0215540780224636e-01	-5.1749641816250780e-01	-2.5532910086424482e-01	-8.2774405930689188e-01	-5.4003599872716013e-01	-4.7013334359764020e-01	3.3724078872959944e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-3.7791691350537820e-01	-5.1275302912150200e-01	-1.1554988027636266e+00	-7.3923396242028372e-01	-4.1991489045285235e-01	-2.0049455077951631e-01	-2.0252686614644802e-01	-5.2001183320129496e-01	-2.5708652372500818e-01	-8.3065746277809349e-01	-5.4214154806667525e-01	-4.7409262454347945e-01	3.3644382340998171e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-3.8063849805126737e-01	-5.1387321411405895e-01	-1.1589625342550833e+00	-7.4196537389692097e-01	-4.2208041604013552e-01	-2.0062455606547847e-01	-2.0287318114597497e-01	-5.2250284904741362e-01	-2.5885577882881683e-01	-8.3354364803396364e-01	-5.4423243742081928e-01	-4.7806857999756397e-01	3.3565318365779890e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-3.8336215053973099e-01	-5.1496750266308400e-01	-1.1623401024100040e+00	-7.4469075757572312e-01	-4.2425115344117692e-01	-2.0074480510205187e-01	-2.0319396971398629e-01	-5.2496849275861457e-01	-2.6063684506953427e-01	-8.3640190217859511e-01	-5.4630811077632779e-01	-4.8206048247216848e-01	3.3486892172630691e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-3.8608724600608341e-01	-5.1603562309068940e-01	-1.1656298725158794e+00	-7.4740990587257572e-01	-4.2642693123403047e-01	-2.0085531230425566e-01	-2.0348886335336538e-01	-5.2740778651222842e-01	-2.6242969719373965e-01	-8.3923151451792866e-01	-5.4836800737912172e-01	-4.8606757728382483e-01	3.3409109005613344e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-3.8881314632879471e-01	-5.1707731108143673e-01	-1.1688302418383798e+00	-7.5012261197370667e-01	-4.2860757353313567e-01	-2.0095609641802833e-01	-2.0375750890440847e-01	-5.2981974820966538e-01	-2.6423430567653561e-01	-8.4203177702355470e-01	-5.5041156196895447e-01	-4.9008908237267185e-01	3.3331974126660731e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-3.9153920038668583e-01	-5.1809230971014819e-01	-1.1719396416163033e+00	-7.5282866980929153e-01	-4.3079289993448261e-01	-2.0104718043757583e-01	-2.0399956928062415e-01	-5.3220339210001000e-01	-2.6605063659587824e-01	-8.4480198480108437e-01	-5.5243820502580876e-01	-4.9412418815000209e-01	3.3255492814678624e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-3.9426474423286040e-01	-5.1908036945630764e-01	-1.1749565390425754e+00	-7.5552787402050003e-01	-4.3298272546085620e-01	-2.0112859151333209e-01	-2.0421472419033923e-01	-5.3455772942260171e-01	-2.6787865150551848e-01	-8.4754143656252889e-01	-5.5444736302806608e-01	-4.9817205737540526e-01	3.3179670364618139e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-3.9698910128560405e-01	-5.2004124820518938e-01	-1.1778794392269576e+00	-7.5822001991996113e-01	-4.3517686050719223e-01	-2.0120036085071824e-01	-2.0440267084177799e-01	-5.3688176906847240e-01	-2.6971830730663138e-01	-8.5024943510204498e-01	-5.5643845872246622e-01	-5.0223182506490816e-01	3.3104512086517506e+00
