Hamiltonian	driving	N	seed	duration	K=0	K=1	K=2	K=3	K=4	K=5
ferromagnetic	onebody	12	64	0.02	0.0002447805612920285	0.09974214026008042	0.35524106468817346	0.5701224015151931	0.7170475210650546	0.8140230047811146
ferromagnetic	onebody	12	64	0.01	0.00024424743113074233	0.09971985151600798	0.3552482182531978	0.5701454415585535	0.7170743651356847	0.8140463697704325
ferromagnetic	onebody	12	65	0.1	0.0002614549161692588	0.15606419938761149	0.40062534556144613	0.5959867585939724	0.7331355398180104	0.8245279484439677
ferromagnetic	onebody	12	65	0.05	0.00024839226147441753	0.1553198821853631	0.40060661291109806	0.5963962756677851	0.7336773564275801	0.8250554746315546
ferromagnetic	onebody	12	65	0.02	0.00024480801367031575	0.15511074257946916	0.40060476267192013	0.5965223260558695	0.7338317203420744	0.8252034813226675
ferromagnetic	onebody	12	65	0.01	0.00024429949175813846	0.15508077442736606	0.400604483492488	0.5965396021083842	0.7338532533479682	0.8252243955968575
ferromagnetic	onebody	12	66	0.1	0.00026242004410374504	0.08220586621772118	0.2862534652937133	0.48384714056322375	0.6420810494850628	0.7580016805295257
ferromagnetic	onebody	12	66	0.05	0.0002486182371524359	0.08178787695608075	0.2862011887230071	0.4841437495869855	0.6425439496125155	0.7585130255579529
ferromagnetic	onebody	12	66	0.02	0.0002448379953206347	0.08167103112156536	0.2861917948394095	0.4842108578390218	0.6426779976253748	0.7586643945875033
ferromagnetic	onebody	12	66	0.01	0.0002443022662393929	0.08165440391713	0.2861903986732978	0.48422300929513146	0.6427011877622969	0.7586859754186248
ferromagnetic	onebody	12	67	0.1	0.00026364671268913587	0.04842159320789454	0.22572547429495646	0.4408348897624635	0.613670706554731	0.7363594025623305
ferromagnetic	onebody	12	67	0.05	0.0002489424662504478	0.04794110462912468	0.22562845623380595	0.441310463319496	0.614371413708058	0.7370185846142914
ferromagnetic	onebody	12	67	0.02	0.00024490923261126653	0.04780871301132956	0.22558676516737633	0.44145122615307864	0.6145540633528602	0.7372045091137727
ferromagnetic	onebody	12	67	0.01	0.0002443361547200669	0.04778952380877391	0.2255823689783523	0.44147128618468795	0.6145829356013227	0.7372310875177162
ferromagnetic	onebody	12	68	0.1	0.00026092432239471774	0.08673440365262639	0.3306957258942917	0.5414092713505534	0.6908781705047558	0.7927408766774031
ferromagnetic	onebody	12	68	0.05	0.00024834246839189523	0.0863267506451032	0.3308201771368294	0.5419246579518221	0.6914727152871881	0.793290026313402
ferromagnetic	onebody	12	68	0.02	0.000244889197282993	0.08621144863340904	0.3308684944191121	0.5420661076452459	0.691630585466308	0.7934445932056257
ferromagnetic	onebody	12	68	0.01	0.00024439840262170415	0.08619489236505871	0.3308746982466068	0.5420858686330904	0.6916540919914943	0.7934666572026288
ferromagnetic	onebody	12	69	0.1	0.00026205276716042685	0.06427388532042601	0.27741429649012217	0.4907484763198854	0.6536994356937672	0.766846510383491
ferromagnetic	onebody	12	69	0.05	0.0002485592309754891	0.0637704460528407	0.2772212441254032	0.49105074820424083	0.6542255355353439	0.7673990216713868
ferromagnetic	onebody	12	69	0.02	0.0002448627773911994	0.0636295087661177	0.2771675064497448	0.49114860039040087	0.6543744234878032	0.7675565652995627
ferromagnetic	onebody	12	69	0.01	0.00024433827460707924	0.06360929465440684	0.27715987081770144	0.4911634315574378	0.6543956151053002	0.7675789079144087
ferromagnetic	onebody	12	70	0.1	0.0002611784101746351	0.05974026132802103	0.22552222792405255	0.42341462338267777	0.5931391671230257	0.7191910060599892
ferromagnetic	onebody	12	70	0.05	0.0002482847958371593	0.05922428910107163	0.22526909860996586	0.4236592214103201	0.5936364257964121	0.71973049560867
ferromagnetic	onebody	12	70	0.02	0.00024474736815152106	0.059080822705393755	0.22519909991856193	0.4237270848560351	0.5937709013375699	0.7198863167765911
ferromagnetic	onebody	12	70	0.01	0.00024424562131977577	0.059060583303338784	0.22518927217279164	0.42373671682961084	0.5937910065724408	0.7199086060658049
ferromagnetic	onebody	12	71	0.1	0.0002649462969645141	0.08322766219027013	0.28039709640174604	0.480572724102193	0.6372225315841973	0.7495334864761144
ferromagnetic	onebody	12	71	0.05	0.00024920525835303396	0.08245986038527041	0.2800739088325983	0.4808591874111718	0.6377639452686046	0.750093314236362
ferromagnetic	onebody	12	71	0.02	0.0002449045472335648	0.08224423729572115	0.2799843475415422	0.48095933951815234	0.6379148690016059	0.7502530843350502
ferromagnetic	onebody	12	71	0.01	0.0002442951954237681	0.08221425149374557	0.27997150659094233	0.4809735976613517	0.637936939225224	0.7502766092307266
ferromagnetic	onebody	12	72	0.1	0.00026760602153374493	0.05223656965275623	0.16583308879026357	0.3044268981391905	0.4423149581622688	0.5641930161098512
ferromagnetic	onebody	12	72	0.05	0.00024986473488663866	0.051472334181491886	0.16500300325771503	0.303915485248171	0.4420992219073339	0.56416256620821
ferromagnetic	onebody	12	72	0.02	0.0002450287667752093	0.05125745496573919	0.16476897584384864	0.30377007038589043	0.44204676030708995	0.5641535557499971
ferromagnetic	onebody	12	72	0.01	0.0002443439648414158	0.05122673441485186	0.1647352769913994	0.30374927066405616	0.4420380463666641	0.5641470108768436
ferromagnetic	onebody	12	73	0.1	0.00026416520924151774	0.08253537585736638	0.29668917306649917	0.5033154773789147	0.6582651727997659	0.7666455175503613
ferromagnetic	onebody	12	73	0.05	0.00024907150437715713	0.08184297076341632	0.2966269483626097	0.5038718284574353	0.6589685866929469	0.7672809852150319
ferromagnetic	onebody	12	73	0.02	0.0002449423823407749	0.08164985400245525	0.2966131618460872	0.5040332301551534	0.6591559492469308	0.7674610381065837
ferromagnetic	onebody	12	73	0.01	0.0002443567512023664	0.0816231799840956	0.2966114549658821	0.5040567687317193	0.6591841917728858	0.7674868442214384
ferromagnetic	onebody	12	74	0.1	0.00026220692637160027	0.09545676292202507	0.3472909595568797	0.5562459582071472	0.7017511011881696	0.8002089721944866
ferromagnetic	onebody	12	74	0.05	0.0002485345915679658	0.09492056854573161	0.34733568910648427	0.5567241067562207	0.7023231036966558	0.8007619779896887
ferromagnetic	onebody	12	74	0.02	0.0002447912271249582	0.09476391288157729	0.3473346369299804	0.5568596490012329	0.7024876314524843	0.8009049540097383
ferromagnetic	onebody	12	74	0.01	0.0002442603009258586	0.09474226459507405	0.347335830383254	0.5568791994584391	0.7025111531191494	0.8009272258729584
ferromagnetic	onebody	12	75	0.1	0.0002649855177849877	0.11045386870111393	0.3682120832299222	0.5752474676926256	0.7175744319249633	0.8126166878655944
ferromagnetic	onebody	12	75	0.05	0.00024926861888398223	0.10971771100149316	0.36838669458404094	0.5759629076899696	0.7183467394973319	0.813303912018559
ferromagnetic	onebody	12	75	0.02	0.000244962526709036	0.10951216025531743	0.3684359025445354	0.5761654939646278	0.7185673146585763	0.8135003151402743
ferromagnetic	onebody	12	75	0.01	0.00024435162398012264	0.10948283633321243	0.3684431073168666	0.5761945812139526	0.7185988522357878	0.8135283630395999
ferromagnetic	onebody	12	76	0.1	0.0002642674394114852	0.10704246613346612	0.3675096541057292	0.5714489055620996	0.7111989408947801	0.8055334906439033
ferromagnetic	onebody	12	76	0.05	0.00024910038276994463	0.10653083828083935	0.3677118456931024	0.572053991349379	0.7118551269419124	0.806134641003648
ferromagnetic	onebody	12	76	0.02	0.0002449570668055136	0.1063868788196287	0.36776992064313835	0.5722246905276662	0.7120442218765783	0.8063164046380478
ferromagnetic	onebody	12	76	0.01	0.00024436978837042144	0.10636656886215104	0.3677777829529803	0.5722491706893782	0.7120712348728998	0.8063408160643453
ferromagnetic	onebody	12	77	0.1	0.00026530832584633653	0.12009175571623536	0.3584363324583343	0.5583092456610743	0.7001479099922622	0.7968697909925251
ferromagnetic	onebody	12	77	0.05	0.0002492931512038172	0.11940964771301997	0.3585054175208485	0.5588921859696027	0.7007818631040152	0.7974361213864856
ferromagnetic	onebody	12	77	0.02	0.000244926010976284	0.11921389878082587	0.3585293294691546	0.5590535541878561	0.7009737436189675	0.7975959045333304
ferromagnetic	onebody	12	77	0.01	0.00024430690523001173	0.11918631488100524	0.3585327215663967	0.5590766792528531	0.7009997115370786	0.7976188120158054
ferromagnetic	onebody	12	78	0.1	0.00026801399563704915	0.037702800798244555	0.15934227546847943	0.32556052743225	0.4892776052250759	0.6267789236436911
ferromagnetic	onebody	12	78	0.05	0.00024998956479957787	0.03710480945026742	0.1587317130097732	0.325395082436957	0.48948554609115724	0.6271815683638322
ferromagnetic	onebody	12	78	0.02	0.0002450693046056525	0.036937599286009454	0.15856245363593266	0.3253484008534459	0.48954495942166704	0.6272957914501429
ferromagnetic	onebody	12	78	0.01	0.0002443709395316885	0.0369136689077667	0.15853808858888427	0.32534166322520397	0.48955345131051076	0.6273120670261271
ferromagnetic	onebody	12	79	0.1	0.0002625721392840503	0.25596141341946144	0.5274730444006188	0.6911199405319609	0.7973087682524496	0.8666957536936543
ferromagnetic	onebody	12	79	0.05	0.000248623012709803	0.2556738593996977	0.5279614806301924	0.6917490866210353	0.7978846453026047	0.8671746225773638
ferromagnetic	onebody	12	79	0.02	0.0002448058324057444	0.2555817691570999	0.5280993618327816	0.6919269161463761	0.798053219676714	0.8673123559388938
ferromagnetic	onebody	12	79	0.01	0.00024426377015718373	0.25557618933498727	0.5281191461119606	0.6919519597520636	0.7980778478222074	0.8673320793086331
ferromagnetic	onebody	12	80	0.1	0.000259196884227025	0.1208592621221059	0.3928086397270338	0.6012609723054825	0.7395145991422186	0.8298231915111905
ferromagnetic	onebody	12	80	0.05	0.0002478664992707085	0.1204459359069388	0.3930259535516544	0.6018142926537483	0.7400909415204219	0.8303473785302644
ferromagnetic	onebody	12	80	0.02	0.00024475239108508727	0.12032983398938385	0.39309122972819066	0.6019707131010494	0.7402570187729409	0.8304908920748301
ferromagnetic	onebody	12	80	0.01	0.00024430987316152877	0.12031328639322185	0.393100704162285	0.6019930679582965	0.7402805955478741	0.8305113239834508
ferromagnetic	onebody	12	81	0.1	0.0002620672539473616	0.15363230787640494	0.4723120414522663	0.6796150286364171	0.7986947995367476	0.8710763994989483
ferromagnetic	onebody	12	81	0.05	0.00024853374037866625	0.15300149104272118	0.4730246732925675	0.6805763206161971	0.7994564559549486	0.8716655398166633
ferromagnetic	onebody	12	81	0.02	0.0002448176793666228	0.1528252221768108	0.47322706936853176	0.6808191569004021	0.7996718139739165	0.8718333132303294
ferromagnetic	onebody	12	81	0.01	0.0002442898780057868	0.15279853368840046	0.4732557832213628	0.6808570913332077	0.7997029268664584	0.8718571739493626
ferromagnetic	onebody	12	82	0.1	0.0002612323186351533	0.1113514579845894	0.3743855361269389	0.5830542072384653	0.7241750208598998	0.8169393204661787
ferromagnetic	onebody	12	82	0.05	0.0002483631516868397	0.11086238533076341	0.37468961686559255	0.5837356772891841	0.7248691950174035	0.8175324576498108
ferromagnetic	onebody	12	82	0.02	0.0002448331018739901	0.11072524576029097	0.3747621117572846	0.5839279267561381	0.7250596519488306	0.8176823250464657
ferromagnetic	onebody	12	82	0.01	0.00024433234552366317	0.11070561584007811	0.37477411733455507	0.5839574886606719	0.7250868873898516	0.817705996984289
ferromagnetic	onebody	12	83	0.1	0.0002668862996837881	0.042833687516133874	0.19273776439942558	0.38204058125865764	0.5516094810454444	0.6828666191178466
ferromagnetic	onebody	12	83	0.05	0.000249730027250867	0.04226286338241198	0.19229330546766138	0.38216399904965725	0.552064391833218	0.683418871997537
ferromagnetic	onebody	12	83	0.02	0.0002450501451852399	0.04210287436320712	0.1921688762698803	0.3821992808779556	0.5521948789020958	0.6835819211281475
ferromagnetic	onebody	12	83	0.01	0.00024438738840521233	0.04208003184199753	0.19215095358927683	0.3822043709566899	0.5522140721407116	0.6836042335132344
ferromagnetic	onebody	12	84	0.1	0.00026551164661712157	0.08549815381303308	0.33672649520711895	0.5608458070225217	0.7109843405400125	0.8082304257181921
ferromagnetic	onebody	12	84	0.05	0.00024942598215882444	0.08483040794731259	0.33704243947263185	0.5617861040504539	0.711870164295847	0.8089446873614315
ferromagnetic	onebody	12	84	0.02	0.0002450325544433584	0.08464276995622705	0.337136393337453	0.5620495726314684	0.7121215067052296	0.8091457211725643
ferromagnetic	onebody	12	84	0.01	0.00024441004287045623	0.08461604293062218	0.33715010270889384	0.5620873313068775	0.7121575427201975	0.8091722549529882
ferromagnetic	onebody	12	85	0.1	0.0002602597989120777	0.1122484491679194	0.3838257080892291	0.5977554577798105	0.7365200451087122	0.8257022876794181
ferromagnetic	onebody	12	85	0.05	0.0002480597307427559	0.11182694786819086	0.3840652835752651	0.5983791061886381	0.7371413006134184	0.8262302154802923
ferromagnetic	onebody	12	85	0.02	0.000244711492806335	0.1117093699895625	0.3841334406251162	0.5985303466453529	0.7373172492342163	0.8263832214039885
ferromagnetic	onebody	12	85	0.01	0.00024423611505930415	0.11169250809190222	0.384143214051032	0.5985545935384021	0.7373423192334573	0.8264051556140155
ferromagnetic	onebody	12	86	0.1	0.00026517423508933165	0.08307793483499597	0.3059237307815424	0.5295360150248911	0.6903997008852104	0.7969183397446391
ferromagnetic	onebody	12	86	0.05	0.00024928344550730714	0.08254348637704456	0.30602837217312806	0.5301566089797306	0.6911429029080022	0.7975885883341142
ferromagnetic	onebody	12	86	0.02	0.00024493753903157293	0.08239329399433226	0.30605861155581965	0.530336944297968	0.6913513114147453	0.7977728225191913
ferromagnetic	onebody	12	86	0.01	0.00024432110205953507	0.0823720462846358	0.30606294623128594	0.530362747744229	0.691380943859895	0.7977992969860904
ferromagnetic	onebody	12	87	0.1	0.00025948937087327286	0.06446870486641701	0.26028757186294454	0.4594693262942784	0.6182690775983666	0.7346580940878397
ferromagnetic	onebody	12	87	0.05	0.00024791917620456633	0.06407992100154869	0.26018614120455547	0.45971652084090564	0.6186887627355727	0.735121788050049
ferromagnetic	onebody	12	87	0.02	0.000244743544138406	0.06397423457052875	0.26014447382232087	0.4597905803616736	0.6188185353714508	0.7352563628257722
ferromagnetic	onebody	12	87	0.01	0.0002442915648495943	0.06395876939912726	0.2601398565464023	0.4598015619159412	0.6188367883751976	0.7352756871146219
ferromagnetic	onebody	12	88	0.1	0.0002634161358128318	0.11900295264352452	0.41168700660909124	0.6222657046108135	0.7550351616733646	0.8392945401665814
ferromagnetic	onebody	12	88	0.05	0.0002488808746588393	0.11853147905328497	0.4122756333224079	0.6232050146724541	0.755858387539131	0.8399507829700332
ferromagnetic	onebody	12	88	0.02	0.0002449013012955282	0.11840346939739718	0.41244047121264127	0.6234639015326218	0.7560911662843155	0.8401360890838608
ferromagnetic	onebody	12	88	0.01	0.00024433630948267386	0.11838529703513387	0.4124641764744733	0.6234967642353479	0.7561247129983429	0.8401625817144703
ferromagnetic	onebody	12	89	0.1	0.0002602634843109448	0.18239825292399173	0.4828563346602079	0.6737570001238561	0.7888746645825893	0.861185800885695
ferromagnetic	onebody	12	89	0.05	0.00024810538218907253	0.18184507848863057	0.4833976812641045	0.6745539072889998	0.7895644434985803	0.8617295546433057
ferromagnetic	onebody	12	89	0.02	0.0002447650598583946	0.18169332259143386	0.4835368938219082	0.6747626314446757	0.7897629694349242	0.8618829043114155
ferromagnetic	onebody	12	89	0.01	0.00024429064171886726	0.18167100112200077	0.4835582611654071	0.674794254249614	0.7897907895770154	0.8619048498681587
ferromagnetic	onebody	12	90	0.1	0.0002639008339521669	0.1060647520045629	0.3693172403080932	0.5818768672500376	0.7237868803614731	0.8163693744869678
ferromagnetic	onebody	12	90	0.05	0.00024900495088980845	0.1055040737433626	0.36957208019795945	0.5826085797219249	0.7245197114761688	0.8169952051807442
ferromagnetic	onebody	12	90	0.02	0.00024493199299256067	0.10535060269052661	0.3696605573531189	0.582816082388429	0.7247304595275278	0.8171721329874226
ferromagnetic	onebody	12	90	0.01	0.00024435420752272975	0.1053287569241387	0.36967277227509976	0.582845503904877	0.7247605354788177	0.8171974505896494
ferromagnetic	onebody	12	91	0.1	0.00026368982171054753	0.09021584810436739	0.30456786590277884	0.5050450532307226	0.6598577239675769	0.7697677065834743
ferromagnetic	onebody	12	91	0.05	0.00024890038544907086	0.08972496617329627	0.30456757282943275	0.5054543912100733	0.6604143931107	0.770316053434148
ferromagnetic	onebody	12	91	0.02	0.00024485930042633886	0.08958220155508392	0.30456745342840275	0.5055757370809584	0.6605699521471275	0.7704715284480858
ferromagnetic	onebody	12	91	0.01	0.0002442867803240979	0.08956245847949523	0.30456870228781385	0.5055923861091263	0.6605922209393025	0.7705089068816527
ferromagnetic	onebody	12	92	0.1	0.0002656729721066346	0.03507772313721321	0.15621754934449716	0.33158833838784774	0.5038872578023463	0.6432855790058739
ferromagnetic	onebody	12	92	0.05	0.00024943495290388697	0.03460286425168976	0.15578907188460633	0.3316719942911146	0.5043372118228976	0.6438713709072793
ferromagnetic	onebody	12	92	0.02	0.00024500100430194097	0.03446989246706652	0.15566863274091644	0.3316972173367653	0.5044747568888305	0.6440215594416312
ferromagnetic	onebody	12	92	0.01	0.0002443722981113354	0.03445088801653598	0.15565147192606008	0.33170080336610214	0.5044994825779898	0.6440448782403981
ferromagnetic	onebody	12	93	0.1	0.00026170051791049207	0.17312832666809408	0.4676337351256373	0.6606228048274096	0.7806917885174282	0.8567301483527954
ferromagnetic	onebody	12	93	0.05	0.00024843369419056625	0.17276018284804287	0.4681850214299114	0.6613777967023243	0.781372052876359	0.85727802043963
ferromagnetic	onebody	12	93	0.02	0.0002447955487431414	0.17265673715341123	0.4683403961045727	0.6615934173021278	0.781566933368673	0.8574406347310812
ferromagnetic	onebody	12	93	0.01	0.0002442791900088451	0.17264222883804706	0.46836259090275756	0.6616239931801341	0.7815940389136772	0.8574635947201689
ferromagnetic	onebody	12	94	0.1	0.00026641658180735973	0.03490389225147076	0.14793020846263413	0.30810704134705763	0.47433701988351096	0.6173724559477142
ferromagnetic	onebody	12	94	0.05	0.00024963956854900086	0.03440412059601925	0.14745640218143138	0.3080250441106018	0.4745947104948151	0.6178042762425745
ferromagnetic	onebody	12	94	0.02	0.00024505151163012947	0.034263788111793154	0.14732162905713178	0.3080052954514442	0.47467040793588716	0.6179268337464626
ferromagnetic	onebody	12	94	0.01	0.00024440001365016355	0.034243781697990486	0.14730223859973057	0.30799989270870737	0.4746811631081174	0.617944359228936
ferromagnetic	onebody	12	95	0.1	0.0002644032451885159	0.04228425937242004	0.18918211021201786	0.3855536925779506	0.5611241317532445	0.6938047807362079
ferromagnetic	onebody	12	95	0.05	0.000249108009910324	0.04179170749283479	0.18887001103018086	0.3858132047064744	0.5616900383861212	0.6944175006417292
ferromagnetic	onebody	12	95	0.02	0.00024492474391787694	0.041654174096082394	0.1887826392893131	0.38588741292133694	0.5618500772663871	0.6945900487229362
ferromagnetic	onebody	12	95	0.01	0.000244331966972533	0.04163508325119368	0.1887701936112993	0.38589803581435816	0.5618783190901676	0.6946147845015996
ferromagnetic	onebody	12	96	0.1	0.00026345963237062376	0.0756405427679682	0.27115482672618	0.4684348939926148	0.6258791575489479	0.7408915738507273
ferromagnetic	onebody	12	96	0.05	0.00024879802877437486	0.07506298024312748	0.2710692648420251	0.46881978481943154	0.6264313172639677	0.7414304498458033
ferromagnetic	onebody	12	96	0.02	0.00024478994794926013	0.07490456097886189	0.27104823994359234	0.46892402009345896	0.6265755547691565	0.7415828631969175
ferromagnetic	onebody	12	96	0.01	0.0002442219614743189	0.0748817697601866	0.27104501471525816	0.46893994669749056	0.626597732411167	0.7416047484640863
ferromagnetic	onebody	12	97	0.1	0.0002637499350046493	0.12459471908076224	0.39102917325359277	0.595363627196352	0.733790667945886	0.8248470168765941
ferromagnetic	onebody	12	97	0.05	0.00024896266148973173	0.12414661218823629	0.3914084597368755	0.5960830741457903	0.7345041783634931	0.8254598871241292
ferromagnetic	onebody	12	97	0.02	0.00024491906314083275	0.1240262879293527	0.3915194432367235	0.5962970845240816	0.7347131003526091	0.825625946010005
ferromagnetic	onebody	12	97	0.01	0.0002443453411682627	0.12401090522160167	0.3915351529488953	0.5963272912868363	0.7347428100714333	0.8256508645471228
ferromagnetic	onebody	12	98	0.1	0.00026375534706199087	0.14570499460689454	0.42265446561826586	0.6197729079374135	0.749989156148519	0.8354210493859558
ferromagnetic	onebody	12	98	0.05	0.00024896853889872634	0.14522107160285394	0.42324663183846206	0.6206181191667794	0.7507455250684855	0.8360375516341476
ferromagnetic	onebody	12	98	0.02	0.0002449217842229404	0.14508516590591222	0.42342786841699065	0.6208687615393671	0.7509590819788736	0.8362098195461826
ferromagnetic	onebody	12	98	0.01	0.0002443476598304792	0.145065755427548	0.42345188246068677	0.6209069403859656	0.7509897855520269	0.836234406045626
ferromagnetic	onebody	12	99	0.1	0.00026396911805783826	0.06745200676295988	0.24593718941543694	0.45450033852613614	0.6253272243771675	0.7461832822008209
ferromagnetic	onebody	12	99	0.05	0.00024898420883851815	0.06680395995695657	0.24581237658916738	0.45500341223675445	0.6260346499316758	0.7468488995821647
ferromagnetic	onebody	12	99	0.02	0.0002448755374919692	0.0666217373894079	0.24577772275635415	0.4551466350896849	0.6262408159612806	0.7470377252688947
ferromagnetic	onebody	12	99	0.01	0.0002442920204295056	0.06659566678668713	0.2457727286874643	0.4551670347359022	0.6262697502323357	0.7470647375637389
ferromagnetic	onebody	15	0	0.1	3.3497976626465484e-05	0.05896505707595587	0.22049812921858572	0.39273612482774634	0.5388294545360396	0.6538222869319119
ferromagnetic	onebody	15	0	0.05	3.12498298782863e-05	0.0584703138974402	0.22040977563055503	0.3931748082523474	0.539489179102515	0.6545255516679549
ferromagnetic	onebody	15	0	0.02	3.064043565051447e-05	0.058334042777216974	0.2203866171444518	0.3932960367876718	0.5396734206775701	0.6547052158615693
ferromagnetic	onebody	15	0	0.01	3.0554157169010905e-05	0.058315013056967464	0.22038286245715114	0.39331342892691834	0.5396997279077509	0.6547333238034262
ferromagnetic	onebody	15	1	0.1	3.3574360379666403e-05	0.030353360684498395	0.14039602946374918	0.29596036907438156	0.4521127420875484	0.5843618896179105
ferromagnetic	onebody	15	1	0.05	3.126382578894791e-05	0.03003494190810044	0.14020456070019416	0.2962080398778925	0.45271699345773136	0.5851162493687274
ferromagnetic	onebody	15	1	0.02	3.063753902608983e-05	0.029946188107335975	0.1401575920458983	0.2962646239886189	0.45288457406799665	0.5853038391552302
ferromagnetic	onebody	15	1	0.01	3.054890961558123e-05	0.029933445443688065	0.14013846157747806	0.2962752404724285	0.45291111480607016	0.5853357871336925
ferromagnetic	onebody	15	2	0.1	3.3472783238308406e-05	0.0593294422632432	0.22441983867365353	0.3971049024623589	0.5432684075028867	0.6590470153367404
ferromagnetic	onebody	15	2	0.05	3.1248720577423694e-05	0.05893598570689699	0.22462728511827557	0.3977919598575994	0.5440467008994633	0.6597829219917006
ferromagnetic	onebody	15	2	0.02	3.0644375268912014e-05	0.05883008340646801	0.2246839816881103	0.39798069984794415	0.5442646669037048	0.6599989490683924
ferromagnetic	onebody	15	2	0.01	3.05587871397542e-05	0.058814810669390996	0.2246921070927597	0.39800742006242534	0.5442959673792579	0.6600273610383938
ferromagnetic	onebody	15	3	0.1	3.399755567777817e-05	0.035553572496703635	0.13622253894979558	0.27175056058231384	0.4126913546129157	0.5391529373352945
ferromagnetic	onebody	15	3	0.05	3.136636032052654e-05	0.035079531952597894	0.13583005061223133	0.27180667389862095	0.41309856429554553	0.539733829214401
ferromagnetic	onebody	15	3	0.02	3.065493999885431e-05	0.03494601215089132	0.13571737053933014	0.2718228457128116	0.41321127971959337	0.5398977617895605
ferromagnetic	onebody	15	3	0.01	3.055441155033179e-05	0.03492847921093701	0.13570135048260595	0.2718246172995365	0.41322786281871426	0.5399207294203089
ferromagnetic	onebody	15	4	0.1	3.374081703256539e-05	0.02733461303993239	0.12401675442947481	0.26877202933069905	0.4195692578633951	0.5508664545035389
ferromagnetic	onebody	15	4	0.05	3.129930041021428e-05	0.026977922240394497	0.1236819304531569	0.26886958163286695	0.42003880564332474	0.5515031814164463
ferromagnetic	onebody	15	4	0.02	3.063925024299711e-05	0.02688103108403073	0.12358938725962629	0.26890100321293586	0.4201688018658072	0.5516818965084817
ferromagnetic	onebody	15	4	0.01	3.0545967008958124e-05	0.02686394319486089	0.12357712717010638	0.26890781937955555	0.4201874883921675	0.551708161205758
ferromagnetic	onebody	15	5	0.1	3.3052170985085135e-05	0.07989085426882732	0.2863631898292289	0.4723006207197902	0.6146912261898879	0.7195884464227142
ferromagnetic	onebody	15	5	0.05	3.1132634030682285e-05	0.07953993208314294	0.2865228715499358	0.47289628614070356	0.6153924896192814	0.7203160966991797
ferromagnetic	onebody	15	5	0.02	3.061008706572974e-05	0.07944614095348236	0.2865824477830356	0.473073222793816	0.6156143333398004	0.7205276046766886
ferromagnetic	onebody	15	5	0.01	3.0535993422773823e-05	0.07943255446200996	0.2865998946384881	0.4730972398683909	0.615644011174939	0.720557543567115
ferromagnetic	onebody	15	6	0.1	3.3396940950644655e-05	0.07380834468353556	0.29751938923759713	0.4993802619322555	0.6474394637312783	0.7510618249935211
ferromagnetic	onebody	15	6	0.05	3.121788574240697e-05	0.07348408755991237	0.29785853751758573	0.5001914381223515	0.6483581890841873	0.7519041061451834
ferromagnetic	onebody	15	6	0.02	3.062592408862026e-05	0.07339628434996943	0.29795695317728094	0.5004193428431049	0.64858457240264	0.7521358770953231
ferromagnetic	onebody	15	6	0.01	3.054211535772469e-05	0.07338344908535789	0.29797055194797634	0.5004522094985006	0.6486210355813885	0.7521686158952137
ferromagnetic	onebody	15	7	0.1	3.351976655031374e-05	0.04608998387578336	0.17360456264475901	0.3254525987598374	0.4707189706151793	0.5946384838016862
ferromagnetic	onebody	15	7	0.05	3.124265795495073e-05	0.045677651639618996	0.1732877994523284	0.3255232312616845	0.47106909901656807	0.5951554564609454
ferromagnetic	onebody	15	7	0.02	3.062584885806793e-05	0.04555632093614231	0.17321682085136172	0.32553096452308977	0.47117952370762034	0.5952873038684432
ferromagnetic	onebody	15	7	0.01	3.05385628351776e-05	0.0455397441896476	0.1731892257767971	0.3255231852168502	0.4711975838113224	0.5953081999624615
ferromagnetic	onebody	15	8	0.1	3.363820039993664e-05	0.06022394432744807	0.22325984985488734	0.3945777950826997	0.5424519521289299	0.6593677585691654
ferromagnetic	onebody	15	8	0.05	3.12869715441924e-05	0.059838691078061224	0.22326104341226174	0.3949940136925754	0.5430653613672227	0.6600211219120328
ferromagnetic	onebody	15	8	0.02	3.065079948415376e-05	0.05973016285733698	0.22325392431648444	0.3951117446186663	0.5432398732712481	0.6602288194437789
ferromagnetic	onebody	15	8	0.01	3.0560797978549685e-05	0.059714936460312326	0.22325364843823797	0.39512847049358824	0.5432650070830151	0.6602571348016332
ferromagnetic	onebody	15	9	0.1	3.412937729630518e-05	0.01818853805670395	0.10016922347682436	0.24248636885342914	0.4010096585354738	0.541083897551046
ferromagnetic	onebody	15	9	0.05	3.1387191561889916e-05	0.017866293493181255	0.09986919103205372	0.24270543260658112	0.4016899452263734	0.5419261095891784
ferromagnetic	onebody	15	9	0.02	3.064583544480428e-05	0.01777611920601244	0.09978640984321348	0.24276556247311978	0.40188409560137045	0.5421781844511431
ferromagnetic	onebody	15	9	0.01	3.054108639605042e-05	0.017763188612996677	0.09977468015332613	0.2427751590368859	0.4019024204261711	0.5422113697015167
ferromagnetic	onebody	15	10	0.1	3.3913396980409806e-05	0.047005863558896126	0.1725471421010175	0.3141760661649853	0.44757911750521906	0.564235207577083
ferromagnetic	onebody	15	10	0.05	3.1347817456197646e-05	0.046446965841674834	0.17210919062828728	0.3141153158762396	0.44777219454437084	0.5645873979468828
ferromagnetic	onebody	15	10	0.02	3.065410553785672e-05	0.04629017881660815	0.17199000206903298	0.31408144883428163	0.4478311215654769	0.5646941364349383
ferromagnetic	onebody	15	10	0.01	3.055616958309749e-05	0.04626766404766396	0.17197389203747124	0.31408097705475224	0.4478378830648073	0.564707089201714
