# Parameters
$ K = 5
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-6.0047541977219521e-01	-4.7350687038078099e-01	-2.2258489931784764e-01	-4.8863031321114153e-01	-3.5210938259610691e-01	-5.4056272835219710e-01	-6.9254976778549737e-01	-5.3680242864775474e-01	-5.0887268865460100e-01	-7.2805643579748491e-01	-1.4317814917993041e-01	-4.1779112163436788e-01	2.4340075007215143e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.0731923300310708e-01	-4.7605743042813509e-01	-2.2560234853843722e-01	-4.9459986422352792e-01	-3.6063386249922208e-01	-5.4407397789151823e-01	-6.9842034243132023e-01	-5.4517956182966187e-01	-5.0990245997807082e-01	-7.3089738184549080e-01	-1.4557573524189105e-01	-4.2090497383931086e-01	2.4279398320024135e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.1424536855953094e-01	-4.7862077272577891e-01	-2.2866546844644611e-01	-5.0066403996820019e-01	-3.6926075648195694e-01	-5.4757828404871467e-01	-7.0435479156350189e-01	-5.5366441454727378e-01	-5.1094026698951978e-01	-7.3373259954614767e-01	-1.4800505225604221e-01	-4.2405959526013520e-01	2.4219067952762141e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.2125281114851705e-01	-4.8119680365288009e-01	-2.3177492791623927e-01	-5.0682376690134756e-01	-3.7798860146272623e-01	-5.5107476518188236e-01	-7.1035341861189250e-01	-5.6225730709969013e-01	-5.1198657422676519e-01	-7.3656154944978358e-01	-1.5046647102560567e-01	-4.2725555571493196e-01	2.4159082842580122e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.2834038023899852e-01	-4.8378542539583236e-01	-2.3493139885927236e-01	-5.1307993266313456e-01	-3.8681576483170010e-01	-5.5456253750557183e-01	-7.1641649563473753e-01	-5.7095849204931692e-01	-5.1304184165519640e-01	-7.3938367923879078e-01	-1.5296036411546882e-01	-4.3049342490741654e-01	2.4099441870861624e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.3550672239603301e-01	-4.8638653605913068e-01	-2.3813555569376205e-01	-5.1943338253575855e-01	-3.9574043711843626e-01	-5.5804071661076604e-01	-7.2254426117317661e-01	-5.7976814990653081e-01	-5.1410652319556349e-01	-7.4219842385296819e-01	-1.5548710569652099e-01	-4.3377377180508514e-01	2.4040143863151187e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.4275030359390872e-01	-4.8900002979225399e-01	-2.4138807477425381e-01	-5.2588491573967899e-01	-4.0476062461804835e-01	-5.6150841907081250e-01	-7.2873691801838869e-01	-5.8868638465189971e-01	-5.1518106517231510e-01	-7.4500520565246742e-01	-1.5804707137969490e-01	-4.3709716397757586e-01	2.3981187589126107e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.5006940153830606e-01	-4.9162579693297531e-01	-2.4468963377932570e-01	-5.3243528156535092e-01	-4.1387414200445605e-01	-5.6496476413326091e-01	-7.3499463089010986e-01	-5.9771321909530839e-01	-5.1626590468248856e-01	-7.4780343462037036e-01	-1.6064063803931414e-01	-4.4046416689372975e-01	2.3922571762613720e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.5746209803055111e-01	-4.9426372416749914e-01	-2.4804091105559259e-01	-5.3908517533828348e-01	-4.2307860496227429e-01	-5.6840887549705599e-01	-7.4131752402542050e-01	-6.0684859007195591e-01	-5.1736146788568493e-01	-7.5059250860695270e-01	-1.6326818362533671e-01	-4.4387534317590671e-01	2.3864295041655410e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.6492627141001104e-01	-4.9691369470770119e-01	-2.5144258491621946e-01	-5.4583523421562563e-01	-4.3237142287200747e-01	-5.7183988317400003e-01	-7.4770567867694648e-01	-6.1609234347579256e-01	-5.1846816821612751e-01	-7.5337181361760608e-01	-1.6593008696408174e-01	-4.4733125181009176e-01	2.3806356028619207e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-6.7245958911367332e-01	-4.9957558848572642e-01	-2.5489533289208760e-01	-5.5268603281301099e-01	-4.4174979158637612e-01	-5.7525692543281759e-01	-7.5415913051984951e-01	-6.2544422913169584e-01	-5.1958640451840643e-01	-7.5614072414635713e-01	-1.6862672754701488e-01	-4.5083244731037236e-01	2.3748753270362699e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-6.8005950039505703e-01	-5.0224928236606070e-01	-2.5839983093380403e-01	-5.5963807866096738e-01	-4.5121068633886918e-01	-5.7865915082349195e-01	-7.6067786696727280e-01	-6.3490389550846971e-01	-5.2071655910909742e-01	-7.5889860355681049e-01	-1.7135848530716652e-01	-4.5437947883639085e-01	2.3691485258447891e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-6.8772322924767093e-01	-5.0493465037512963e-01	-2.6195675256271095e-01	-5.6669180749082915e-01	-4.6075085482887751e-01	-5.8204572027886903e-01	-7.6726182439419766e-01	-6.4447088427557542e-01	-5.2185899576714290e-01	-7.6164480451226946e-01	-1.7412574038274928e-01	-4.5797288926242868e-01	2.3634550429409673e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-6.9544776758134041e-01	-5.0763156394835740e-01	-2.6556676796910850e-01	-5.7384757835076172e-01	-4.7036681053106350e-01	-5.8541580928975989e-01	-7.7391088527004481e-01	-6.5414462470745827e-01	-5.2301405765657949e-01	-7.6437866945662281e-01	-1.7692887286753295e-01	-4.6161321419682438e-01	2.3577947165079709e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-7.0322986870275794e-01	-5.1033989219448128e-01	-2.6923054305589256e-01	-5.8110566855332335e-01	-4.8005482627988039e-01	-5.8876861014899573e-01	-7.8062487520068757e-01	-6.6392442794032636e-01	-5.2418206518598198e-01	-7.6709953114746865e-01	-1.7976826254753578e-01	-4.6530098095050176e-01	2.3521673792967346e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-7.1106604115459271e-01	-5.1305950217683116e-01	-2.7294873842588141e-01	-5.8846626845681349e-01	-4.8981092818336697e-01	-5.9210333425903494e-01	-7.8740355988100708e-01	-6.7380948108733796e-01	-5.2536331380981260e-01	-7.6980671324274508e-01	-1.8264428862358204e-01	-4.6903670745346282e-01	2.3465728586699375e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-7.1895254297034561e-01	-5.1579025921108179e-01	-2.7672200831113958e-01	-5.9592947608357572e-01	-4.9963088992344523e-01	-5.9541921449683111e-01	-7.9424664195952455e-01	-6.8379884121931211e-01	-5.2655807177771985e-01	-7.7249953094192525e-01	-1.8555732941927464e-01	-4.7282090111819358e-01	2.3410109766520133e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-7.2688537640483997e-01	-5.1853202717890112e-01	-2.8055099944266448e-01	-6.0349529157946324e-01	-5.0951022750292707e-01	-5.9871550762876191e-01	-8.0115375781719333e-01	-6.9389142921937397e-01	-5.2776657783875591e-01	-7.7517729168262317e-01	-1.8850776207392758e-01	-4.7665405764903673e-01	2.3354815499853951e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-7.3486028320273411e-01	-5.2128466885670499e-01	-2.8443634985890931e-01	-6.1116361151972742e-01	-5.1944419450219592e-01	-6.0199149676742980e-01	-8.0812447426291067e-01	-7.0408602352124927e-01	-5.2898903890841864e-01	-7.7783929589316059e-01	-1.9149596222000012e-01	-4.8053665979671367e-01	2.3299843901931263e+00
