# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-5.5998120577470989e-01	-3.1424418242092261e-01	-3.9441791934899939e-01	-3.5252595436935130e-01	-3.5674088370306922e-01	-4.0880188362591952e-01	-3.7805771379562875e-01	-8.1336494576008089e-01	-3.5569071489565957e-01	-6.4139522618112871e-02	-1.2011331881683859e-01	-9.1958519098934613e-02	-2.6660798821486464e-01	-4.3131957808797805e-02	-1.5623516409960009e-01	-4.1390325357513108e-02	-1.8839271471329380e-01	-3.2411272836859284e-01	-9.8766047640272733e-02	-1.3757734874113578e-01	-1.7026030093464548e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.6203340409422520e-01	-3.1408928001709313e-01	-3.9553414461159231e-01	-3.5222963984761885e-01	-3.5316447137596213e-01	-4.0796936032311637e-01	-3.7911404475872817e-01	-8.1594688339955712e-01	-3.5560719024604087e-01	-6.4460041204304375e-02	-1.2071416032273047e-01	-9.2418436898070000e-02	-2.6793625297504664e-01	-4.3347315608197025e-02	-1.5701353611304272e-01	-4.1597774909931870e-02	-1.8932836501092437e-01	-3.2572599456051782e-01	-9.9258999828506375e-02	-1.3826397646128866e-01	-1.7111023898315583e-01	2.9925297310765120e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.6408117468658581e-01	-3.1392447600247947e-01	-3.9664954716812406e-01	-3.5191185439090783e-01	-3.4946319244336738e-01	-4.0707752014530890e-01	-3.8017013637367469e-01	-8.1848983825008603e-01	-3.5550409218371365e-01	-6.4780179804253213e-02	-1.2131552226587607e-01	-9.2878583942024487e-02	-2.6925477245685098e-01	-4.3562050697771963e-02	-1.5778618995204968e-01	-4.1806229404739999e-02	-1.9025114656731110e-01	-3.2732438930523139e-01	-9.9750146307119092e-02	-1.3894800597585963e-01	-1.7195736954959839e-01	2.9851194190528196e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.6612428141406490e-01	-3.1375018758062184e-01	-3.9776421472810453e-01	-3.5157315025384844e-01	-3.4563896949778788e-01	-4.0612691091492398e-01	-3.8122604011953576e-01	-8.2099318967031254e-01	-3.5538156425406825e-01	-6.5099905327051094e-02	-1.2191736010690242e-01	-9.3338928343964428e-02	-2.7056325571223394e-01	-4.3776135040276991e-02	-1.5855296049761824e-01	-4.2015702625692666e-02	-1.9116069704074343e-01	-3.2890750060128293e-01	-1.0023941275698482e-01	-1.3962931681584398e-01	-1.7280157215034497e-01	2.9777698110663877e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.6816248237671940e-01	-3.1356683102335337e-01	-3.9887823275853446e-01	-3.5121408006421667e-01	-3.4169391985124303e-01	-4.0511811680565285e-01	-3.8228180797454647e-01	-8.2345631130784036e-01	-3.5523975639595928e-01	-6.5419184412018896e-02	-1.2251962868029528e-01	-9.3799438013378089e-02	-2.7186141363459493e-01	-4.3989540677549385e-02	-1.5931368353789399e-01	-4.2226208537617160e-02	-1.9205665540012287e-01	-3.3047492017532010e-01	-1.0072672499312527e-01	-1.4030778819988973e-01	-1.7364272679372453e-01	2.9704816608701301e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.7019552986604527e-01	-3.1337482032000685e-01	-3.9999168419580960e-01	-3.5083519448021960e-01	-3.3763035501063871e-01	-4.0405175601796378e-01	-3.8333749240246273e-01	-8.2587857007206389e-01	-3.5507882473828667e-01	-6.5737983411164824e-02	-1.2312228217778497e-01	-9.4260080639335733e-02	-2.7314895886867036e-01	-4.4202239731323721e-02	-1.6006819569089950e-01	-4.2437761266768896e-02	-1.9293866198558859e-01	-3.3202624342286308e-01	-1.0121200897279164e-01	-1.4098329902746781e-01	-1.7448071397366821e-01	2.9632557287338415e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.7222317033300818e-01	-3.1317456581017655e-01	-4.0110464916822280e-01	-3.5043703981948904e-01	-3.3345077962063996e-01	-4.0292847836322171e-01	-3.8439314634786187e-01	-8.2825932510832878e-01	-3.5489893140728357e-01	-6.6056268370819154e-02	-1.2372527413140380e-01	-9.4720823672978446e-02	-2.7442560570455971e-01	-4.4414204403547812e-02	-1.6081633431723349e-01	-4.2650375080147636e-02	-1.9380635856119677e-01	-3.3356106932585777e-01	-1.0169519080293579e-01	-1.4165572786994407e-01	-1.7531541465994266e-01	2.9560927813386817e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.7424514437082519e-01	-3.1296647280542178e-01	-4.0221720473001343e-01	-3.5002015567093980e-01	-3.2915788986450095e-01	-4.0174896277031386e-01	-3.8544882324056140e-01	-8.3059792678100219e-01	-3.5470024434544745e-01	-6.6374005012512186e-02	-1.2432855739628679e-01	-9.5181634309329008e-02	-2.7569106995687842e-01	-4.4625406976244238e-02	-1.6155793742334176e-01	-4.2864064363788701e-02	-1.9465938836036675e-01	-3.3507900034807142e-01	-1.0217619674720491e-01	-1.4232495295976280e-01	-1.7614671028521828e-01	2.9489935916645860e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.7626118671286330e-01	-3.1275094020560651e-01	-4.0332942460781612e-01	-3.4958507250113452e-01	-3.2475457131535579e-01	-4.0051391472951059e-01	-3.8650457700923790e-01	-8.3289371567334081e-01	-3.5448293714285140e-01	-6.6691158713167664e-02	-1.2493208413328882e-01	-9.5642479468524555e-02	-2.7694506883018227e-01	-4.4835819810964218e-02	-1.6229284355605031e-01	-4.3078843600045928e-02	-1.9549739612490621e-01	-3.3657964230958853e-01	-1.0265495323260382e-01	-1.4299085217796254e-01	-1.7697448272922733e-01	2.9419589388704632e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.7827102624588833e-01	-3.1252835911571814e-01	-4.0444137896017063e-01	-3.4913230926716793e-01	-3.2024389623259830e-01	-3.9922406368895474e-01	-3.8756046210421646e-01	-8.3514602161227258e-01	-3.5424718888142398e-01	-6.7007694484685423e-02	-1.2553580579149590e-01	-9.6103325776576015e-02	-2.7818732077193836e-01	-4.5045415347884789e-02	-1.6302089168913678e-01	-4.3294727343885640e-02	-1.9632002813852295e-01	-3.3806260424184276e-01	-1.0313138685597266e-01	-1.4365330304026203e-01	-1.7779861430029714e-01	2.9349896081670672e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-5.8027438603878123e-01	-3.1229911146917788e-01	-4.0555313415068817e-01	-3.4866237104843323e-01	-3.1562912030018536e-01	-3.9788016041978003e-01	-3.8861653352932496e-01	-8.3735416272639063e-01	-3.5399318399251911e-01	-6.7323576952993222e-02	-1.2613967309070787e-01	-9.6564139545761318e-02	-2.7941754531446716e-01	-4.5254166104601604e-02	-1.6374192110280011e-01	-4.3511730198212223e-02	-1.9712693225582903e-01	-3.3952749822480216e-01	-1.0360542439043445e-01	-1.4431218268196810e-01	-1.7861898771455320e-01	2.9280863906824171e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-5.8227098338681160e-01	-3.1206356866379159e-01	-4.0666475253526568e-01	-3.4817574670989482e-01	-3.1091367880600840e-01	-3.9648297436634800e-01	-3.8967284688260256e-01	-8.3951744454562038e-01	-3.5372111212792517e-01	-6.7638770336647419e-02	-1.2674363600397490e-01	-9.7024886754762701e-02	-2.8063546290740238e-01	-4.5462044674670736e-02	-1.6445577125696595e-01	-4.3729866788248001e-02	-1.9791775792792629e-01	-3.4097393920808999e-01	-1.0407699279197064e-01	-1.4496736784196440e-01	-1.7943548607310533e-01	2.9212500833196575e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-5.8426052987133037e-01	-3.1182209021664703e-01	-4.0777629226362205e-01	-3.4767290660967332e-01	-3.0610118226380673e-01	-3.9503329099842704e-01	-3.9072945840554629e-01	-8.4163515915109388e-01	-3.5343116804419811e-01	-6.7953238425066592e-02	-1.2734764374026999e-01	-9.7485533028661808e-02	-2.8184079474233326e-01	-4.5669023725955882e-02	-1.6516228165944297e-01	-4.3949151734991927e-02	-1.9869215622574421e-01	-3.4240154481798091e-01	-1.0454601920628503e-01	-1.4561873484605634e-01	-1.8024799283753992e-01	2.9144814886072492e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-5.8624273143475758e-01	-3.1157502244423901e-01	-4.0888780709524747e-01	-3.4715430036386197e-01	-3.0119541148149903e-01	-3.9353190918240327e-01	-3.9178642504047256e-01	-8.4370658438381019e-01	-3.5312355149999630e-01	-6.8266944556481968e-02	-1.2795164472737922e-01	-9.7946043618903161e-02	-2.8303326257141975e-01	-4.5875075998836744e-02	-1.6586129173001279e-01	-4.4169599627782496e-02	-1.9944977986237308e-01	-3.4380993515236136e-01	-1.0501243097611734e-01	-1.4626615958994296e-01	-1.8105639180405031e-01	2.9077814145413972e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-5.8821728847053589e-01	-3.1132269717423205e-01	-4.0999934622971096e-01	-3.4662035468153396e-01	-2.9620031208225223e-01	-3.9197963858867668e-01	-3.9284380449546985e-01	-8.4573098312063533e-01	-3.5279846716582119e-01	-6.8579851595690827e-02	-1.2855558659509569e-01	-9.8406383383340873e-02	-2.8421258852185383e-01	-4.6080174304334164e-02	-1.6655264066159772e-01	-4.4391224995992198e-02	-2.0019028321570226e-01	-3.4519873256586980e-01	-1.0547615564916675e-01	-1.4690951752210227e-01	-1.8186056707654169e-01	2.9011506744206037e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-5.9018389592764875e-01	-3.1106543049521479e-01	-4.1111095415110160e-01	-3.4607147128280347e-01	-2.9111998848706444e-01	-3.9037729715237407e-01	-3.9390165531630544e-01	-8.4770760262609701e-01	-3.5245612454536601e-01	-6.8891921911697754e-02	-1.2915941615879861e-01	-9.8866516766479742e-02	-2.8537849490814476e-01	-4.6284291522208774e-02	-1.6723616727971230e-01	-4.4614042279882769e-02	-2.0091332235272241e-01	-3.4656756144755380e-01	-1.0593712098678525e-01	-1.4754868362686796e-01	-1.8266040303905240e-01	2.8945900866722822e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-5.9214224342919486e-01	-3.1080352155079760e-01	-4.1222267048620242e-01	-3.4550802491271787e-01	-2.8595869737010016e-01	-3.8872570860433492e-01	-3.9496003696455273e-01	-8.4963567398832074e-01	-3.5209673790740159e-01	-6.9203117355330440e-02	-1.2976307940350162e-01	-9.9326407780019096e-02	-2.8653070404427206e-01	-4.6487400599086633e-02	-1.6791170990144588e-01	-4.4838065800650279e-02	-2.0161855505690038e-01	-3.4791604799348208e-01	-1.0639525497359427e-01	-1.4818353240797902e-01	-1.8345578432782797e-01	2.8881004746713383e+00
