# Parameters
$ K = 1
$ N = 12
$ M = 29
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	E
0	1.0000000000000000e+00	0	-3.7340611202928287e-01	-2.8261639699978247e-01	-5.3933488021009890e-01	-7.6203073046760950e-01	-1.7924810287307680e-01	-4.7972171548034648e-01	-2.9909232770523236e-01	-4.1078068694383285e-01	-4.3448540311950778e-01	-1.3076834039431762e-01	-3.6404243041639400e-01	-7.3639258175730071e-01	1.7083834450411783e-01	1.7920287553015107e-01	1.2447213013513544e-01	2.0967209661429481e-02	2.4587842920434583e-01	1.2761181514821163e-01	5.6399070077583623e-02	7.9709706657958651e-02	1.9813081986523273e-01	8.3491171778641654e-02	5.4929275009142353e-02	4.5566486522186110e-02	8.0550323352475112e-02	1.1130231689905123e-01	1.1988035852478987e-01	5.4472571867747122e-02	8.4623024442288142e-02	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.7526498120316937e-01	-2.8402539171679103e-01	-5.4203503496269945e-01	-7.6584171707272153e-01	-1.8014266893042591e-01	-4.8210843963439926e-01	-3.0058165678786253e-01	-4.1283496262711772e-01	-4.3664393509880817e-01	-1.3141873879164179e-01	-3.6586213302031367e-01	-7.4006870559307680e-01	1.7169317035226395e-01	1.8009924262931953e-01	1.2509415777052380e-01	2.1071944473760689e-02	2.4710843406865274e-01	1.2824936856345026e-01	5.6681057240012024e-02	8.0107653453015251e-02	1.9912126704497479e-01	8.3908675693941170e-02	5.5203816994730620e-02	4.5793975162041006e-02	8.0953102067624724e-02	1.1185897368543415e-01	1.2047916904108989e-01	5.4744605010830609e-02	8.5045580002813481e-02	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.7710701514766887e-01	-2.8542590702290827e-01	-5.4474201863369043e-01	-7.6965401998827443e-01	-1.8103372917588464e-01	-4.8447068168736446e-01	-3.0205832643187525e-01	-4.1488979132083204e-01	-4.3877390701597735e-01	-1.3206204793963169e-01	-3.6768061330390894e-01	-7.4373254876658035e-01	1.7254920417709868e-01	1.8099623947103413e-01	1.2571544369776044e-01	2.1176462264836438e-02	2.4833956585727573e-01	1.2888582655900377e-01	5.6962999347670774e-02	8.0504332775736195e-02	2.0011119302542837e-01	8.4326235706548208e-02	5.5478118419429574e-02	4.6020739505887719e-02	8.1355895649119589e-02	1.1241587083719005e-01	1.2107671324585392e-01	5.5015938124987597e-02	8.5466951611381625e-02	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.7893143879046737e-01	-2.8681748103645205e-01	-5.4745562957208149e-01	-7.7346710678002772e-01	-1.8192104551144847e-01	-4.8680736444647693e-01	-3.0352174020471606e-01	-4.1694488147321768e-01	-4.4087415742100627e-01	-1.3269796166346731e-01	-3.6949756219238511e-01	-7.4738319753742510e-01	1.7340635435228122e-01	1.8189375108395811e-01	1.2633587311128411e-01	2.1280740973534083e-02	2.4957167525119175e-01	1.2952106166008659e-01	5.7244852728060576e-02	8.0899647587871160e-02	2.0110043518132384e-01	8.4743790911719227e-02	5.5752130926091603e-02	4.6246723677308470e-02	8.1758644312907275e-02	1.1297293226592131e-01	1.2167286401898325e-01	5.5286509455151851e-02	8.5887040869781009e-02	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.8073746885244880e-01	-2.8819964591641517e-01	-5.5017566079081626e-01	-7.7728043428986049e-01	-1.8280437621310880e-01	-4.8911740151690786e-01	-3.0497129532153688e-01	-4.1899993577468470e-01	-4.4294351692981326e-01	-1.3332617097906849e-01	-3.7131266498059728e-01	-7.5101972509360937e-01	1.7426452765095349e-01	1.8279166062924024e-01	1.2695532951514735e-01	2.1384758228421497e-02	2.5080461092328382e-01	1.3015494466148067e-01	5.7526572835694477e-02	8.1293499482611248e-02	2.0208882883689527e-01	8.5161279231566897e-02	5.6025805246620680e-02	4.6471870716310218e-02	8.2161287231774641e-02	1.1353008051821173e-01	1.2226749228981582e-01	5.5556256099493592e-02	8.6305747856924533e-02	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.8252431425212996e-01	-2.8957192803825310e-01	-5.5290189992144601e-01	-7.8109344864017838e-01	-1.8368347598779747e-01	-4.9139969801177541e-01	-3.0640638295577455e-01	-4.2105465116708013e-01	-4.4498080911382232e-01	-1.3394636428027235e-01	-3.7312560136418083e-01	-7.5464119183959644e-01	1.7512362927097144e-01	1.8368984943600533e-01	1.2757369476069313e-01	2.1488491355561867e-02	2.5203821961603906e-01	1.3078734467831921e-01	5.7808114251703818e-02	8.1685788716347102e-02	2.0307620734832590e-01	8.5578637418516124e-02	5.6299091204160809e-02	4.6696122576502901e-02	8.2563762546361247e-02	1.1408723678853533e-01	1.2286046707084275e-01	5.5825114010757813e-02	8.6722971152520631e-02	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.8429117653167361e-01	-2.9093384818107076e-01	-5.5563412917071442e-01	-7.8490558524654308e-01	-1.8455809603532580e-01	-4.9365315129484838e-01	-3.0782638856629302e-01	-4.2310871885755691e-01	-4.4698485142638139e-01	-1.3455822753500504e-01	-3.7493604547611953e-01	-7.5824664570581624e-01	1.7598356286221631e-01	1.8458819703951942e-01	1.2819084908662740e-01	2.1591917386815863e-02	2.5327234622331801e-01	1.3141812919993515e-01	5.8089430684018097e-02	8.2076414242485934e-02	2.0406240219070082e-01	8.5995801059664881e-02	5.6571937715972236e-02	4.6919420122928386e-02	8.2966007377323250e-02	1.1464432093361178e-01	1.2345165549424383e-01	5.6093017998493130e-02	8.7138607862826803e-02	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.8603725030455621e-01	-2.9228492172634779e-01	-5.5837212527916946e-01	-7.8871626883877166e-01	-1.8542798411541070e-01	-4.9587665175571560e-01	-3.0923069224113536e-01	-4.2516182433716154e-01	-4.4895445616553448e-01	-1.3516144449041026e-01	-3.7674366592887287e-01	-7.6183512247988228e-01	1.7684423055599921e-01	1.8548658122205183e-01	1.2880667116147668e-01	2.1695013068641841e-02	2.5450683387615930e-01	1.3204716414677808e-01	5.8370474968133815e-02	8.2465273747328788e-02	2.0504724304945990e-01	8.6412704582064126e-02	5.6844292797008956e-02	4.7141703130564705e-02	8.3367957838665005e-02	1.1520125148823125e-01	1.2404092285128598e-01	5.6359901732199916e-02	8.7552553648523102e-02	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.8776172372490286e-01	-2.9362465886830441e-01	-5.6111565948189712e-01	-7.9252491349079579e-01	-1.8629288461987309e-01	-4.9806908361718477e-01	-3.1061866905790303e-01	-4.2721364740428469e-01	-4.5088843147249963e-01	-1.3575569688688741e-01	-3.7854812586220660e-01	-7.6540564615982831e-01	1.7770553299657393e-01	1.8638487805644696e-01	1.2942103812841479e-01	2.1797754871394084e-02	2.5574152403257538e-01	1.3267431393039492e-01	5.8651199068486017e-02	8.2852263688005398e-02	2.0603055791633665e-01	8.6829281258932425e-02	5.7116103564210249e-02	4.7362910283529666e-02	8.3769549052253228e-02	1.1575794568256564e-01	1.2462813263463028e-01	5.6625697745426050e-02	8.7964702754738763e-02	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.8946377897848417e-01	-2.9495256483599158e-01	-5.6386449747147549e-01	-7.9633092265954830e-01	-1.8715253865007767e-01	-5.0022932577451196e-01	-3.1198968946073963e-01	-4.2926386219309204e-01	-4.5278558236513267e-01	-1.3634066468096862e-01	-3.8034908299685416e-01	-7.6895722932960875e-01	1.7856736937476578e-01	1.8728296195242108e-01	1.3003382565243488e-01	2.1900118999117507e-02	2.5697625657127504e-01	1.3329944151646503e-01	5.8931554080436828e-02	8.3237279332458752e-02	2.0701217318975465e-01	8.7245463216817157e-02	5.7387316241517675e-02	4.7582979175008359e-02	8.4170715163523604e-02	1.1631431946098209e-01	1.2521314658358768e-01	5.6890337440837858e-02	8.8374948043263901e-02	0
