# Parameters
$ K = 4
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-3.7340611202928359e-01	-2.8261639699978236e-01	-5.3933488021009790e-01	-7.6203073046761005e-01	-1.7924810287307663e-01	-4.7972171548034548e-01	-2.9909232770523247e-01	-4.1078068694383241e-01	-4.3448540311950679e-01	-1.3076834039431778e-01	-3.6404243041639428e-01	-7.3639258175730260e-01	2.6620422659688545e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.7335503754893828e-01	-2.8026718758421382e-01	-5.4044804742528851e-01	-7.6472915437873368e-01	-1.7710841500529009e-01	-4.7953839490258965e-01	-2.9585184787154217e-01	-4.0958589062750728e-01	-4.3537708542533959e-01	-1.2725736668314402e-01	-3.6294594278148579e-01	-7.3821590922037839e-01	2.6554042495076353e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.7330788568129086e-01	-2.7788472364329841e-01	-5.4156432070189808e-01	-7.6742235173866247e-01	-1.7494143517957619e-01	-4.7936578015425074e-01	-2.9257606115156082e-01	-4.0837239660205377e-01	-4.3628090841190253e-01	-1.2370727651674204e-01	-3.6184160606054738e-01	-7.4002625134885613e-01	2.6488008212025909e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.7326511813584284e-01	-2.7546892067887163e-01	-5.4268390087117224e-01	-7.7011003413123869e-01	-1.7274705783300506e-01	-4.7920463352731241e-01	-2.8926519305231047e-01	-4.0714045470314186e-01	-4.3719723308127334e-01	-1.2011817667866732e-01	-3.6072985241783334e-01	-7.4182335026229795e-01	2.6422326033127246e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.7322720069109500e-01	-2.7301969297844098e-01	-5.4380699117539844e-01	-7.7279190909630968e-01	-1.7052517663808234e-01	-4.7905571625428700e-01	-2.8591947164487219e-01	-4.0589032240762424e-01	-4.3812641415690989e-01	-1.1649018289061096e-01	-3.5961112087111707e-01	-7.4360694360639257e-01	2.6357002284243891e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.7319460293392842e-01	-2.7053695368539310e-01	-5.4493379721485091e-01	-7.7546768012515510e-01	-1.6827568464042370e-01	-4.7891978778749889e-01	-2.8253912751643862e-01	-4.0462226487302477e-01	-4.3906879944053590e-01	-1.1282342018663517e-01	-3.5848585719473081e-01	-7.4537676447854606e-01	2.6292043396362943e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.7316779798379990e-01	-2.6802061488743223e-01	-5.4606452689130247e-01	-7.7813704665828620e-01	-1.6599847441417404e-01	-4.7879760505743418e-01	-2.7912439373757991e-01	-4.0333655497553589e-01	-4.4002472915009100e-01	-1.0911802331035561e-01	-3.5735451381569738e-01	-7.4713254135663543e-01	2.6227455907470816e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.7314726220101951e-01	-2.6547058772418275e-01	-5.4719939034784637e-01	-7.8079970408573474e-01	-1.6369343823596924e-01	-4.7868992170970887e-01	-2.7567550584563838e-01	-4.0203347334629908e-01	-4.4099453523853638e-01	-1.0537413713569638e-01	-3.5621754970255204e-01	-7.4887399803123267e-01	2.6163246464453906e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.7313347487835002e-01	-2.6288678251489311e-01	-5.4833859990476352e-01	-7.8345534374993342e-01	-1.6136046827825223e-01	-4.7859748732022517e-01	-2.7219270184516259e-01	-4.0071330840570718e-01	-4.4197854069333636e-01	-1.0159191711180796e-01	-3.5507543024639326e-01	-7.5060085354159201e-01	2.6099421825023037e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.7312691791513986e-01	-2.6026910890721217e-01	-5.4948236999113098e-01	-7.8610365295128992e-01	-1.5899945682276723e-01	-4.7852104658807099e-01	-2.6867622222631565e-01	-3.9937635639546137e-01	-4.4297705881645838e-01	-9.7771529732715606e-02	-3.5392862713371498e-01	-7.5231282211573369e-01	2.6035988859660324e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-3.7312807547319432e-01	-2.5761747604799945e-01	-5.5063091707188694e-01	-7.8874431495657649e-01	-1.5661029649505848e-01	-4.7846133850571965e-01	-2.6512631000218445e-01	-3.9802292140808770e-01	-4.4399039248476219e-01	-9.3913153032224597e-02	-3.5277761821053277e-01	-7.5400961311494541e-01	2.5972954553587373e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-3.7313743361355434e-01	-2.5493179277716305e-01	-5.5178445957001498e-01	-7.9137700901024832e-01	-1.5419288052080377e-01	-4.7841909550608075e-01	-2.6154321076593112e-01	-3.9665331541359977e-01	-4.4501883339068893e-01	-9.0016977104571211e-02	-3.5162288733730018e-01	-7.5569093098305296e-01	2.5910326008753093e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-3.7315547991334735e-01	-2.5221196784551819e-01	-5.5294321778352451e-01	-7.9400141034880500e-01	-1.5174710300482253e-01	-4.7839504258596816e-01	-2.5792717276872484e-01	-3.9526785828297406e-01	-4.4606266126318661e-01	-8.6083204651266065e-02	-3.5046492423409414e-01	-7.5735647520079941e-01	2.5848110445839434e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-3.7318270306184809e-01	-2.4945791015766466e-01	-5.5410741379687156e-01	-7.9661719021832345e-01	-1.4927285923359335e-01	-4.7838989640554841e-01	-2.5427844701939162e-01	-3.9386687780808233e-01	-4.4712214306886061e-01	-8.2112051554523641e-02	-3.4930422431552843e-01	-7.5900594024572032e-01	2.5786315206283481e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-3.7321959243488401e-01	-2.4666952904089831e-01	-5.5527727138645533e-01	-7.9922401589528702e-01	-1.4677004600211144e-01	-4.7840436436334610e-01	-2.5059728740672510e-01	-3.9245070971770257e-01	-4.4819753219337721e-01	-7.8103747477620777e-02	-3.4814128851483772e-01	-7.6063901555787983e-01	2.5724947754313603e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-3.7326663764669760e-01	-2.4384673454116271e-01	-5.5645301591980534e-01	-8.0182155071083983e-01	-1.4423856196591670e-01	-4.7843914364640822e-01	-2.4688395084538312e-01	-3.9101969768921679e-01	-4.4928906760320780e-01	-7.4058536492464050e-02	-3.4697662309655308e-01	-7.6225538551186123e-01	2.5664015678997680e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-3.7332432807838789e-01	-2.4098943774705212e-01	-5.5763487424807157e-01	-8.0440945407860076e-01	-1.4167830801911116e-01	-4.7849492025523227e-01	-2.4313869744630107e-01	-3.8957419335556209e-01	-4.5039697298783882e-01	-6.9976677734582826e-02	-3.4581073945717899e-01	-7.6385472939542254e-01	2.5603526696300962e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-3.7339315238202064e-01	-2.3809755114287875e-01	-5.5882307459139324e-01	-8.0698738152617944e-01	-1.3908918769918099e-01	-4.7857236800310160e-01	-2.3936179071253319e-01	-3.8811455630701158e-01	-4.5152145588266462e-01	-6.5858446085691288e-02	-3.4464415391326525e-01	-7.6543672139522456e-01	2.5543488651151014e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-3.7347359795953705e-01	-2.3517098899180228e-01	-5.6001784641673102e-01	-8.0955498473052045e-01	-1.3647110761939371e-01	-4.7867214748949832e-01	-2.3555349776141737e-01	-3.8664115408730360e-01	-4.5266270677281606e-01	-6.1704132883882226e-02	-3.4347738747625101e-01	-7.6700103059005920e-01	2.5483909519506835e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-3.7356615041554975e-01	-2.3220966775001525e-01	-5.6121942030771643e-01	-8.1211191155724416e-01	-1.3382397792957559e-01	-4.7879490504729794e-01	-2.3171408957394923e-01	-3.8515436218364985e-01	-4.5382089817827215e-01	-5.7514046661437356e-02	-3.4231096561345431e-01	-7.6854732095201828e-01	2.5424797410429467e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-3.7367129298315666e-01	-2.2921350651295869e-01	-5.6242802782607226e-01	-8.1465780610410898e-01	-1.3114771280597831e-01	-4.7894127166349565e-01	-2.2784384127221560e-01	-3.8365456401009945e-01	-4.5499618372067707e-01	-5.3288513910135914e-02	-3.4114541799456222e-01	-7.7007525135605659e-01	2.5366160568150420e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-3.7378950592190591e-01	-2.2618242749452830e-01	-5.6364390136412645e-01	-8.1719230874876292e-01	-1.2844223097098151e-01	-4.7911186187326493e-01	-2.2394303242572242e-01	-3.8214215088375392e-01	-4.5618869717236776e-01	-4.9027879873853222e-02	-3.3998127822297713e-01	-7.7158447559839094e-01	2.5308007374134851e+00
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-3.7392126588705610e-01	-2.2311635654020340e-01	-5.6486727398795478e-01	-8.1971505620094010e-01	-1.2570745624329746e-01	-4.7930727262720380e-01	-2.2001194738741212e-01	-3.8061752199326415e-01	-4.5739855148821484e-01	-4.4732509368127803e-02	-3.3881908355136409e-01	-7.7307464242422652e-01	2.5250346349135424e+00
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-3.7406704526931200e-01	-2.2001522367499646e-01	-5.6609837927066120e-01	-8.2222568155924602e-01	-1.2294331811931734e-01	-4.7952808213169029e-01	-2.1605087566012682e-01	-3.7908108435905824e-01	-4.5862583782097727e-01	-4.0402787626262121e-02	-3.3765937458074730e-01	-7.7454539556526691e-01	2.5193186155233098e+00
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-3.7422731150424732e-01	-2.1687896368709650e-01	-5.6733745111528977e-01	-8.2472381437272047e-01	-1.2014975238620046e-01	-4.7977484866234343e-01	-2.1206011229423585e-01	-3.7753325278470928e-01	-4.5987062452098704e-01	-3.6039121171397646e-02	-3.3650269494249802e-01	-7.7599637378750796e-01	2.5136535597860452e+00
6.2500000000000000e-02	9.3750000000000000e-01	6.2500000000000000e-02	-3.7440252635065174e-01	-2.1370751674802632e-01	-5.6858472356688206e-01	-8.2720908070731047e-01	-1.1732670176723060e-01	-4.8004810935067238e-01	-2.0803995831709421e-01	-3.7597444979883904e-01	-4.6113295612107996e-01	-3.1641938713873517e-02	-3.3534959096257233e-01	-7.7742721094980149e-01	2.5080403627802967e+00
6.5000000000000002e-02	9.3500000000000005e-01	6.5000000000000002e-02	-3.7459314513710429e-01	-2.1050082907008155e-01	-5.6984043061314837e-01	-8.2968110321746091e-01	-1.1447411659993346e-01	-4.8034837894407562e-01	-2.0399072119493403e-01	-3.7440510558694401e-01	-4.6241285230783397e-01	-2.7211692073036243e-02	-3.3420061130734663e-01	-7.7883753607368589e-01	2.5024799343173507e+00
6.7500000000000004e-02	9.3250000000000000e-01	6.7500000000000004e-02	-3.7479961597611378e-01	-2.0725885360177251e-01	-5.7110480597325253e-01	-8.3213950122295643e-01	-1.1159195554733962e-01	-4.8067614853947294e-01	-1.9991271532774002e-01	-3.7282565791250588e-01	-4.6371030688028464e-01	-2.2748857122517674e-02	-3.3305630661043090e-01	-7.8022697342498870e-01	2.4969731991354753e+00
7.0000000000000007e-02	9.2999999999999994e-01	7.0000000000000007e-02	-3.7502237894523532e-01	-2.0398155076192026e-01	-5.7237808287418712e-01	-8.3458389079121509e-01	-1.0868018634274575e-01	-4.8103188429095600e-01	-1.9580626257758124e-01	-3.7123655202674277e-01	-4.6502528669745263e-01	-1.8253934757839978e-02	-3.3191722907984289e-01	-7.8159514260770613e-01	2.4915210970904136e+00
7.2499999999999995e-02	9.2749999999999999e-01	7.2499999999999995e-02	-3.7526186523465044e-01	-2.0066888921296772e-01	-5.7366049381421580e-01	-8.3701388482519756e-01	-1.0573878656819734e-01	-4.8141602609195566e-01	-1.9167169283078736e-01	-3.6963824056634315e-01	-4.6635773061613517e-01	-1.3727451885037890e-02	-3.3078393208494855e-01	-7.8294165867066401e-01	2.4861245833415415e+00
7.4999999999999997e-02	9.2500000000000004e-01	7.4999999999999997e-02	-3.7551849626076989e-01	-1.9732084667400734e-01	-5.7495227031287754e-01	-8.3942909315710490e-01	-1.0276774446685313e-01	-4.8182898623259285e-01	-1.8750934459428270e-01	-3.6803118343851021e-01	-4.6770754842060219e-01	-9.1699624288091395e-03	-3.2965696972260178e-01	-7.8426613222747721e-01	2.4807846285330832e+00
7.7499999999999999e-02	9.2249999999999999e-01	7.7499999999999999e-02	-3.7579268274551120e-01	-1.9393741077391710e-01	-5.7625364264703183e-01	-8.4182912264806309e-01	-9.9767059789273249e-02	-4.8227114803298771e-01	-1.8331956562628093e-01	-3.6641584769265212e-01	-4.6907461974597647e-01	-4.5820483585188041e-03	-3.2853689636194994e-01	-7.8556816959029152e-01	2.4755022189697202e+00
8.0000000000000002e-02	9.2000000000000004e-01	8.0000000000000002e-02	-3.7608482376102503e-01	-1.9051857994488591e-01	-5.7756483957244698e-01	-8.4421357729393809e-01	-9.6736744673547079e-02	-4.8274286445349335e-01	-1.7910271360143901e-01	-3.6479270737803460e-01	-4.7045879299726207e-01	3.5679269815911003e-05	-3.2742426616740095e-01	-7.8684737291783591e-01	2.4702783567859243e+00
8.2500000000000004e-02	9.1749999999999998e-01	8.2500000000000004e-02	-3.7639530573972141e-01	-1.8706436435651608e-01	-5.7888608803043151e-01	-8.4658205833749878e-01	-9.3676824559085978e-02	-4.8324445668297533e-01	-1.7485915681046385e-01	-3.6316224338671710e-01	-4.7185988426616415e-01	4.6825792576374670e-03	-3.2631963259929464e-01	-7.8810334037825036e-01	2.4651140601082711e+00
8.5000000000000006e-02	9.1500000000000004e-01	8.5000000000000006e-02	-3.7672450144961933e-01	-1.8357478689053236e-01	-5.8021761283904194e-01	-8.4893416438707436e-01	-9.0587339133724479e-02	-4.8377621270645016e-01	-1.7058927489401868e-01	-3.6152494328109785e-01	-4.7327767624803174e-01	9.3579791963521140e-03	-3.2522354789186908e-01	-7.8933566632719376e-01	2.4600103632099888e+00
8.7499999999999994e-02	9.1249999999999998e-01	8.7499999999999994e-02	-3.7707276893514724e-01	-1.8004988415601425e-01	-5.8155963636839780e-01	-8.5126949154189580e-01	-8.7468343313663877e-02	-4.8433838585360361e-01	-1.6629345961065151e-01	-3.5988130110539690e-01	-4.7471191716144312e-01	1.4061174390742927e-02	-3.2413656250817008e-01	-7.9054394150169616e-01	2.4549683166569332e+00
