# Parameters
$ K = 5
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-6.3094168655191019e-01	-5.5377818189147676e-01	-7.4828927966805059e-01	-2.4885395664491178e-01	-5.0925194922729911e-01	-5.8392641707546811e-01	-4.4781929608951143e-01	-8.0458280541879634e-01	-2.4265184860054984e-01	-4.2776692558230206e-01	-1.8141027892015379e-01	-2.6174506761613248e-01	-4.3354102681578588e-01	-2.0414595530650501e-01	-7.8302758504176317e-01	3.7854634670706128e-02	1.1086417022515344e-01	-3.8156942349815176e-02	2.4224436371021940e-01	-3.8259990661605119e-02	-1.1278836541224209e-01	1.7322996822694545e-01	2.1008512924401665e-01	-2.6517008503156236e-01	-3.0872776234986705e-02	5.0642803573635799e-02	-1.4089996475676562e-03	-1.5199133175173399e-01	-1.1076382201823010e-01	3.4797668548994437e-02	-6.6059050445319317e-02	6.8996130498865495e-03	-2.5957493410357080e-02	-2.1467311544398671e-01	-2.3035355821804892e-02	2.7721583462772353e-02	-1.9218526258195659e-02	2.7464622764985855e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.3592306627944384e-01	-5.5979638419862254e-01	-7.5499346568999059e-01	-2.4981201379458598e-01	-5.1209906231254854e-01	-5.8955336988535068e-01	-4.4831512786706557e-01	-8.0480154245077562e-01	-2.3946051802393467e-01	-4.2876325047787150e-01	-1.8161399013326840e-01	-2.6465106833202545e-01	-4.3303446330104339e-01	-2.0496916653054278e-01	-7.8666405765146263e-01	3.8042897400888870e-02	1.1141708315737779e-01	-3.8348037336321091e-02	2.4345123072663838e-01	-3.8452020153943084e-02	-1.1335027578315299e-01	1.7409338632520399e-01	2.1113370954999386e-01	-2.6648750740664756e-01	-3.1025876359964153e-02	5.0895030005687444e-02	-1.4159742761473181e-03	-1.5274788283822746e-01	-1.1131538076408411e-01	3.4971877463520658e-02	-6.6389938167789125e-02	6.9342232748594440e-03	-2.6087449022880443e-02	-2.1574736477996886e-01	-2.3150449435389089e-02	2.7860179184999792e-02	-1.9314385183834389e-02	2.7396154260768468e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.4094939739753809e-01	-5.6587108922454488e-01	-7.6173093847416018e-01	-2.5078426368232826e-01	-5.1496121554690433e-01	-5.9517231097330636e-01	-4.4875388419473317e-01	-8.0491467069026978e-01	-2.3621940277874290e-01	-4.2976607107506826e-01	-1.8180658246182671e-01	-2.6756367726057662e-01	-4.3250664268254224e-01	-2.0579710519355063e-01	-7.9030139866391402e-01	3.8229057950493854e-02	1.1196701071522999e-01	-3.8539732361405281e-02	2.4464911688361543e-01	-3.8645515546481449e-02	-1.1390794535536003e-01	1.7495103904101161e-01	2.1217846069774365e-01	-2.6778772661428013e-01	-3.1176386878459202e-02	5.1145233368474451e-02	-1.4228041440039608e-03	-1.5349752327389510e-01	-1.1186236977715906e-01	3.5146528466286124e-02	-6.6722017430435959e-02	6.9690585822155546e-03	-2.6217741207773308e-02	-2.1682336451292003e-01	-2.3265362817938843e-02	2.7998738391221415e-02	-1.9409761105136210e-02	2.7328073722935238e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.4602062452919107e-01	-5.7200186448981627e-01	-7.6850035565740515e-01	-2.5177099340357856e-01	-5.1783839237468676e-01	-6.0078075486190996e-01	-4.4913485476590603e-01	-8.0492165254869386e-01	-2.3292900805613675e-01	-4.3077563891697879e-01	-1.8198795784830712e-01	-2.7048190817103701e-01	-4.3195808824121912e-01	-2.0662983113760980e-01	-7.9393916276794008e-01	3.8412992490300737e-02	1.1251369254026027e-01	-3.8731995981476711e-02	2.4583761414744587e-01	-3.8840486998968568e-02	-1.1446110232008692e-01	1.7580246398004781e-01	2.1321917540062432e-01	-2.6907022527386781e-01	-3.1324214051261706e-02	5.1393341397568987e-02	-1.4294831545150267e-03	-1.5424010777483424e-01	-1.1240471873603289e-01	3.5321623126424957e-02	-6.7055298065147498e-02	7.0041200805447583e-03	-2.6348370367704238e-02	-2.1790108848640827e-01	-2.3380074824295580e-02	2.8137242525898373e-02	-1.9504630322803071e-02	2.7260383954296286e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.5113666162900119e-01	-5.7818821533026399e-01	-7.7530031293433976e-01	-2.5277249022278747e-01	-5.2073057347421503e-01	-6.0637616316679532e-01	-4.4945733757261264e-01	-8.0482202202174180e-01	-2.2958986504747175e-01	-4.3179219565921850e-01	-1.8215802612269055e-01	-2.7340474870661657e-01	-4.3138934043139532e-01	-2.0746740566104996e-01	-7.9757689622607186e-01	3.8594574707118051e-02	1.1305686011150724e-01	-3.8924795868277247e-02	2.4701631322330792e-01	-3.9036944570577915e-02	-1.1500946816867327e-01	1.7664718598042273e-01	2.1425564709796022e-01	-2.7033449067287335e-01	-3.1469263380267676e-02	5.1639281252274787e-02	-1.4360051272412117e-03	-1.5497549649795747e-01	-1.1294236163292626e-01	3.5497163214680147e-02	-6.7389789785280832e-02	7.0394088282539373e-03	-2.6479336870759446e-02	-2.1898050984429768e-01	-2.3494563915033163e-02	2.8275672535219343e-02	-1.9598968721463342e-02	2.7193087772666171e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.5629739055914071e-01	-5.8442958254117694e-01	-7.8212934294669878e-01	-2.5378904138393221e-01	-5.2363773666335622e-01	-6.1195594580292123e-01	-4.4972063897107012e-01	-8.0461538590879556e-01	-2.2620253077877656e-01	-4.3281597226534868e-01	-1.8231670534846561e-01	-2.7633116055304685e-01	-4.3080095626131248e-01	-2.0830989153987958e-01	-8.0121413689138332e-01	3.8773675850110489e-02	1.1359623663792730e-01	-3.9118098834085992e-02	2.4818480390744771e-01	-3.9234898216805654e-02	-1.1555275762017386e-01	1.7748471708559241e-01	2.1528767014869082e-01	-2.7158001523252573e-01	-3.1611439658396613e-02	5.1882979489934380e-02	-1.4423638008704252e-03	-1.5570355520811130e-01	-1.1347523684998509e-01	3.5673150701551228e-02	-6.7725502149141845e-02	7.0749258304464539e-03	-2.6610641039265342e-02	-2.2006160094687946e-01	-2.3608808155775984e-02	2.8414008855536577e-02	-1.9692751765977453e-02	2.7126188010747088e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.6150265963771837e-01	-5.9072534001929855e-01	-7.8898591420452102e-01	-2.5482093391790250e-01	-5.2655985680171558e-01	-6.1751746230463622e-01	-4.4992407377777338e-01	-8.0430142491954315e-01	-2.2276758792801127e-01	-4.3384718819558477e-01	-1.8246392216789217e-01	-2.7926007963760408e-01	-4.3019350863727751e-01	-2.0915735304772434e-01	-8.0485041423132764e-01	3.8950164783110704e-02	1.1413153695898934e-01	-3.9311870859855290e-02	2.4934267545165034e-01	-3.9434357786595792e-02	-1.1609067855405120e-01	1.7831455653876255e-01	2.1631504002824548e-01	-2.7280629697039738e-01	-3.1750647021595843e-02	5.2124362037896083e-02	-1.4485528364012784e-03	-1.5642415543513316e-01	-1.1400328722639365e-01	3.5849587755045986e-02	-6.8062444522157331e-02	7.1106720356995355e-03	-2.6742283138136674e-02	-2.2114433328486316e-01	-2.3722785216742488e-02	2.8552231401771017e-02	-1.9785954497934948e-02	2.7059687516003343e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.6675228216118498e-01	-5.9707479240795935e-01	-7.9586843004325980e-01	-2.5586845444687145e-01	-5.2949690568940289e-01	-6.2305802326218307e-01	-4.5006696540152419e-01	-8.0387989466211351e-01	-2.1928564462634259e-01	-4.3488605058988727e-01	-1.8259961214584133e-01	-2.8219041636018960e-01	-4.2956758567264064e-01	-2.1000985597414260e-01	-8.0848524935877575e-01	3.9123908043099530e-02	1.1466246745425897e-01	-3.9506077126347558e-02	2.5048951693982741e-01	-3.9635333019708334e-02	-1.1662293194854607e-01	1.7913619080020857e-01	2.1733755352844997e-01	-2.7401283995909587e-01	-3.1886789002930252e-02	5.2363354163217649e-02	-1.4545658205732308e-03	-1.5713717462032964e-01	-1.1452646011596442e-01	3.6026476738042108e-02	-6.8400626037764339e-02	7.1466483327389486e-03	-2.6874263362754235e-02	-2.2222867739139804e-01	-2.3836472372521879e-02	2.8690319555804727e-02	-1.9878551532360771e-02	2.6993589150526769e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.7204603490265635e-01	-6.0347717275111690e-01	-8.0277522762110809e-01	-2.5693188898574293e-01	-5.3244885196234826e-01	-6.2857489187726623e-01	-4.5014864601699689e-01	-8.0335062650718103e-01	-2.1575733424474655e-01	-4.3593275344659771e-01	-1.8272372011149249e-01	-2.8512105585817127e-01	-4.2892378996301384e-01	-2.1086746764119915e-01	-8.1211815507045726e-01	3.9294769905036761e-02	1.1518872596282445e-01	-3.9700682048332492e-02	2.5162491767648015e-01	-3.9837833544347043e-02	-1.1714921182535093e-01	1.7994909358894862e-01	2.1835500896024793e-01	-2.7519915478032941e-01	-3.2019768588757373e-02	5.2599880440203493e-02	-1.4603962695515582e-03	-1.5784249625189103e-01	-1.1504470743488399e-01	3.6203820205263026e-02	-6.8740055557042337e-02	7.1828555470083676e-03	-2.7006581826380303e-02	-2.2331460275231146e-01	-2.3949846502090782e-02	2.8828252154881388e-02	-1.9970517054648095e-02	2.6927895790892595e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.7738365658816913e-01	-6.0993164016231582e-01	-8.0970457696109421e-01	-2.5801152274076949e-01	-5.3541566098415649e-01	-6.3406528564020892e-01	-4.5016845678540113e-01	-8.0271352832262322e-01	-2.1218331516734437e-01	-4.3698747679773792e-01	-1.8283620049712840e-01	-2.8805085830679372e-01	-4.2826273782922630e-01	-2.1173025691816039e-01	-8.1574863589297808e-01	3.9462612453215279e-02	1.1571000171344971e-01	-3.9895649311901503e-02	2.5274846758676411e-01	-4.0041868875062045e-02	-1.1766920520122903e-01	1.8075272595025554e-01	2.1936720635899923e-01	-2.7636475897361606e-01	-3.2149488276979644e-02	5.2833864715892506e-02	-1.4660376328742392e-03	-1.5854000998878467e-01	-1.1555798569931151e-01	3.6381620899876413e-02	-6.9080741627120995e-02	7.2192944371328787e-03	-2.7139238547120470e-02	-2.2440207771475856e-01	-2.4062884089076760e-02	2.8966007480035461e-02	-2.0061824817735916e-02	2.6862610328005792e+00
