# Parameters
$ K = 4
$ N = 12
$ M = 29
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	E
0	1.0000000000000000e+00	0	-2.4519819744623053e-01	-9.2927703231510472e-01	-4.2955945014447999e-01	-4.5944503777111240e-01	-7.3457229471768981e-01	-6.1642457133615547e-01	-4.7074233817021693e-01	-6.0438229591037174e-01	-6.9086135992649267e-01	-3.6352583947518324e-01	-2.7149057029442480e-01	-8.3971640869081499e-01	-6.6908233019899246e-02	9.8220160660099504e-02	-2.3559506275834741e-01	1.7029054216420497e-01	-8.5864519546826931e-02	8.0511485748213513e-03	9.3242576327965010e-02	1.9263899292293177e-01	7.0957947707187663e-02	-3.2384891995023930e-02	-8.8315775690591541e-02	-1.2026829095573516e-01	1.4114340021834523e-01	7.4523691439621148e-02	8.8161027515473459e-02	-1.5949072534143108e-01	-4.4181318907544453e-02	2.6620422659688545e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-2.4730807093420112e-01	-9.3535073903454669e-01	-4.3149908251911273e-01	-4.5865839989789098e-01	-7.3669506784587568e-01	-6.2440090940333426e-01	-4.7495935316323962e-01	-6.0584092404510081e-01	-6.9004344880475532e-01	-3.6641578443069406e-01	-2.7553215202641917e-01	-8.4385866065590109e-01	-6.7242008633287498e-02	9.8709755702962490e-02	-2.3676745813878455e-01	1.7113824311907236e-01	-8.6293997812712159e-02	8.0908950345370597e-03	9.3706811936874343e-02	1.9360136528424970e-01	7.1311749774168445e-02	-3.2546679822383677e-02	-8.8757036935511138e-02	-1.2086945882280939e-01	1.4184957536370557e-01	7.4895409809695168e-02	8.8600804113178500e-02	-1.6028717898764114e-01	-4.4401126240895712e-02	2.6554082986483549e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-2.4944429018163422e-01	-9.4142123890819529e-01	-4.3344321821479076e-01	-4.5782485151117203e-01	-7.3878490958097243e-01	-6.3240700761942059e-01	-4.7921660637689262e-01	-6.0728590492302303e-01	-6.8912580980184468e-01	-3.6935735867137104e-01	-2.7962127414104931e-01	-8.4800230760350792e-01	-6.7574199698295312e-02	9.9196204657681530e-02	-2.3792845208330884e-01	1.7197818915631141e-01	-8.6723790850532834e-02	8.1295890507739957e-03	9.4166955662814439e-02	1.9456184915850691e-01	7.1663442980791206e-02	-3.2708165721823272e-02	-8.9197584328783053e-02	-1.2147024074832667e-01	1.4255657266604954e-01	7.5265261818258405e-02	8.9038431770441059e-02	-1.6108156828142919e-01	-4.4618675588414307e-02	2.6488168200685562e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-2.5160705375986886e-01	-9.4748687725936542e-01	-4.3539164278013903e-01	-4.5694407487244687e-01	-7.4084135619947933e-01	-6.4044041725654255e-01	-4.8351390252363624e-01	-6.0871723349504236e-01	-6.8810756057833766e-01	-3.7235110237733243e-01	-2.8375804663235515e-01	-8.5214679689089035e-01	-6.7904725405159891e-02	9.9679302786697704e-02	-2.3907768369715790e-01	1.7280999847057293e-01	-8.7153904324886122e-02	8.1671790952033106e-03	9.4622799057329787e-02	1.9552007029892388e-01	7.2012822398762055e-02	-3.2869305681784033e-02	-8.9637297199736760e-02	-1.2207057853338077e-01	1.4326424684986530e-01	7.5633146799365183e-02	8.9473770471484193e-02	-1.6187379699092275e-01	-4.4833876868184554e-02	2.6422681497290119e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-2.5379655146314778e-01	-9.5354595956407473e-01	-4.3734413157471991e-01	-4.5601576547810929e-01	-7.4286393733883749e-01	-6.4849859785814401e-01	-4.8785101155291155e-01	-6.1013491063820324e-01	-6.8698786147500079e-01	-3.7539751859073728e-01	-2.8794255851748940e-01	-8.5629156237096327e-01	-6.8233504096778919e-02	1.0015884154752519e-01	-2.4021479425841796e-01	1.7363328308619166e-01	-8.7584344530890729e-02	8.2036127125585806e-03	9.5074130475717902e-02	1.9647564197426598e-01	7.2359676882430515e-02	-3.3030054314270890e-02	-9.0076051102709068e-02	-1.2267041393733454e-01	1.4397244711863852e-01	7.5998962228440714e-02	8.9906677219290146e-02	-1.6266376939385263e-01	-4.5046638825983934e-02	2.6357626090244453e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-2.5601296388580830e-01	-9.5959675164211455e-01	-4.3930044960412701e-01	-4.5503963250868767e-01	-7.4485217492297207e-01	-6.5657891632383147e-01	-4.9222766735853157e-01	-6.1153894293547817e-01	-6.8576591730819103e-01	-3.7849707073244254e-01	-2.9217487689481336e-01	-8.6043602419323684e-01	-6.8560453280919365e-02	1.0063460865387111e-01	-2.4133942750448184e-01	1.7444764898687024e-01	-8.8015118325816030e-02	8.2388365524397097e-03	9.5520735158099473e-02	1.9742816492525120e-01	7.2703789060153054e-02	-3.3190364830647252e-02	-9.0513717756218304e-02	-1.2326968870912834e-01	1.4468101705290828e-01	7.6362603708451202e-02	9.0337006018646249e-02	-1.6345139032172068e-01	-4.5256869048822056e-02	2.6293005212436866e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-2.5825646200154295e-01	-9.6563747990841220e-01	-4.4126035136715802e-01	-4.5401539928088397e-01	-7.4680558205220282e-01	-6.6467864608704097e-01	-4.9664356647602065e-01	-6.1292934243237918e-01	-6.8444097917833913e-01	-3.8165018007351004e-01	-2.9645504598324168e-01	-8.6457958860679085e-01	-6.8885489643522049e-02	1.0110638814437670e-01	-2.4245122992094839e-01	1.7525269626378806e-01	-8.8446233055133508e-02	8.2727964046269056e-03	9.5962395317919252e-02	1.9837722734447499e-01	7.3044935337070835e-02	-3.3350189018060993e-02	-9.0950164984251458e-02	-1.2386834461938759e-01	1.4538979451147363e-01	7.6723964957440327e-02	9.0764607861374816e-02	-1.6423656520303348e-01	-4.5464473979778305e-02	2.6228822115680908e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-2.6052720674568525e-01	-9.7166633168712002e-01	-4.4322358071601148e-01	-4.5294280370214979e-01	-7.4872366186072670e-01	-6.7279496639314285e-01	-5.0109836677204378e-01	-6.1430612637002324e-01	-6.8301234628950658e-01	-3.8485722316531984e-01	-3.0078308614344224e-01	-8.6872164776568617e-01	-6.9208529063207069e-02	1.0157396045920583e-01	-2.4354985103281707e-01	1.7604801928315481e-01	-8.8877696472964868e-02	8.3054372380311908e-03	9.6398890238059337e-02	1.9932240488138755e-01	7.3382885909998127e-02	-3.3509477216589055e-02	-9.1385256659916814e-02	-1.2446632349333082e-01	1.4609861153616319e-01	7.7082937797580214e-02	9.1189330713896233e-02	-1.6501920010553436e-01	-4.5669358934193979e-02	2.6165080070694042e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-2.6282534860149009e-01	-9.7768145559076791e-01	-4.4518987073045563e-01	-4.5182159872751526e-01	-7.5060590634535207e-01	-6.8092496168583794e-01	-5.0559168612830463e-01	-6.1566931689434312e-01	-6.8147936777776508e-01	-3.8811852923238999e-01	-3.0515899288161519e-01	-8.7286157953731691e-01	-6.9529486627091533e-02	1.0203710252470748e-01	-2.4463494369783637e-01	1.7683320687423751e-01	-8.9309516656914903e-02	8.3367032434049256e-03	9.6829996374733232e-02	2.0026326067389189e-01	7.3717404795121080e-02	-3.3668178297191556e-02	-9.1818852651729302e-02	-1.2506356724447509e-01	1.4680729426060507e-01	7.7439412145895947e-02	9.1611019507283731e-02	-1.6579920177736265e-01	-4.5871428117274071e-02	2.6101782367070401e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-2.6515102719138139e-01	-9.8368096196689114e-01	-4.4715894360695779e-01	-4.5065155281835229e-01	-7.5245179516944305e-01	-6.8906562111006497e-01	-5.1012310112238413e-01	-6.1701894074116215e-01	-6.7984144454594475e-01	-3.9143437753244165e-01	-3.0958273583664120e-01	-8.7699874731419258e-01	-6.9848276648035390e-02	1.0249558784635504e-01	-2.4570616440187246e-01	1.7760784253889383e-01	-8.9741701917298883e-02	8.3665378799312289e-03	9.7255487469322804e-02	2.0119934540814005e-01	7.4048249869220636e-02	-3.3826239640570563e-02	-9.2250808772803256e-02	-1.2566001790913955e-01	1.4751566282344544e-01	7.7793276006825465e-02	9.2029516129969569e-02	-1.6657647768707490e-01	-4.6070584643157990e-02	2.6038932313247334e+00
