# Parameters
$ K = 1
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-5.1002827202000911e-01	-7.4208415780457271e-01	-5.5403787625684786e-01	-1.9615125616659479e-01	-5.6567910468702753e-01	-6.1105644847314777e-01	-6.3303520356145770e-01	-7.8662462163821456e-01	-2.9961484587832266e-01	1.7850716519809520e-01	4.3505504205179582e-02	6.0396067301701543e-02	2.1746044780054447e-01	8.8577876153023649e-02	4.6824052469225393e-02	9.0356614349004633e-02	1.8028706777871567e-01	1.5358581543129962e-01	1.3855509443114192e-01	1.7149966221669657e-01	8.1611890822411604e-02	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.1257422419939258e-01	-7.4579271131253566e-01	-5.5680157768368332e-01	-1.9712566939733883e-01	-5.6847738075700871e-01	-6.1409537210120702e-01	-6.3620147361830204e-01	-7.9053186665813613e-01	-3.0111318236879764e-01	1.7939954175127817e-01	4.3722561498471355e-02	6.0697611971919960e-02	2.1854549779428623e-01	8.9019053633084474e-02	4.7057080401577078e-02	9.0807362803455707e-02	1.8118376067907968e-01	1.5435049577680490e-01	1.3924643225245997e-01	1.7235556481793868e-01	8.2019464248599558e-02	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.1511137473516244e-01	-7.4949708317485475e-01	-5.5955176678452823e-01	-1.9808704636606184e-01	-5.7121394632573907e-01	-6.1710062294940515e-01	-6.3936965763884068e-01	-7.9438593668193347e-01	-3.0261190348682604e-01	1.8029150398615165e-01	4.3938637691818716e-02	6.0998237572792199e-02	2.1962584555522929e-01	8.9456694906187920e-02	4.7287856808534263e-02	9.1255955348697640e-02	1.8207069084746350e-01	1.5510847314064236e-01	1.3993476861830148e-01	1.7320812678031772e-01	8.2426005487871559e-02	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.1763908143617710e-01	-7.5319659415151530e-01	-5.6228763129871073e-01	-1.9903485927702652e-01	-5.7388659761829952e-01	-6.2007076050803911e-01	-6.4253933835366406e-01	-7.9818469782976742e-01	-3.0411079645764866e-01	1.8118290662190031e-01	4.4153671095969377e-02	6.1297871627773261e-02	2.2070119328044269e-01	8.9890630286476744e-02	4.7516280791248582e-02	9.1702260533214591e-02	1.8294744055904144e-01	1.5585943816478431e-01	1.4061991344851341e-01	1.7405712266481313e-01	8.2831423650863684e-02	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.2015669255077390e-01	-7.5689055361007551e-01	-5.6500834905879360e-01	-1.9996857727199668e-01	-5.7649313816217673e-01	-6.2300433561616386e-01	-6.4571009038241889e-01	-8.0192601042567679e-01	-3.0560964461610562e-01	1.8207360225538199e-01	4.4367599068029229e-02	6.1596440509284409e-02	2.2177124180647576e-01	9.0320688744301547e-02	4.7742250707262304e-02	9.2146145014297923e-02	1.8381359118807289e-01	1.5660308028722270e-01	1.4130167566800417e-01	1.7490232500344607e-01	8.3235626970357302e-02	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.2266354694080885e-01	-7.6057825965411718e-01	-5.6771308834940626e-01	-2.0088766687139992e-01	-5.7903138195332982e-01	-6.2589989165777826e-01	-6.4888148026368653e-01	-8.0560773123094398e-01	-3.0710822743449756e-01	1.8296344141391391e-01	4.4580358024648804e-02	6.1893869453281819e-02	2.2283569089855296e-01	9.0746698026265921e-02	4.7965664244475480e-02	9.2587473595691860e-02	1.8466872366402759e-01	1.5733908804591723e-01	1.4197986338394403e-01	1.7574350445250220e-01	8.3638522860705042e-02	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.2515897426977298e-01	-7.6425899926528440e-01	-5.7040100828686768e-01	-2.0179159243242195e-01	-5.8149915669595442e-01	-6.2875596580392434e-01	-6.5205306649162353e-01	-8.0922771574840680e-01	-3.0860632055379589e-01	1.8385227261134282e-01	4.4791883456442270e-02	6.2190082575072442e-02	2.2389423954813045e-01	9.1168484779842185e-02	4.8186418497731205e-02	9.3026109268067203e-02	1.8551241894095424e-01	1.5806714939212474e-01	1.4265428406892933e-01	1.7658042995249340e-01	8.4040017979785567e-02	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.2764229520520078e-01	-7.6793204845916918e-01	-5.7307125921967939e-01	-2.0267981662367437e-01	-5.8389430710941803e-01	-6.3157109029965808e-01	-6.5522439955948009e-01	-8.1278382059473808e-01	-3.1010369581822739e-01	1.8473994240739330e-01	4.5002109943660662e-02	6.2485002886381785e-02	2.2494658627828287e-01	9.1585874682422977e-02	4.8404410047918213e-02	9.3461913252357726e-02	1.8634425847934710e-01	1.5878695201264165e-01	1.4332474474987392e-01	1.7741286889477650e-01	8.4440018293438390e-02	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.3011282163560269e-01	-7.7159667245529340e-01	-5.7572298314994541e-01	-2.0355180091602362e-01	-5.8621469829538519e-01	-6.3434379379478678e-01	-6.5839502201012845e-01	-8.1627390593732985e-01	-3.1160012131322296e-01	1.8562629547028045e-01	4.5210971173143058e-02	6.2778552313675212e-02	2.2599242945634226e-01	9.1998692574656413e-02	4.8619535043478816e-02	9.3894745045989964e-02	1.8716382473969309e-01	1.5949818366044582e-01	1.4399105220236669e-01	1.7824058729472023e-01	8.4838429142319066e-02	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.3256985690208714e-01	-7.7525212586142433e-01	-5.7835531417572228e-01	-2.0440700608910170e-01	-5.8845821915762231e-01	-6.3707260271696242e-01	-6.6156446849373118e-01	-8.1969583799214729e-01	-3.1309536140673594e-01	1.8651117464256486e-01	4.5418399956564479e-02	6.3070651717733600e-02	2.2703146761316911e-01	9.2406762597893627e-02	4.8831689284201528e-02	9.4324462472030787e-02	1.8797070168681640e-01	1.6020053249317506e-01	1.4465301315020432e-01	1.7906334997129750e-01	8.5235155311106689e-02	0
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-5.3501269604487001e-01	-7.7889765287246926e-01	-5.8096737895424200e-01	-2.0524489275296826e-01	-5.9062278586652583e-01	-6.3975604268573472e-01	-6.6473226583264766e-01	-8.2304749157856816e-01	-3.1458917679392240e-01	1.8739442101022394e-01	4.5624328249999992e-02	6.3361220914480654e-02	2.2806339976838483e-01	9.2809908335561894e-02	4.9040768307165312e-02	9.4750921731275098e-02	1.8876447530406681e-01	1.6089368741884388e-01	1.4531043446978703e-01	1.7988092073295492e-01	8.5630101099987976e-02	0
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-5.3744062606480092e-01	-7.8253248748412452e-01	-5.8355829718594998e-01	-2.0606492188433084e-01	-5.9270634535996047e-01	-6.4239263996581952e-01	-6.6789793309371581e-01	-8.2632675272689060e-01	-3.1608132454515692e-01	1.8827587397489984e-01	4.5828687174823635e-02	6.3650178697056692e-02	2.2908792576085990e-01	9.3207952958258261e-02	4.9246667474693404e-02	9.5173977457290226e-02	1.8954473411633491e-01	1.6157733844814456e-01	1.4596312339903336e-01	1.8069306256959239e-01	8.6023170398332252e-02	0
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-5.3985292620005976e-01	-7.8615585372150054e-01	-5.8612718211920278e-01	-2.0686655537666690e-01	-5.9470687887155504e-01	-6.4498092295781739e-01	-6.7106098166797001e-01	-8.2953152133391550e-01	-3.1757155815737426e-01	1.8915537132928315e-01	4.6031407039955785e-02	6.3937442859133359e-02	2.3010474658370603e-01	9.3600719372341393e-02	4.9449282064164934e-02	9.5593482774427405e-02	1.9031106972081255e-01	1.6225117705264572e-01	1.4661088775044970e-01	1.8149953785046455e-01	8.6414266760462932e-02	0
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-5.4224886821810814e-01	-7.8976696588286688e-01	-5.8867314107545166e-01	-2.0764925660353781e-01	-5.9662240547720713e-01	-6.4751942372435922e-01	-6.7422091535792361e-01	-8.3265971386166138e-01	-3.1905962760869427e-01	1.9003274933557912e-01	4.6232417365475183e-02	6.4222930219458033e-02	2.3111356472298406e-01	9.3988030371782341e-02	4.9648507359522198e-02	9.6009289358808120e-02	1.9106307732435587e-01	1.6291489652815877e-01	1.4725353612796022e-01	1.8230010852779377e-01	8.6803293483422653e-02	0
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-5.4462771672300825e-01	-7.9336502879870474e-01	-5.9119527599468680e-01	-2.0841249099432077e-01	-5.9845098565017019e-01	-6.5000667954953617e-01	-6.7737723047248544e-01	-8.3570926607400109e-01	-3.2054527941630401e-01	1.9090784280699849e-01	4.6431646907606976e-02	6.4506556647617994e-02	2.3211408449930099e-01	9.4369708793020632e-02	4.9844238744304124e-02	9.6421247502285257e-02	1.9180035628624803e-01	1.6356819236249792e-01	1.4789087814708421e-01	1.8309453634586301e-01	8.7190153686620475e-02	0
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-5.4698872947814603e-01	-7.9694923810615947e-01	-5.9369268400084196e-01	-2.0915572662152634e-01	-6.0019072481475766e-01	-6.5244123452927860e-01	-6.8052941592957894e-01	-8.3867813580569017e-01	-3.2202825669754864e-01	1.9178048519220423e-01	4.6629023685097415e-02	6.4788237091009421e-02	2.3310601241143947e-01	9.4745577672552289e-02	5.0036371796026227e-02	9.6829206179375446e-02	1.9252251066510750e-01	1.6421076260683273e-01	1.4852272465801675e-01	1.8388258305533714e-01	8.7574750393240391e-02	0
