# Parameters
$ K = 2
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-4.0115892010875254e-01	-7.7838094764464194e-01	-5.0030963039880472e-01	-3.9944742007834083e-01	-4.1174041037134712e-01	-1.0572561742882214e-01	-7.1965376191585495e-01	-1.9166711815451223e-01	-4.7098724565573719e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-4.0676332335387516e-01	-7.8666093543740900e-01	-5.0559469112454536e-01	-4.0412111136827183e-01	-4.1733638458126004e-01	-1.0781647451475077e-01	-7.2456172660230389e-01	-1.9735367357871969e-01	-4.7408551868240856e-01	2.9925330267622168e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-4.1243444061752377e-01	-7.9494453482778704e-01	-5.1093045281506644e-01	-4.0885269589355078e-01	-4.2300883661611510e-01	-1.0994149326334522e-01	-7.2948175746478394e-01	-2.0311713365938736e-01	-4.7720834094980397e-01	2.9851321722321758e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-4.1817150293834116e-01	-8.0322750918348540e-01	-5.1631613365275131e-01	-4.1364231052124928e-01	-4.2875741557614300e-01	-1.1210104436290710e-01	-7.3441285097220799e-01	-2.0895671688104500e-01	-4.8035572761514284e-01	2.9777975286858309e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-4.2397364138704735e-01	-8.1150548168562409e-01	-5.2175086988033204e-01	-4.1849004930604772e-01	-4.3458167240072926e-01	-1.1429549095243091e-01	-7.3935395428223294e-01	-2.1487154964045446e-01	-4.8352767033683230e-01	2.9705291810138217e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-4.2983988377367671e-01	-8.1977393668853926e-01	-5.2723371323788459e-01	-4.2339596084463221e-01	-4.4048105574040730e-01	-1.1652518776391955e-01	-7.4430396372393426e-01	-2.2086066344060934e-01	-4.8672413578053586e-01	2.9633272066598209e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-4.3576915143258743e-01	-8.2802822147701349e-01	-5.3276362846767955e-01	-4.2836004555821278e-01	-4.4645490784981195e-01	-1.1879048022806032e-01	-7.4926172328782292e-01	-2.2692299212171549e-01	-4.8994506408856375e-01	2.9561916755650905e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-4.4176025610101516e-01	-8.3626354843743511e-01	-5.3833949089963884e-01	-4.3338225290703553e-01	-4.5250246051661996e-01	-1.2109170354347518e-01	-7.5422602312884290e-01	-2.3305736913940350e-01	-4.9319036731489702e-01	2.9491226501195151e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-4.4781189690758505e-01	-8.4447499765865708e-01	-5.4396008413066443e-01	-4.3846247854136949e-01	-4.5862283104237939e-01	-1.2342918170991250e-01	-7.5919559808845427e-01	-2.3926252490103464e-01	-4.9645992782848514e-01	2.9421201851193852e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-4.5392265748782307e-01	-8.5265751997738837e-01	-5.4962409781158039e-01	-4.4360056139412207e-01	-4.6481501829201671e-01	-1.2580322652593515e-01	-7.6416912624234035e-01	-2.4553708417158041e-01	-4.9975359668780167e-01	2.9351843277322018e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-4.6009100324423507e-01	-8.6080594048192394e-01	-5.5533012555583150e-01	-4.4879628072093419e-01	-4.7107789882964479e-01	-1.2821413655185085e-01	-7.6914522748073388e-01	-2.5187956356116464e-01	-5.0307119198997108e-01	2.9283151174687561e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-4.6631527876904449e-01	-8.6891496248679045e-01	-5.6107666298446224e-01	-4.5404935309431410e-01	-4.7741022315911796e-01	-1.3066219603883872e-01	-7.7412246212881608e-01	-2.5828836910695679e-01	-5.0641249719816728e-01	2.9215125861627689e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-4.7259370544807572e-01	-8.7697917198953945e-01	-5.6686210592222530e-01	-4.5935942935912166e-01	-4.8381061208855258e-01	-1.3314767382543405e-01	-7.7909932961511907e-01	-2.6476179396268879e-01	-5.0977725945134778e-01	2.9147767579583133e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-4.7892437926463260e-01	-8.8499304261938716e-01	-5.7268474875987940e-01	-4.6472609155746353e-01	-4.9027755323873962e-01	-1.3567082220276874e-01	-7.8407426719627993e-01	-2.7129801620962724e-01	-5.1316518786076504e-01	2.9081076493053044e+00
3.5000000000000003e-02	9.6499999999999997e-01	3.5000000000000003e-02	-4.8530526882247343e-01	-8.9295094108573969e-01	-5.7854278299793993e-01	-4.7014884983185679e-01	-4.9680939771605526e-01	-1.3823187575019255e-01	-7.8904564874698202e-01	-2.7789509680337343e-01	-5.1657595179810956e-01	2.9015052689632781e+00
3.7499999999999999e-02	9.6250000000000002e-01	3.7499999999999999e-02	-4.9173421360713565e-01	-9.0084713313278952e-01	-5.8443429598721963e-01	-4.7562713931628486e-01	-5.0340435697105534e-01	-1.4083105014315125e-01	-7.9401178362433378e-01	-2.8455097767135767e-01	-5.2000917918052003e-01	2.8949696180137017e+00
4.0000000000000001e-02	9.5999999999999996e-01	4.0000000000000001e-02	-4.9820892250494114e-01	-9.0867579000439769e-01	-5.9035726988150472e-01	-4.8116031702559064e-01	-5.1006049986445923e-01	-1.4346854093544090e-01	-7.9897091561636091e-01	-2.9126347997636087e-01	-5.2346445475811709e-01	2.8885006898810470e+00
4.2500000000000003e-02	9.5750000000000002e-01	4.2500000000000003e-02	-5.0472697259893340e-01	-9.1643099542132656e-01	-5.9630958081763363e-01	-4.8674765875444459e-01	-5.1677574996264763e-01	-1.4614452231823385e-01	-8.0392122198469607e-01	-2.9803030256180385e-01	-5.2694131841010494e-01	2.8820984703628461e+00
4.4999999999999998e-02	9.5499999999999996e-01	4.4999999999999998e-02	-5.1128580826084247e-01	-9.2410675307060774e-01	-6.0228899833804084e-01	-4.9238835599791014e-01	-5.2354788308513633e-01	-1.4885914585851617e-01	-8.0886081261191556e-01	-3.0484902059490865e-01	-5.3043926345591752e-01	2.8757629376689260e+00
4.7500000000000001e-02	9.5250000000000001e-01	4.7500000000000001e-02	-5.1788274055785866e-01	-9.3169699460440125e-01	-6.0829318507055508e-01	-4.9808151290643998e-01	-5.3037452512670025e-01	-1.5161253921986145e-01	-8.1378772926433096e-01	-3.1171708442412221e-01	-5.3395773498825838e-01	2.8694940624700349e+00
5.0000000000000003e-02	9.4999999999999996e-01	5.0000000000000003e-02	-5.2451494699256562e-01	-9.3919558814314630e-01	-6.1431969667982134e-01	-5.0382614328888708e-01	-5.3725315017692776e-01	-1.5440480486873373e-01	-8.1869994498133591e-01	-3.1863181866742391e-01	-5.3749612823530724e-01	2.8632918079560339e+00
5.2499999999999998e-02	9.4750000000000001e-01	5.2499999999999998e-02	-5.3117947159380285e-01	-9.4659634727513908e-01	-6.2036598210421878e-01	-5.0962116767786725e-01	-5.4418107895995804e-01	-1.5723601876977852e-01	-8.2359536360269059e-01	-3.2559042154827827e-01	-5.4105378695972994e-01	2.8571561299038248e+00
5.5000000000000000e-02	9.4499999999999995e-01	5.5000000000000000e-02	-5.3787322537550375e-01	-9.5389304054187474e-01	-6.2642938409149074e-01	-5.1546541047253991e-01	-5.5115547761700101e-01	-1.6010622907384670e-01	-8.2847181944533277e-01	-3.3258996449605044e-01	-5.4463000190251221e-01	2.8510869767551763e+00
5.7500000000000002e-02	9.4250000000000000e-01	5.7500000000000002e-02	-5.4459298717969218e-01	-9.6107940139563630e-01	-6.3250714004556785e-01	-5.2135759717451480e-01	-5.5817335685392722e-01	-1.6301545480274429e-01	-8.3332707714147725e-01	-3.3962739202766978e-01	-5.4822400927999093e-01	2.8450842897045820e+00
5.9999999999999998e-02	9.3999999999999995e-01	5.9999999999999998e-02	-5.5133540491877886e-01	-9.6814913861284346e-01	-6.3859638319616052e-01	-5.2729635173326828e-01	-5.6523157147576741e-01	-1.6596368453498864e-01	-8.3815883164984317e-01	-3.4669952192717540e-01	-5.5183498934277420e-01	2.8391480027972760e+00
6.2500000000000000e-02	9.3750000000000000e-01	6.2500000000000000e-02	-5.5809699723114436e-01	-9.7509594714367986e-01	-6.4469414410172887e-01	-5.3328019401797599e-01	-5.7232682032933857e-01	-1.6895087509708998e-01	-8.4296470845192562e-01	-3.5380304573953369e-01	-5.5546206500556738e-01	2.8332780430375157e+00
6.5000000000000002e-02	9.3500000000000005e-01	6.5000000000000002e-02	-5.6487415556263454e-01	-9.8191351937546012e-01	-6.5079735249526183e-01	-5.3930753743321902e-01	-5.7945564667443727e-01	-1.7197695026512350e-01	-8.4774226394512386e-01	-3.6093452959473754e-01	-5.5910430055717475e-01	2.8274743305072172e+00
6.7500000000000004e-02	9.3250000000000000e-01	6.7500000000000004e-02	-5.7166314668512630e-01	-9.8859555678413735e-01	-6.5690283948109651e-01	-5.4537668669641126e-01	-5.8661443900309485e-01	-1.7504179948161230e-01	-8.5248898604448542e-01	-3.6809041537770665e-01	-5.6276070046019455e-01	2.8217367784950014e+00
7.0000000000000007e-02	9.2999999999999994e-01	7.0000000000000007e-02	-5.7846011566167133e-01	-9.9513578194528907e-01	-6.6300734008959605e-01	-5.5148583579518384e-01	-5.9379943232524313e-01	-1.7814527659292678e-01	-8.5720229500455469e-01	-3.7526702225886838e-01	-5.6643020825011670e-01	2.8160652936357167e+00
7.2499999999999995e-02	9.2749999999999999e-01	7.2499999999999995e-02	-5.8526108926594267e-01	-1.0015279508728911e+00	-6.6910749619503807e-01	-5.5763306614318164e-01	-6.0100670993786454e-01	-1.8128719861263740e-01	-8.6187954447254522e-01	-3.8246054859953976e-01	-5.7011170554368973e-01	2.8104597760604442e+00
7.4999999999999997e-02	9.2500000000000004e-01	7.4999999999999997e-02	-5.9206197986177389e-01	-1.0077658656512078e+00	-6.7519985980046404e-01	-5.6381634495291855e-01	-6.0823220569319225e-01	-1.8446734451642452e-01	-8.6651802278365420e-01	-3.8966707424530855e-01	-5.7380401116650481e-01	2.8049201195569977e+00
7.7499999999999999e-02	9.2249999999999999e-01	7.7499999999999999e-02	-5.9885858974651740e-01	-1.0138433873222443e+00	-6.8128089669152492e-01	-5.7003352384435135e-01	-6.1547170677987117e-01	-1.8768545407430634e-01	-8.7111495450880339e-01	-3.9688256321956139e-01	-5.7750588040981832e-01	2.7994462117409031e+00
8.0000000000000002e-02	9.2000000000000004e-01	8.0000000000000002e-02	-6.0564661595976177e-01	-1.0197544489884087e+00	-6.8734699045957970e-01	-5.7628233770777848e-01	-6.2272085702916091e-01	-1.9094122672608443e-01	-8.7566750226451806e-01	-4.0410286682808377e-01	-5.8121600442658650e-01	2.7940379342367896e+00
8.2500000000000004e-02	9.1749999999999998e-01	8.2500000000000004e-02	-6.1242165555663708e-01	-1.0254930690873820e+00	-6.9339444689238328e-01	-5.8256040383947250e-01	-6.2997516075623006e-01	-1.9423432050601305e-01	-8.8017276879388873e-01	-4.1132372718431054e-01	-5.8493300977662666e-01	2.7886951628701526e+00
8.5000000000000006e-02	9.1500000000000004e-01	8.5000000000000006e-02	-6.1917921134252607e-01	-1.0310533647937214e+00	-6.9941949872877685e-01	-5.8886522136811992e-01	-6.3722998714442003e-01	-1.9756435102276171e-01	-8.8462779932675395e-01	-4.1854078116327270e-01	-5.8865545813066666e-01	2.7834177678693672e+00
8.7499999999999994e-02	9.1249999999999998e-01	8.7499999999999994e-02	-6.2591469806351330e-01	-1.0364295654994056e+00	-7.0541831077173589e-01	-5.9519417098967153e-01	-6.4448057517801016e-01	-2.0093089050079341e-01	-8.8902958422626377e-01	-4.2574956479063253e-01	-5.9238184614281253e-01	2.7782056140778395e+00
8.9999999999999997e-02	9.1000000000000003e-01	8.9999999999999997e-02	-6.3262344904432311e-01	-1.0416160263234626e+00	-7.1138698535206968e-01	-6.0154451502760342e-01	-6.5172203912651239e-01	-2.0433346688927795e-01	-8.9337506192791349e-01	-4.3294551807137777e-01	-5.9611060550067696e-01	2.7730585611761449e+00
9.2499999999999999e-02	9.0749999999999997e-01	9.2499999999999999e-02	-6.3930072326287679e-01	-1.0466072415989880e+00	-7.1732156813295245e-01	-6.0791339783483345e-01	-6.5894937458088643e-01	-2.0777156304464409e-01	-8.9766112217595173e-01	-4.4012399026078375e-01	-5.9984010316202929e-01	2.7679764639139761e+00
9.5000000000000001e-02	9.0500000000000003e-01	9.5000000000000001e-02	-6.4594171284794288e-01	-1.0513978582842851e+00	-7.2321805424333152e-01	-6.1429784655259789e-01	-6.6615746503930240e-01	-2.1124461599277630e-01	-9.0188460956075356e-01	-4.4728024557816376e-01	-6.0356864178636882e-01	2.7629591723516880e+00
9.7500000000000003e-02	9.0249999999999997e-01	9.7500000000000003e-02	-6.5254155098366562e-01	-1.0559826892435871e+00	-7.2907239472612440e-01	-6.2069477224057790e-01	-6.7334108903718204e-01	-2.1475201627678370e-01	-9.0604232735931733e-01	-4.5440946936168108e-01	-6.0729446036927903e-01	2.7580065321112146e+00
1.0000000000000001e-01	9.0000000000000002e-01	1.0000000000000001e-01	-6.5909532020209616e-01	-1.0603567263418601e+00	-7.3488050328500776e-01	-6.2710097139130649e-01	-6.8049492781327225e-01	-2.1829310739609234e-01	-9.1013104167954284e-01	-4.6150677466017187e-01	-6.1101573508679918e-01	2.7531183846360863e+00
1.0249999999999999e-01	8.9749999999999996e-01	1.0249999999999999e-01	-6.6559806104218999e-01	-1.0645151532975583e+00	-7.4063826331149574e-01	-6.3351312784053204e-01	-6.8761357350045782e-01	-2.2186718534242428e-01	-9.1414748590727701e-01	-4.6856720925545120e-01	-6.1473058035632977e-01	2.7482945674602539e+00
1.0500000000000000e-01	8.9500000000000002e-01	1.0500000000000000e-01	-6.7204478105114263e-01	-1.0684533582369098e+00	-7.4634153517198498e-01	-6.3992781508371455e-01	-6.9469153782686599e-01	-2.2547349823799559e-01	-9.1808836545342332e-01	-4.7558576310602990e-01	-6.1843705011980343e-01	2.7435349144854060e+00
1.0750000000000000e-01	8.9249999999999996e-01	1.0750000000000000e-01	-6.7843046410141172e-01	-1.0721669458934069e+00	-7.5198616373247384e-01	-6.4634149900712778e-01	-7.0172326130969231e-01	-2.2911124608096720e-01	-9.2195036279655718e-01	-4.8255737620054262e-01	-6.2213313935395609e-01	2.7388392562664139e+00
1.1000000000000000e-01	8.9000000000000001e-01	1.1000000000000000e-01	-6.8475007999432980e-01	-1.0756517493966260e+00	-7.5756798609679821e-01	-6.5275054104027874e-01	-7.0870312292097604e-01	-2.3277958060286613e-01	-9.2573014281463839e-01	-4.8947694680649645e-01	-6.2581678581159905e-01	2.7342074203045366e+00
1.1250000000000000e-01	8.8749999999999996e-01	1.1250000000000000e-01	-6.9099859431890120e-01	-1.0789038415953325e+00	-7.6308283953242129e-01	-6.5915120173438091e-01	-7.1562545020140422e-01	-2.3647760524233094e-01	-9.2942435839742121e-01	-4.9633934009720770e-01	-6.2948587199673012e-01	2.7296392313479672e+00
1.1500000000000000e-01	8.8500000000000001e-01	1.1500000000000000e-01	-6.9717097853221721e-01	-1.0819195458610615e+00	-7.6852656955624021e-01	-6.6553964476959593e-01	-7.2248452979509492e-01	-2.4020437523910296e-01	-9.3302965632917234e-01	-5.0313939713705136e-01	-6.3313822737523218e-01	2.7251345116992844e+00
1.1749999999999999e-01	8.8250000000000006e-01	1.1749999999999999e-01	-7.0326222022588059e-01	-1.0846954463199594e+00	-7.7389503815129046e-01	-6.7191194139154253e-01	-7.2927461837522112e-01	-2.4395889785176120e-01	-9.3654268342926983e-01	-5.0987194420239035e-01	-6.3677163082172261e-01	2.7206930815293449e+00
1.2000000000000000e-01	8.8000000000000000e-01	1.2000000000000000e-01	-7.0926733354103622e-01	-1.0872283974626722e+00	-7.7918413208397030e-01	-6.7826407527535415e-01	-7.3598995392738920e-01	-2.4774013270217651e-01	-9.3996009293617711e-01	-5.1653180241282193e-01	-6.4038381330187877e-01	2.7163147591971133e+00
1.2250000000000000e-01	8.7749999999999995e-01	1.2250000000000000e-01	-7.1518136969295620e-01	-1.0895155330844162e+00	-7.8438977129017096e-01	-6.8459194781315902e-01	-7.4262476735478933e-01	-2.5154699224916727e-01	-9.4327855111824532e-01	-5.2311379764470867e-01	-6.4397246078828319e-01	2.7119993615749234e+00
1.2500000000000000e-01	8.7500000000000000e-01	1.2500000000000000e-01	-7.2099942756473256e-01	-1.0915542745101201e+00	-7.8950791729778391e-01	-6.9089138381846649e-01	-7.4917329436642743e-01	-2.5537834239324159e-01	-9.4649474409271828e-01	-5.2961277069635437e-01	-6.4753521740648179e-01	2.7077467043786028e+00
1.2750000000000000e-01	8.7250000000000005e-01	1.2750000000000000e-01	-7.2671666432847426e-01	-1.0933423380625613e+00	-7.9453458165223867e-01	-6.9715813763844015e-01	-7.5562978760719046e-01	-2.5923300321375881e-01	-9.4960538483234791e-01	-5.3602358767168856e-01	-6.5106968880659699e-01	2.7035566025019024e+00
1.3000000000000000e-01	8.7000000000000000e-01	1.3000000000000000e-01	-7.3232830605149135e-01	-1.0948777417348714e+00	-7.9946583431118445e-01	-7.0338789966256154e-01	-7.6198852898612679e-01	-2.6310974983918328e-01	-9.5260722033701484e-01	-5.4234115054695220e-01	-6.5457344575442267e-01	2.6994288703546285e+00
1.3250000000000001e-01	8.6749999999999994e-01	1.3250000000000001e-01	-7.3782965824429159e-01	-1.0961588110324521e+00	-8.0429781197408623e-01	-7.0957630321360787e-01	-7.6824384215718933e-01	-2.6700731345050260e-01	-9.5549703894594129e-01	-5.4856040788266436e-01	-6.5804402793452876e-01	2.6953633222038600e+00
